ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5
C00_C97,2000_2005,2006_2010,5,EQI_midpoint,0.00,"-1.18(-4.38, 1.76)","-2.57(-5.60, 0.71)","-2.56(-5.95, 0.50)","1.59(-1.67, 5.05)"
C00_C97,2000_2005,2006_2010,5,EQI_air_midpoint,0.00,"1.23(-1.86, 4.44)","4.79(1.75, 7.98)**","5.91(2.93, 8.90)***","8.79(5.74, 12.09)***"
