ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5
C30_C39,2000_2005,2006_2010,5,RUCC1_EQI,0.00,-1.07(-3.07, 0.93),2.09(0.09, 4.09),5.07(3.07, 7.07),9.03(7.03, 11.03)
