ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
"N00_N29_C64_C65","2016_2020",15,"Cluster_NLCD_A_SVI+SM+UN","1.00(1.00,1.00)","1.19(1.11,1.28)","1.34(1.24,1.46)","1.66(1.52,1.82)",NA,"0.0002","0.0002","0.0002","1.0024","1.0022","1.0015",2451,1894,1839,3235,2671,2619
"N00_N29_C64_C65","2021_2024",20,"Cluster_NLCD_A_SVI+SM+UN","1.00(1.00,1.00)","1.19(1.11,1.28)","1.37(1.26,1.49)","1.74(1.59,1.92)",NA,"0.0002","0.0002","0.0002","1.0025","1.0037","1.0048",2364,1726,1797,3522,2822,3340
"N00_N29_C64_C65","2006_2010",5,"Cluster_NLCD_B_SVI+SM+UN","1.00(1.00,1.00)","1.09(0.99,1.20)","1.21(1.09,1.35)","1.46(1.30,1.65)",NA,"0.1014","0.0006","0.0002","1.0003","1.0006","1.0003",2489,2341,2324,3179,3416,3140
"N00_N29_C64_C65","2011_2015",10,"Cluster_NLCD_B_SVI+SM+UN","1.00(1.00,1.00)","1.15(1.02,1.29)","1.28(1.13,1.46)","1.56(1.36,1.81)",NA,"0.0235","0.0002","0.0002","1.0012","1.0004","1.0006",2769,2562,2603,3337,3117,3267
"N00_N29_C64_C65","2016_2020",15,"Cluster_NLCD_B_SVI+SM+UN","1.00(1.00,1.00)","1.09(0.98,1.21)","1.26(1.12,1.41)","1.56(1.39,1.78)",NA,"0.1139","0.0002","0.0002","1.0021","1.0035","1.0028",2437,2288,2376,2883,2751,3167
"N00_N29_C64_C65","2021_2024",20,"Cluster_NLCD_B_SVI+SM+UN","1.00(1.00,1.00)","1.09(0.98,1.22)","1.16(1.04,1.32)","1.42(1.24,1.63)",NA,"0.1106","0.0090","0.0002","1.0011","1.0005","1.0008",3205,2605,2841,3919,3845,3616
"N00_N29_C64_C65","2006_2010",5,"Cluster_NLCD_C_SVI+SM+UN","1.00(1.00,1.00)","1.03(0.98,1.08)","1.04(0.98,1.11)","1.29(1.19,1.40)",NA,"0.2135","0.1743","0.0002","1.0014","1.0019","1.0024",3146,2522,2704,3470,3146,3161
"N00_N29_C64_C65","2011_2015",10,"Cluster_NLCD_C_SVI+SM+UN","1.00(1.00,1.00)","1.05(0.99,1.11)","1.12(1.04,1.20)","1.38(1.25,1.50)",NA,"0.0906","0.0023","0.0002","1.0011","1.0016","1.0010",2684,2369,2405,3058,3369,3212
"N00_N29_C64_C65","2016_2020",15,"Cluster_NLCD_C_SVI+SM+UN","1.00(1.00,1.00)","1.09(1.03,1.14)","1.12(1.05,1.19)","1.31(1.21,1.43)",NA,"0.0006","0.0010","0.0002","1.0006","1.0007","1.0007",2614,2025,1949,3113,3095,3066
"N00_N29_C64_C65","2021_2024",20,"Cluster_NLCD_C_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.96,1.06)","1.08(1.01,1.15)","1.32(1.21,1.43)",NA,"0.8359","0.0148","0.0002","1.0006","1.0016","1.0020",4523,3135,3098,3688,3459,3600
"N00_N29_C64_C65","2006_2010",5,"Cluster_NLCD_D_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.87,1.14)","1.05(0.91,1.22)","1.22(1.04,1.41)",NA,"0.9221","0.4797","0.0115","1.0002","1.0008","1.0014",3421,2633,2571,3592,3582,3401
"N00_N29_C64_C65","2011_2015",10,"Cluster_NLCD_D_SVI+SM+UN","1.00(1.00,1.00)","1.03(0.90,1.18)","1.08(0.94,1.26)","1.21(1.02,1.42)",NA,"0.6896","0.2922","0.0315","1.0011","1.0029","1.0015",2693,2183,2174,3712,2625,2352
"N00_N29_C64_C65","2016_2020",15,"Cluster_NLCD_D_SVI+SM+UN","1.00(1.00,1.00)","1.05(0.91,1.22)","1.15(0.99,1.35)","1.30(1.10,1.56)",NA,"0.5151","0.0739","0.0027","1.0031","1.0021","1.0015",2749,2250,2368,2722,2273,2301
"N00_N29_C64_C65","2021_2024",20,"Cluster_NLCD_D_SVI+SM+UN","1.00(1.00,1.00)","0.98(0.84,1.14)","1.09(0.94,1.28)","1.21(1.02,1.44)",NA,"0.7767","0.2581","0.0331","1.0034","1.0033","1.0031",2726,2213,2342,3392,2780,3501
