ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
J40_J47_J60_J70_J84_D86_C34,2006_2010,5,Cluster_EQI_A_SVI+UN,"1.00(1.00,1.00)","44.55(-8.44,9.76)","137.02(-28.59,31.87)","110.80(-20.82,24.77)",NA,0.7863,0.7850,0.7850,1.0000,1.0013,1.0008,2907,2336,2435,2908,3208,3247
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Cluster_EQI_A_SVI+UN","1.00(1.00,1.00)","1.20(1.04,1.42)","1.55(1.29,2.09)","1.38(1.17,1.81)",NA,"0.0060","0.0002","0.0002","1.0006","1.0010","1.0011",2972,3033,3260,3368,3780,3297
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Cluster_EQI_A_SVI+UN","1.00(1.00,1.00)","1.20(1.01,1.49)","1.80(1.43,2.67)","1.63(1.30,2.37)",NA,"0.0419","0.0010","0.0010","1.0003","1.0002","1.0002",3095,3060,3039,3145,3694,3344
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Cluster_EQI_A_SVI+UN","1.00(1.00,1.00)","1.11(0.99,1.24)","1.40(1.25,1.61)","1.32(1.18,1.51)",NA,"0.0756","0.0002","0.0002","1.0014","1.0001","1.0002",3225,2488,2784,3467,2999,3300
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Cluster_EQI_B_SVI+UN","1.00(1.00,1.00)","1.22(1.11,1.40)","1.38(1.22,1.69)","1.36(1.19,1.68)",NA,"0.0002","0.0002","0.0002","1.0038","1.0035","1.0025",1683,1861,2156,3339,2643,3198
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Cluster_EQI_B_SVI+UN","1.00(1.00,1.00)","1.13(1.06,1.21)","1.23(1.14,1.34)","1.19(1.09,1.32)",NA,"0.0010","0.0002","0.0002","1.0005","1.0003","1.0016",3737,3241,2990,3702,3584,3451
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Cluster_EQI_B_SVI+UN","1.00(1.00,1.00)","1.14(1.07,1.23)","1.25(1.15,1.37)","1.29(1.18,1.44)",NA,"0.0002","0.0002","0.0002","1.0006","1.0008","1.0007",3653,3504,3509,4010,3489,3558
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Cluster_EQI_B_SVI+UN","1.00(1.00,1.00)","1.11(1.05,1.19)","1.19(1.11,1.28)","1.22(1.13,1.33)",NA,"0.0002","0.0002","0.0002","0.9995","1.0017","1.0000",3082,2811,2726,3623,3222,3139
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Cluster_EQI_C_SVI+UN","1.00(1.00,1.00)","1.51(1.21,2.37)","2.03(1.47,3.78)","2.28(1.58,4.45)",NA,"0.0044","0.0044","0.0044","1.0018","1.0006","1.0020",2229,1956,2101,2414,2681,3226
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Cluster_EQI_C_SVI+UN","1.00(1.00,1.00)","1.19(1.11,1.32)","1.38(1.25,1.60)","1.44(1.27,1.71)",NA,"0.0002","0.0002","0.0002","1.0025","1.0034","1.0027",1942,1389,1640,2792,1985,2074
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Cluster_EQI_C_SVI+UN","1.00(1.00,1.00)","1.20(1.13,1.30)","1.36(1.25,1.55)","1.45(1.31,1.68)",NA,"0.0002","0.0002","0.0002","1.0021","1.0024","1.0019",2007,1686,1817,2594,2516,2946
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Cluster_EQI_C_SVI+UN","1.00(1.00,1.00)","1.22(1.15,1.32)","1.39(1.28,1.55)","1.50(1.36,1.71)",NA,"0.0002","0.0002","0.0002","1.0013","1.0010","1.0012",3366,2979,3331,3582,3542,3394
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Cluster_NLCD_A_SVI+UN","1.00(1.00,1.00)","-4.89(-20.00,22.04)","-9.73(-53.06,49.89)","-6.26(-46.07,46.27)",NA,"0.7184","0.7184","0.7184","1.0011","1.0029","1.0018",2212,1898,1859,2987,2957,2844
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Cluster_NLCD_A_SVI+UN","1.00(1.00,1.00)","1.34(1.19,1.60)","1.81(1.49,2.42)","1.71(1.41,2.27)",NA,"0.0002","0.0002","0.0002","1.0030","1.0020","1.0037",2087,1875,1883,2725,2478,2873
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Cluster_NLCD_A_SVI+UN","1.00(1.00,1.00)","1.29(1.17,1.48)","1.73(1.49,2.17)","1.69(1.45,2.13)",NA,"0.0002","0.0002","0.0002","1.0001","1.0007","1.0006",2564,1963,2202,3018,2813,3023
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Cluster_NLCD_A_SVI+UN","1.00(1.00,1.00)","1.22(1.14,1.33)","1.53(1.39,1.71)","1.55(1.40,1.75)",NA,"0.0002","0.0002","0.0002","1.0007","1.0007","1.0009",3695,3086,3202,3437,3710,3679
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Cluster_NLCD_B_SVI+UN","1.00(1.00,1.00)","1.09(1.02,1.17)","1.15(1.07,1.25)","1.13(1.04,1.24)",NA,"0.0156","0.0002","0.0019","1.0005","1.0001","1.0002",3497,3444,3745,3970,3606,3593
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Cluster_NLCD_B_SVI+UN","1.00(1.00,1.00)","1.13(1.04,1.26)","1.20(1.09,1.38)","1.21(1.07,1.43)",NA,"0.0069","0.0002","0.0006","1.0008","1.0015","1.0012",2976,3592,2863,3236,3579,2834
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Cluster_NLCD_B_SVI+UN","1.00(1.00,1.00)","1.12(1.02,1.25)","1.22(1.11,1.39)","1.26(1.12,1.48)",NA,"0.0202","0.0002","0.0002","1.0010","1.0005","1.0010",3347,3399,3489,3624,2922,3469
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Cluster_NLCD_B_SVI+UN","1.00(1.00,1.00)","1.09(1.01,1.18)","1.14(1.05,1.23)","1.18(1.08,1.29)",NA,"0.0240","0.0015","0.0010","1.0008","1.0001","1.0004",5929,5437,4920,2983,3732,3812
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Cluster_NLCD_C_SVI+UN","1.00(1.00,1.00)","1.53(1.21,2.67)","1.89(1.39,3.90)","1.93(1.38,3.96)",NA,"0.0090","0.0090","0.0090","1.0041","1.0012","1.0004",2986,2776,2950,2721,2840,3114
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Cluster_NLCD_C_SVI+UN","1.00(1.00,1.00)","1.17(1.09,1.28)","1.31(1.19,1.50)","1.26(1.12,1.45)",NA,"0.0002","0.0002","0.0002","1.0001","1.0016","1.0015",3024,2105,2182,3331,3025,2863
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Cluster_NLCD_C_SVI+UN","1.00(1.00,1.00)","1.27(1.16,1.45)","1.45(1.27,1.74)","1.52(1.29,1.88)",NA,"0.0002","0.0002","0.0002","1.0005","1.0009","1.0007",2828,2302,2407,3253,2967,2933
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Cluster_NLCD_C_SVI+UN","1.00(1.00,1.00)","1.27(1.14,1.48)","1.51(1.31,1.84)","1.60(1.35,2.02)",NA,"0.0002","0.0002","0.0002","1.0013","1.0010","1.0014",3714,2937,2806,3663,3699,3163
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Cluster_NLCD_D_SVI+UN","1.00(1.00,1.00)","1.04(0.96,1.12)","1.06(0.98,1.14)","1.09(1.00,1.18)",NA,"0.3581","0.1514","0.0469","1.0007","0.9999","1.0003",5214,4728,5843,3535,3872,4053
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Cluster_NLCD_D_SVI+UN","1.00(1.00,1.00)","1.04(0.95,1.13)","1.05(0.97,1.14)","1.06(0.97,1.16)",NA,"0.4110","0.2193","0.2189","1.0006","1.0002","1.0002",5307,4714,5138,3980,3580,4030
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Cluster_NLCD_D_SVI+UN","1.00(1.00,1.00)","1.06(0.96,1.18)","1.09(0.98,1.20)","1.11(0.99,1.23)",NA,"0.2693","0.1152","0.0664","1.0007","1.0011","1.0003",4834,3839,4545,3299,3663,3635
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Cluster_NLCD_D_SVI+UN","1.00(1.00,1.00)","1.05(0.93,1.18)","1.11(0.99,1.24)","1.13(0.99,1.27)",NA,"0.3976","0.0789","0.0681","0.9997","1.0006","1.0001",4522,4537,4782,3848,3540,3733
