ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
X60_X84_Y87.0,2006_2010,5,Cluster_EQI_A_SVI+UN+PD+DB,"1.00(1.00,1.00)","2.44(1.64,4.00)","3.87(2.50,6.65)","4.10(2.57,7.21)",NA,0.0002,0.0002,0.0002,1.0017,1.0030,1.0025,2681,1882,1349,3579,2694,2569
"X60_X84_Y87.0","2011_2015",10,"Cluster_EQI_A_SVI+UN+PD+DB","1.00(1.00,1.00)","2.11(1.52,3.14)","3.18(2.23,4.90)","3.52(2.38,5.59)",NA,"0.0002","0.0002","0.0002","1.0010","1.0033","1.0037",2916,2224,2044,3386,3016,2873
"X60_X84_Y87.0","2016_2020",15,"Cluster_EQI_A_SVI+UN+PD+DB","1.00(1.00,1.00)","1.63(1.26,2.16)","2.37(1.79,3.23)","2.49(1.81,3.47)",NA,"0.0002","0.0002","0.0002","1.0009","1.0007","1.0007",3143,2492,2257,3530,3145,3035
"X60_X84_Y87.0","2021_2024",20,"Cluster_EQI_A_SVI+UN+PD+DB","1.00(1.00,1.00)","1.70(1.29,2.30)","2.56(1.90,3.61)","2.87(2.06,4.18)",NA,"0.0002","0.0002","0.0002","1.0013","1.0021","1.0020",3912,3318,2772,3877,3686,3622
"X60_X84_Y87.0","2006_2010",5,"Cluster_EQI_B_SVI+UN+PD+DB","1.00(1.00,1.00)","1.33(1.19,1.51)","1.43(1.25,1.65)","1.38(1.16,1.66)",NA,"0.0002","0.0002","0.0002","1.0005","1.0015","1.0015",2931,2214,2094,3202,3314,2770
"X60_X84_Y87.0","2011_2015",10,"Cluster_EQI_B_SVI+UN+PD+DB","1.00(1.00,1.00)","1.30(1.16,1.46)","1.37(1.20,1.58)","1.30(1.08,1.56)",NA,"0.0002","0.0002","0.0023","1.0017","1.0033","1.0033",2621,2036,1761,3683,2959,2633
"X60_X84_Y87.0","2016_2020",15,"Cluster_EQI_B_SVI+UN+PD+DB","1.00(1.00,1.00)","1.32(1.19,1.47)","1.43(1.26,1.64)","1.35(1.14,1.58)",NA,"0.0002","0.0002","0.0002","1.0024","1.0035","1.0041",2361,1688,1436,3263,2787,2527
"X60_X84_Y87.0","2021_2024",20,"Cluster_EQI_B_SVI+UN+PD+DB","1.00(1.00,1.00)","1.37(1.20,1.55)","1.47(1.27,1.70)","1.45(1.21,1.75)",NA,"0.0002","0.0002","0.0002","1.0006","1.0024","1.0020",3055,2482,2067,3786,3079,2826
"X60_X84_Y87.0","2006_2010",5,"Cluster_EQI_C_SVI+UN+PD+DB","1.00(1.00,1.00)","1.11(1.05,1.17)","1.20(1.12,1.28)","1.19(1.08,1.31)",NA,"0.0002","0.0002","0.0010","1.0032","1.0037","1.0028",2126,1636,1468,2742,2536,2343
"X60_X84_Y87.0","2011_2015",10,"Cluster_EQI_C_SVI+UN+PD+DB","1.00(1.00,1.00)","1.11(1.06,1.17)","1.20(1.12,1.28)","1.16(1.05,1.28)",NA,"0.0002","0.0002","0.0052","1.0013","1.0018","1.0024",2183,1653,1604,2892,2212,2321
