ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
"I00_I99","2016_2020",15,"Cluster_NLCD_A_SVI+SM+UN","1.00(1.00,1.00)","1.04(1.02,1.06)","1.10(1.08,1.13)","1.18(1.15,1.21)",NA,"0.0006","0.0002","0.0002","1.0006","1.0014","1.0034",3502,3009,3120,3496,3205,3320
"I00_I99","2021_2024",20,"Cluster_NLCD_A_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.97,1.01)","1.05(1.03,1.08)","1.11(1.09,1.14)",NA,"0.3314","0.0002","0.0002","1.0016","1.0010","1.0003",3590,3311,3185,3664,3073,3182
"I00_I99","2006_2010",5,"Cluster_NLCD_B_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.96,1.02)","1.00(0.97,1.03)","1.08(1.05,1.12)",NA,"0.3735","0.8367","0.0002","1.0021","1.0012","1.0001",3857,3603,3797,3704,3496,3657
"I00_I99","2011_2015",10,"Cluster_NLCD_B_SVI+SM+UN","1.00(1.00,1.00)","0.98(0.95,1.01)","1.01(0.98,1.04)","1.10(1.07,1.14)",NA,"0.1973","0.6034","0.0002","0.9999","1.0012","1.0008",4565,3911,3553,3529,3452,3819
"I00_I99","2016_2020",15,"Cluster_NLCD_B_SVI+SM+UN","1.00(1.00,1.00)","0.98(0.96,1.01)","1.01(0.98,1.04)","1.12(1.08,1.16)",NA,"0.2714","0.4972","0.0002","1.0014","1.0004","1.0004",3629,3371,3507,3328,3431,3494
"I00_I99","2021_2024",20,"Cluster_NLCD_B_SVI+SM+UN","1.00(1.00,1.00)","0.98(0.95,1.00)","0.99(0.96,1.02)","1.06(1.02,1.09)",NA,"0.1069","0.6859","0.0015","1.0012","1.0006","1.0021",5111,5781,5316,3816,3438,3492
"I00_I99","2006_2010",5,"Cluster_NLCD_C_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.99,1.02)","1.00(0.98,1.02)","1.07(1.05,1.10)",NA,"0.6597","0.8067","0.0002","1.0008","1.0009","1.0025",4527,3485,3498,4101,3508,3636
"I00_I99","2011_2015",10,"Cluster_NLCD_C_SVI+SM+UN","1.00(1.00,1.00)","1.01(1.00,1.03)","1.01(0.99,1.03)","1.08(1.05,1.10)",NA,"0.0431","0.2652","0.0002","1.0004","1.0005","1.0001",4405,3683,3599,3818,3720,3562
"I00_I99","2016_2020",15,"Cluster_NLCD_C_SVI+SM+UN","1.00(1.00,1.00)","1.01(1.00,1.03)","1.03(1.01,1.05)","1.12(1.09,1.15)",NA,"0.1131","0.0019","0.0002","1.0005","1.0012","1.0013",3950,2846,2911,3442,3398,3321
"I00_I99","2021_2024",20,"Cluster_NLCD_C_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.02)","1.02(1.00,1.04)","1.10(1.07,1.12)",NA,"0.8875","0.0998","0.0002","1.0007","1.0001","1.0025",4169,3616,3959,3516,3459,3889
"I00_I99","2006_2010",5,"Cluster_NLCD_D_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.96,1.02)","0.99(0.97,1.02)","1.06(1.03,1.09)",NA,"0.4689","0.6592","0.0002","1.0009","1.0019","1.0000",4847,4266,4283,3997,3461,3545
"I00_I99","2011_2015",10,"Cluster_NLCD_D_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.96,1.02)","1.01(0.98,1.04)","1.06(1.02,1.09)",NA,"0.6542","0.5230","0.0002","1.0011","1.0015","1.0018",3233,2978,3358,3697,3254,3612
"I00_I99","2016_2020",15,"Cluster_NLCD_D_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.95,1.02)","1.00(0.97,1.03)","1.06(1.03,1.10)",NA,"0.4530","0.8392","0.0023","1.0004","1.0028","1.0023",7869,6258,6927,4373,4040,3254
"I00_I99","2021_2024",20,"Cluster_NLCD_D_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.95,1.02)","0.99(0.96,1.02)","1.03(0.99,1.06)",NA,"0.4260","0.5259","0.1277","1.0016","1.0038","1.0006",4910,5528,5609,3236,3494,2881
