"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C76_C80","Cluster0_EQI",5,"-3.01(-6.05,0.14)","-2.92(-4.80,-0.99)**","2.10(0.19,3.97)*","0.02(-0.77,0.81)",1010,1.0015
"C76_C80","Cluster0_Air",5,"-2.14(-4.72,0.36)","0.16(-1.77,2.16)","0.37(-1.41,2.22)","0.09(-0.69,0.85)",1010,1.0036
"C76_C80","Cluster0_Water",5,"2.14(-0.86,5.24)","-1.39(-4.65,1.71)","0.03(-1.54,1.59)","0.10(-0.68,0.90)",1010,1.0024
"C76_C80","Cluster0_Land",5,"0.63(-1.73,2.97)","-1.44(-3.55,0.69)","0.48(-1.51,2.39)","0.08(-0.72,0.83)",1010,1.0006
"C76_C80","Cluster0_Built",5,"-1.61(-4.56,1.40)","-2.68(-5.13,-0.21)*","2.14(-0.35,4.58)","0.06(-0.73,0.84)",1010,1.0013
"C76_C80","Cluster0_Social",5,"1.04(-3.11,5.50)","1.07(-1.79,3.98)","-0.86(-3.86,2.20)","0.09(-0.70,0.89)",1010,1.0009
"C76_C80","Cluster1_EQI",5,"-0.28(-1.14,0.58)","-0.13(-1.15,0.89)","-0.33(-1.29,0.60)","0.01(-0.28,0.29)",747,1.0044
"C76_C80","Cluster1_Air",5,"0.64(-0.21,1.46)","2.70(1.61,3.76)***","-1.35(-2.33,-0.37)**","-0.02(-0.29,0.27)",747,1.0011
"C76_C80","Cluster1_Water",5,"-0.41(-1.73,0.98)","1.15(0.17,2.12)*","-0.59(-1.35,0.19)","0.02(-0.26,0.30)",747,1.0035
"C76_C80","Cluster1_Land",5,"-0.40(-1.34,0.55)","-0.48(-1.42,0.49)","-0.22(-1.18,0.73)","0.01(-0.29,0.29)",747,1.0023
"C76_C80","Cluster1_Built",5,"0.36(-0.58,1.30)","1.07(-0.10,2.24)","-0.98(-2.11,0.13)","0.00(-0.28,0.29)",747,1.0018
"C76_C80","Cluster1_Social",5,"-0.66(-1.72,0.43)","-1.03(-2.29,0.29)","0.11(-1.07,1.29)","-0.01(-0.31,0.29)",747,1.0019
"C76_C80","Cluster2_EQI",5,"-0.06(-0.48,0.37)","0.19(-0.47,0.86)","-1.10(-1.68,-0.55)***","-0.08(-0.29,0.12)",1380,1.0017
