"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C76_C80","Cluster2_Air",5,"-0.28(-0.72,0.15)","0.45(-0.42,1.28)","-0.98(-1.56,-0.43)***","-0.08(-0.28,0.12)",1380,1.0012
"C76_C80","Cluster2_Water",5,"0.27(-0.55,1.12)","0.09(-0.58,0.74)","-1.14(-1.64,-0.66)***","-0.08(-0.29,0.13)",1380,1.0024
"C76_C80","Cluster2_Land",5,"-0.26(-0.74,0.19)","0.28(-0.30,0.87)","-1.00(-1.62,-0.37)**","-0.07(-0.28,0.14)",1380,1.0007
"C76_C80","Cluster2_Built",5,"-0.18(-0.86,0.50)","0.06(-0.65,0.78)","-1.01(-1.79,-0.24)**","-0.07(-0.27,0.13)",1380,1.0008
"C76_C80","Cluster2_Social",5,"-0.12(-0.89,0.66)","-0.05(-1.03,0.94)","-1.02(-1.91,-0.19)*","-0.09(-0.30,0.12)",1380,1.0007
"C76_C80","Cluster0_EQI",10,"3.23(0.12,6.41)*","1.53(-0.38,3.44)","-1.86(-3.66,-0.05)*","0.14(-0.58,0.85)",1010,1.0006
"C76_C80","Cluster0_Air",10,"0.28(-2.06,2.62)","-0.30(-2.15,1.53)","-0.59(-2.14,0.98)","0.10(-0.59,0.82)",1010,1.0013
"C76_C80","Cluster0_Water",10,"-1.52(-4.46,1.35)","-1.15(-4.07,1.77)","-0.37(-1.67,0.92)","0.12(-0.58,0.84)",1010,1.0018
"C76_C80","Cluster0_Land",10,"3.62(1.43,5.79)**","2.77(0.83,4.69)**","-2.70(-4.42,-0.98)**","0.20(-0.50,0.91)",1010,1.0024
"C76_C80","Cluster0_Built",10,"-0.16(-3.02,2.64)","1.78(-0.65,4.09)","-1.78(-4.03,0.64)","0.15(-0.55,0.86)",1010,1.0012
"C76_C80","Cluster0_Social",10,"0.04(-4.15,4.20)","1.25(-1.43,4.04)","-1.72(-4.49,1.05)","0.11(-0.63,0.85)",1010,1.0016
"C76_C80","Cluster1_EQI",10,"-0.05(-0.86,0.75)","0.07(-0.84,0.96)","-1.14(-1.94,-0.35)**","-0.19(-0.44,0.08)",746,1.0008
"C76_C80","Cluster1_Air",10,"0.29(-0.46,1.02)","-0.23(-1.41,0.94)","-1.31(-2.10,-0.50)**","-0.20(-0.46,0.06)",746,1.0007
"C76_C80","Cluster1_Water",10,"0.27(-0.98,1.50)","-0.58(-1.50,0.37)","-1.13(-1.77,-0.52)***","-0.22(-0.47,0.04)",746,1.0018
"C76_C80","Cluster1_Land",10,"0.26(-0.63,1.11)","0.04(-0.81,0.85)","-1.24(-2.00,-0.48)**","-0.18(-0.43,0.07)",746,1.0008
"C76_C80","Cluster1_Built",10,"-0.51(-1.38,0.35)","-0.75(-1.77,0.26)","-0.66(-1.58,0.28)","-0.18(-0.42,0.08)",746,1.0007
"C76_C80","Cluster1_Social",10,"0.81(-0.21,1.79)","1.25(0.06,2.45)*","-1.95(-2.91,-0.94)***","-0.19(-0.44,0.07)",746,1.0015
"C76_C80","Cluster2_EQI",10,"-0.12(-0.56,0.32)","0.47(-0.28,1.25)","-0.65(-1.16,-0.13)*","-0.07(-0.26,0.11)",1380,1.0012
"C76_C80","Cluster2_Air",10,"-0.04(-0.44,0.37)","-0.45(-1.12,0.23)","-0.61(-1.09,-0.11)*","-0.07(-0.26,0.11)",1380,1.003
"C76_C80","Cluster2_Water",10,"0.19(-0.50,0.85)","-0.75(-1.39,-0.10)*","-0.70(-1.06,-0.31)**","-0.11(-0.28,0.06)",1380,1.0015
"C76_C80","Cluster2_Land",10,"0.25(-0.23,0.73)","0.09(-0.51,0.69)","-0.88(-1.41,-0.32)**","-0.09(-0.26,0.09)",1380,1.0016
"C76_C80","Cluster2_Built",10,"-0.24(-0.88,0.37)","0.30(-0.39,0.99)","-0.57(-1.24,0.12)","-0.05(-0.22,0.13)",1380,1.0017
"C76_C80","Cluster2_Social",10,"-0.66(-1.31,-0.00)*","-1.04(-1.88,-0.20)*","-0.07(-0.75,0.63)","-0.08(-0.26,0.09)",1380,1.0021
