"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C51_C58","EQI",5,"0.55(-0.03,1.13)","0.51(-0.14,1.13)","-0.43(-0.99,0.14)","0.14(-0.07,0.34)",3137,1.001
"C51_C58","Air",5,"-0.33(-0.93,0.26)","-0.45(-1.13,0.24)","0.18(-0.41,0.72)","0.14(-0.06,0.34)",3137,1.001
"C51_C58","Water",5,"-0.32(-1.14,0.48)","0.01(-0.77,0.79)","-0.04(-0.49,0.41)","0.14(-0.07,0.34)",3137,1.0008
"C51_C58","Land",5,"0.52(-0.09,1.14)","-0.04(-0.66,0.59)","-0.26(-0.83,0.31)","0.14(-0.06,0.34)",3137,1.0015
"C51_C58","Built",5,"0.20(-0.54,0.92)","0.35(-0.40,1.09)","-0.30(-1.03,0.41)","0.14(-0.06,0.33)",3137,1.0015
"C51_C58","Social",5,"-0.03(-0.82,0.73)","0.31(-0.53,1.15)","-0.19(-0.95,0.55)","0.10(-0.10,0.31)",3137,1.001
"C51_C58","EQI",10,"-0.65(-1.18,-0.12)*","-0.11(-0.70,0.49)","0.20(-0.39,0.77)","0.03(-0.17,0.23)",3136,1.002
"C51_C58","Air",10,"0.00(-0.53,0.52)","0.90(0.28,1.53)**","-0.30(-0.89,0.29)","0.01(-0.19,0.20)",3136,1.0035
"C51_C58","Water",10,"-0.49(-1.33,0.32)","-0.28(-1.02,0.44)","0.00(-0.51,0.50)","0.03(-0.17,0.23)",3136,1.0024
"C51_C58","Land",10,"-0.20(-0.77,0.37)","-0.07(-0.67,0.55)","0.03(-0.60,0.64)","0.04(-0.16,0.23)",3136,1.0004
"C51_C58","Built",10,"-0.21(-0.85,0.41)","-0.21(-0.88,0.46)","0.10(-0.60,0.81)","0.04(-0.16,0.24)",3136,1.0018
"C51_C58","Social",10,"-0.68(-1.42,0.05)","-0.49(-1.30,0.32)","0.44(-0.36,1.25)","0.01(-0.19,0.22)",3136,1.001
"C51_C58","EQI",5,"0.56(-0.02,1.12)","0.52(-0.13,1.15)","-0.44(-0.95,0.13)","0.14(-0.06,0.34)",3137,1.0008
"C51_C58","Air",5,"-0.32(-0.90,0.27)","-0.44(-1.12,0.23)","0.17(-0.39,0.75)","0.14(-0.07,0.34)",3137,1.0007
"C51_C58","Water",5,"-0.33(-1.18,0.50)","0.02(-0.77,0.81)","-0.04(-0.49,0.43)","0.14(-0.07,0.34)",3137,1.0017
"C51_C58","Land",5,"0.51(-0.09,1.10)","-0.05(-0.67,0.57)","-0.25(-0.80,0.32)","0.14(-0.06,0.34)",3137,1.0008
"C51_C58","Built",5,"0.21(-0.54,0.93)","0.37(-0.42,1.14)","-0.32(-1.03,0.43)","0.14(-0.06,0.33)",3137,1.002
"C51_C58","Social",5,"-0.03(-0.84,0.75)","0.32(-0.56,1.17)","-0.20(-0.95,0.59)","0.10(-0.11,0.31)",3137,1.0018
"C51_C58","EQI",10,"-0.66(-1.18,-0.12)*","-0.11(-0.71,0.49)","0.19(-0.38,0.75)","0.03(-0.16,0.23)",3136,1.0012
"C51_C58","Air",10,"0.00(-0.52,0.52)","0.90(0.27,1.51)**","-0.29(-0.85,0.29)","0.01(-0.18,0.20)",3136,1.0014
"C51_C58","Water",10,"-0.49(-1.30,0.33)","-0.27(-1.02,0.46)","0.00(-0.48,0.49)","0.03(-0.16,0.23)",3136,1.0015
"C51_C58","Land",10,"-0.21(-0.76,0.33)","-0.07(-0.64,0.54)","0.04(-0.57,0.63)","0.04(-0.16,0.23)",3136,1.0013
"C51_C58","Built",10,"-0.22(-0.87,0.44)","-0.22(-0.89,0.46)","0.12(-0.61,0.83)","0.04(-0.14,0.23)",3136,1.0009
"C51_C58","Social",10,"-0.67(-1.40,0.08)","-0.47(-1.29,0.32)","0.43(-0.37,1.19)","0.01(-0.20,0.22)",3136,1.0046
