"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C81_C96","Cluster0_EQI",5,"-2.15(-5.70,1.53)","0.22(-2.16,2.65)","-0.31(-2.69,1.99)","-0.67(-1.58,0.23)",1010,1.0016
"C81_C96","Cluster0_Air",5,"-2.31(-5.17,0.55)","-0.31(-2.46,1.86)","0.09(-1.96,2.09)","-0.67(-1.54,0.20)",1010,1.0023
"C81_C96","Cluster0_Water",5,"-2.29(-5.70,1.16)","-0.93(-4.38,2.62)","-0.12(-1.83,1.56)","-0.70(-1.57,0.14)",1010,1.0019
"C81_C96","Cluster0_Land",5,"-2.21(-4.96,0.62)","-2.25(-4.70,0.25)","1.14(-1.28,3.34)","-0.71(-1.58,0.15)",1010,1.0018
"C81_C96","Cluster0_Built",5,"-1.87(-5.34,1.63)","-0.46(-3.28,2.40)","0.26(-2.66,3.18)","-0.65(-1.53,0.22)",1010,1.0013
"C81_C96","Cluster0_Social",5,"-0.52(-5.34,4.35)","0.66(-2.74,3.95)","-0.94(-4.33,2.51)","-0.68(-1.54,0.18)",1010,1.0003
"C81_C96","Cluster1_EQI",5,"-0.55(-1.56,0.51)","0.51(-0.67,1.77)","-1.64(-2.73,-0.58)**","-0.14(-0.45,0.18)",747,1.0029
"C81_C96","Cluster1_Air",5,"0.39(-0.58,1.29)","-2.07(-3.44,-0.58)**","-1.81(-2.84,-0.77)**","-0.14(-0.45,0.18)",747,1.001
"C81_C96","Cluster1_Water",5,"-0.36(-1.90,1.09)","-2.49(-3.50,-1.35)***","-1.35(-2.17,-0.50)**","-0.14(-0.43,0.16)",747,1.0038
"C81_C96","Cluster1_Land",5,"-0.27(-1.38,0.88)","0.35(-0.82,1.49)","-1.84(-2.88,-0.80)**","-0.15(-0.46,0.16)",747,1.0013
"C81_C96","Cluster1_Built",5,"-0.60(-1.75,0.62)","0.10(-1.33,1.51)","-1.43(-2.70,-0.17)*","-0.13(-0.46,0.20)",747,1.0008
"C81_C96","Cluster1_Social",5,"-0.12(-1.37,1.14)","-1.56(-3.05,0.07)","-1.29(-2.58,-0.03)*","-0.07(-0.41,0.26)",747,1.0017
"C81_C96","Cluster2_EQI",5,"0.29(-0.34,0.94)","0.27(-0.74,1.27)","-1.65(-2.39,-0.96)***","-0.13(-0.40,0.12)",1380,1.0019
"C81_C96","Cluster2_Air",5,"0.16(-0.45,0.76)","0.96(0.02,1.85)*","-1.78(-2.54,-1.06)***","-0.21(-0.49,0.06)",1380,1.0033
"C81_C96","Cluster2_Water",5,"-0.51(-1.75,0.75)","-0.42(-1.36,0.59)","-1.40(-1.99,-0.87)***","-0.14(-0.41,0.11)",1380,1.0073
"C81_C96","Cluster2_Land",5,"0.61(-0.11,1.30)","1.39(0.40,2.31)**","-2.01(-2.75,-1.25)***","-0.11(-0.37,0.14)",1380,1.0013
"C81_C96","Cluster2_Built",5,"-0.00(-0.91,0.94)","-0.46(-1.51,0.57)","-1.35(-2.34,-0.41)**","-0.13(-0.40,0.11)",1380,1.0014
"C81_C96","Cluster2_Social",5,"-1.15(-2.15,-0.17)*","-0.61(-2.23,1.01)","-0.49(-1.53,0.50)","-0.19(-0.46,0.07)",1380,1.003
"C81_C96","Cluster0_EQI",10,"2.03(-1.24,5.43)","-1.93(-4.17,0.16)","-0.07(-2.16,2.03)","0.59(-0.21,1.43)",1010,1.0035
"C81_C96","Cluster0_Air",10,"-0.00(-2.75,2.74)","-0.44(-2.57,1.67)","-0.82(-2.80,1.27)","0.60(-0.23,1.42)",1010,1.003
"C81_C96","Cluster0_Water",10,"1.90(-1.17,4.91)","-1.67(-4.96,1.61)","-1.04(-2.61,0.61)","0.65(-0.18,1.49)",1010,1.0009
"C81_C96","Cluster0_Land",10,"2.48(-0.10,4.99)","2.00(-0.20,4.24)","-2.51(-4.58,-0.44)*","0.63(-0.17,1.46)",1010,1.0025
"C81_C96","Cluster0_Built",10,"3.43(0.26,6.67)*","-0.31(-2.92,2.36)","-1.38(-4.07,1.25)","0.62(-0.19,1.41)",1010,1.002
"C81_C96","Cluster0_Social",10,"-1.17(-5.62,3.23)","1.00(-1.98,4.06)","-1.72(-4.74,1.49)","0.62(-0.21,1.43)",1010,1.0007
"C81_C96","Cluster1_EQI",10,"0.03(-0.99,1.07)","-0.03(-1.32,1.22)","-0.73(-1.75,0.24)","0.17(-0.15,0.49)",746,1.002
"C81_C96","Cluster1_Air",10,"-0.33(-1.24,0.64)","1.00(-0.71,2.64)","-0.60(-1.57,0.31)","0.18(-0.14,0.49)",746,1.0014
"C81_C96","Cluster1_Water",10,"-0.04(-1.50,1.48)","1.52(0.38,2.67)*","-0.87(-1.65,-0.13)*","0.22(-0.09,0.52)",746,1.0008
"C81_C96","Cluster1_Land",10,"-0.45(-1.56,0.64)","-0.52(-1.61,0.55)","-0.40(-1.36,0.58)","0.16(-0.15,0.47)",746,1.003
