"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C61","Cluster0_EQI",5,"-0.47(-7.69,7.09)","1.86(-1.06,4.95)","-2.68(-5.31,-0.08)*","-0.77(-1.91,0.33)",457,1.0033
"C61","Cluster0_Air",5,"-0.96(-4.55,2.66)","-0.08(-2.68,2.61)","-1.27(-3.38,0.81)","-0.82(-1.87,0.25)",457,1.0013
"C61","Cluster0_Water",5,"0.95(-2.94,4.78)","3.25(-0.63,7.18)","-1.95(-3.73,-0.14)*","-0.88(-1.98,0.19)",457,1.0012
"C61","Cluster0_Land",5,"-0.14(-3.77,3.49)","0.62(-2.09,3.39)","-1.72(-4.06,0.65)","-0.82(-1.89,0.26)",457,1.0017
"C61","Cluster0_Built",5,"1.37(-3.09,6.05)","-0.02(-3.31,3.38)","-1.61(-4.94,1.70)","-0.84(-1.87,0.24)",457,1.0052
"C61","Cluster0_Social",5,"-0.59(-5.72,4.53)","0.16(-3.87,4.00)","-1.55(-5.48,2.50)","-0.84(-1.93,0.25)",457,1.0024
"C61","Cluster1_EQI",5,"1.74(0.20,3.25)*","1.40(0.06,2.72)*","-2.99(-4.16,-1.78)***","-0.43(-0.93,0.07)",964,1.0024
"C61","Cluster1_Air",5,"0.53(-0.94,2.05)","0.33(-0.99,1.64)","-2.17(-3.32,-1.03)***","-0.44(-0.94,0.05)",964,1.0013
"C61","Cluster1_Water",5,"-1.21(-3.24,0.74)","-0.38(-2.61,1.86)","-1.83(-2.69,-0.96)***","-0.49(-0.99,0.01)",964,1.0022
"C61","Cluster1_Land",5,"-1.36(-2.90,0.17)","-0.30(-1.73,1.16)","-1.31(-2.60,0.05)","-0.42(-0.92,0.06)",964,1.002
"C61","Cluster1_Built",5,"0.81(-0.88,2.44)","0.78(-0.90,2.37)","-2.58(-4.07,-1.06)**","-0.44(-0.92,0.06)",964,1.0022
