"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C25","Cluster0_EQI",5,"-0.01(-3.02,2.88)","-1.25(-3.08,0.54)","1.15(-0.55,2.84)","-0.26(-0.97,0.46)",1010,1.0035
"C25","Cluster0_Air",5,"0.14(-2.27,2.43)","0.92(-0.82,2.67)","0.03(-1.47,1.52)","-0.18(-0.90,0.55)",1010,1.001
"C25","Cluster0_Water",5,"1.27(-1.32,3.91)","1.15(-1.77,4.01)","0.18(-1.06,1.43)","-0.22(-0.92,0.49)",1010,1.0011
"C25","Cluster0_Land",5,"1.75(-0.41,3.90)","1.24(-0.62,3.13)","-0.53(-2.21,1.11)","-0.15(-0.87,0.56)",1010,1.0021
"C25","Cluster0_Built",5,"0.78(-2.00,3.54)","-0.55(-2.88,1.80)","0.62(-1.68,2.84)","-0.25(-0.96,0.46)",1010,1.0044
"C25","Cluster0_Social",5,"-1.08(-5.06,2.90)","0.40(-2.29,3.11)","0.17(-2.66,2.83)","-0.20(-0.88,0.47)",1010,1.0015
"C25","Cluster1_EQI",5,"0.51(-0.34,1.32)","0.37(-0.61,1.32)","-0.06(-1.06,0.92)","-0.09(-0.35,0.19)",747,1.0016
"C25","Cluster1_Air",5,"0.43(-0.31,1.15)","1.05(-0.01,2.15)","-0.08(-0.99,0.79)","-0.10(-0.38,0.16)",747,1.001
"C25","Cluster1_Water",5,"-0.09(-1.36,1.15)","0.63(-0.28,1.46)","0.22(-0.52,1.00)","-0.08(-0.34,0.19)",747,1.0025
"C25","Cluster1_Land",5,"0.20(-0.69,1.06)","-0.10(-1.02,0.82)","0.25(-0.71,1.18)","-0.08(-0.35,0.20)",747,1.0005
"C25","Cluster1_Built",5,"-0.23(-1.12,0.68)","-0.16(-1.20,0.93)","0.50(-0.57,1.54)","-0.07(-0.34,0.20)",747,1.0016
"C25","Cluster1_Social",5,"-0.12(-0.97,0.78)","0.25(-0.81,1.34)","0.30(-0.71,1.29)","-0.10(-0.37,0.17)",747,1.002
"C25","Cluster2_EQI",5,"0.08(-0.43,0.57)","0.21(-0.57,0.97)","0.06(-0.53,0.73)","0.01(-0.19,0.24)",1380,1.0016
"C25","Cluster2_Air",5,"-0.13(-0.62,0.37)","-0.39(-1.15,0.37)","0.26(-0.32,0.88)","0.02(-0.19,0.25)",1380,1.0011
"C25","Cluster2_Water",5,"-0.08(-0.94,0.87)","-0.06(-1.06,0.94)","0.15(-0.31,0.68)","0.01(-0.19,0.23)",1380,1.0027
"C25","Cluster2_Land",5,"-0.32(-0.88,0.24)","-1.10(-1.73,-0.41)**","0.60(-0.12,1.29)","0.04(-0.16,0.26)",1380,1.002
"C25","Cluster2_Built",5,"0.24(-0.54,0.96)","0.18(-0.59,0.94)","-0.05(-0.84,0.76)","0.02(-0.19,0.24)",1380,1.0023
"C25","Cluster2_Social",5,"-0.18(-0.87,0.48)","-0.83(-1.78,0.11)","0.38(-0.36,1.10)","0.03(-0.17,0.24)",1380,1.0026
"C25","Cluster0_EQI",10,"0.80(-2.37,3.96)","1.37(-0.59,3.36)","-0.33(-2.19,1.50)","-0.05(-0.81,0.72)",1010,1.0009
"C25","Cluster0_Air",10,"-0.89(-3.38,1.63)","-0.95(-2.77,0.93)","1.10(-0.54,2.72)","-0.12(-0.91,0.65)",1010,1.0043
"C25","Cluster0_Water",10,"-2.68(-5.56,0.15)","-1.77(-4.90,1.27)","0.98(-0.35,2.28)","-0.11(-0.88,0.67)",1010,1.0015
"C25","Cluster0_Land",10,"-2.40(-4.63,-0.06)*","-1.26(-3.27,0.72)","1.74(-0.03,3.52)","-0.13(-0.87,0.62)",1010,1.0018
"C25","Cluster0_Built",10,"-0.95(-3.85,2.05)","1.21(-1.29,3.69)","-0.01(-2.54,2.50)","-0.02(-0.82,0.76)",1010,1.0012
"C25","Cluster0_Social",10,"0.62(-3.64,4.89)","-0.74(-3.63,2.12)","1.17(-1.76,4.00)","-0.10(-0.86,0.66)",1010,1.0012
"C25","Cluster1_EQI",10,"-0.30(-1.05,0.47)","-0.49(-1.38,0.48)","0.70(-0.06,1.45)","0.19(-0.02,0.40)",746,1.0018
"C25","Cluster1_Air",10,"-0.67(-1.33,-0.02)*","-1.19(-2.27,0.02)","0.90(0.22,1.56)*","0.19(-0.02,0.41)",746,1.0017
"C25","Cluster1_Water",10,"0.61(-0.51,1.71)","1.27(0.27,2.19)**","0.27(-0.28,0.81)","0.20(-0.01,0.41)",746,1.0019
"C25","Cluster1_Land",10,"-0.26(-1.08,0.56)","0.13(-0.75,0.96)","0.54(-0.26,1.30)","0.21(-0.01,0.42)",746,1.0012
"C25","Cluster1_Built",10,"-0.35(-1.18,0.46)","-0.19(-1.20,0.86)","0.72(-0.15,1.55)","0.21(-0.02,0.42)",746,1.0011
"C25","Cluster1_Social",10,"-0.45(-1.28,0.43)","-0.56(-1.72,0.58)","0.78(-0.04,1.56)","0.17(-0.04,0.37)",746,1.0011
"C25","Cluster2_EQI",10,"0.30(-0.18,0.79)","0.14(-0.62,0.93)","0.18(-0.32,0.67)","0.05(-0.13,0.22)",1380,1.0017
"C25","Cluster2_Air",10,"-0.07(-0.54,0.43)","-0.46(-1.23,0.32)","0.50(0.00,1.02)","0.08(-0.09,0.26)",1380,1.0038
"C25","Cluster2_Water",10,"0.74(0.01,1.43)*","0.30(-0.62,1.23)","0.33(-0.06,0.73)","0.09(-0.09,0.27)",1380,1.0015
"C25","Cluster2_Land",10,"0.08(-0.51,0.67)","0.54(-0.20,1.30)","0.26(-0.36,0.90)","0.07(-0.10,0.25)",1380,1.0022
"C25","Cluster2_Built",10,"0.07(-0.63,0.76)","0.05(-0.72,0.80)","0.33(-0.40,1.03)","0.07(-0.11,0.25)",1380,1.0018
"C25","Cluster2_Social",10,"-0.55(-1.26,0.25)","-0.69(-1.83,0.46)","0.88(0.08,1.62)*","0.06(-0.11,0.24)",1380,1.0032
