"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C61","EQI",5,"0.26(-0.28,0.83)","0.44(-0.19,1.10)","-1.46(-2.07,-0.87)***","-0.15(-0.36,0.06)",3137,1.003
"C61","Air",5,"-0.19(-0.73,0.33)","-0.04(-0.70,0.59)","-1.16(-1.73,-0.60)***","-0.15(-0.35,0.06)",3137,1.0007
"C61","Water",5,"-0.62(-1.41,0.19)","0.27(-0.49,1.02)","-1.21(-1.70,-0.74)***","-0.14(-0.35,0.06)",3137,1.0011
"C61","Land",5,"-0.46(-1.04,0.11)","0.15(-0.47,0.78)","-1.09(-1.72,-0.49)***","-0.15(-0.35,0.05)",3137,1.0017
"C61","Built",5,"0.03(-0.66,0.68)","0.10(-0.60,0.81)","-1.29(-2.02,-0.58)***","-0.15(-0.35,0.06)",3137,1.0022
"C61","Social",5,"-0.24(-1.08,0.58)","0.06(-0.86,0.93)","-1.16(-1.99,-0.27)*","-0.18(-0.39,0.03)",3137,1.0022
"C61","EQI",10,"-0.26(-0.83,0.30)","-0.15(-0.77,0.51)","0.59(-0.02,1.23)","0.24(0.03,0.46)*",3136,1.0018
"C61","Air",10,"-0.29(-0.87,0.25)","-0.00(-0.67,0.68)","0.56(-0.03,1.15)","0.23(0.02,0.45)*",3136,1.0007
"C61","Water",10,"0.06(-0.78,0.91)","-0.40(-1.19,0.42)","0.47(-0.03,0.97)","0.23(0.02,0.44)*",3136,1.0046
"C61","Land",10,"0.27(-0.34,0.89)","-0.57(-1.21,0.07)","0.50(-0.14,1.16)","0.25(0.04,0.46)*",3136,1.0022
"C61","Built",10,"-0.34(-1.05,0.42)","0.08(-0.67,0.83)","0.60(-0.20,1.38)","0.25(0.04,0.45)*",3136,1.0007
"C61","Social",10,"0.57(-0.18,1.33)","1.09(0.23,1.92)*","-0.25(-1.04,0.56)","0.21(-0.01,0.43)",3136,1.0009
"C61","EQI",5,"0.26(-0.29,0.82)","0.45(-0.16,1.06)","-1.46(-2.04,-0.87)***","-0.15(-0.36,0.06)",3137,1.0037
"C61","Air",5,"-0.18(-0.71,0.35)","-0.04(-0.66,0.58)","-1.16(-1.75,-0.60)***","-0.15(-0.36,0.06)",3137,1.0022
"C61","Water",5,"-0.61(-1.43,0.21)","0.27(-0.49,1.03)","-1.20(-1.69,-0.72)***","-0.14(-0.34,0.06)",3137,1.0023
"C61","Land",5,"-0.47(-1.06,0.10)","0.13(-0.48,0.74)","-1.07(-1.70,-0.48)***","-0.15(-0.35,0.04)",3137,1.0016
"C61","Built",5,"0.02(-0.66,0.67)","0.09(-0.62,0.76)","-1.28(-2.01,-0.55)**","-0.14(-0.34,0.05)",3137,1.0015
"C61","Social",5,"-0.24(-1.09,0.56)","0.06(-0.87,0.97)","-1.15(-2.01,-0.26)*","-0.17(-0.38,0.04)",3137,1.0028
"C61","EQI",10,"-0.26(-0.85,0.31)","-0.15(-0.78,0.48)","0.60(-0.00,1.19)","0.24(0.03,0.46)*",3136,1.0021
"C61","Air",10,"-0.29(-0.86,0.26)","-0.00(-0.69,0.66)","0.55(-0.05,1.15)","0.23(0.02,0.44)*",3136,1.0015
"C61","Water",10,"0.05(-0.84,0.90)","-0.40(-1.23,0.47)","0.47(-0.05,0.97)","0.23(0.02,0.44)*",3136,1.0013
"C61","Land",10,"0.27(-0.35,0.87)","-0.57(-1.23,0.06)","0.51(-0.15,1.17)","0.25(0.03,0.46)*",3136,1.0024
"C61","Built",10,"-0.33(-1.08,0.40)","0.09(-0.68,0.84)","0.59(-0.21,1.36)","0.24(0.04,0.46)*",3136,1.0032
"C61","Social",10,"0.56(-0.24,1.36)","1.09(0.20,1.94)*","-0.23(-1.06,0.61)","0.21(-0.01,0.44)",3136,1.0009
