"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C30_C39","Cluster0_EQI",5,"2.53(-2.40,7.45)","0.45(-3.08,3.97)","-7.68(-10.96,-4.33)***","-0.71(-2.12,0.69)",1010,1.0046
"C30_C39","Cluster0_Air",5,"0.90(-3.47,4.91)","1.51(-2.00,4.94)","-7.82(-10.74,-4.75)***","-0.65(-2.03,0.69)",1010,1.0018
"C30_C39","Cluster0_Water",5,"0.97(-4.18,6.22)","3.58(-1.24,8.43)","-7.48(-9.92,-4.96)***","-0.68(-2.05,0.72)",1010,1.0012
"C30_C39","Cluster0_Land",5,"3.73(-0.35,7.82)","0.41(-3.24,3.96)","-8.25(-11.45,-4.91)***","-0.71(-2.10,0.58)",1010,1.0017
"C30_C39","Cluster0_Built",5,"0.74(-3.93,5.60)","-0.63(-4.93,3.39)","-6.80(-10.71,-2.84)***","-0.72(-2.08,0.68)",1010,1.0031
"C30_C39","Cluster0_Social",5,"0.05(-5.84,5.70)","-0.17(-4.36,3.91)","-6.92(-10.99,-2.57)***","-0.68(-2.03,0.70)",1010,1.0017
"C30_C39","Cluster1_EQI",5,"-1.90(-3.88,0.19)","0.30(-2.06,2.77)","-3.86(-6.43,-1.39)**","0.41(-0.23,1.11)",747,1.0066
"C30_C39","Cluster1_Air",5,"-0.40(-2.25,1.34)","2.52(-0.33,5.13)","-4.91(-6.90,-2.65)***","0.31(-0.25,0.96)",747,1.0583
"C30_C39","Cluster1_Water",5,"0.12(-2.93,2.71)","1.73(-0.73,3.77)","-5.13(-6.98,-3.42)***","0.39(-0.18,1.05)",747,1.0731
"C30_C39","Cluster1_Land",5,"0.05(-2.03,2.07)","0.87(-1.38,2.83)","-5.12(-7.25,-2.81)***","0.46(-0.23,1.14)",747,1.0327
"C30_C39","Cluster1_Built",5,"0.96(-0.93,3.30)","2.55(0.17,4.81)*","-5.98(-8.63,-3.90)***","0.36(-0.21,1.02)",747,1.1551
"C30_C39","Cluster1_Social",5,"-1.79(-3.95,0.46)","3.69(0.81,6.75)**","-4.46(-7.06,-1.90)**","0.25(-0.38,0.98)",747,1.1679
"C30_C39","Cluster2_EQI",5,"0.64(-0.34,1.59)","1.37(-0.26,2.96)","-6.06(-7.24,-4.90)***","0.17(-0.26,0.60)",1380,1.0022
"C30_C39","Cluster2_Air",5,"-0.27(-1.27,0.71)","0.57(-1.05,2.20)","-5.44(-6.59,-4.29)***","0.22(-0.19,0.66)",1380,1.0012
"C30_C39","Cluster2_Water",5,"-0.35(-2.09,1.46)","-0.06(-1.56,1.40)","-5.54(-6.52,-4.53)***","0.21(-0.21,0.65)",1380,1.0001
"C30_C39","Cluster2_Land",5,"0.26(-0.85,1.32)","-0.03(-1.56,1.48)","-5.71(-6.94,-4.42)***","0.21(-0.23,0.64)",1380,1.0018
"C30_C39","Cluster2_Built",5,"-1.24(-2.58,0.15)","-1.22(-2.73,0.28)","-4.47(-5.96,-2.96)***","0.21(-0.21,0.64)",1380,1.0012
"C30_C39","Cluster2_Social",5,"-3.52(-5.16,-1.79)***","-1.93(-3.95,0.25)","-2.64(-4.42,-0.93)**","0.04(-0.41,0.48)",1380,1.0017
"C30_C39","Cluster0_EQI",10,"1.31(-3.25,5.79)","1.85(-1.41,5.16)","-8.31(-11.31,-5.41)***","-0.41(-1.70,0.88)",1010,1.0018
"C30_C39","Cluster0_Air",10,"-1.12(-5.01,2.74)","-2.35(-5.30,0.66)","-6.00(-8.71,-3.41)***","-0.54(-1.77,0.68)",1010,1.0012
"C30_C39","Cluster0_Water",10,"-0.65(-5.44,4.02)","-1.00(-5.89,3.72)","-6.96(-9.12,-4.78)***","-0.44(-1.67,0.83)",1010,1.0014
"C30_C39","Cluster0_Land",10,"0.43(-3.21,3.91)","0.59(-2.59,3.77)","-7.46(-10.27,-4.67)***","-0.45(-1.74,0.86)",1010,1.0032
"C30_C39","Cluster0_Built",10,"-0.38(-4.48,3.81)","-0.12(-3.48,3.41)","-6.95(-10.40,-3.42)***","-0.46(-1.74,0.78)",1010,1.0045
"C30_C39","Cluster0_Social",10,"-2.19(-7.07,2.73)","-4.35(-8.07,-0.62)*","-3.57(-7.48,0.11)","-0.52(-1.79,0.71)",1010,1.0012
"C30_C39","Cluster1_EQI",10,"-0.56(-1.79,0.69)","0.90(-0.68,2.42)","-7.95(-9.59,-6.32)***","-0.05(-0.49,0.37)",746,1.0026
"C30_C39","Cluster1_Air",10,"-1.07(-2.17,0.09)","0.39(-1.84,2.49)","-7.61(-9.14,-6.20)***","-0.06(-0.50,0.37)",746,1.003
"C30_C39","Cluster1_Water",10,"-0.54(-3.02,2.04)","0.69(-0.85,2.12)","-8.35(-9.67,-7.11)***","-0.11(-0.56,0.33)",746,1.0012
"C30_C39","Cluster1_Land",10,"-0.56(-1.93,0.77)","-0.34(-2.08,1.39)","-8.03(-9.56,-6.54)***","-0.14(-0.63,0.33)",746,1.0005
"C30_C39","Cluster1_Built",10,"-0.25(-1.73,1.31)","-0.69(-2.58,1.27)","-8.04(-9.92,-6.17)***","-0.09(-0.57,0.36)",746,1.0021
"C30_C39","Cluster1_Social",10,"-0.75(-2.11,0.66)","-1.00(-3.63,1.82)","-7.70(-9.41,-5.99)***","-0.14(-0.62,0.31)",746,1.0008
"C30_C39","Cluster2_EQI",10,"-0.11(-0.90,0.68)","0.68(-0.79,2.05)","-7.77(-9.10,-6.48)***","0.02(-0.42,0.48)",1380,1.0014
"C30_C39","Cluster2_Air",10,"-0.11(-0.95,0.67)","0.05(-1.60,1.87)","-7.74(-8.96,-6.58)***","0.02(-0.42,0.45)",1380,1.0007
"C30_C39","Cluster2_Water",10,"-1.15(-2.57,0.27)","0.23(-1.03,1.55)","-7.65(-8.75,-6.62)***","0.06(-0.36,0.48)",1380,1.0011
"C30_C39","Cluster2_Land",10,"-0.56(-1.38,0.26)","-0.26(-1.46,0.98)","-7.35(-8.67,-6.06)***","0.05(-0.39,0.50)",1380,1.004
"C30_C39","Cluster2_Built",10,"-0.54(-1.65,0.60)","0.59(-0.63,1.83)","-7.51(-8.89,-6.14)***","0.06(-0.35,0.47)",1380,1.0016
