"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C51_C58","Cluster0_EQI",5,"0.65(-6.53,8.11)","-0.16(-2.66,2.32)","0.18(-1.96,2.42)","0.09(-0.89,1.08)",457,1.0002
"C51_C58","Cluster0_Air",5,"-1.42(-4.69,1.85)","-1.83(-4.23,0.52)","0.99(-0.85,2.80)","0.07(-0.92,1.03)",457,1.0025
"C51_C58","Cluster0_Water",5,"0.09(-3.38,3.54)","2.74(-0.68,6.16)","-0.29(-1.90,1.37)","0.03(-0.93,0.99)",457,1.0018
"C51_C58","Cluster0_Land",5,"1.57(-1.62,4.75)","-1.24(-3.70,1.29)","0.32(-1.74,2.35)","0.05(-0.95,1.04)",457,1.002
"C51_C58","Cluster0_Built",5,"0.48(-3.58,4.59)","0.85(-2.09,3.73)","-0.56(-3.32,2.20)","0.12(-0.83,1.09)",457,1.0009
"C51_C58","Cluster0_Social",5,"-2.28(-6.63,2.23)","0.65(-2.87,4.20)","-0.23(-3.77,3.46)","0.07(-0.91,1.03)",457,1.0016
"C51_C58","Cluster1_EQI",5,"1.51(-0.13,3.16)","0.85(-0.52,2.26)","-0.88(-2.18,0.39)","0.17(-0.34,0.69)",964,1.0012
"C51_C58","Cluster1_Air",5,"-0.58(-2.20,0.98)","-0.08(-1.43,1.35)","0.03(-1.33,1.38)","0.15(-0.38,0.70)",964,1.0005
"C51_C58","Cluster1_Water",5,"-0.09(-2.34,2.13)","-0.76(-2.95,1.49)","-0.11(-1.20,0.88)","0.14(-0.39,0.67)",964,1.003
"C51_C58","Cluster1_Land",5,"1.55(-0.09,3.16)","0.37(-1.08,1.90)","-0.93(-2.41,0.53)","0.15(-0.37,0.66)",964,1.0008
"C51_C58","Cluster1_Built",5,"0.43(-1.23,2.09)","0.39(-1.21,1.98)","-0.49(-2.08,1.05)","0.15(-0.39,0.69)",964,1.0005
"C51_C58","Cluster1_Social",5,"0.97(-1.57,3.46)","0.82(-0.92,2.52)","-0.82(-2.46,0.84)","0.18(-0.35,0.70)",964,1.0021
"C51_C58","Cluster2_EQI",5,"1.53(0.70,2.36)***","1.53(0.49,2.54)**","-1.94(-2.96,-0.90)**","0.05(-0.25,0.35)",663,1.0015
"C51_C58","Cluster2_Air",5,"0.52(-0.35,1.36)","-0.50(-1.59,0.61)","-0.99(-2.10,0.06)","0.04(-0.26,0.34)",663,1.0019
"C51_C58","Cluster2_Water",5,"-0.64(-2.13,0.82)","-1.73(-2.70,-0.75)**","-0.50(-1.36,0.36)","-0.02(-0.32,0.28)",663,1.0013
"C51_C58","Cluster2_Land",5,"0.86(-0.10,1.80)","0.37(-0.61,1.38)","-1.22(-2.22,-0.16)*","0.05(-0.26,0.35)",663,1.0013
"C51_C58","Cluster2_Built",5,"-0.69(-1.67,0.30)","0.39(-0.75,1.52)","-0.49(-1.70,0.75)","0.05(-0.26,0.35)",663,1.001
"C51_C58","Cluster2_Social",5,"0.57(-0.59,1.67)","-0.05(-1.32,1.28)","-1.12(-2.33,0.11)","0.07(-0.23,0.37)",663,1.0005
"C51_C58","Cluster3_EQI",5,"0.04(-0.43,0.52)","0.07(-0.75,0.93)","-0.24(-0.82,0.37)","0.01(-0.20,0.22)",1053,1.0021
"C51_C58","Cluster3_Air",5,"0.19(-0.27,0.67)","0.69(-0.14,1.48)","-0.38(-0.93,0.16)","0.00(-0.19,0.20)",1053,1.0009
"C51_C58","Cluster3_Water",5,"0.29(-0.56,1.10)","-0.20(-1.05,0.66)","-0.24(-0.72,0.27)","-0.00(-0.21,0.22)",1053,1.0013
"C51_C58","Cluster3_Land",5,"-0.47(-0.99,0.04)","-0.48(-1.15,0.23)","0.17(-0.45,0.81)","0.01(-0.20,0.21)",1053,1.0013
"C51_C58","Cluster3_Built",5,"-0.12(-0.80,0.57)","-0.43(-1.16,0.32)","-0.06(-0.81,0.69)","-0.01(-0.22,0.19)",1053,1.0023
"C51_C58","Cluster3_Social",5,"0.16(-0.77,1.06)","0.19(-1.54,2.01)","-0.34(-1.23,0.59)","0.02(-0.19,0.24)",1053,1.0011
"C51_C58","Cluster0_EQI",10,"-0.15(-7.76,7.32)","0.18(-2.48,2.94)","-0.09(-2.53,2.32)","-0.17(-1.23,0.86)",457,1.0044
"C51_C58","Cluster0_Air",10,"0.73(-2.63,4.20)","2.43(-0.01,4.94)","-0.91(-2.82,1.00)","-0.08(-1.11,0.97)",457,1.0029
"C51_C58","Cluster0_Water",10,"-0.87(-4.58,2.91)","-0.66(-4.57,3.32)","0.26(-1.53,2.08)","-0.14(-1.17,0.87)",457,1.001
"C51_C58","Cluster0_Land",10,"-2.24(-5.65,1.17)","-1.07(-3.66,1.49)","0.91(-1.37,3.14)","-0.22(-1.24,0.85)",457,1.0015
"C51_C58","Cluster0_Built",10,"-0.29(-4.40,3.99)","-0.69(-3.83,2.41)","0.60(-2.36,3.69)","-0.17(-1.18,0.92)",457,1.0038
"C51_C58","Cluster0_Social",10,"0.76(-3.91,5.33)","-2.46(-6.16,1.26)","1.98(-1.69,5.76)","-0.11(-1.16,0.90)",457,1.0032
"C51_C58","Cluster1_EQI",10,"-2.72(-4.20,-1.26)***","-1.54(-2.83,-0.20)*","1.65(0.48,2.84)**","-0.15(-0.64,0.37)",964,1.0031
"C51_C58","Cluster1_Air",10,"0.10(-1.40,1.62)","0.94(-0.40,2.25)","-0.11(-1.36,1.12)","-0.15(-0.68,0.38)",964,1.0016
"C51_C58","Cluster1_Water",10,"-1.31(-3.34,0.70)","0.24(-1.91,2.40)","0.41(-0.54,1.33)","-0.16(-0.68,0.36)",964,1.0009
