"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C51_C58","Cluster1_Land",10,"-0.32(-1.84,1.24)","0.00(-1.42,1.48)","0.44(-0.92,1.77)","-0.13(-0.64,0.38)",964,1.0032
"C51_C58","Cluster1_Built",10,"-0.39(-1.98,1.22)","-0.61(-2.14,0.97)","0.73(-0.84,2.17)","-0.15(-0.66,0.36)",964,1.0007
"C51_C58","Cluster1_Social",10,"-2.17(-4.45,0.22)","-0.42(-2.01,1.20)","0.76(-0.88,2.36)","-0.20(-0.73,0.32)",964,1.0019
"C51_C58","Cluster2_EQI",10,"-0.44(-1.30,0.41)","0.28(-0.82,1.34)","-0.26(-1.37,0.83)","0.05(-0.25,0.35)",662,1.0022
"C51_C58","Cluster2_Air",10,"-0.16(-1.02,0.72)","1.01(-0.13,2.07)","-0.55(-1.64,0.48)","0.02(-0.28,0.31)",662,1.002
"C51_C58","Cluster2_Water",10,"-0.18(-1.60,1.30)","0.30(-0.76,1.31)","-0.41(-1.42,0.51)","0.05(-0.26,0.34)",662,1.0014
"C51_C58","Cluster2_Land",10,"-0.85(-1.78,0.13)","-0.34(-1.30,0.62)","0.03(-1.04,1.06)","0.04(-0.27,0.35)",662,1.0017
"C51_C58","Cluster2_Built",10,"0.18(-0.86,1.20)","0.16(-0.97,1.39)","-0.57(-1.92,0.71)","0.04(-0.27,0.35)",662,1.001
"C51_C58","Cluster2_Social",10,"-0.64(-1.77,0.51)","-0.60(-1.92,0.74)","0.10(-1.21,1.34)","0.02(-0.29,0.33)",662,1.0012
"C51_C58","Cluster3_EQI",10,"0.08(-0.36,0.51)","-0.55(-1.28,0.20)","-0.40(-0.87,0.08)","-0.00(-0.17,0.17)",1053,1.0018
"C51_C58","Cluster3_Air",10,"-0.04(-0.49,0.41)","-0.61(-1.28,0.11)","-0.31(-0.80,0.16)","0.01(-0.15,0.18)",1053,1.0016
"C51_C58","Cluster3_Water",10,"-0.06(-0.82,0.70)","-0.51(-1.17,0.19)","-0.36(-0.74,0.02)","-0.00(-0.17,0.17)",1053,1.0004
"C51_C58","Cluster3_Land",10,"0.09(-0.39,0.58)","-0.07(-0.74,0.62)","-0.44(-0.98,0.11)","0.01(-0.16,0.17)",1053,1.0008
"C51_C58","Cluster3_Built",10,"-0.18(-0.83,0.47)","-0.05(-0.75,0.64)","-0.24(-0.93,0.45)","0.02(-0.14,0.19)",1053,1.0012
"C51_C58","Cluster3_Social",10,"-0.48(-1.48,0.59)","0.16(-1.72,2.12)","0.05(-1.00,1.08)","0.00(-0.16,0.17)",1053,1.0018
