"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C34","Cluster0_EQI",5,"0.91(-7.83,9.39)","1.28(-3.55,6.35)","-8.44(-13.10,-3.79)***","-0.81(-2.84,1.25)",457,1.0016
"C34","Cluster0_Air",5,"0.34(-5.21,6.08)","0.58(-4.10,5.52)","-7.85(-11.60,-3.97)***","-0.85(-2.96,1.30)",457,1.0015
"C34","Cluster0_Water",5,"1.23(-4.98,7.52)","3.63(-2.88,10.11)","-8.14(-11.46,-4.89)***","-0.91(-2.91,1.13)",457,1.0014
"C34","Cluster0_Land",5,"0.78(-5.94,7.76)","0.32(-4.44,4.97)","-7.80(-11.70,-3.78)***","-0.88(-2.93,1.12)",457,1.0013
"C34","Cluster0_Built",5,"-2.28(-8.58,4.28)","-1.10(-6.26,4.23)","-6.57(-11.60,-1.46)*","-0.95(-2.96,1.08)",457,1.0011
"C34","Cluster0_Social",5,"1.54(-5.00,7.86)","-2.36(-7.72,3.08)","-6.18(-11.61,-0.76)*","-0.84(-2.92,1.20)",457,1.0015
"C34","Cluster1_EQI",5,"0.21(-3.11,3.49)","-1.93(-4.83,1.09)","-2.78(-5.43,-0.05)*","0.28(-0.87,1.40)",964,1.0008
"C34","Cluster1_Air",5,"-1.75(-4.81,1.49)","0.71(-2.28,3.71)","-3.15(-5.83,-0.46)*","0.48(-0.68,1.59)",964,1.0015
"C34","Cluster1_Water",5,"0.37(-4.66,5.57)","-1.74(-6.26,2.78)","-3.44(-5.50,-1.45)***","0.42(-0.73,1.55)",964,1.0016
"C34","Cluster1_Land",5,"1.12(-1.96,4.30)","-2.42(-5.52,0.71)","-3.18(-6.02,-0.37)*","0.24(-0.95,1.44)",964,1.0013
"C34","Cluster1_Built",5,"0.80(-2.60,4.18)","-1.35(-4.55,1.95)","-3.28(-6.34,-0.24)*","0.31(-0.82,1.42)",964,1.0005
"C34","Cluster1_Social",5,"1.02(-3.48,5.62)","1.59(-1.67,4.88)","-4.68(-7.94,-1.61)**","0.47(-0.67,1.56)",964,1.0043
"C34","Cluster2_EQI",5,"-1.58(-3.51,0.40)","0.55(-2.08,2.95)","-4.34(-6.59,-1.88)**","0.34(-0.26,1.03)",663,1.12
"C34","Cluster2_Air",5,"-0.45(-2.38,1.45)","2.35(-0.91,5.30)","-5.32(-7.87,-2.83)***","0.26(-0.36,0.94)",663,1.1182
"C34","Cluster2_Water",5,"-0.07(-3.06,2.77)","1.68(-0.86,3.93)","-5.38(-7.40,-3.33)***","0.39(-0.25,1.12)",663,1.0596
"C34","Cluster2_Land",5,"0.13(-1.88,1.97)","0.79(-1.30,2.59)","-5.47(-7.48,-3.49)***","0.35(-0.24,0.97)",663,1.0456
"C34","Cluster2_Built",5,"1.40(-0.81,3.69)","2.93(0.28,5.36)*","-6.60(-9.39,-4.03)***","0.38(-0.27,1.10)",663,1.1526
"C34","Cluster2_Social",5,"-2.03(-3.98,-0.04)*","2.80(0.36,5.87)*","-4.45(-6.61,-2.39)***","0.06(-0.39,0.67)",663,1.1478
"C34","Cluster3_EQI",5,"0.46(-0.50,1.40)","1.39(-0.73,3.53)","-6.11(-7.31,-4.91)***","0.08(-0.34,0.49)",1053,1.0021
"C34","Cluster3_Air",5,"-0.12(-1.11,0.90)","0.97(-0.85,2.66)","-5.78(-7.04,-4.53)***","0.09(-0.34,0.55)",1053,1.001
"C34","Cluster3_Water",5,"0.22(-1.55,2.00)","0.07(-1.47,1.55)","-5.78(-6.75,-4.76)***","0.10(-0.31,0.52)",1053,1.002
"C34","Cluster3_Land",5,"0.36(-0.77,1.47)","0.18(-1.43,1.80)","-6.02(-7.29,-4.71)***","0.10(-0.32,0.53)",1053,1.0018
"C34","Cluster3_Built",5,"-0.92(-2.29,0.55)","-0.83(-2.32,0.78)","-4.95(-6.57,-3.40)***","0.11(-0.32,0.54)",1053,1.0006
"C34","Cluster3_Social",5,"-5.55(-7.14,-3.85)***","-3.86(-6.56,-1.26)**","-0.78(-2.58,0.92)","-0.06(-0.50,0.38)",1053,1.0011
"C34","Cluster0_EQI",10,"-0.82(-8.47,6.73)","2.04(-2.37,6.39)","-7.55(-11.66,-3.50)**","-0.02(-1.85,1.76)",457,1.0005
"C34","Cluster0_Air",10,"-1.69(-6.68,3.41)","-1.26(-5.62,3.02)","-5.68(-8.96,-2.31)***","-0.22(-2.05,1.59)",457,1.0012
"C34","Cluster0_Water",10,"-2.09(-7.72,3.50)","-0.75(-7.01,5.45)","-6.03(-9.03,-3.15)***","-0.12(-1.99,1.70)",457,1.0005
"C34","Cluster0_Land",10,"0.99(-5.18,7.13)","1.01(-3.48,5.32)","-6.89(-10.55,-3.24)***","-0.05(-1.86,1.78)",457,1.0008
"C34","Cluster0_Built",10,"-0.24(-6.27,5.47)","0.16(-4.74,5.02)","-6.38(-11.18,-1.77)**","-0.13(-1.88,1.64)",457,1.0026
"C34","Cluster0_Social",10,"-4.22(-10.00,1.77)","-3.55(-8.66,1.36)","-3.05(-7.90,2.11)","-0.05(-1.89,1.76)",457,1.002
"C34","Cluster1_EQI",10,"1.78(-1.20,4.71)","2.11(-0.49,4.60)","-9.77(-12.24,-7.20)***","-0.44(-1.49,0.62)",964,1.0006
"C34","Cluster1_Air",10,"-0.01(-2.82,2.72)","-1.41(-4.00,1.19)","-7.74(-10.27,-5.18)***","-0.46(-1.50,0.59)",964,1.002
"C34","Cluster1_Water",10,"-1.11(-5.33,3.32)","0.47(-3.71,4.68)","-8.26(-10.17,-6.40)***","-0.47(-1.46,0.55)",964,1.0027
"C34","Cluster1_Land",10,"-1.26(-4.17,1.66)","-0.69(-3.47,2.08)","-7.64(-10.16,-5.17)***","-0.53(-1.54,0.51)",964,1.0009
"C34","Cluster1_Built",10,"-1.42(-4.55,1.75)","0.04(-2.87,2.97)","-7.87(-10.85,-4.91)***","-0.45(-1.45,0.58)",964,1.0034
"C34","Cluster1_Social",10,"-1.93(-5.68,1.92)","-3.11(-5.80,-0.39)*","-6.24(-8.88,-3.60)***","-0.68(-1.69,0.33)",964,1.0012
"C34","Cluster2_EQI",10,"-0.58(-1.77,0.63)","0.45(-1.19,2.02)","-7.93(-9.60,-6.32)***","0.00(-0.44,0.44)",662,1.0011
"C34","Cluster2_Air",10,"-1.11(-2.16,-0.03)*","0.34(-1.72,2.30)","-7.58(-9.04,-6.22)***","0.05(-0.37,0.46)",662,1.0022
"C34","Cluster2_Water",10,"-0.32(-2.76,2.28)","0.76(-0.68,2.11)","-8.38(-9.68,-7.03)***","-0.02(-0.46,0.42)",662,1.002
"C34","Cluster2_Land",10,"-0.65(-1.89,0.64)","-0.57(-2.18,1.11)","-8.00(-9.46,-6.56)***","-0.09(-0.55,0.36)",662,1.0012
"C34","Cluster2_Built",10,"-0.70(-2.16,0.90)","-0.74(-2.52,1.13)","-7.65(-9.60,-5.83)***","-0.00(-0.44,0.41)",662,1.0009
"C34","Cluster2_Social",10,"0.24(-1.19,1.62)","-0.43(-3.17,2.40)","-8.46(-10.11,-6.82)***","-0.01(-0.46,0.42)",662,1.003
"C34","Cluster3_EQI",10,"-0.11(-0.88,0.65)","0.27(-1.58,2.06)","-7.59(-8.86,-6.33)***","0.08(-0.34,0.52)",1053,1.0023
"C34","Cluster3_Air",10,"-0.18(-0.97,0.58)","0.24(-1.82,2.47)","-7.53(-8.72,-6.33)***","0.09(-0.33,0.51)",1053,1.0031
"C34","Cluster3_Water",10,"-1.19(-2.62,0.25)","0.40(-0.91,1.69)","-7.47(-8.58,-6.42)***","0.13(-0.29,0.55)",1053,1.0017
"C34","Cluster3_Land",10,"-0.47(-1.30,0.36)","-0.02(-1.29,1.22)","-7.28(-8.58,-6.02)***","0.11(-0.31,0.53)",1053,1.0014
"C34","Cluster3_Built",10,"-0.34(-1.50,0.79)","0.70(-0.57,1.92)","-7.47(-8.95,-5.98)***","0.13(-0.27,0.55)",1053,1.0003
"C34","Cluster3_Social",10,"1.02(-0.72,2.69)","1.83(-1.43,5.25)","-8.54(-10.36,-6.70)***","0.13(-0.29,0.55)",1053,1.0027
