"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C18_C21","EQI",5,"0.20(-0.54,0.90)","1.09(0.16,1.96)*","-1.67(-2.55,-0.76)***","0.14(-0.15,0.41)",3137,1.0026
"C18_C21","Air",5,"-0.40(-1.10,0.31)","0.38(-0.56,1.32)","-1.24(-2.10,-0.39)**","0.13(-0.14,0.41)",3137,1.0009
"C18_C21","Water",5,"-1.18(-2.34,0.05)","-0.18(-1.21,0.85)","-1.35(-2.09,-0.57)**","0.09(-0.19,0.39)",3137,1.0018
"C18_C21","Land",5,"-0.23(-1.00,0.52)","-0.09(-0.92,0.75)","-1.28(-2.21,-0.32)**","0.13(-0.16,0.42)",3137,1.0015
"C18_C21","Built",5,"0.33(-0.61,1.23)","0.40(-0.65,1.39)","-1.68(-2.74,-0.62)***","0.14(-0.15,0.42)",3137,1.0021
"C18_C21","Social",5,"0.38(-0.65,1.42)","0.97(-0.23,2.12)","-1.86(-2.99,-0.74)**","0.13(-0.16,0.41)",3137,1.002
"C18_C21","EQI",10,"0.27(-0.33,0.88)","0.15(-0.59,0.91)","-1.20(-1.84,-0.59)***","0.07(-0.14,0.29)",3136,1.003
"C18_C21","Air",10,"0.06(-0.55,0.64)","-0.65(-1.53,0.26)","-0.95(-1.57,-0.37)***","0.10(-0.11,0.32)",3136,1.0019
"C18_C21","Water",10,"0.41(-0.60,1.35)","-0.26(-1.09,0.59)","-1.06(-1.55,-0.58)***","0.07(-0.14,0.28)",3136,1.0035
"C18_C21","Land",10,"-0.19(-0.87,0.48)","-0.13(-0.85,0.56)","-0.91(-1.57,-0.24)**","0.08(-0.14,0.31)",3136,1.001
"C18_C21","Built",10,"0.20(-0.62,1.06)","0.18(-0.69,1.09)","-1.20(-2.05,-0.34)**","0.08(-0.13,0.30)",3136,1.0014
"C18_C21","Social",10,"0.05(-0.90,0.97)","0.04(-1.07,1.13)","-1.07(-2.00,-0.11)*","0.09(-0.13,0.31)",3136,1.0019
"C18_C21","EQI",5,"0.19(-0.51,0.89)","1.08(0.15,1.92)*","-1.64(-2.51,-0.76)**","0.15(-0.14,0.42)",3137,1.0021
"C18_C21","Air",5,"-0.40(-1.10,0.32)","0.38(-0.58,1.32)","-1.24(-2.16,-0.38)**","0.12(-0.17,0.41)",3137,1.0031
"C18_C21","Water",5,"-1.17(-2.32,0.00)","-0.16(-1.24,0.87)","-1.36(-2.12,-0.60)**","0.09(-0.19,0.38)",3137,1.0014
"C18_C21","Land",5,"-0.21(-0.97,0.54)","-0.08(-0.91,0.75)","-1.29(-2.19,-0.38)**","0.13(-0.15,0.41)",3137,1.0025
"C18_C21","Built",5,"0.34(-0.61,1.22)","0.42(-0.66,1.43)","-1.69(-2.75,-0.64)**","0.14(-0.16,0.43)",3137,1.0015
"C18_C21","Social",5,"0.36(-0.70,1.42)","0.95(-0.27,2.15)","-1.83(-2.99,-0.70)***","0.13(-0.17,0.42)",3137,1.003
"C18_C21","EQI",10,"0.26(-0.32,0.85)","0.15(-0.60,0.90)","-1.19(-1.77,-0.60)***","0.08(-0.13,0.29)",3136,1.0007
"C18_C21","Air",10,"0.06(-0.55,0.66)","-0.65(-1.51,0.25)","-0.95(-1.56,-0.35)**","0.11(-0.10,0.32)",3136,1.003
"C18_C21","Water",10,"0.42(-0.59,1.36)","-0.27(-1.08,0.53)","-1.06(-1.53,-0.57)***","0.07(-0.14,0.28)",3136,1.0021
"C18_C21","Land",10,"-0.19(-0.82,0.43)","-0.14(-0.86,0.57)","-0.90(-1.52,-0.26)**","0.09(-0.13,0.32)",3136,1.0012
"C18_C21","Built",10,"0.18(-0.66,1.03)","0.17(-0.75,1.09)","-1.19(-2.05,-0.32)**","0.09(-0.12,0.30)",3136,1.0011
"C18_C21","Social",10,"0.07(-0.88,1.01)","0.05(-1.03,1.15)","-1.08(-2.03,-0.11)*","0.09(-0.13,0.32)",3136,1.0013
