"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C15_C26","EQI",5,"0.11(-0.70,0.92)","1.51(0.48,2.55)**","-1.47(-2.38,-0.54)**","0.13(-0.16,0.42)",3137,1.0004
"C15_C26","Air",5,"-0.41(-1.16,0.33)","0.49(-0.68,1.60)","-1.02(-1.90,-0.18)*","0.12(-0.19,0.42)",3137,1.0012
"C15_C26","Water",5,"-0.04(-1.27,1.16)","1.72(0.65,2.82)**","-1.18(-1.89,-0.48)**","0.20(-0.10,0.49)",3137,1.0014
"C15_C26","Land",5,"-0.77(-1.63,0.09)","0.41(-0.58,1.35)","-0.86(-1.81,0.14)","0.13(-0.19,0.43)",3137,1.0023
"C15_C26","Built",5,"0.29(-0.80,1.36)","1.05(-0.14,2.17)","-1.60(-2.77,-0.42)**","0.16(-0.14,0.45)",3137,1.0019
"C15_C26","Social",5,"-0.21(-1.39,0.98)","2.01(0.60,3.39)**","-1.46(-2.69,-0.24)*","0.03(-0.29,0.34)",3137,1.0023
"C15_C26","EQI",10,"-0.29(-1.07,0.47)","1.92(0.94,2.88)***","-0.63(-1.52,0.22)","0.19(-0.10,0.48)",3136,1.0029
"C15_C26","Air",10,"-0.21(-1.02,0.62)","2.03(0.70,3.26)**","-0.61(-1.55,0.37)","0.17(-0.13,0.46)",3136,1.0022
"C15_C26","Water",10,"0.78(-0.56,2.05)","0.19(-1.32,1.52)","-0.59(-1.29,0.13)","0.20(-0.09,0.50)",3136,1.0025
"C15_C26","Land",10,"-1.53(-2.35,-0.66)**","-0.43(-1.41,0.57)","0.39(-0.54,1.29)","0.19(-0.12,0.48)",3136,1.0015
"C15_C26","Built",10,"-0.60(-1.67,0.46)","1.18(0.00,2.33)*","-0.43(-1.58,0.73)","0.22(-0.07,0.52)",3136,1.0011
"C15_C26","Social",10,"-0.16(-1.36,1.05)","1.15(-0.31,2.59)","-0.61(-1.83,0.64)","0.15(-0.14,0.46)",3136,1.0009
"C15_C26","EQI",5,"0.13(-0.67,0.92)","1.53(0.54,2.51)**","-1.50(-2.36,-0.65)***","0.12(-0.18,0.41)",3137,1.0009
"C15_C26","Air",5,"-0.40(-1.15,0.34)","0.50(-0.63,1.61)","-1.03(-1.89,-0.18)*","0.12(-0.19,0.42)",3137,1.0018
"C15_C26","Water",5,"-0.04(-1.27,1.17)","1.73(0.53,2.79)**","-1.18(-1.90,-0.48)***","0.20(-0.09,0.49)",3137,1.0007
"C15_C26","Land",5,"-0.77(-1.66,0.08)","0.43(-0.57,1.40)","-0.86(-1.84,0.11)","0.12(-0.17,0.43)",3137,1.0014
"C15_C26","Built",5,"0.27(-0.80,1.30)","1.03(-0.17,2.12)","-1.57(-2.73,-0.40)**","0.16(-0.15,0.46)",3137,1.0013
"C15_C26","Social",5,"-0.21(-1.45,0.95)","2.06(0.67,3.52)**","-1.46(-2.65,-0.17)*","0.03(-0.29,0.34)",3137,1.0025
"C15_C26","EQI",10,"-0.28(-1.05,0.51)","1.93(0.91,2.91)***","-0.65(-1.55,0.26)","0.19(-0.11,0.49)",3136,1.0022
"C15_C26","Air",10,"-0.21(-1.00,0.61)","2.01(0.74,3.30)**","-0.59(-1.57,0.36)","0.18(-0.12,0.48)",3136,1.0035
"C15_C26","Water",10,"0.77(-0.53,2.05)","0.21(-1.27,1.60)","-0.59(-1.28,0.13)","0.20(-0.09,0.49)",3136,1.0042
"C15_C26","Land",10,"-1.54(-2.42,-0.69)***","-0.44(-1.47,0.55)","0.40(-0.50,1.30)","0.19(-0.10,0.48)",3136,1.0019
"C15_C26","Built",10,"-0.61(-1.66,0.44)","1.17(0.01,2.32)","-0.42(-1.57,0.66)","0.23(-0.08,0.51)",3136,1.0013
"C15_C26","Social",10,"-0.18(-1.39,1.00)","1.11(-0.42,2.60)","-0.57(-1.80,0.66)","0.15(-0.14,0.45)",3136,1.0008
