"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C30_C39","EQI",5,"0.39(-0.63,1.44)","1.22(-0.04,2.52)","-6.10(-7.25,-4.97)***","0.07(-0.32,0.46)",3137,1.0005
"C30_C39","Air",5,"0.16(-0.86,1.20)","1.98(0.56,3.38)*","-6.06(-7.17,-4.96)***","0.05(-0.34,0.45)",3137,1.002
"C30_C39","Water",5,"0.34(-1.36,2.01)","0.96(-0.56,2.44)","-5.76(-6.64,-4.81)***","0.11(-0.28,0.50)",3137,1.0019
"C30_C39","Land",5,"0.30(-0.83,1.41)","-0.10(-1.35,1.13)","-5.76(-6.95,-4.57)***","0.09(-0.30,0.49)",3137,1.0013
"C30_C39","Built",5,"0.61(-0.74,1.97)","0.68(-0.83,2.13)","-6.22(-7.65,-4.74)***","0.08(-0.32,0.48)",3137,1.001
"C30_C39","Social",5,"-1.06(-2.72,0.62)","1.47(-0.41,3.33)","-5.39(-7.05,-3.74)***","-0.08(-0.49,0.33)",3137,1.0017
"C30_C39","EQI",10,"0.07(-0.73,0.86)","1.81(0.75,2.83)**","-8.32(-9.38,-7.30)***","-0.08(-0.42,0.25)",3136,1.0015
"C30_C39","Air",10,"-0.77(-1.59,0.03)","-0.27(-1.46,0.94)","-7.56(-8.54,-6.53)***","-0.08(-0.42,0.28)",3136,1.0019
"C30_C39","Water",10,"-1.08(-2.60,0.38)","0.59(-0.57,1.79)","-7.90(-8.81,-7.02)***","-0.04(-0.38,0.31)",3136,1.0019
"C30_C39","Land",10,"-0.47(-1.36,0.39)","0.10(-0.95,1.16)","-7.77(-8.85,-6.75)***","-0.07(-0.42,0.27)",3136,1.0018
"C30_C39","Built",10,"-0.68(-1.74,0.40)","0.56(-0.57,1.68)","-7.70(-8.99,-6.45)***","-0.02(-0.36,0.32)",3136,1.0009
"C30_C39","Social",10,"-0.99(-2.22,0.29)","-0.07(-1.53,1.45)","-7.33(-8.68,-5.98)***","-0.14(-0.50,0.19)",3136,1.0011
"C30_C39","EQI",5,"0.41(-0.60,1.44)","1.23(-0.07,2.54)","-6.10(-7.26,-4.93)***","0.06(-0.34,0.47)",3137,1.0028
"C30_C39","Air",5,"0.15(-0.87,1.23)","1.98(0.54,3.43)**","-6.06(-7.16,-4.90)***","0.04(-0.35,0.43)",3137,1.0016
"C30_C39","Water",5,"0.34(-1.38,2.01)","0.94(-0.54,2.40)","-5.76(-6.64,-4.83)***","0.11(-0.29,0.51)",3137,1.0022
"C30_C39","Land",5,"0.31(-0.80,1.40)","-0.10(-1.34,1.17)","-5.76(-6.98,-4.56)***","0.10(-0.30,0.52)",3137,1.0028
"C30_C39","Built",5,"0.61(-0.73,1.93)","0.67(-0.78,2.09)","-6.20(-7.66,-4.69)***","0.08(-0.31,0.50)",3137,1.0011
"C30_C39","Social",5,"-1.07(-2.67,0.56)","1.49(-0.36,3.30)","-5.39(-7.06,-3.76)***","-0.08(-0.48,0.33)",3137,1.0013
"C30_C39","EQI",10,"0.06(-0.75,0.88)","1.81(0.79,2.90)**","-8.31(-9.36,-7.30)***","-0.08(-0.41,0.27)",3136,1.002
"C30_C39","Air",10,"-0.78(-1.60,0.01)","-0.26(-1.46,0.96)","-7.55(-8.58,-6.52)***","-0.08(-0.42,0.27)",3136,1.0029
"C30_C39","Water",10,"-1.06(-2.50,0.47)","0.61(-0.62,1.78)","-7.90(-8.79,-7.05)***","-0.03(-0.38,0.32)",3136,1.0017
"C30_C39","Land",10,"-0.48(-1.34,0.38)","0.10(-0.91,1.14)","-7.78(-8.79,-6.75)***","-0.08(-0.42,0.26)",3136,1.0012
"C30_C39","Built",10,"-0.67(-1.76,0.40)","0.56(-0.57,1.72)","-7.71(-8.98,-6.45)***","-0.03(-0.36,0.31)",3136,1.0003
"C30_C39","Social",10,"-0.97(-2.28,0.28)","-0.06(-1.61,1.48)","-7.36(-8.75,-5.98)***","-0.14(-0.49,0.21)",3136,1.0009
