"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C76_C80","EQI",5,"-0.57(-1.18,0.04)","-0.04(-0.72,0.64)","-0.07(-0.78,0.59)","0.06(-0.16,0.28)",3137,1.0012
"C76_C80","Air",5,"-0.42(-1.00,0.16)","1.07(0.34,1.78)**","-0.41(-1.06,0.28)","0.02(-0.21,0.25)",3137,1.0015
"C76_C80","Water",5,"0.93(-0.02,1.88)","0.44(-0.36,1.28)","-0.47(-1.05,0.11)","0.07(-0.16,0.30)",3137,1.0021
"C76_C80","Land",5,"-0.47(-1.10,0.17)","-0.89(-1.56,-0.18)*","0.13(-0.57,0.85)","0.07(-0.15,0.29)",3137,1.0026
"C76_C80","Built",5,"-0.52(-1.24,0.19)","-0.22(-0.95,0.52)","0.02(-0.74,0.80)","0.07(-0.15,0.29)",3137,1.0005
"C76_C80","Social",5,"-0.63(-1.48,0.27)","0.36(-0.57,1.30)","-0.15(-1.10,0.75)","-0.02(-0.26,0.21)",3137,1.0013
"C76_C80","EQI",10,"0.10(-0.47,0.72)","-0.11(-0.79,0.59)","-0.64(-1.26,-0.05)*","-0.03(-0.25,0.18)",3136,1.0018
"C76_C80","Air",10,"-0.02(-0.58,0.52)","-0.41(-1.11,0.31)","-0.51(-1.11,0.10)","-0.02(-0.23,0.20)",3136,1.0027
"C76_C80","Water",10,"-0.59(-1.46,0.26)","-0.88(-1.67,-0.02)*","-0.49(-0.99,0.00)","-0.05(-0.26,0.17)",3136,1.0017
"C76_C80","Land",10,"0.85(0.21,1.48)**","0.76(0.11,1.43)*","-1.19(-1.82,-0.56)***","-0.03(-0.24,0.20)",3136,1.0013
"C76_C80","Built",10,"-0.01(-0.75,0.78)","0.24(-0.54,1.02)","-0.67(-1.47,0.13)","-0.02(-0.24,0.19)",3136,1.0018
"C76_C80","Social",10,"0.51(-0.31,1.34)","0.68(-0.27,1.62)","-1.10(-1.91,-0.23)*","-0.02(-0.24,0.19)",3136,1.0008
"C76_C80","EQI",5,"-0.57(-1.18,0.03)","-0.04(-0.74,0.65)","-0.08(-0.76,0.62)","0.06(-0.17,0.28)",3137,1.0012
"C76_C80","Air",5,"-0.41(-1.00,0.20)","1.07(0.32,1.78)**","-0.40(-1.07,0.24)","0.02(-0.20,0.24)",3137,1.0032
"C76_C80","Water",5,"0.92(0.00,1.82)","0.44(-0.36,1.28)","-0.47(-1.05,0.08)","0.07(-0.16,0.30)",3137,1.0019
"C76_C80","Land",5,"-0.47(-1.15,0.17)","-0.88(-1.56,-0.19)*","0.12(-0.56,0.84)","0.07(-0.16,0.30)",3137,1.0009
"C76_C80","Built",5,"-0.52(-1.25,0.20)","-0.22(-0.97,0.56)","0.01(-0.80,0.83)","0.07(-0.15,0.30)",3137,1.0029
"C76_C80","Social",5,"-0.63(-1.48,0.26)","0.36(-0.56,1.34)","-0.15(-1.07,0.78)","-0.03(-0.27,0.21)",3137,1.0041
"C76_C80","EQI",10,"0.10(-0.48,0.68)","-0.11(-0.78,0.58)","-0.63(-1.25,-0.01)*","-0.03(-0.25,0.19)",3136,1.0035
"C76_C80","Air",10,"-0.02(-0.60,0.58)","-0.41(-1.13,0.34)","-0.52(-1.13,0.08)","-0.02(-0.23,0.19)",3136,1.0017
"C76_C80","Water",10,"-0.60(-1.47,0.27)","-0.90(-1.72,-0.07)*","-0.48(-0.96,0.03)","-0.04(-0.25,0.18)",3136,1.0006
"C76_C80","Land",10,"0.86(0.23,1.49)*","0.77(0.11,1.44)*","-1.21(-1.81,-0.59)***","-0.03(-0.23,0.19)",3136,1.0008
"C76_C80","Built",10,"0.01(-0.74,0.78)","0.26(-0.53,1.05)","-0.69(-1.52,0.12)","-0.03(-0.25,0.18)",3136,1.0017
"C76_C80","Social",10,"0.50(-0.35,1.35)","0.66(-0.32,1.61)","-1.09(-1.97,-0.24)*","-0.02(-0.24,0.21)",3136,1.0028
