"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C18_C21","Cluster0_EQI",5,"-1.24(-4.95,2.55)","-0.51(-2.87,1.88)","0.03(-2.22,2.28)","0.48(-0.42,1.36)",1010,1.0023
"C18_C21","Cluster0_Air",5,"-0.88(-3.93,2.17)","0.31(-1.96,2.57)","-0.38(-2.44,1.77)","0.48(-0.39,1.40)",1010,1.0009
"C18_C21","Cluster0_Water",5,"-3.67(-7.08,-0.24)*","-1.83(-5.65,1.91)","0.09(-1.56,1.83)","0.43(-0.45,1.31)",1010,1.0019
"C18_C21","Cluster0_Land",5,"0.82(-2.03,3.67)","0.71(-1.76,3.15)","-0.92(-3.20,1.35)","0.48(-0.38,1.39)",1010,1.0008
"C18_C21","Cluster0_Built",5,"1.17(-2.26,4.65)","-0.06(-2.95,2.86)","-0.60(-3.62,2.16)","0.45(-0.48,1.37)",1010,1.0016
"C18_C21","Cluster0_Social",5,"5.46(0.47,10.17)*","2.23(-1.17,5.52)","-2.63(-6.10,0.83)","0.48(-0.41,1.34)",1010,1.0031
"C18_C21","Cluster1_EQI",5,"0.06(-0.98,1.10)","0.44(-0.86,1.73)","-1.75(-2.86,-0.67)**","0.11(-0.25,0.44)",747,1.0008
"C18_C21","Cluster1_Air",5,"-0.14(-1.10,0.83)","-0.50(-1.94,1.04)","-1.51(-2.54,-0.57)***","0.11(-0.24,0.43)",747,1.006
"C18_C21","Cluster1_Water",5,"0.11(-1.60,1.78)","0.11(-1.05,1.30)","-1.68(-2.54,-0.86)***","0.11(-0.25,0.43)",747,1.0034
"C18_C21","Cluster1_Land",5,"0.29(-0.87,1.38)","0.68(-0.45,1.81)","-1.96(-3.01,-0.94)***","0.11(-0.24,0.44)",747,1.0016
"C18_C21","Cluster1_Built",5,"-0.33(-1.44,0.79)","-0.40(-1.78,1.01)","-1.34(-2.62,-0.11)*","0.12(-0.23,0.44)",747,1.0009
"C18_C21","Cluster1_Social",5,"0.60(-0.73,1.88)","0.55(-1.12,2.23)","-2.13(-3.44,-0.80)**","0.12(-0.25,0.46)",747,1.0019
"C18_C21","Cluster2_EQI",5,"0.49(-0.15,1.12)","0.22(-0.92,1.37)","-2.03(-2.73,-1.34)***","-0.02(-0.25,0.23)",1380,1.0015
"C18_C21","Cluster2_Air",5,"-0.19(-0.82,0.43)","-0.60(-1.76,0.54)","-1.51(-2.21,-0.81)***","0.03(-0.23,0.27)",1380,1.0029
"C18_C21","Cluster2_Water",5,"0.50(-0.50,1.49)","0.68(-0.33,1.68)","-1.78(-2.34,-1.21)***","0.02(-0.23,0.27)",1380,1.0006
"C18_C21","Cluster2_Land",5,"-0.18(-0.93,0.55)","-0.15(-1.13,0.82)","-1.55(-2.32,-0.77)***","0.01(-0.23,0.26)",1380,1.0007
"C18_C21","Cluster2_Built",5,"0.64(-0.39,1.62)","0.15(-0.93,1.20)","-2.13(-3.15,-1.12)***","0.01(-0.24,0.25)",1380,1.0015
"C18_C21","Cluster2_Social",5,"-0.95(-2.20,0.40)","0.61(-1.00,2.28)","-0.92(-2.26,0.35)","-0.01(-0.26,0.25)",1380,1.0026
"C18_C21","Cluster0_EQI",10,"1.71(-1.96,5.36)","0.49(-1.75,2.85)","-0.82(-3.10,1.40)","-0.08(-0.94,0.78)",1010,1.0031
"C18_C21","Cluster0_Air",10,"-0.70(-3.47,2.09)","-1.83(-3.98,0.35)","0.57(-1.36,2.50)","-0.10(-0.93,0.77)",1010,1.0002
"C18_C21","Cluster0_Water",10,"0.50(-2.64,3.63)","-2.48(-5.88,0.95)","-0.17(-1.73,1.40)","-0.05(-0.90,0.80)",1010,1.0012
