"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C15_C26","Cluster0_EQI",5,"-0.90(-8.74,7.02)","-4.45(-9.68,0.87)","3.45(-1.47,8.25)","1.67(-0.38,3.75)",457,1.0017
"C15_C26","Cluster0_Air",5,"0.16(-5.21,5.34)","0.72(-3.94,5.38)","0.02(-3.67,3.63)","1.97(-0.17,3.94)",457,1.0014
"C15_C26","Cluster0_Water",5,"-0.48(-6.15,5.27)","-2.33(-9.21,4.57)","0.49(-2.82,3.69)","1.96(-0.04,3.95)",457,1.0063
"C15_C26","Cluster0_Land",5,"3.00(-3.06,8.81)","3.27(-1.20,7.65)","-1.78(-5.74,2.10)","2.06(0.01,4.00)*",457,1.0007
"C15_C26","Cluster0_Built",5,"0.70(-5.38,6.86)","-3.33(-8.59,2.07)","2.54(-2.75,7.63)","1.89(-0.07,3.90)",457,1.003
"C15_C26","Cluster0_Social",5,"2.72(-3.30,9.08)","0.58(-4.50,5.73)","-0.56(-5.67,4.41)","1.90(-0.15,3.88)",457,1.0024
"C15_C26","Cluster1_EQI",5,"1.68(-1.81,4.93)","1.21(-1.68,4.02)","-1.16(-3.74,1.46)","0.01(-1.06,1.07)",964,1.0022
"C15_C26","Cluster1_Air",5,"-1.84(-4.93,1.15)","-0.60(-3.44,2.27)","0.61(-2.01,3.30)","0.03(-1.08,1.15)",964,1.0024
"C15_C26","Cluster1_Water",5,"-2.11(-5.76,1.62)","-1.34(-5.79,3.12)","0.04(-1.93,1.99)","-0.10(-1.21,0.99)",964,1.0028
"C15_C26","Cluster1_Land",5,"-0.86(-4.13,2.44)","-0.83(-3.96,2.34)","0.48(-2.41,3.44)","-0.02(-1.10,1.06)",964,1.0059
"C15_C26","Cluster1_Built",5,"0.09(-3.35,3.65)","-1.65(-4.98,1.74)","0.52(-2.65,3.62)","-0.09(-1.18,1.01)",964,1.0018
"C15_C26","Cluster1_Social",5,"-0.30(-4.41,3.86)","1.21(-1.90,4.23)","-0.94(-3.87,1.98)","0.03(-1.04,1.10)",964,1.0002
"C15_C26","Cluster2_EQI",5,"0.36(-1.21,1.94)","2.44(0.31,4.47)*","-1.84(-3.43,-0.18)*","0.33(-0.13,0.81)",663,1.002
"C15_C26","Cluster2_Air",5,"0.69(-0.75,2.08)","2.24(-0.12,4.34)","-1.97(-3.52,-0.35)*","0.28(-0.21,0.80)",663,1.0014
"C15_C26","Cluster2_Water",5,"0.76(-1.88,3.48)","3.02(1.10,4.87)**","-1.64(-2.92,-0.33)*","0.40(-0.10,0.88)",663,1.002
"C15_C26","Cluster2_Land",5,"0.08(-1.66,1.86)","0.99(-0.67,2.72)","-1.57(-3.15,0.06)","0.36(-0.18,0.90)",663,1.0019
"C15_C26","Cluster2_Built",5,"0.92(-0.86,2.60)","2.07(-0.14,4.14)","-2.39(-4.35,-0.37)*","0.27(-0.22,0.77)",663,1.0009
"C15_C26","Cluster2_Social",5,"-0.20(-2.26,1.83)","3.10(0.51,5.66)*","-1.63(-3.68,0.41)","0.24(-0.26,0.76)",663,1.0019
"C15_C26","Cluster3_EQI",5,"0.65(-0.23,1.47)","1.88(0.23,3.46)*","-1.70(-2.74,-0.63)**","0.07(-0.31,0.46)",1053,1.0028
"C15_C26","Cluster3_Air",5,"-0.25(-1.11,0.59)","0.42(-1.57,2.36)","-1.09(-2.16,-0.03)*","0.07(-0.33,0.48)",1053,1.0018
"C15_C26","Cluster3_Water",5,"0.41(-0.82,1.64)","2.37(1.27,3.28)***","-1.56(-2.40,-0.74)***","0.04(-0.31,0.39)",1053,1.002
"C15_C26","Cluster3_Land",5,"-1.38(-2.37,-0.39)**","-0.23(-1.48,1.00)","-0.16(-1.32,0.98)","0.14(-0.26,0.50)",1053,1.0018
"C15_C26","Cluster3_Built",5,"0.01(-1.30,1.27)","0.35(-1.07,1.81)","-1.32(-2.75,0.10)","0.08(-0.31,0.47)",1053,1.0013
"C15_C26","Cluster3_Social",5,"-1.52(-3.42,0.58)","-1.22(-4.63,2.31)","0.17(-2.01,2.10)","0.03(-0.37,0.45)",1053,1.0014
"C15_C26","Cluster0_EQI",10,"0.04(-7.87,8.50)","2.60(-2.62,7.99)","-1.67(-6.70,3.46)","-2.31(-4.38,-0.23)*",457,1.0005
"C15_C26","Cluster0_Air",10,"-3.79(-9.48,1.77)","-3.28(-7.80,1.47)","1.98(-1.75,5.66)","-2.73(-4.70,-0.67)*",457,1.0004
"C15_C26","Cluster0_Water",10,"-2.65(-8.55,3.30)","1.51(-5.33,8.15)","0.52(-2.85,4.01)","-2.40(-4.36,-0.41)*",457,1.0013
"C15_C26","Cluster0_Land",10,"1.28(-4.98,7.32)","-3.19(-7.63,1.31)","1.66(-2.10,5.62)","-2.66(-4.70,-0.56)*",457,1.0009
"C15_C26","Cluster0_Built",10,"-2.94(-9.70,3.88)","2.19(-3.32,7.63)","-1.13(-6.47,4.23)","-2.47(-4.45,-0.37)*",457,1.0041
"C15_C26","Cluster0_Social",10,"-3.98(-10.39,2.73)","-3.05(-8.16,2.16)","2.95(-2.21,7.95)","-2.45(-4.48,-0.40)*",457,1.0023
"C15_C26","Cluster1_EQI",10,"-1.44(-4.64,1.65)","-0.33(-3.12,2.40)","1.37(-1.27,4.07)","0.18(-0.83,1.17)",964,1.0049
"C15_C26","Cluster1_Air",10,"0.65(-2.23,3.37)","1.32(-1.80,4.00)","0.18(-2.24,2.75)","0.27(-0.74,1.26)",964,1.008
"C15_C26","Cluster1_Water",10,"-0.05(-4.21,4.14)","-1.81(-5.11,1.75)","1.01(-0.79,2.85)","0.20(-0.83,1.19)",964,1.0011
