"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C25","Cluster0_EQI",5,"-1.31(-8.99,6.47)","-2.29(-5.25,0.69)","2.62(-0.24,5.37)","0.01(-1.11,1.20)",457,1.004
"C25","Cluster0_Air",5,"-0.28(-3.76,3.25)","0.32(-2.51,3.07)","0.86(-1.36,3.06)","0.09(-1.09,1.25)",457,1.0039
"C25","Cluster0_Water",5,"1.61(-2.17,5.32)","2.61(-1.30,6.77)","0.37(-1.45,2.28)","-0.05(-1.16,1.08)",457,1.0029
"C25","Cluster0_Land",5,"1.98(-1.84,5.80)","1.29(-1.58,4.20)","0.06(-2.32,2.47)","0.15(-0.99,1.30)",457,1.0013
"C25","Cluster0_Built",5,"0.52(-4.24,5.20)","-2.44(-6.19,1.23)","2.76(-0.68,6.39)","0.09(-1.03,1.25)",457,1.0014
"C25","Cluster0_Social",5,"0.99(-3.88,5.84)","0.61(-3.34,4.58)","0.33(-3.68,4.26)","0.06(-1.06,1.16)",457,1.0008
"C25","Cluster1_EQI",5,"-0.54(-2.15,1.06)","-1.33(-2.81,0.18)","1.20(-0.11,2.52)","-0.24(-0.76,0.32)",964,1.0015
"C25","Cluster1_Air",5,"-0.77(-2.36,0.83)","0.25(-1.22,1.65)","0.65(-0.62,1.92)","-0.16(-0.72,0.39)",964,1.0027
"C25","Cluster1_Water",5,"0.26(-1.90,2.42)","-2.53(-4.90,-0.10)*","0.63(-0.28,1.58)","-0.20(-0.75,0.33)",964,1.0038
"C25","Cluster1_Land",5,"0.86(-0.70,2.50)","-0.07(-1.59,1.52)","0.19(-1.25,1.61)","-0.20(-0.75,0.37)",964,1.001
"C25","Cluster1_Built",5,"2.09(0.37,3.80)*","1.31(-0.42,2.93)","-0.86(-2.37,0.74)","-0.20(-0.74,0.34)",964,1.0029
"C25","Cluster1_Social",5,"-1.16(-3.41,1.14)","1.14(-0.50,2.72)","-0.17(-1.78,1.43)","-0.18(-0.73,0.38)",964,1.0019
"C25","Cluster2_EQI",5,"0.30(-0.71,1.25)","0.32(-0.84,1.49)","-0.72(-1.91,0.54)","-0.12(-0.45,0.22)",663,1.0018
"C25","Cluster2_Air",5,"0.72(-0.12,1.53)","2.41(1.13,3.61)***","-1.28(-2.52,-0.08)*","-0.19(-0.50,0.13)",663,1.0017
"C25","Cluster2_Water",5,"-0.29(-1.93,1.26)","1.16(0.03,2.25)*","-0.66(-1.73,0.41)","-0.11(-0.45,0.21)",663,1.0014
"C25","Cluster2_Land",5,"-0.47(-1.50,0.57)","-0.79(-1.88,0.31)","-0.16(-1.40,1.02)","-0.14(-0.47,0.20)",663,1.0022
"C25","Cluster2_Built",5,"0.05(-1.01,1.09)","0.26(-0.95,1.51)","-0.60(-1.97,0.84)","-0.12(-0.46,0.22)",663,1.0026
"C25","Cluster2_Social",5,"-0.78(-1.86,0.31)","-1.22(-2.64,0.18)","0.20(-1.22,1.53)","-0.14(-0.46,0.19)",663,1.0003
"C25","Cluster3_EQI",5,"0.21(-0.32,0.70)","1.18(0.28,1.98)*","0.01(-0.56,0.60)","-0.00(-0.20,0.19)",1053,1.0041
"C25","Cluster3_Air",5,"-0.02(-0.51,0.46)","-0.16(-1.35,1.14)","0.25(-0.34,0.94)","0.01(-0.21,0.24)",1053,1.0022
"C25","Cluster3_Water",5,"-0.29(-1.24,0.74)","-0.17(-1.20,0.87)","0.24(-0.28,0.76)","-0.00(-0.21,0.22)",1053,1.0016
"C25","Cluster3_Land",5,"-0.44(-1.03,0.17)","-0.74(-1.53,0.10)","0.68(-0.08,1.43)","0.03(-0.19,0.26)",1053,1.0013
"C25","Cluster3_Built",5,"0.28(-0.56,1.05)","0.28(-0.62,1.10)","-0.04(-0.86,0.85)","0.01(-0.21,0.23)",1053,1.0014
"C25","Cluster3_Social",5,"-0.64(-1.55,0.43)","-1.40(-3.35,0.66)","0.77(-0.31,1.70)","-0.02(-0.22,0.20)",1053,1.0004
"C25","Cluster0_EQI",10,"-0.14(-8.29,7.55)","1.67(-1.86,5.03)","-0.38(-3.59,2.87)","-0.04(-1.29,1.17)",457,1.0018
"C25","Cluster0_Air",10,"-0.65(-4.55,3.22)","-0.25(-3.19,2.74)","0.96(-1.64,3.43)","-0.13(-1.35,1.08)",457,1.0006
"C25","Cluster0_Water",10,"-3.36(-7.72,0.96)","-2.31(-6.71,2.09)","1.52(-0.70,3.63)","-0.04(-1.27,1.17)",457,1.002
"C25","Cluster0_Land",10,"-2.76(-6.87,1.30)","-1.50(-4.56,1.58)","1.98(-0.76,4.76)","-0.15(-1.37,1.09)",457,1.0017
"C25","Cluster0_Built",10,"-1.72(-6.74,3.54)","1.67(-2.05,5.53)","-0.27(-4.14,3.38)","-0.10(-1.36,1.11)",457,1.0008
"C25","Cluster0_Social",10,"-1.53(-6.87,3.85)","-1.07(-5.33,3.15)","1.80(-2.58,6.18)","-0.10(-1.37,1.13)",457,1.0031
"C25","Cluster1_EQI",10,"1.64(-0.13,3.42)","0.79(-0.70,2.31)","-0.71(-2.06,0.63)","-0.06(-0.64,0.52)",964,1.0007
"C25","Cluster1_Air",10,"-0.38(-2.02,1.27)","-0.55(-2.03,0.97)","0.41(-0.92,1.69)","-0.05(-0.65,0.52)",964,1.0015
"C25","Cluster1_Water",10,"-0.46(-2.75,1.91)","-0.76(-3.09,1.57)","0.16(-0.80,1.13)","-0.08(-0.67,0.48)",964,1.0026
"C25","Cluster1_Land",10,"-1.00(-2.71,0.68)","-0.39(-2.04,1.24)","0.62(-0.85,2.16)","-0.03(-0.62,0.54)",964,1.002
"C25","Cluster1_Built",10,"-0.02(-1.86,1.84)","0.35(-1.38,2.11)","-0.04(-1.71,1.57)","-0.03(-0.61,0.56)",964,1.0014
"C25","Cluster1_Social",10,"0.06(-2.29,2.48)","-1.19(-2.89,0.52)","0.92(-0.73,2.52)","-0.07(-0.65,0.49)",964,1.0008
"C25","Cluster2_EQI",10,"-0.60(-1.34,0.16)","-0.72(-1.69,0.29)","1.15(0.40,1.88)**","0.26(0.04,0.49)*",662,1.0008
"C25","Cluster2_Air",10,"-0.91(-1.60,-0.19)*","-1.15(-2.30,0.21)","1.30(0.55,2.04)***","0.28(0.04,0.51)*",662,1.0023
"C25","Cluster2_Water",10,"0.37(-0.92,1.65)","1.02(0.00,2.04)*","0.61(-0.01,1.23)","0.29(0.05,0.53)*",662,1.0004
"C25","Cluster2_Land",10,"-0.39(-1.21,0.45)","0.41(-0.52,1.30)","0.82(-0.02,1.67)","0.30(0.06,0.53)*",662,1.0017
"C25","Cluster2_Built",10,"-0.25(-1.13,0.64)","-0.19(-1.28,0.89)","0.93(-0.04,1.85)","0.28(0.05,0.52)*",662,1.0009
"C25","Cluster2_Social",10,"-0.21(-1.15,0.76)","0.42(-0.87,1.66)","0.79(-0.19,1.72)","0.27(0.04,0.51)*",662,1.0012
"C25","Cluster3_EQI",10,"0.18(-0.32,0.67)","0.10(-0.80,1.06)","0.25(-0.29,0.78)","0.04(-0.14,0.22)",1053,1.0011
"C25","Cluster3_Air",10,"-0.06(-0.56,0.44)","-0.57(-1.48,0.39)","0.49(-0.04,1.02)","0.07(-0.12,0.25)",1053,1.0024
"C25","Cluster3_Water",10,"1.04(0.25,1.73)*","0.25(-0.62,1.15)","0.28(-0.11,0.67)","0.06(-0.12,0.25)",1053,1.0016
"C25","Cluster3_Land",10,"0.13(-0.46,0.71)","0.67(-0.12,1.47)","0.20(-0.45,0.87)","0.05(-0.13,0.23)",1053,1.0006
"C25","Cluster3_Built",10,"-0.06(-0.82,0.71)","-0.07(-0.87,0.75)","0.42(-0.32,1.19)","0.05(-0.13,0.23)",1053,1.0002
"C25","Cluster3_Social",10,"-0.90(-1.74,0.02)","-0.41(-2.89,1.96)","1.19(0.26,2.07)*","0.04(-0.14,0.21)",1053,1.002
