"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C34","EQI",5,"0.40(-0.63,1.41)","1.44(0.15,2.66)*","-6.03(-7.09,-4.92)***","0.03(-0.36,0.43)",3137,1.0008
"C34","Air",5,"-0.04(-1.03,0.99)","2.10(0.74,3.55)**","-5.87(-6.96,-4.84)***","0.01(-0.37,0.39)",3137,1.0012
"C34","Water",5,"0.29(-1.39,1.98)","0.82(-0.68,2.29)","-5.60(-6.48,-4.70)***","0.08(-0.29,0.48)",3137,1.0018
"C34","Land",5,"0.03(-1.07,1.17)","-0.45(-1.67,0.81)","-5.41(-6.54,-4.29)***","0.07(-0.32,0.47)",3137,1.0014
"C34","Built",5,"0.51(-0.78,1.86)","0.74(-0.66,2.17)","-6.01(-7.45,-4.61)***","0.07(-0.31,0.46)",3137,1.0016
"C34","Social",5,"-1.20(-2.85,0.43)","1.13(-0.75,2.95)","-5.11(-6.78,-3.47)***","-0.11(-0.49,0.29)",3137,1.0009
"C34","EQI",10,"0.15(-0.71,0.98)","1.61(0.56,2.69)**","-8.36(-9.38,-7.35)***","-0.04(-0.37,0.29)",3136,1.0013
"C34","Air",10,"-0.54(-1.41,0.27)","-0.08(-1.28,1.16)","-7.75(-8.81,-6.70)***","-0.03(-0.39,0.31)",3136,1.0017
"C34","Water",10,"-1.62(-3.11,-0.17)*","0.53(-0.70,1.79)","-7.90(-8.80,-7.07)***","-0.00(-0.33,0.34)",3136,1.004
"C34","Land",10,"-0.49(-1.37,0.41)","0.14(-0.92,1.22)","-7.83(-8.89,-6.78)***","-0.04(-0.38,0.30)",3136,1.0024
"C34","Built",10,"-0.79(-1.83,0.29)","0.41(-0.76,1.57)","-7.64(-8.93,-6.38)***","0.02(-0.31,0.35)",3136,1.0014
"C34","Social",10,"-0.78(-2.13,0.54)","-0.03(-1.52,1.55)","-7.54(-8.99,-6.13)***","-0.08(-0.43,0.26)",3136,1.0038
"C34","EQI",5,"0.38(-0.63,1.42)","1.43(0.14,2.65)*","-5.99(-7.13,-4.89)***","0.04(-0.35,0.43)",3137,1.0008
"C34","Air",5,"-0.02(-1.03,0.95)","2.12(0.74,3.51)**","-5.87(-7.00,-4.76)***","0.02(-0.38,0.41)",3137,1.0015
"C34","Water",5,"0.29(-1.36,1.95)","0.82(-0.67,2.25)","-5.61(-6.48,-4.69)***","0.08(-0.30,0.47)",3137,1.0023
"C34","Land",5,"0.01(-1.11,1.10)","-0.47(-1.71,0.79)","-5.35(-6.51,-4.18)***","0.08(-0.31,0.48)",3137,1.0008
"C34","Built",5,"0.52(-0.80,1.89)","0.75(-0.68,2.19)","-6.01(-7.46,-4.53)***","0.07(-0.32,0.49)",3137,1.0022
"C34","Social",5,"-1.18(-2.75,0.45)","1.13(-0.71,3.01)","-5.11(-6.75,-3.51)***","-0.10(-0.50,0.32)",3137,1.0016
"C34","EQI",10,"0.15(-0.68,0.99)","1.62(0.53,2.69)**","-8.38(-9.46,-7.37)***","-0.04(-0.39,0.32)",3136,1.0031
"C34","Air",10,"-0.53(-1.34,0.28)","-0.07(-1.28,1.13)","-7.74(-8.76,-6.70)***","-0.03(-0.37,0.32)",3136,1.0015
"C34","Water",10,"-1.62(-3.02,-0.21)*","0.54(-0.65,1.75)","-7.89(-8.82,-6.99)***","0.00(-0.34,0.35)",3136,1.0014
"C34","Land",10,"-0.49(-1.41,0.41)","0.14(-0.93,1.22)","-7.84(-8.92,-6.79)***","-0.04(-0.38,0.31)",3136,1.0019
"C34","Built",10,"-0.77(-1.82,0.29)","0.43(-0.75,1.57)","-7.65(-8.91,-6.42)***","0.02(-0.32,0.36)",3136,1.0021
"C34","Social",10,"-0.78(-2.07,0.55)","-0.03(-1.55,1.52)","-7.54(-8.98,-6.12)***","-0.08(-0.43,0.27)",3136,1.0007
