"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C60_C63","Cluster0_EQI",5,"-0.31(-8.00,7.48)","2.26(-0.71,5.52)","-2.79(-5.40,-0.25)*","-0.57(-1.67,0.53)",457,1.0042
"C60_C63","Cluster0_Air",5,"-0.80(-4.41,2.87)","0.23(-2.40,2.84)","-1.22(-3.29,0.89)","-0.60(-1.74,0.55)",457,1.0035
"C60_C63","Cluster0_Water",5,"1.15(-2.71,5.04)","3.31(-0.46,7.00)","-1.84(-3.65,-0.04)*","-0.71(-1.80,0.40)",457,1.0016
"C60_C63","Cluster0_Land",5,"0.61(-2.87,4.08)","0.64(-2.11,3.18)","-1.69(-4.03,0.64)","-0.62(-1.73,0.48)",457,1.0007
"C60_C63","Cluster0_Built",5,"0.88(-3.65,5.18)","0.11(-3.30,3.53)","-1.46(-4.77,1.83)","-0.64(-1.70,0.46)",457,1.002
"C60_C63","Cluster0_Social",5,"-0.92(-6.01,4.06)","0.19(-3.72,4.12)","-1.38(-5.31,2.51)","-0.65(-1.73,0.46)",457,1.0025
"C60_C63","Cluster1_EQI",5,"1.78(0.21,3.34)*","1.31(-0.07,2.71)","-2.96(-4.19,-1.74)***","-0.44(-0.96,0.06)",964,1.0008
"C60_C63","Cluster1_Air",5,"0.56(-0.88,2.07)","0.34(-0.99,1.67)","-2.20(-3.30,-1.04)***","-0.45(-0.97,0.04)",964,1.0004
"C60_C63","Cluster1_Water",5,"-1.25(-3.17,0.70)","-0.41(-2.59,1.84)","-1.81(-2.67,-0.94)***","-0.49(-0.98,0.01)",964,1.001
"C60_C63","Cluster1_Land",5,"-1.47(-2.96,0.05)","-0.31(-1.79,1.11)","-1.26(-2.53,0.05)","-0.44(-0.93,0.09)",964,1.001
"C60_C63","Cluster1_Built",5,"0.74(-0.96,2.41)","0.66(-0.99,2.33)","-2.49(-4.03,-0.95)**","-0.46(-0.97,0.06)",964,1.0022
"C60_C63","Cluster1_Social",5,"0.73(-1.71,3.06)","0.00(-1.63,1.64)","-1.97(-3.52,-0.43)*","-0.44(-0.94,0.06)",964,1.001
"C60_C63","Cluster2_EQI",5,"0.40(-0.36,1.15)","0.78(-0.18,1.70)","-1.48(-2.71,-0.23)*","0.09(-0.19,0.37)",663,1.0027
"C60_C63","Cluster2_Air",5,"-0.07(-0.84,0.71)","0.18(-1.00,1.43)","-1.12(-2.33,0.07)","0.07(-0.21,0.34)",663,1.0018
"C60_C63","Cluster2_Water",5,"-0.34(-1.84,1.16)","0.38(-0.53,1.33)","-1.12(-2.28,0.01)","0.07(-0.21,0.35)",663,1.0039
"C60_C63","Cluster2_Land",5,"-0.32(-1.23,0.54)","-0.08(-1.05,0.90)","-0.97(-2.22,0.24)","0.08(-0.21,0.36)",663,1.001
"C60_C63","Cluster2_Built",5,"-0.08(-0.90,0.73)","0.70(-0.34,1.68)","-1.19(-2.58,0.13)","0.10(-0.19,0.39)",663,1.0028
"C60_C63","Cluster2_Social",5,"-0.36(-1.43,0.69)","-0.16(-1.45,1.17)","-0.89(-2.32,0.47)","0.05(-0.23,0.33)",663,1.0021
"C60_C63","Cluster3_EQI",5,"0.08(-0.36,0.54)","-0.27(-1.17,0.64)","-0.58(-1.13,-0.08)*","0.17(-0.03,0.35)",1053,1.0015
"C60_C63","Cluster3_Air",5,"-0.27(-0.72,0.18)","0.37(-0.65,1.18)","-0.39(-0.90,0.11)","0.18(-0.01,0.35)",1053,1.016
"C60_C63","Cluster3_Water",5,"0.09(-0.82,0.98)","0.16(-0.64,0.93)","-0.55(-0.94,-0.15)**","0.18(0.00,0.36)*",1053,1.0013
"C60_C63","Cluster3_Land",5,"-0.08(-0.61,0.46)","-0.28(-0.95,0.42)","-0.44(-1.05,0.14)","0.17(-0.00,0.35)",1053,1.0025
"C60_C63","Cluster3_Built",5,"-0.00(-0.69,0.67)","0.23(-0.53,0.96)","-0.58(-1.29,0.13)","0.18(-0.01,0.36)",1053,1.0034
"C60_C63","Cluster3_Social",5,"0.52(-0.48,1.47)","0.54(-1.17,2.23)","-1.03(-1.98,-0.03)*","0.18(-0.01,0.36)",1053,1.0016
"C60_C63","Cluster0_EQI",10,"0.10(-7.53,7.56)","-0.85(-4.03,2.23)","2.42(-0.64,5.46)","0.33(-0.83,1.46)",457,1.0031
"C60_C63","Cluster0_Air",10,"-1.07(-4.73,2.53)","0.90(-1.91,3.66)","1.64(-0.75,4.11)","0.37(-0.77,1.48)",457,1.0023
"C60_C63","Cluster0_Water",10,"-2.76(-7.02,1.67)","-0.68(-4.81,3.39)","2.21(0.05,4.47)*","0.32(-0.77,1.46)",457,1.0015
"C60_C63","Cluster0_Land",10,"3.50(-0.35,7.12)","-1.92(-4.67,0.79)","1.94(-0.56,4.59)","0.22(-0.92,1.39)",457,1.0025
"C60_C63","Cluster0_Built",10,"-0.26(-4.90,4.35)","0.42(-3.10,3.97)","1.60(-1.99,5.46)","0.34(-0.82,1.52)",457,1.0017
