"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C60_C63","Cluster0_Social",10,"1.16(-4.01,6.29)","1.15(-2.66,5.06)","0.78(-3.41,4.86)","0.31(-0.85,1.49)",457,1.0023
"C60_C63","Cluster1_EQI",10,"-0.84(-2.48,0.82)","-1.52(-2.92,-0.11)*","2.13(0.80,3.49)**","0.63(0.08,1.15)*",964,1.0007
"C60_C63","Cluster1_Air",10,"-1.44(-3.01,0.05)","-1.47(-2.85,-0.07)*","2.23(0.95,3.49)***","0.67(0.15,1.20)**",964,1.003
"C60_C63","Cluster1_Water",10,"1.65(-0.46,3.70)","-0.57(-2.76,1.60)","1.18(0.21,2.16)*","0.69(0.16,1.21)*",964,1.0028
"C60_C63","Cluster1_Land",10,"-0.28(-1.82,1.32)","-1.01(-2.48,0.46)","1.74(0.39,3.18)*","0.64(0.10,1.17)*",964,1.0018
"C60_C63","Cluster1_Built",10,"-0.17(-1.90,1.56)","-0.43(-2.12,1.25)","1.49(-0.13,3.16)","0.65(0.12,1.18)*",964,1.0023
"C60_C63","Cluster1_Social",10,"-0.41(-2.82,2.07)","0.04(-1.63,1.71)","1.26(-0.34,2.88)","0.64(0.10,1.18)*",964,1.0009
"C60_C63","Cluster2_EQI",10,"0.05(-0.74,0.85)","-0.37(-1.35,0.67)","-0.25(-1.32,0.88)","-0.14(-0.43,0.14)",662,1.0001
"C60_C63","Cluster2_Air",10,"0.22(-0.59,1.05)","-0.97(-2.11,0.18)","-0.26(-1.31,0.83)","-0.11(-0.40,0.18)",662,1.0028
"C60_C63","Cluster2_Water",10,"0.00(-1.52,1.44)","-0.50(-1.53,0.50)","-0.20(-1.16,0.81)","-0.14(-0.43,0.16)",662,1.0017
"C60_C63","Cluster2_Land",10,"0.59(-0.36,1.48)","0.41(-0.50,1.30)","-0.64(-1.70,0.54)","-0.12(-0.40,0.15)",662,1.0043
"C60_C63","Cluster2_Built",10,"-0.02(-0.94,0.88)","-0.27(-1.35,0.81)","-0.19(-1.43,1.03)","-0.13(-0.42,0.16)",662,1.0028
"C60_C63","Cluster2_Social",10,"1.70(0.68,2.69)**","3.02(1.68,4.29)***","-1.86(-3.02,-0.66)**","-0.05(-0.32,0.22)",662,1.0024
"C60_C63","Cluster3_EQI",10,"-0.09(-0.53,0.34)","0.85(-0.05,1.67)","-0.13(-0.74,0.40)","-0.07(-0.27,0.11)",1053,1.0014
"C60_C63","Cluster3_Air",10,"0.23(-0.25,0.70)","0.59(-0.17,1.34)","-0.35(-0.94,0.22)","-0.08(-0.28,0.12)",1053,1.0026
"C60_C63","Cluster3_Water",10,"0.26(-0.59,1.06)","0.04(-0.69,0.76)","-0.22(-0.73,0.29)","-0.08(-0.28,0.10)",1053,1.0075
"C60_C63","Cluster3_Land",10,"0.19(-0.31,0.71)","-0.52(-1.14,0.13)","-0.29(-0.92,0.38)","-0.10(-0.30,0.09)",1053,1.0006
"C60_C63","Cluster3_Built",10,"0.00(-0.65,0.67)","0.51(-0.27,1.24)","-0.14(-0.87,0.54)","-0.02(-0.21,0.16)",1053,1.0051
"C60_C63","Cluster3_Social",10,"-0.01(-0.97,0.89)","1.43(-0.01,2.75)","-0.17(-1.15,0.80)","-0.08(-0.27,0.10)",1053,1.0016
