"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C50","Cluster0_EQI",5,"-0.09(-7.95,7.76)","-0.06(-3.23,3.14)","-0.22(-3.10,2.61)","-0.53(-1.69,0.67)",457,1.0059
"C50","Cluster0_Air",5,"-0.23(-3.94,3.43)","0.74(-2.13,3.62)","-0.52(-2.73,1.67)","-0.50(-1.65,0.64)",457,1.0014
"C50","Cluster0_Water",5,"-1.93(-6.10,2.25)","1.12(-3.21,5.38)","-0.15(-2.08,1.84)","-0.52(-1.75,0.68)",457,1.0015
"C50","Cluster0_Land",5,"-3.07(-7.02,0.74)","-1.57(-4.65,1.42)","0.97(-1.52,3.47)","-0.53(-1.69,0.65)",457,1.0029
"C50","Cluster0_Built",5,"0.09(-4.76,5.06)","0.23(-3.44,3.85)","-0.45(-3.92,3.04)","-0.53(-1.77,0.64)",457,1.0024
"C50","Cluster0_Social",5,"-5.53(-10.74,-0.36)*","-5.95(-9.99,-1.80)**","5.11(1.02,9.31)*","-0.41(-1.60,0.76)",457,1.0019
"C50","Cluster1_EQI",5,"0.04(-1.79,1.91)","-0.20(-1.90,1.49)","-0.24(-1.85,1.36)","0.12(-0.54,0.77)",964,1.0013
"C50","Cluster1_Air",5,"-0.14(-1.97,1.70)","-0.32(-1.97,1.32)","-0.14(-1.80,1.43)","0.13(-0.51,0.78)",964,1.0022
"C50","Cluster1_Water",5,"0.89(-1.82,3.58)","-1.45(-3.98,1.09)","-0.29(-1.55,0.92)","0.13(-0.51,0.78)",964,1.0022
"C50","Cluster1_Land",5,"0.20(-1.52,1.95)","-0.47(-2.20,1.28)","-0.26(-1.95,1.40)","0.10(-0.54,0.76)",964,1.0025
"C50","Cluster1_Built",5,"0.98(-0.97,2.83)","0.90(-0.95,2.72)","-1.08(-2.90,0.70)","0.12(-0.54,0.78)",964,1.0013
"C50","Cluster1_Social",5,"-0.17(-2.87,2.53)","-0.26(-2.08,1.55)","-0.12(-2.01,1.75)","0.11(-0.55,0.78)",964,1.0018
"C50","Cluster2_EQI",5,"-1.08(-2.06,-0.06)*","0.61(-0.56,1.80)","0.16(-1.23,1.52)","0.12(-0.23,0.47)",663,1.001
"C50","Cluster2_Air",5,"-1.08(-1.98,-0.14)*","1.58(0.21,2.88)*","0.02(-1.32,1.27)","0.06(-0.30,0.41)",663,1.0025
"C50","Cluster2_Water",5,"-0.33(-2.13,1.43)","0.02(-1.19,1.24)","-0.29(-1.44,0.80)","0.10(-0.27,0.46)",663,1.0017
"C50","Cluster2_Land",5,"0.86(-0.29,2.00)","0.49(-0.66,1.68)","-0.77(-2.02,0.51)","0.11(-0.26,0.49)",663,1.0015
"C50","Cluster2_Built",5,"-0.34(-1.53,0.80)","0.20(-1.16,1.56)","-0.08(-1.62,1.53)","0.13(-0.25,0.50)",663,1.0008
"C50","Cluster2_Social",5,"-0.94(-2.32,0.50)","1.26(-0.39,2.99)","-0.05(-1.65,1.48)","0.03(-0.33,0.40)",663,1.0005
"C50","Cluster3_EQI",5,"0.06(-0.43,0.57)","0.25(-0.64,1.17)","-0.88(-1.47,-0.29)**","0.18(0.00,0.38)*",1053,1.0029
"C50","Cluster3_Air",5,"0.04(-0.48,0.55)","0.13(-0.64,0.88)","-0.88(-1.48,-0.26)**","0.18(-0.01,0.39)",1053,1.0013
"C50","Cluster3_Water",5,"0.02(-1.14,1.13)","0.04(-0.78,0.86)","-0.84(-1.29,-0.36)**","0.18(0.00,0.37)*",1053,1.0078
"C50","Cluster3_Land",5,"-0.07(-0.66,0.52)","0.17(-0.73,1.02)","-0.79(-1.46,-0.08)*","0.19(0.00,0.39)*",1053,1.001
"C50","Cluster3_Built",5,"0.39(-0.38,1.09)","0.22(-0.64,1.06)","-1.13(-1.88,-0.34)**","0.19(0.01,0.38)*",1053,1.0031
"C50","Cluster3_Social",5,"0.43(-0.42,1.23)","0.61(-1.83,3.03)","-1.22(-2.05,-0.30)*","0.18(0.00,0.37)*",1053,1.0009
"C50","Cluster0_EQI",10,"-1.33(-9.02,6.49)","-1.60(-4.74,1.57)","1.96(-0.92,4.83)","0.83(-0.38,2.02)",457,1.0016
"C50","Cluster0_Air",10,"-0.80(-4.69,3.16)","-1.19(-4.06,1.73)","1.40(-0.89,3.76)","0.81(-0.45,2.02)",457,1.0018
"C50","Cluster0_Water",10,"-2.35(-6.41,1.54)","-2.76(-6.99,1.54)","1.45(-0.59,3.46)","0.93(-0.27,2.16)",457,1.0021
"C50","Cluster0_Land",10,"4.17(0.33,7.81)*","0.98(-2.02,3.87)","-0.37(-2.88,2.15)","0.88(-0.32,2.10)",457,1.0012
"C50","Cluster0_Built",10,"-0.34(-5.09,4.44)","-1.46(-5.10,2.15)","1.98(-1.59,5.62)","0.91(-0.34,2.16)",457,1.0016
"C50","Cluster0_Social",10,"3.39(-1.87,8.53)","4.41(0.11,8.68)*","-3.10(-7.33,1.25)","0.80(-0.37,2.03)",457,1.0017
"C50","Cluster1_EQI",10,"-2.29(-4.05,-0.61)**","-0.54(-1.99,0.95)","-0.11(-1.45,1.19)","-0.34(-0.91,0.24)",964,1.0007
"C50","Cluster1_Air",10,"-0.52(-2.18,1.14)","-1.34(-2.86,0.15)","-0.26(-1.59,1.05)","-0.37(-0.93,0.20)",964,1.0013
"C50","Cluster1_Water",10,"-1.70(-4.04,0.68)","-0.68(-3.12,1.76)","-0.81(-1.78,0.18)","-0.42(-0.99,0.15)",964,1.0028
"C50","Cluster1_Land",10,"-1.13(-2.77,0.50)","-1.10(-2.78,0.52)","-0.13(-1.59,1.30)","-0.40(-0.96,0.19)",964,1.0015
"C50","Cluster1_Built",10,"-2.85(-4.67,-1.05)**","-1.58(-3.27,0.21)","0.82(-0.87,2.41)","-0.33(-0.88,0.24)",964,1.002
"C50","Cluster1_Social",10,"-0.24(-2.68,2.25)","1.14(-0.58,2.85)","-1.72(-3.35,-0.10)*","-0.37(-0.93,0.22)",964,1.0007
"C50","Cluster2_EQI",10,"-0.08(-1.09,0.91)","0.51(-0.78,1.79)","-1.05(-2.25,0.14)","0.03(-0.30,0.38)",662,1.0011
