"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C64_C68","EQI",5,"0.12(-0.46,0.75)","0.16(-0.54,0.83)","0.09(-0.53,0.69)","0.08(-0.14,0.29)",3137,1.0015
"C64_C68","Air",5,"0.05(-0.53,0.61)","0.56(-0.15,1.27)","0.04(-0.53,0.60)","0.07(-0.15,0.29)",3137,1.0013
"C64_C68","Water",5,"0.40(-0.40,1.23)","-0.58(-1.48,0.27)","0.18(-0.31,0.63)","0.07(-0.15,0.30)",3137,1.0019
"C64_C68","Land",5,"-0.38(-1.00,0.25)","-0.23(-0.91,0.45)","0.43(-0.24,1.05)","0.09(-0.12,0.30)",3137,1.0006
"C64_C68","Built",5,"-0.07(-0.83,0.70)","-0.05(-0.84,0.73)","0.25(-0.53,1.02)","0.09(-0.13,0.30)",3137,1.0013
"C64_C68","Social",5,"-1.23(-2.12,-0.40)**","-1.00(-1.93,-0.11)*","1.15(0.33,2.00)**","0.04(-0.19,0.25)",3137,1.0015
"C64_C68","EQI",10,"0.26(-0.28,0.81)","0.32(-0.35,0.97)","-0.34(-0.86,0.19)","0.20(0.02,0.39)*",3136,1.0017
"C64_C68","Air",10,"-0.04(-0.56,0.48)","-0.41(-1.10,0.30)","-0.07(-0.58,0.46)","0.21(0.02,0.41)*",3136,1.0033
"C64_C68","Water",10,"0.01(-0.75,0.81)","-1.05(-1.76,-0.33)**","-0.05(-0.47,0.36)","0.20(0.01,0.39)*",3136,1.002
"C64_C68","Land",10,"0.36(-0.20,0.91)","0.64(0.02,1.26)*","-0.50(-1.04,0.05)","0.21(0.01,0.39)*",3136,1.0016
"C64_C68","Built",10,"-0.13(-0.80,0.55)","0.01(-0.72,0.73)","-0.09(-0.79,0.59)","0.21(0.02,0.40)*",3136,1.0023
"C64_C68","Social",10,"0.27(-0.55,1.08)","0.70(-0.20,1.57)","-0.54(-1.31,0.26)","0.19(-0.01,0.40)",3136,1.0007
"C64_C68","EQI",5,"0.12(-0.47,0.72)","0.15(-0.51,0.85)","0.09(-0.53,0.68)","0.08(-0.14,0.29)",3137,1.0008
"C64_C68","Air",5,"0.05(-0.53,0.61)","0.55(-0.14,1.26)","0.03(-0.55,0.60)","0.07(-0.15,0.29)",3137,1.0012
"C64_C68","Water",5,"0.40(-0.44,1.26)","-0.59(-1.46,0.26)","0.18(-0.29,0.63)","0.07(-0.15,0.29)",3137,1.0022
"C64_C68","Land",5,"-0.37(-1.01,0.27)","-0.23(-0.89,0.43)","0.42(-0.22,1.03)","0.09(-0.14,0.30)",3137,1.0009
"C64_C68","Built",5,"-0.07(-0.84,0.72)","-0.05(-0.82,0.76)","0.24(-0.52,0.98)","0.09(-0.14,0.30)",3137,1.0036
"C64_C68","Social",5,"-1.22(-2.10,-0.35)**","-0.98(-1.94,-0.03)*","1.14(0.31,2.01)**","0.04(-0.19,0.26)",3137,1.0016
"C64_C68","EQI",10,"0.26(-0.28,0.80)","0.31(-0.35,0.96)","-0.34(-0.85,0.20)","0.20(0.01,0.39)*",3136,1.0016
"C64_C68","Air",10,"-0.04(-0.59,0.47)","-0.42(-1.13,0.34)","-0.06(-0.57,0.47)","0.21(0.03,0.40)*",3136,1.0021
"C64_C68","Water",10,"0.02(-0.78,0.82)","-1.05(-1.72,-0.35)**","-0.04(-0.44,0.37)","0.20(0.01,0.39)*",3136,1.001
"C64_C68","Land",10,"0.36(-0.21,0.93)","0.65(0.02,1.28)*","-0.51(-1.06,0.05)","0.21(0.01,0.40)*",3136,1.0014
"C64_C68","Built",10,"-0.11(-0.80,0.58)","0.01(-0.70,0.73)","-0.10(-0.80,0.55)","0.21(0.02,0.39)*",3136,1.0019
"C64_C68","Social",10,"0.26(-0.58,1.06)","0.68(-0.23,1.55)","-0.53(-1.32,0.28)","0.19(-0.01,0.38)",3136,1.0022
