"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C61","Cluster0_EQI",5,"2.59(-0.34,5.63)","1.79(-0.01,3.62)","-2.93(-4.64,-1.25)***","-0.56(-1.27,0.14)",1010,1.0013
"C61","Cluster0_Air",5,"0.08(-2.17,2.37)","0.10(-1.64,1.81)","-1.68(-3.13,-0.28)*","-0.58(-1.24,0.06)",1010,1.0008
"C61","Cluster0_Water",5,"0.24(-2.36,2.81)","2.03(-0.61,4.62)","-1.86(-3.04,-0.68)**","-0.59(-1.26,0.05)",1010,1.0008
"C61","Cluster0_Land",5,"-0.31(-2.40,1.74)","0.58(-1.32,2.44)","-1.79(-3.39,-0.22)*","-0.58(-1.26,0.10)",1010,1.0006
"C61","Cluster0_Built",5,"1.16(-1.54,3.82)","0.54(-1.77,2.79)","-2.23(-4.44,-0.05)*","-0.61(-1.28,0.05)",1010,1.0014
"C61","Cluster0_Social",5,"-0.67(-4.79,3.47)","-0.34(-3.07,2.45)","-1.30(-4.26,1.48)","-0.59(-1.25,0.07)",1010,1.0037
"C61","Cluster1_EQI",5,"0.32(-0.40,1.05)","0.43(-0.44,1.28)","-1.40(-2.22,-0.55)**","-0.03(-0.28,0.22)",747,1.0013
"C61","Cluster1_Air",5,"0.29(-0.39,0.97)","0.31(-0.69,1.30)","-1.36(-2.12,-0.58)***","-0.05(-0.29,0.19)",747,1.0014
"C61","Cluster1_Water",5,"-0.84(-1.98,0.39)","0.44(-0.44,1.34)","-1.08(-1.73,-0.41)**","-0.03(-0.27,0.21)",747,1.0009
"C61","Cluster1_Land",5,"-0.52(-1.28,0.29)","-0.63(-1.44,0.16)","-0.73(-1.52,0.06)","-0.06(-0.28,0.18)",747,1.0019
"C61","Cluster1_Built",5,"0.14(-0.64,0.91)","0.68(-0.25,1.56)","-1.38(-2.27,-0.46)**","-0.03(-0.27,0.21)",747,1.0019
"C61","Cluster1_Social",5,"-0.13(-1.09,0.84)","-0.41(-1.55,0.76)","-0.96(-1.98,0.03)","-0.03(-0.28,0.20)",747,1.0028
"C61","Cluster2_EQI",5,"0.22(-0.22,0.67)","-0.05(-0.89,0.81)","-0.94(-1.46,-0.43)***","0.05(-0.15,0.24)",1380,1.0013
"C61","Cluster2_Air",5,"-0.23(-0.69,0.24)","0.46(-0.27,1.15)","-0.75(-1.28,-0.23)**","0.05(-0.16,0.24)",1380,1.0012
"C61","Cluster2_Water",5,"-0.34(-1.13,0.45)","0.50(-0.27,1.24)","-0.78(-1.21,-0.37)***","0.08(-0.12,0.26)",1380,1.0019
"C61","Cluster2_Land",5,"-0.28(-0.78,0.25)","-0.07(-0.74,0.59)","-0.60(-1.22,-0.03)*","0.07(-0.12,0.25)",1380,1.0017
"C61","Cluster2_Built",5,"0.23(-0.45,0.90)","0.20(-0.58,0.91)","-0.99(-1.68,-0.28)**","0.06(-0.13,0.24)",1380,1.0012
"C61","Cluster2_Social",5,"0.80(-0.01,1.58)","1.35(0.28,2.38)*","-1.56(-2.32,-0.73)***","0.07(-0.12,0.25)",1380,1.0025
"C61","Cluster0_EQI",10,"-2.43(-5.56,0.69)","-0.90(-2.78,0.91)","2.07(0.31,3.85)*","0.68(-0.04,1.40)",1010,1.0017
"C61","Cluster0_Air",10,"-1.62(-3.91,0.77)","-0.78(-2.48,0.92)","1.91(0.28,3.50)*","0.66(-0.06,1.36)",1010,1.0013
"C61","Cluster0_Water",10,"-0.97(-3.64,1.63)","-1.18(-3.95,1.44)","1.52(0.25,2.77)*","0.65(-0.06,1.36)",1010,1.0028
"C61","Cluster0_Land",10,"1.43(-0.69,3.57)","-1.50(-3.43,0.44)","1.52(-0.18,3.27)","0.67(-0.00,1.34)",1010,1.004
"C61","Cluster0_Built",10,"-0.53(-3.16,2.03)","0.42(-1.77,2.58)","1.16(-1.00,3.39)","0.68(-0.02,1.39)",1010,1.002
"C61","Cluster0_Social",10,"1.50(-2.52,5.54)","1.70(-0.98,4.38)","-0.22(-2.88,2.50)","0.66(-0.04,1.35)",1010,1.001
"C61","Cluster1_EQI",10,"-0.27(-0.99,0.43)","-0.22(-1.07,0.63)","-0.23(-0.92,0.45)","-0.10(-0.32,0.12)",746,1.0015
"C61","Cluster1_Air",10,"0.01(-0.68,0.66)","-0.68(-1.67,0.36)","-0.33(-1.01,0.36)","-0.09(-0.32,0.13)",746,1.0018
"C61","Cluster1_Water",10,"-0.02(-1.09,1.05)","-0.58(-1.40,0.28)","-0.34(-0.84,0.17)","-0.11(-0.34,0.11)",746,1.0013
"C61","Cluster1_Land",10,"0.04(-0.76,0.84)","0.32(-0.45,1.11)","-0.55(-1.25,0.15)","-0.10(-0.32,0.12)",746,1.0023
"C61","Cluster1_Built",10,"-0.19(-1.00,0.65)","-0.17(-1.08,0.78)","-0.25(-1.09,0.60)","-0.09(-0.30,0.13)",746,1.0028
"C61","Cluster1_Social",10,"0.85(-0.10,1.79)","1.88(0.66,3.00)**","-1.35(-2.24,-0.44)**","-0.11(-0.32,0.10)",746,1.0012
"C61","Cluster2_EQI",10,"-0.00(-0.43,0.43)","0.09(-0.67,0.88)","0.17(-0.37,0.73)","0.07(-0.12,0.26)",1380,1.0007
"C61","Cluster2_Air",10,"-0.09(-0.53,0.36)","0.62(-0.03,1.26)","0.16(-0.40,0.72)","0.07(-0.12,0.26)",1380,1.0011
"C61","Cluster2_Water",10,"0.61(-0.09,1.33)","-0.08(-0.78,0.67)","0.13(-0.34,0.61)","0.07(-0.12,0.27)",1380,1.002
"C61","Cluster2_Land",10,"0.06(-0.43,0.55)","-0.50(-1.11,0.11)","0.25(-0.36,0.86)","0.08(-0.10,0.26)",1380,1.0007
"C61","Cluster2_Built",10,"-0.26(-0.89,0.39)","-0.23(-0.93,0.48)","0.40(-0.32,1.12)","0.07(-0.12,0.26)",1380,1.0012
"C61","Cluster2_Social",10,"-0.44(-1.21,0.33)","0.32(-0.67,1.34)","0.49(-0.31,1.27)","0.04(-0.14,0.23)",1380,1.0012
