"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C60_C63","EQI",5,"0.29(-0.22,0.81)","0.46(-0.14,1.09)","-1.40(-1.99,-0.83)***","-0.10(-0.30,0.11)",3137,1.0015
"C60_C63","Air",5,"-0.18(-0.73,0.37)","-0.02(-0.69,0.63)","-1.09(-1.66,-0.53)**","-0.10(-0.30,0.10)",3137,1.0008
"C60_C63","Water",5,"-0.59(-1.43,0.21)","0.33(-0.43,1.07)","-1.12(-1.60,-0.65)***","-0.08(-0.28,0.11)",3137,1.0024
"C60_C63","Land",5,"-0.40(-0.98,0.16)","0.06(-0.54,0.67)","-0.99(-1.59,-0.38)**","-0.09(-0.30,0.11)",3137,1.0011
"C60_C63","Built",5,"-0.02(-0.68,0.65)","0.10(-0.59,0.78)","-1.18(-1.89,-0.46)**","-0.09(-0.30,0.11)",3137,1.0015
"C60_C63","Social",5,"-0.12(-0.88,0.68)","0.16(-0.68,0.99)","-1.15(-1.99,-0.36)**","-0.12(-0.33,0.09)",3137,1.0011
"C60_C63","EQI",10,"-0.31(-0.90,0.27)","-0.28(-0.94,0.37)","0.67(0.04,1.29)*","0.22(0.02,0.43)*",3136,1.0018
"C60_C63","Air",10,"-0.30(-0.87,0.26)","0.02(-0.68,0.69)","0.58(-0.03,1.17)","0.21(-0.00,0.42)",3136,1.0017
"C60_C63","Water",10,"0.04(-0.78,0.92)","-0.45(-1.29,0.40)","0.49(-0.00,0.97)","0.21(0.00,0.42)",3136,1.0017
"C60_C63","Land",10,"0.13(-0.49,0.79)","-0.64(-1.30,0.04)","0.61(-0.04,1.26)","0.23(0.01,0.45)*",3136,1.001
"C60_C63","Built",10,"-0.32(-1.08,0.43)","0.02(-0.77,0.78)","0.62(-0.19,1.41)","0.22(0.01,0.44)*",3136,1.0014
"C60_C63","Social",10,"0.58(-0.18,1.38)","1.16(0.31,2.01)**","-0.25(-1.04,0.59)","0.19(-0.03,0.40)",3136,1.0016
"C60_C63","EQI",5,"0.28(-0.25,0.82)","0.46(-0.16,1.08)","-1.39(-1.96,-0.81)***","-0.10(-0.30,0.10)",3137,1.0015
"C60_C63","Air",5,"-0.18(-0.71,0.32)","-0.02(-0.66,0.62)","-1.07(-1.66,-0.51)***","-0.10(-0.31,0.11)",3137,1.002
"C60_C63","Water",5,"-0.59(-1.43,0.23)","0.33(-0.42,1.06)","-1.12(-1.62,-0.65)***","-0.08(-0.30,0.11)",3137,1.0005
"C60_C63","Land",5,"-0.41(-0.99,0.17)","0.05(-0.55,0.66)","-0.99(-1.60,-0.41)**","-0.09(-0.29,0.10)",3137,1.0032
"C60_C63","Built",5,"-0.01(-0.67,0.65)","0.12(-0.58,0.83)","-1.19(-1.92,-0.45)**","-0.09(-0.29,0.11)",3137,1.0016
"C60_C63","Social",5,"-0.14(-0.94,0.61)","0.14(-0.71,0.99)","-1.15(-1.98,-0.32)**","-0.12(-0.32,0.09)",3137,1.0009
"C60_C63","EQI",10,"-0.31(-0.87,0.28)","-0.28(-0.92,0.37)","0.66(0.06,1.29)*","0.22(0.01,0.44)*",3136,1.0013
"C60_C63","Air",10,"-0.31(-0.86,0.27)","0.02(-0.67,0.69)","0.59(-0.01,1.19)","0.21(-0.00,0.42)",3136,1.0016
"C60_C63","Water",10,"0.05(-0.77,0.89)","-0.44(-1.23,0.39)","0.49(-0.02,1.00)","0.21(0.00,0.43)*",3136,1.0017
"C60_C63","Land",10,"0.12(-0.50,0.77)","-0.65(-1.31,-0.01)*","0.62(-0.08,1.27)","0.23(0.01,0.45)*",3136,1.0021
"C60_C63","Built",10,"-0.31(-1.07,0.42)","0.03(-0.74,0.79)","0.63(-0.17,1.44)","0.23(0.01,0.44)*",3136,1.0011
"C60_C63","Social",10,"0.59(-0.16,1.37)","1.17(0.31,2.04)**","-0.25(-1.06,0.56)","0.19(-0.03,0.41)",3136,1.0019
