"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C15_C26","Cluster0_EQI",5,"0.36(-4.61,5.25)","-1.83(-5.24,1.61)","1.35(-1.92,4.68)","0.94(-0.38,2.25)",1010,1.0028
"C15_C26","Cluster0_Air",5,"-0.43(-4.41,3.38)","0.31(-2.77,3.53)","0.23(-2.58,3.09)","1.00(-0.34,2.34)",1010,1.0005
"C15_C26","Cluster0_Water",5,"-1.00(-5.67,3.62)","-1.80(-7.27,3.70)","0.46(-1.90,2.73)","0.98(-0.37,2.30)",1010,1.0013
"C15_C26","Cluster0_Land",5,"2.08(-1.87,5.92)","2.61(-0.84,5.99)","-1.44(-4.59,1.70)","1.06(-0.35,2.37)",1010,1.0021
"C15_C26","Cluster0_Built",5,"0.69(-4.02,5.42)","-3.63(-7.68,0.40)","2.38(-1.55,6.29)","0.80(-0.58,2.13)",1010,1.0015
"C15_C26","Cluster0_Social",5,"0.83(-5.12,6.42)","1.36(-2.63,5.26)","-0.81(-4.85,3.24)","1.04(-0.30,2.35)",1010,1.0011
"C15_C26","Cluster1_EQI",5,"0.35(-1.17,1.87)","2.25(0.26,4.19)*","-1.76(-3.33,-0.13)*","0.34(-0.14,0.80)",747,1.0014
"C15_C26","Cluster1_Air",5,"0.70(-0.74,2.09)","2.29(-0.02,4.41)","-1.91(-3.49,-0.26)*","0.28(-0.22,0.79)",747,1.003
"C15_C26","Cluster1_Water",5,"0.73(-1.95,3.28)","2.98(1.07,4.69)**","-1.58(-2.84,-0.30)*","0.39(-0.09,0.88)",747,1.0016
"C15_C26","Cluster1_Land",5,"0.20(-1.57,1.92)","1.21(-0.41,2.85)","-1.57(-3.09,-0.00)*","0.39(-0.14,0.89)",747,1.0014
"C15_C26","Cluster1_Built",5,"0.87(-0.83,2.50)","1.97(-0.17,4.05)","-2.23(-4.10,-0.28)*","0.28(-0.21,0.78)",747,1.0011
"C15_C26","Cluster1_Social",5,"0.04(-1.85,1.91)","2.75(0.10,5.15)*","-1.74(-3.67,0.23)","0.23(-0.26,0.74)",747,1.0018
"C15_C26","Cluster2_EQI",5,"0.43(-0.41,1.24)","1.63(0.18,3.03)*","-1.79(-2.83,-0.76)***","-0.02(-0.39,0.36)",1380,1.0026
"C15_C26","Cluster2_Air",5,"-0.46(-1.22,0.33)","-0.87(-2.35,0.73)","-1.17(-2.16,-0.18)*","-0.05(-0.44,0.34)",1380,1.0015
"C15_C26","Cluster2_Water",5,"-0.45(-1.60,0.67)","2.13(1.05,3.03)***","-1.57(-2.40,-0.71)***","-0.03(-0.36,0.28)",1380,1.0033
"C15_C26","Cluster2_Land",5,"-1.50(-2.44,-0.55)***","-0.36(-1.50,0.83)","-0.33(-1.55,0.80)","0.02(-0.35,0.39)",1380,1.0017
"C15_C26","Cluster2_Built",5,"-0.06(-1.36,1.26)","0.42(-0.97,1.85)","-1.51(-2.93,-0.08)*","-0.01(-0.39,0.36)",1380,1.0013
"C15_C26","Cluster2_Social",5,"0.01(-1.82,1.63)","1.08(-1.14,3.21)","-1.51(-3.16,0.41)","-0.03(-0.43,0.37)",1380,1.0009
"C15_C26","Cluster0_EQI",10,"1.22(-3.92,6.27)","2.01(-1.34,5.32)","-1.20(-4.43,2.00)","-1.48(-2.78,-0.19)*",1010,1.001
"C15_C26","Cluster0_Air",10,"-3.09(-7.04,0.95)","-2.24(-5.52,0.98)","1.68(-1.29,4.58)","-1.58(-2.90,-0.22)*",1010,1.0016
"C15_C26","Cluster0_Water",10,"-2.05(-6.51,2.65)","-0.87(-5.69,4.02)","0.44(-1.99,2.82)","-1.56(-2.91,-0.26)*",1010,1.0008
"C15_C26","Cluster0_Land",10,"0.15(-3.63,3.93)","-2.36(-5.70,1.00)","1.14(-1.91,4.19)","-1.60(-2.91,-0.25)*",1010,1.0015
"C15_C26","Cluster0_Built",10,"-2.14(-6.82,2.75)","1.40(-2.68,5.41)","-0.36(-4.47,3.61)","-1.49(-2.83,-0.15)*",1010,1.0022
"C15_C26","Cluster0_Social",10,"-2.16(-8.00,3.62)","-2.96(-7.02,1.11)","2.68(-1.43,6.78)","-1.58(-2.89,-0.26)*",1010,1.0018
"C15_C26","Cluster1_EQI",10,"0.12(-1.25,1.55)","0.81(-0.76,2.47)","-1.43(-3.08,0.20)","0.16(-0.31,0.62)",746,1.0006
"C15_C26","Cluster1_Air",10,"-0.07(-1.36,1.26)","0.08(-2.47,2.64)","-1.17(-2.75,0.42)","0.14(-0.33,0.60)",746,1.002
"C15_C26","Cluster1_Water",10,"1.03(-1.32,3.31)","0.64(-1.20,2.61)","-1.40(-2.72,-0.17)*","0.15(-0.33,0.62)",746,1.0094
"C15_C26","Cluster1_Land",10,"-2.89(-4.34,-1.33)***","-0.04(-1.55,1.46)","-0.14(-1.63,1.31)","0.09(-0.38,0.56)",746,1.0016
"C15_C26","Cluster1_Built",10,"-0.40(-2.03,1.21)","0.80(-1.10,2.58)","-1.08(-2.95,0.74)","0.17(-0.29,0.63)",746,1.0027
"C15_C26","Cluster1_Social",10,"0.06(-1.51,1.62)","-0.11(-2.21,2.07)","-1.22(-2.94,0.42)","0.15(-0.32,0.64)",746,1.0011
"C15_C26","Cluster2_EQI",10,"-0.31(-1.20,0.65)","2.12(0.81,3.36)**","-1.00(-1.97,-0.05)*","0.13(-0.22,0.48)",1380,1.0022
"C15_C26","Cluster2_Air",10,"0.42(-0.47,1.28)","2.04(0.38,3.58)*","-1.44(-2.36,-0.45)**","0.05(-0.29,0.38)",1380,1.0018
"C15_C26","Cluster2_Water",10,"1.47(0.07,2.85)*","0.39(-1.13,1.93)","-1.08(-1.78,-0.36)**","0.12(-0.21,0.46)",1380,1.0022
"C15_C26","Cluster2_Land",10,"-0.30(-1.33,0.71)","0.05(-1.26,1.39)","-0.73(-1.77,0.33)","0.13(-0.22,0.47)",1380,1.0018
"C15_C26","Cluster2_Built",10,"-0.24(-1.53,1.10)","1.26(-0.11,2.67)","-1.11(-2.53,0.25)","0.13(-0.21,0.45)",1380,1.0008
"C15_C26","Cluster2_Social",10,"-0.53(-2.13,1.12)","0.54(-1.62,2.68)","-0.54(-2.17,1.09)","0.09(-0.25,0.45)",1380,1.0012
