ICD_Code,AAMR_Period,Lag,Model,a1s1,a1s2,a1s3,a2s1,a2s2,a2s3,a3s1,a3s2,a3s3,a1s2_p,a1s2_rhat,a1s2_ess_bulk,a1s2_ess_tail,a1s3_p,a1s3_rhat,a1s3_ess_bulk,a1s3_ess_tail,a2s1_p,a2s1_rhat,a2s1_ess_bulk,a2s1_ess_tail,a2s2_p,a2s2_rhat,a2s2_ess_bulk,a2s2_ess_tail,a2s3_p,a2s3_rhat,a2s3_ess_bulk,a2s3_ess_tail,a3s1_p,a3s1_rhat,a3s1_ess_bulk,a3s1_ess_tail,a3s2_p,a3s2_rhat,a3s2_ess_bulk,a3s2_ess_tail,a3s3_p,a3s3_rhat,a3s3_ess_bulk,a3s3_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
G20_G30_G12.2_F01_F03,2011_2015,10,AirSVI,0.00,"4.86(2.11,7.72)","1.16(-1.70,4.10)","12.38(9.70,15.23)","13.12(10.43,15.80)","11.08(8.30,13.78)","18.73(15.99,21.52)","18.39(15.81,21.00)","16.48(13.67,19.26)",0.0019,1.0009,3129,3295,0.4355,1.0002,3030,3507,0.0002,1.0011,2956,3179,0.0002,1.0019,2377,3298,0.0002,1.0021,2143,3296,0.0002,1.0030,2260,2981,0.0002,1.0025,2097,3027,0.0002,1.0015,2333,3285,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"AirSVI+SM","0.00","2.56(-0.28,5.34)","-2.34(-5.45,0.70)","12.21(9.54,14.84)","11.03(8.35,13.78)","7.86(5.04,10.72)","20.02(17.33,22.63)","17.91(15.30,20.44)","14.53(11.84,17.32)","0.0798","1.0003",3388,3466,"0.1356","1.0010",2834,3500,"0.0002","1.0008",3034,3232,"0.0002","1.0005",2585,3389,"0.0002","1.0018",2243,3113,"0.0002","1.0010",2482,3474,"0.0002","1.0019",2279,3707,"0.0002","1.0012",2348,3580,"0.86(0.66,1.07)","0.0002","1.0015",2724,3705,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"AirSVI+PA","0.00","4.79(1.98,7.49)","3.10(0.10,6.09)","10.34(7.51,12.96)","12.54(9.87,15.25)","12.47(9.76,15.16)","15.13(12.27,17.87)","16.09(13.42,18.69)","16.12(13.39,18.86)","0.0010","1.0026",2158,3144,"0.0414","1.0034",1892,2764,"0.0002","1.0031",2277,3523,"0.0002","1.0039",1857,2747,"0.0002","1.0061",1566,2113,"0.0002","1.0037",1852,2815,"0.0002","1.0046",1630,2718,"0.0002","1.0055",1647,2635,"",NA,"NA",NA,NA,"0.59(0.48,0.71)","0.0002","1.0020",1867,2549,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"AirSVI+OB","0.00","4.04(1.20,6.91)","-1.15(-4.08,1.83)","12.41(9.65,15.00)","12.53(9.83,15.20)","9.24(6.47,11.94)","19.70(17.01,22.53)","18.67(16.09,21.31)","15.59(12.85,18.33)","0.0040","1.0018",2226,3384,"0.4534","1.0047",1812,3202,"0.0002","1.0031",1961,3033,"0.0002","1.0027",1653,2913,"0.0002","1.0044",1556,3014,"0.0002","1.0031",1587,2519,"0.0002","1.0039",1467,2711,"0.0002","1.0030",1616,2910,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.45(0.28,0.63)","0.0002","1.0061",1629,2418,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"AirSVI+UN","0.00","6.95(4.14,9.71)","4.14(1.12,7.08)","11.34(8.62,14.01)","13.67(10.93,16.24)","12.84(10.05,15.58)","16.71(14.01,19.49)","18.07(15.49,20.61)","17.58(14.86,20.29)","0.0002","1.0011",2457,2987,"0.0060","1.0008",2188,3298,"0.0002","1.0036",1889,2947,"0.0002","1.0020",1757,2351,"0.0002","1.0017",1849,2349,"0.0002","1.0034",1973,3143,"0.0002","1.0037",1587,2748,"0.0002","1.0020",1817,2783,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.82(-1.07,-0.56)","0.0002","1.0076",1240,1969,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"AirSVI+PD","0.00","5.05(2.33,7.83)","1.33(-1.54,4.13)","12.00(9.31,14.65)","12.88(10.21,15.46)","10.90(8.26,13.56)","17.51(14.80,20.17)","17.03(14.42,19.61)","15.14(12.20,17.98)","0.0006","1.0007",2921,3595,"0.3780","1.0007",2493,3586,"0.0002","1.0026",2499,2676,"0.0002","1.0013",1954,2891,"0.0002","1.0011",1884,3326,"0.0002","1.0011",2081,2952,"0.0002","1.0019",1636,2680,"0.0002","1.0010",1821,2759,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.01(0.01,0.02)","0.0002","1.0018",7951,3785,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"AirSVI+DB","0.00","4.77(2.03,7.54)","0.33(-2.85,3.50)","12.42(9.76,15.07)","12.95(10.32,15.55)","10.44(7.56,13.33)","18.82(16.17,21.38)","18.25(15.86,20.76)","15.98(13.20,18.77)","0.0002","1.0005",2997,3363,"0.8325","1.0007",2366,3179,"0.0002","1.0018",3215,3389,"0.0002","1.0007",2725,3677,"0.0002","1.0005",2340,3338,"0.0002","1.0015",2555,3216,"0.0002","1.0019",2346,3388,"0.0002","1.0005",2464,3457,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.30(-0.26,0.84)","0.2876","1.0012",1865,3170
"G20_G30_G12.2_F01_F03","2011_2015",10,"AirSVI+SM+PA","0.00","2.84(0.04,5.66)","0.05(-3.06,3.03)","10.47(7.84,13.09)","10.94(8.29,13.60)","9.70(6.95,12.44)","16.70(13.91,19.42)","16.01(13.41,18.60)","14.65(11.85,17.44)","0.0481","1.0040",2217,3378,"0.9525","1.0041",2078,3065,"0.0002","1.0012",2547,3177,"0.0002","1.0034",1899,2960,"0.0002","1.0056",1691,2603,"0.0002","1.0031",1783,2983,"0.0002","1.0059",1474,2683,"0.0002","1.0063",1741,2503,"0.72(0.51,0.92)","0.0002","1.0041",2452,3007,"0.53(0.41,0.64)","0.0002","1.0014",2051,2797,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"AirSVI+SM+OB","0.00","2.57(-0.27,5.41)","-2.32(-5.27,0.68)","12.24(9.61,15.02)","11.05(8.32,13.77)","7.89(5.08,10.66)","20.05(17.32,22.79)","17.92(15.40,20.45)","14.56(11.81,17.30)","0.0756","1.0022",1698,2873,"0.1352","1.0021",1535,2024,"0.0002","1.0004",1878,2584,"0.0002","1.0011",1680,2561,"0.0002","1.0032",1361,2923,"0.0002","1.0002",1558,2568,"0.0002","1.0023",1372,2078,"0.0002","1.0024",1449,2293,"0.86(0.60,1.12)","0.0002","1.0012",2365,2789,"",NA,"NA",NA,NA,"0.01(-0.20,0.23)","0.9433","1.0025",1785,2677,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"AirSVI+SM+UN","0.00","4.61(1.82,7.44)","0.93(-2.12,4.07)","10.80(8.23,13.38)","11.41(8.73,14.18)","9.59(6.88,12.37)","17.64(14.95,20.26)","17.40(14.92,20.04)","15.59(12.78,18.33)","0.0010","1.0007",2541,2969,"0.5488","1.0013",2166,3210,"0.0002","1.0006",2695,3697,"0.0002","1.0025",2073,2715,"0.0002","1.0016",1926,2735,"0.0002","1.0026",2172,2758,"0.0002","1.0016",1932,2850,"0.0002","1.0011",2018,3410,"1.03(0.82,1.24)","0.0002","1.0012",2709,3345,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.04(-1.29,-0.79)","0.0002","1.0021",2293,2875,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
