ICD_Code,AAMR_Period,Lag,Model,a1s1,a1s2,a1s3,a2s1,a2s2,a2s3,a3s1,a3s2,a3s3,a1s2_p,a1s2_rhat,a1s2_ess_bulk,a1s2_ess_tail,a1s3_p,a1s3_rhat,a1s3_ess_bulk,a1s3_ess_tail,a2s1_p,a2s1_rhat,a2s1_ess_bulk,a2s1_ess_tail,a2s2_p,a2s2_rhat,a2s2_ess_bulk,a2s2_ess_tail,a2s3_p,a2s3_rhat,a2s3_ess_bulk,a2s3_ess_tail,a3s1_p,a3s1_rhat,a3s1_ess_bulk,a3s1_ess_tail,a3s2_p,a3s2_rhat,a3s2_ess_bulk,a3s2_ess_tail,a3s3_p,a3s3_rhat,a3s3_ess_bulk,a3s3_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
N00_N29_C64_C65,2011_2015,10,AirSVI,0.00,"4.03(2.94,5.09)","7.35(6.23,8.48)","1.62(0.67,2.57)","3.70(2.70,4.66)","7.65(6.62,8.65)","1.52(0.53,2.48)","3.47(2.51,4.41)","6.21(5.22,7.18)",0.0002,1.0048,1420,2799,0.0002,1.0046,1397,2520,0.0023,1.0039,1283,2485,0.0002,1.0073,980,2294,0.0002,1.0104,918,1531,0.0044,1.0077,968,1914,0.0002,1.0090,871,1695,0.0002,1.0098,849,1919,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"N00_N29_C64_C65","2011_2015",10,"AirSVI+SM","0.00","2.79(1.71,3.92)","5.39(4.24,6.58)","1.76(0.81,2.70)","2.82(1.83,3.83)","6.12(5.08,7.16)","2.48(1.51,3.39)","3.49(2.54,4.40)","5.43(4.45,6.40)","0.0002","1.0024",1612,2938,"0.0002","1.0027",1597,2764,"0.0002","1.0026",1530,2662,"0.0002","1.0030",1239,2781,"0.0002","1.0038",1167,2551,"0.0002","1.0035",1199,2504,"0.0002","1.0047",1039,1951,"0.0002","1.0044",1075,2633,"0.45(0.38,0.52)","0.0002","1.0014",2860,3651,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"AirSVI+PA","0.00","3.53(2.45,4.59)","5.60(4.45,6.78)","2.16(1.19,3.11)","3.50(2.54,4.47)","6.42(5.40,7.46)","2.71(1.73,3.66)","4.02(3.08,4.95)","5.77(4.79,6.75)","0.0002","1.0026",1718,2983,"0.0002","1.0029",1373,2848,"0.0002","1.0022",1769,2613,"0.0002","1.0031",1285,2432,"0.0002","1.0039",1100,2434,"0.0002","1.0036",1243,2311,"0.0002","1.0036",1153,1979,"0.0002","1.0040",1121,2425,"",NA,"NA",NA,NA,"-0.28(-0.35,-0.22)","0.0002","1.0013",1349,1994,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"AirSVI+OB","0.00","3.57(2.49,4.66)","5.22(4.04,6.39)","2.25(1.31,3.23)","3.67(2.69,4.66)","6.29(5.29,7.35)","3.13(2.14,4.13)","4.36(3.43,5.32)","5.82(4.83,6.81)","0.0002","1.0029",1213,2537,"0.0002","1.0026",1398,2411,"0.0002","1.0055",1051,1935,"0.0002","1.0066",1006,2104,"0.0002","1.0055",939,2115,"0.0002","1.0055",916,1898,"0.0002","1.0073",800,2138,"0.0002","1.0066",845,2203,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.44(0.37,0.50)","0.0002","1.0018",1499,2688,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"AirSVI+UN","0.00","4.65(3.57,5.71)","8.46(7.27,9.63)","1.06(0.09,2.01)","3.81(2.82,4.77)","8.27(7.25,9.30)","0.58(-0.42,1.59)","3.22(2.29,4.15)","6.54(5.57,7.53)","0.0002","1.0022",1708,2691,"0.0002","1.0037",1737,2726,"0.0327","1.0031",1476,2466,"0.0002","1.0037",1277,2028,"0.0002","1.0057",1211,2116,"0.2497","1.0038",1171,2165,"0.0002","1.0048",1085,1992,"0.0002","1.0051",1141,2004,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.31(-0.39,-0.22)","0.0002","1.0011",1460,2249,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"AirSVI+PD","0.00","4.07(3.02,5.12)","7.34(6.24,8.45)","1.88(0.93,2.84)","3.90(2.89,4.88)","7.82(6.78,8.84)","2.08(1.09,3.07)","4.08(3.11,5.03)","6.81(5.79,7.83)","0.0002","1.0027",1356,2591,"0.0002","1.0017",1311,2417,"0.0002","1.0037",1224,2018,"0.0002","1.0048",973,2150,"0.0002","1.0044",962,2117,"0.0002","1.0052",880,1795,"0.0002","1.0053",844,1740,"0.0002","1.0050",871,1912,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.00(-0.01,-0.00)","0.0002","0.9998",3898,3608,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"AirSVI+DB","0.00","3.14(2.09,4.20)","3.52(2.31,4.80)","1.77(0.80,2.74)","2.88(1.89,3.87)","4.83(3.73,5.92)","1.74(0.82,2.71)","2.74(1.82,3.68)","3.78(2.72,4.81)","0.0002","1.0020",2284,2824,"0.0002","1.0022",1899,2761,"0.0006","1.0025",2208,3446,"0.0002","1.0027",1708,2688,"0.0002","1.0043",1430,2575,"0.0006","1.0032",1557,2752,"0.0002","1.0039",1400,2747,"0.0002","1.0039",1394,2481,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"1.25(1.04,1.45)","0.0002","1.0036",2000,2893
"N00_N29_C64_C65","2011_2015",10,"AirSVI+SM+PA","0.00","2.67(1.57,3.71)","4.62(3.47,5.80)","2.06(1.09,3.00)","2.82(1.85,3.78)","5.61(4.59,6.64)","3.03(2.03,4.01)","3.79(2.85,4.70)","5.27(4.31,6.22)","0.0002","1.0009",1558,2533,"0.0002","1.0039",1575,2432,"0.0002","1.0023",1536,2480,"0.0002","1.0021",1302,2314,"0.0002","1.0027",1224,2315,"0.0002","1.0024",1224,1943,"0.0002","1.0024",1122,2154,"0.0002","1.0024",1150,2198,"0.38(0.30,0.46)","0.0002","1.0012",2143,2672,"-0.16(-0.23,-0.09)","0.0002","1.0022",1362,1967,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"AirSVI+SM+OB","0.00","2.97(1.91,4.01)","4.64(3.47,5.78)","2.17(1.25,3.10)","3.15(2.20,4.07)","5.77(4.70,6.78)","3.25(2.33,4.17)","4.11(3.17,5.00)","5.46(4.49,6.42)","0.0002","1.0007",2237,2815,"0.0002","1.0016",1978,2538,"0.0002","1.0012",1913,2545,"0.0002","1.0024",1498,2446,"0.0002","1.0010",1481,2399,"0.0002","1.0021",1524,2257,"0.0002","1.0026",1349,2221,"0.0002","1.0025",1362,2365,"0.27(0.18,0.35)","0.0002","1.0016",2918,3084,"",NA,"NA",NA,NA,"0.31(0.24,0.39)","0.0002","1.0028",2148,2649,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"AirSVI+SM+UN","0.00","3.39(2.32,4.49)","6.50(5.36,7.65)","1.08(0.14,2.03)","2.84(1.91,3.81)","6.68(5.67,7.72)","1.40(0.45,2.35)","3.13(2.23,4.07)","5.70(4.76,6.69)","0.0002","1.0032",1715,2731,"0.0002","1.0024",1765,2658,"0.0252","1.0028",1341,2352,"0.0002","1.0033",1327,2097,"0.0002","1.0030",1314,1932,"0.0048","1.0039",1075,2492,"0.0002","1.0039",1073,1897,"0.0002","1.0030",1264,1903,"0.47(0.40,0.54)","0.0002","1.0043",1886,2477,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.35(-0.44,-0.27)","0.0002","1.0006",1816,2856,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
