ICD_Code,AAMR_Period,Lag,Model,a1s1,a1s2,a1s3,a2s1,a2s2,a2s3,a3s1,a3s2,a3s3,a1s2_p,a1s2_rhat,a1s2_ess_bulk,a1s2_ess_tail,a1s3_p,a1s3_rhat,a1s3_ess_bulk,a1s3_ess_tail,a2s1_p,a2s1_rhat,a2s1_ess_bulk,a2s1_ess_tail,a2s2_p,a2s2_rhat,a2s2_ess_bulk,a2s2_ess_tail,a2s3_p,a2s3_rhat,a2s3_ess_bulk,a2s3_ess_tail,a3s1_p,a3s1_rhat,a3s1_ess_bulk,a3s1_ess_tail,a3s2_p,a3s2_rhat,a3s2_ess_bulk,a3s2_ess_tail,a3s3_p,a3s3_rhat,a3s3_ess_bulk,a3s3_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
J40_J47_J60_J70_J84_D86_C34,2011_2015,10,AirSVI,0.00,"15.07(11.50,18.56)","17.06(13.40,20.72)","2.90(-0.41,6.19)","15.41(12.11,18.69)","23.21(19.87,26.70)","-1.94(-5.21,1.47)","7.89(4.73,11.26)","16.20(12.94,19.62)",0.0002,1.0002,1429,2136,0.0002,1.0005,1561,2402,0.0869,1.0009,1611,3149,0.0002,1.0018,1294,2754,0.0002,1.0013,1142,2401,0.2527,1.0012,1347,2533,0.0002,1.0023,1188,2307,0.0002,1.0031,1210,2156,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM","0.00","5.57(2.43,8.72)","2.83(-0.53,6.00)","5.31(2.47,8.18)","8.82(6.01,11.66)","10.89(7.95,13.89)","8.64(5.73,11.48)","9.55(6.78,12.30)","10.08(7.21,13.01)","0.0010","1.0003",3063,3325,"0.0969","1.0004",3088,3503,"0.0002","1.0017",2762,3571,"0.0002","1.0010",2621,3003,"0.0002","1.0009",2474,3130,"0.0002","1.0021",2514,3283,"0.0002","1.0006",2341,3576,"0.0002","1.0002",2291,3376,"4.50(4.29,4.72)","0.0002","1.0013",2781,2784,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PA","0.00","12.59(9.13,16.05)","9.69(5.74,13.63)","4.29(0.97,7.64)","13.55(10.38,16.76)","17.26(13.66,20.98)","2.18(-1.23,5.61)","9.33(6.13,12.50)","13.67(10.42,16.95)","0.0002","1.0030",2040,2916,"0.0002","1.0047",1350,2585,"0.0090","1.0017",2276,2943,"0.0002","1.0022",1977,2791,"0.0002","1.0041",1526,2209,"0.2218","1.0035",1752,2401,"0.0002","1.0027",1865,2662,"0.0002","1.0046",1655,2536,"",NA,"NA",NA,NA,"-1.25(-1.58,-0.89)","0.0002","1.0105",811,1318,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+OB","0.00","11.92(8.40,15.35)","7.48(3.88,11.01)","4.68(1.38,7.89)","14.51(11.32,17.76)","16.08(12.79,19.41)","4.71(1.51,8.00)","11.30(8.15,14.45)","13.61(10.24,16.85)","0.0002","1.0010",3081,3584,"0.0002","1.0022",2644,3240,"0.0081","1.0026",2565,2933,"0.0002","1.0003",2463,3297,"0.0002","1.0007",2081,3274,"0.0048","1.0002",2480,3092,"0.0002","1.0004",2235,2940,"0.0002","1.0012",2275,2946,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"2.25(2.05,2.44)","0.0002","1.0029",2510,3019,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+UN","0.00","16.66(13.18,20.25)","19.55(15.78,23.22)","1.20(-2.11,4.64)","15.41(12.07,18.75)","24.52(21.11,27.92)","-4.88(-8.46,-1.39)","6.86(3.60,10.22)","16.74(13.30,20.21)","0.0002","1.0019",1872,2922,"0.0002","1.0013",1702,2410,"0.4959","1.0043",1535,2917,"0.0002","1.0031",1085,2288,"0.0002","1.0036",1350,2341,"0.0056","1.0036",1409,2347,"0.0002","1.0034",1248,2497,"0.0002","1.0029",1058,2443,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.94(-1.31,-0.57)","0.0002","1.0013",1493,2377,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PD","0.00","14.84(11.51,18.23)","16.32(12.83,19.81)","3.59(0.35,6.92)","15.75(12.62,18.94)","23.43(20.20,26.76)","0.62(-2.65,3.96)","10.77(7.56,14.02)","19.04(15.73,22.54)","0.0002","1.0036",1928,2688,"0.0002","1.0029",1763,2568,"0.0319","1.0038",1843,2764,"0.0002","1.0029",1425,1940,"0.0002","1.0044",1356,2142,"0.7367","1.0034",1552,2592,"0.0002","1.0047",1356,2117,"0.0002","1.0053",1321,2435,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.03(-0.03,-0.02)","0.0002","1.0006",4984,3925,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+DB","0.00","14.08(10.62,17.60)","7.91(3.78,11.85)","5.17(1.75,8.44)","15.02(11.66,18.31)","16.64(12.94,20.19)","1.06(-2.34,4.34)","8.05(4.86,11.30)","11.18(7.70,14.77)","0.0002","1.0015",3121,3452,"0.0002","1.0026",2102,3174,"0.0023","1.0016",2803,3286,"0.0002","1.0040",2249,3337,"0.0002","1.0032",2021,2833,"0.5334","1.0047",2257,2934,"0.0002","1.0016",2176,3142,"0.0002","1.0025",1910,2804,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"4.18(3.46,4.89)","0.0002","1.0039",1118,1964
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA","0.00","5.47(2.35,8.64)","1.59(-1.60,4.96)","6.39(3.46,9.27)","9.01(6.07,11.90)","10.05(7.00,12.99)","10.57(7.60,13.51)","10.67(7.92,13.37)","10.15(7.28,13.03)","0.0006","1.0003",2849,3505,"0.3447","1.0001",2493,3602,"0.0002","1.0004",2541,3302,"0.0002","1.0003",2287,2922,"0.0002","0.9999",2299,3384,"0.0002","1.0005",1995,2730,"0.0002","1.0018",2102,3155,"0.0002","1.0007",2278,2949,"4.60(4.37,4.81)","0.0002","1.0016",2851,3249,"-0.27(-0.38,-0.14)","0.0002","1.0014",2518,2875,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+OB","0.00","5.59(2.45,8.80)","3.25(-0.25,6.54)","5.32(2.40,8.28)","8.74(5.85,11.72)","11.20(8.30,14.16)","8.53(5.66,11.43)","9.38(6.66,12.14)","10.18(7.21,13.10)","0.0006","1.0006",2415,3423,"0.0669","1.0009",2197,3260,"0.0002","1.0003",2463,3287,"0.0002","1.0013",2237,3060,"0.0002","1.0002",1981,3260,"0.0002","1.0017",2147,2973,"0.0002","1.0008",1993,2993,"0.0002","1.0011",2108,3196,"4.65(4.37,4.93)","0.0002","1.0002",3158,3650,"",NA,"NA",NA,NA,"-0.19(-0.42,0.04)","0.1081","1.0027",2614,3282,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+UN","0.00","8.98(5.76,12.16)","8.27(4.94,11.70)","3.07(0.15,5.98)","9.47(6.65,12.31)","13.88(10.89,16.97)","4.87(1.96,7.77)","8.85(6.22,11.60)","12.03(9.10,14.92)","0.0002","1.0024",2922,3165,"0.0002","1.0024",2396,3151,"0.0390","1.0020",3080,3591,"0.0002","1.0042",1982,2961,"0.0002","1.0037",1810,2945,"0.0010","1.0048",2148,2859,"0.0002","1.0056",1787,3282,"0.0002","1.0043",1727,3269,"4.84(4.61,5.06)","0.0002","1.0015",3272,2816,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.76(-2.03,-1.50)","0.0002","1.0021",2878,3559,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
