ICD_Code,AAMR_Period,Lag,Model,a1s1,a1s2,a1s3,a2s1,a2s2,a2s3,a3s1,a3s2,a3s3,a1s2_p,a1s2_rhat,a1s2_ess_bulk,a1s2_ess_tail,a1s3_p,a1s3_rhat,a1s3_ess_bulk,a1s3_ess_tail,a2s1_p,a2s1_rhat,a2s1_ess_bulk,a2s1_ess_tail,a2s2_p,a2s2_rhat,a2s2_ess_bulk,a2s2_ess_tail,a2s3_p,a2s3_rhat,a2s3_ess_bulk,a2s3_ess_tail,a3s1_p,a3s1_rhat,a3s1_ess_bulk,a3s1_ess_tail,a3s2_p,a3s2_rhat,a3s2_ess_bulk,a3s2_ess_tail,a3s3_p,a3s3_rhat,a3s3_ess_bulk,a3s3_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PD","0.00","5.48(2.36,8.72)","2.76(-0.44,6.11)","5.21(2.21,8.17)","8.67(5.64,11.61)","10.68(7.70,13.68)","8.33(5.26,11.31)","9.13(6.31,11.97)","9.62(6.51,12.81)","0.0015","1.0006",3443,3650,"0.0914","1.0004",3234,3630,"0.0002","1.0003",3725,3942,"0.0002","1.0004",2860,3298,"0.0002","1.0001",2505,3374,"0.0002","1.0009",3002,3358,"0.0002","0.9999",2448,3391,"0.0002","1.0007",2514,3249,"4.53(4.31,4.75)","0.0002","1.0015",2726,3024,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.00(-0.00,0.01)","0.3085","0.9994",5969,3635,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+DB","0.00","5.88(2.85,8.92)","5.89(2.46,9.48)","5.14(2.24,8.07)","9.24(6.31,12.18)","13.25(10.04,16.34)","8.80(5.98,11.76)","10.29(7.47,13.09)","12.25(9.24,15.28)","0.0002","1.0034",2053,3115,"0.0019","1.0062",1734,2915,"0.0006","1.0038",2262,3152,"0.0002","1.0052",1705,2666,"0.0002","1.0086",1474,2277,"0.0002","1.0035",1697,2323,"0.0002","1.0067",1492,2885,"0.0002","1.0074",1541,2396,"4.74(4.50,4.98)","0.0002","1.0016",1993,3187,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.46(-2.09,-0.86)","0.0002","1.0036",2162,3192
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PA+OB","0.00","11.86(8.49,15.23)","6.62(3.00,10.32)","5.33(2.02,8.73)","14.68(11.53,17.81)","15.49(12.19,18.65)","5.94(2.48,9.31)","12.06(9.07,15.18)","13.62(10.27,16.91)","0.0002","1.0002",2755,3576,"0.0006","1.0004",2249,2954,"0.0015","1.0010",2716,3110,"0.0002","1.0020",2321,2896,"0.0002","1.0020",1934,2838,"0.0010","1.0020",2050,3214,"0.0002","1.0026",1965,2908,"0.0002","1.0024",2059,3226,"",NA,"NA",NA,NA,"-0.15(-0.29,-0.02)","0.0306","1.0019",1904,2455,"2.34(2.12,2.55)","0.0002","1.0020",1687,2239,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PA+UN","0.00","14.82(11.27,18.25)","11.66(7.90,15.44)","2.20(-1.05,5.37)","13.38(10.20,16.49)","17.62(14.16,20.99)","-0.64(-4.19,2.78)","8.88(5.74,11.92)","14.20(10.98,17.45)","0.0002","1.0013",2608,3045,"0.0002","1.0015",1958,2886,"0.1814","1.0010",2524,3180,"0.0002","1.0031",2005,3250,"0.0002","1.0046",1882,2667,"0.7201","1.0022",2293,3250,"0.0002","1.0020",1951,2761,"0.0002","1.0029",2071,2426,"",NA,"NA",NA,NA,"-1.90(-2.20,-1.59)","0.0002","1.0031",1077,1613,"",NA,"NA",NA,NA,"-1.86(-2.20,-1.50)","0.0002","1.0015",2524,2602,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PA+PD","0.00","14.66(10.55,18.69)","15.87(8.74,22.21)","3.74(0.24,7.33)","15.74(11.73,19.51)","23.13(16.80,28.72)","0.96(-3.27,5.52)","10.93(7.70,14.23)","18.88(13.98,23.63)","0.0002","1.1921",22,175,"0.0002","1.5999",10,102,"0.0323","1.0375",124,1701,"0.0002","1.1826",23,458,"0.0002","1.5799",10,86,"0.7142","1.2502",18,230,"0.0002","1.0053",1283,2339,"0.0002","1.3682",13,149,"",NA,"NA",NA,NA,"-0.09(-1.13,0.62)","0.9292","1.6925",9,99,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.03(-0.04,-0.01)","0.0002","1.4844",11,111,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PA+DB","0.00","13.97(10.40,17.32)","9.18(5.12,13.20)","4.04(0.58,7.45)","14.68(11.31,18.01)","17.47(13.74,21.02)","-0.88(-4.43,2.60)","6.85(3.48,10.01)","11.11(7.50,14.73)","0.0002","1.0040",2097,3598,"0.0002","1.0067",1412,2505,"0.0277","1.0033",1973,2496,"0.0002","1.0048",1595,2834,"0.0002","1.0094",1288,2496,"0.6101","1.0033",1768,2554,"0.0002","1.0052",1509,2641,"0.0002","1.0068",1351,2275,"",NA,"NA",NA,NA,"0.28(0.15,0.41)","0.0002","1.0049",1302,2340,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"3.98(3.28,4.70)","0.0002","1.0047",1279,2070
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+OB+UN","0.00","14.27(10.78,17.74)","10.66(6.97,14.31)","3.26(0.05,6.39)","15.16(11.95,18.23)","17.89(14.53,21.31)","2.33(-0.88,5.54)","11.07(7.99,13.96)","14.91(11.61,18.18)","0.0002","1.0020",3255,3537,"0.0002","1.0013",2705,3366,"0.0473","1.0000",2900,3336,"0.0002","1.0019",2444,3090,"0.0002","1.0020",2154,2904,"0.1452","1.0012",2368,2937,"0.0002","1.0029",2229,2886,"0.0002","1.0025",2162,2570,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"2.46(2.25,2.67)","0.0002","1.0018",2309,3058,"-1.17(-1.50,-0.85)","0.0002","1.0011",2533,2896,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+OB+PD","0.00","11.90(8.55,15.43)","7.49(3.77,11.23)","4.75(1.46,8.05)","14.60(11.45,17.79)","16.19(12.81,19.60)","4.99(1.70,8.27)","11.66(8.62,14.95)","14.04(10.72,17.45)","0.0002","1.0010",2840,2852,"0.0002","1.0029",2427,3041,"0.0052","1.0002",2879,2713,"0.0002","1.0004",2431,3047,"0.0002","1.0019",2015,2824,"0.0015","1.0005",2098,2780,"0.0002","1.0007",2080,2813,"0.0002","1.0009",2173,3278,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"2.22(2.03,2.42)","0.0002","1.0057",1643,2903,"",NA,"NA",NA,NA,"-0.00(-0.01,0.00)","0.2981","1.0009",5682,3695,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+OB+DB","0.00","12.37(8.91,15.72)","12.48(8.53,16.33)","4.31(1.08,7.61)","15.47(12.33,18.66)","19.99(16.43,23.51)","5.69(2.48,8.87)","13.46(10.25,16.57)","17.91(14.41,21.32)","0.0002","1.0007",3284,3086,"0.0002","1.0009",2418,3289,"0.0098","0.9998",3373,3910,"0.0002","1.0014",2656,3328,"0.0002","1.0002",2063,2780,"0.0015","1.0014",2653,3484,"0.0002","1.0010",2245,2974,"0.0002","1.0003",2263,2815,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"3.07(2.76,3.38)","0.0002","1.0016",2693,3195,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-3.46(-4.46,-2.45)","0.0002","1.0022",2609,3113
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+UN+PD","0.00","16.70(13.08,20.21)","19.46(15.82,23.19)","1.45(-1.86,4.90)","15.78(12.70,18.95)","25.14(21.92,28.34)","-2.75(-6.30,0.76)","9.82(6.66,13.08)","20.07(16.66,23.55)","0.0002","1.0018",2326,3116,"0.0002","1.0024",2106,2844,"0.3947","1.0030",2132,2683,"0.0002","1.0020",1768,2968,"0.0002","1.0021",1815,2526,"0.1239","1.0018",1707,2974,"0.0002","1.0026",1527,2428,"0.0002","1.0033",1850,2474,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.17(-1.52,-0.81)","0.0002","1.0036",1427,2415,"-0.03(-0.04,-0.02)","0.0002","0.9997",4534,3128,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+UN+DB","0.00","15.71(12.19,19.19)","9.87(5.82,13.97)","4.16(0.71,7.39)","15.31(12.04,18.56)","17.70(14.17,21.21)","-0.85(-4.33,2.59)","7.56(4.39,10.71)","11.70(8.15,15.18)","0.0002","1.0009",2515,3361,"0.0002","1.0008",1453,2791,"0.0185","1.0039",1730,2884,"0.0002","1.0020",1799,2746,"0.0002","1.0014",1534,2591,"0.6409","1.0021",1707,2675,"0.0002","1.0032",1744,2805,"0.0002","1.0020",1585,2470,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.77(-1.12,-0.42)","0.0002","1.0025",1023,2526,"",NA,"NA",NA,NA,"4.44(3.66,5.18)","0.0002","1.0058",789,1865
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PD+DB","0.00","14.24(10.86,17.65)","8.55(4.57,12.56)","5.63(2.30,9.01)","15.52(12.21,18.86)","17.63(13.99,21.18)","2.71(-0.71,6.03)","10.18(6.91,13.52)","13.74(9.93,17.42)","0.0002","1.0007",2510,2911,"0.0006","1.0012",1715,2516,"0.0006","1.0014",2154,2924,"0.0002","1.0014",1886,2568,"0.0002","1.0022",1566,2481,"0.1231","1.0014",1869,2613,"0.0002","1.0022",1601,2534,"0.0002","1.0011",1608,2871,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.02(-0.02,-0.01)","0.0002","1.0002",5287,3925,"3.80(3.03,4.54)","0.0002","1.0100",737,1611
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+OB","0.00","5.48(2.38,8.59)","1.88(-1.56,5.25)","6.37(3.51,9.36)","8.97(6.04,11.94)","10.24(7.19,13.25)","10.48(7.46,13.52)","10.58(7.80,13.46)","10.21(7.15,13.08)","0.0010","1.0019",2750,3310,"0.2814","1.0026",2654,3413,"0.0002","1.0032",2779,2828,"0.0002","1.0030",2452,3275,"0.0002","1.0030",2175,3069,"0.0002","1.0033",2350,3037,"0.0002","1.0043",2099,3011,"0.0002","1.0029",2063,2921,"4.66(4.38,4.94)","0.0002","1.0017",3301,3541,"-0.26(-0.38,-0.13)","0.0002","1.0004",2753,2620,"-0.08(-0.31,0.15)","0.4709","1.0012",2991,3316,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+UN","0.00","8.85(5.81,11.91)","7.56(4.16,11.03)","3.64(0.70,6.54)","9.56(6.76,12.47)","13.43(10.42,16.38)","5.90(2.89,8.84)","9.44(6.74,12.18)","12.03(9.10,14.98)","0.0002","1.0021",2789,3422,"0.0002","1.0013",2036,2742,"0.0148","1.0007",2786,3441,"0.0002","1.0015",2010,3185,"0.0002","1.0023",1958,3045,"0.0002","1.0000",2324,3323,"0.0002","1.0006",2120,2832,"0.0002","1.0016",2058,3201,"4.86(4.63,5.09)","0.0002","1.0011",2857,3283,"-0.13(-0.25,-0.01)","0.0385","1.0027",2259,2967,"",NA,"NA",NA,NA,"-1.71(-1.97,-1.44)","0.0002","1.0012",2585,3041,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+PD","0.00","5.29(2.19,8.34)","1.27(-2.10,4.55)","6.25(3.33,9.25)","8.67(5.76,11.59)","9.53(6.38,12.54)","10.09(7.07,13.15)","9.85(6.96,12.75)","9.10(5.99,12.10)","0.0010","1.0010",3262,3241,"0.4547","1.0010",2492,3578,"0.0002","1.0004",3077,3286,"0.0002","1.0014",2428,3190,"0.0002","1.0036",1934,2931,"0.0002","1.0015",2474,3329,"0.0002","1.0012",2289,3072,"0.0002","1.0013",2078,2809,"4.69(4.46,4.91)","0.0002","1.0016",3134,3612,"-0.31(-0.43,-0.18)","0.0002","1.0023",2753,2948,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0210","1.0012",6093,4203,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+DB","0.00","5.78(2.70,8.97)","4.57(1.05,8.17)","6.19(3.32,9.14)","9.37(6.42,12.37)","12.35(9.08,15.50)","10.65(7.67,13.66)","11.34(8.55,14.26)","12.24(9.09,15.35)","0.0006","1.0023",2906,2969,"0.0144","1.0020",2435,3316,"0.0002","1.0011",2463,3281,"0.0002","1.0018",2413,2995,"0.0002","1.0017",2136,2824,"0.0002","1.0021",2200,3327,"0.0002","1.0021",1915,2677,"0.0002","1.0017",1984,2887,"4.82(4.57,5.06)","0.0002","1.0002",3823,3407,"-0.25(-0.37,-0.14)","0.0002","1.0017",2824,3562,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.39(-2.00,-0.79)","0.0002","1.0022",3125,3348
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+OB+UN","0.00","8.96(5.90,12.13)","8.27(5.02,11.77)","3.04(0.24,5.86)","9.41(6.54,12.38)","13.88(10.90,16.92)","4.86(2.06,7.75)","8.83(6.12,11.60)","11.99(9.12,14.86)","0.0002","1.0018",2458,2581,"0.0002","1.0027",2129,2800,"0.0360","1.0017",2460,3347,"0.0002","1.0043",1948,2630,"0.0002","1.0034",1747,2302,"0.0010","1.0022",2065,2751,"0.0002","1.0034",1725,2008,"0.0002","1.0041",1826,2701,"4.84(4.56,5.11)","0.0002","1.0014",3257,2979,"",NA,"NA",NA,NA,"-0.01(-0.23,0.22)","0.9475","1.0017",2309,2731,"-1.76(-2.03,-1.48)","0.0002","1.0022",2390,3022,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+OB+PD","0.00","5.59(2.45,8.74)","3.19(-0.13,6.53)","5.28(2.42,8.09)","8.68(5.71,11.58)","11.05(7.99,13.98)","8.34(5.59,11.10)","9.17(6.33,11.88)","9.89(6.87,12.81)","0.0002","1.0019",2180,3215,"0.0564","1.0030",1802,2874,"0.0006","1.0025",2161,3052,"0.0002","1.0033",1880,3154,"0.0002","1.0044",1572,2745,"0.0002","1.0047",1706,2800,"0.0002","1.0041",1598,2733,"0.0002","1.0031",1495,2540,"4.66(4.37,4.94)","0.0002","1.0002",2286,3093,"",NA,"NA",NA,NA,"-0.17(-0.40,0.06)","0.1331","1.0013",1928,2613,"",NA,"NA",NA,NA,"0.00(-0.00,0.01)","0.4872","1.0002",4957,3783,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+OB+DB","0.00","5.97(2.82,9.11)","6.44(2.82,10.04)","5.13(2.20,8.02)","9.49(6.61,12.44)","13.74(10.57,16.84)","9.15(6.26,12.05)","10.87(8.06,13.75)","12.98(9.76,16.08)","0.0002","1.0004",2918,3473,"0.0015","1.0003",2198,3648,"0.0010","1.0016",2980,3389,"0.0002","1.0016",2242,3032,"0.0002","1.0001",2033,3266,"0.0002","1.0021",2322,3013,"0.0002","1.0013",1911,3117,"0.0002","1.0012",1988,3005,"4.58(4.31,4.86)","0.0002","1.0016",4347,3763,"",NA,"NA",NA,NA,"0.34(0.03,0.66)","0.0335","1.0008",2962,3232,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-2.10(-2.98,-1.21)","0.0002","1.0007",3072,3639
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+UN+PD","0.00","8.93(5.82,12.09)","8.21(4.86,11.43)","3.02(0.12,5.83)","9.39(6.50,12.30)","13.78(10.74,16.84)","4.69(1.69,7.65)","8.61(5.76,11.38)","11.74(8.68,14.71)","0.0002","1.0007",2161,3465,"0.0002","1.0004",2018,2964,"0.0423","1.0016",2254,3132,"0.0002","1.0027",1719,3080,"0.0002","1.0013",1568,2516,"0.0023","1.0039",1698,2954,"0.0002","1.0026",1411,2593,"0.0002","1.0011",1469,2472,"4.85(4.64,5.07)","0.0002","1.0029",2297,3218,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.76(-2.03,-1.49)","0.0002","1.0023",2372,2762,"0.00(-0.00,0.01)","0.5126","1.0012",6306,4052,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+UN+DB","0.00","9.12(6.04,12.21)","9.82(6.34,13.47)","3.12(0.22,5.95)","9.71(6.97,12.51)","15.11(12.18,18.15)","5.11(2.22,7.87)","9.30(6.65,11.99)","13.17(10.29,16.17)","0.0002","1.0011",2435,3188,"0.0002","1.0024",1825,2546,"0.0377","0.9996",2161,3311,"0.0002","1.0009",1798,2985,"0.0002","1.0032",1452,2669,"0.0006","1.0010",1817,2396,"0.0002","1.0008",1655,2884,"0.0002","1.0023",1533,2231,"4.94(4.71,5.18)","0.0002","1.0019",2904,3508,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.71(-1.98,-1.42)","0.0002","1.0020",2107,2785,"",NA,"NA",NA,NA,"-0.78(-1.39,-0.15)","0.0165","1.0029",2412,2419
