ICD_Code,Disease,Exposure,Exposure_Quintile_Column,ANAL_Period,AAMR_Period,ANAL_Periods,AAMR_Periods,Matched_Pairs,Lag,Model,Formula_Model,Covariate_Count,N,States,Pairs,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
J40_J47_J60_J70_J84_D86_C34,CRD,popw_mean_rad,popw_mean_rad_Quintile,Pooled,Pooled,2001-2005;2006-2010;2011-2014,2011-2015;2016-2020;2021-2024,2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024,10,Baseline,popw_mean_rad+Matched_Pair,0,9420,51,3,0.00,"4.50(2.79,6.17)","4.05(2.33,5.74)","-0.10(-1.84,1.55)","-8.41(-10.11,-6.79)",0.0002,0.0002,0.9084,0.0002,1.0015,1.0030,1.0023,1.0018,2389,2112,2309,2036,3048,3064,3328,2649,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+2_PD+DB","popw_mean_rad+Matched_Pair+PD+DB",2,9414,51,3,"0.00","5.31(3.71,6.89)","5.13(3.49,6.81)","1.22(-0.40,2.94)","-5.85(-7.68,-4.01)","0.0002","0.0002","0.1381","0.0002","1.0011","1.0021","1.0019","1.0030",2114,2194,2013,1860,3375,2986,2997,2795,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.01(-0.02,-0.01)","0.0002","1.0013",3530,3680,"5.66(5.24,6.07)","0.0002","1.0037",1146,2767
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+PA+OB","popw_mean_rad+Matched_Pair+SM+PA+OB",3,9414,51,3,"0.00","5.27(3.87,6.65)","7.35(5.92,8.78)","7.77(6.38,9.14)","7.34(5.94,8.72)","0.0002","0.0002","0.0002","0.0002","1.0023","1.0022","1.0036","1.0016",1951,1909,1807,1736,3084,2810,2888,2765,"5.33(5.15,5.49)","0.0002","1.0048",1715,2758,"-0.60(-0.69,-0.51)","0.0002","1.0032",1573,2538,"-0.12(-0.27,0.03)","0.1094","1.0054",1376,2541,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+PA+UN","popw_mean_rad+Matched_Pair+SM+PA+UN",3,9414,51,3,"0.00","4.79(3.38,6.16)","6.57(5.19,7.90)","6.77(5.38,8.13)","6.64(5.26,8.02)","0.0002","0.0002","0.0002","0.0002","1.0011","1.0012","1.0000","1.0009",2583,2324,2232,2342,3562,3376,2903,3163,"5.53(5.39,5.67)","0.0002","1.0005",2413,3218,"-0.68(-0.78,-0.59)","0.0002","1.0022",1684,2687,"",NA,"NA",NA,NA,"-1.30(-1.46,-1.14)","0.0002","1.0025",1853,3151,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+PA+PD","popw_mean_rad+Matched_Pair+SM+PA+PD",3,9414,51,3,"0.00","5.16(3.77,6.58)","7.12(5.70,8.56)","7.39(5.98,8.82)","6.58(5.04,8.13)","0.0002","0.0002","0.0002","0.0002","1.0018","1.0018","1.0020","1.0042",2357,1997,1941,1652,2761,2485,2811,2738,"5.27(5.13,5.41)","0.0002","1.0050",2286,2902,"-0.61(-0.70,-0.51)","0.0002","1.0052",1704,2301,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0065","1.0004",4932,4201,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+PA+DB","popw_mean_rad+Matched_Pair+SM+PA+DB",3,9414,51,3,"0.00","5.41(4.02,6.83)","7.64(6.26,9.07)","8.32(6.96,9.74)","8.36(6.92,9.76)","0.0002","0.0002","0.0002","0.0002","1.0018","1.0024","1.0021","1.0017",2759,2532,2513,2312,3291,3340,3241,2992,"5.44(5.28,5.59)","0.0002","1.0016",2280,2561,"-0.69(-0.78,-0.59)","0.0002","1.0017",1586,2724,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.10(-1.49,-0.71)","0.0002","1.0020",1758,2324
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+OB+UN","popw_mean_rad+Matched_Pair+SM+OB+UN",3,9414,51,3,"0.00","3.88(2.50,5.25)","5.34(3.94,6.72)","5.20(3.81,6.54)","4.61(3.21,6.01)","0.0002","0.0002","0.0002","0.0002","1.0029","1.0058","1.0044","1.0044",1834,1814,1786,1623,2566,2803,2416,2776,"5.55(5.39,5.72)","0.0002","1.0019",1819,2565,"",NA,"NA",NA,NA,"0.25(0.10,0.39)","0.0002","1.0012",1387,2200,"-1.17(-1.33,-1.01)","0.0002","1.0027",1663,2504,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+OB+PD","popw_mean_rad+Matched_Pair+SM+OB+PD",3,9414,51,3,"0.00","4.40(3.04,5.81)","6.14(4.70,7.60)","6.20(4.76,7.59)","5.32(3.82,6.88)","0.0002","0.0002","0.0002","0.0002","1.0007","1.0017","1.0008","1.0003",2262,2062,1825,1846,3363,2973,2216,2815,"5.36(5.19,5.54)","0.0002","1.0020",1632,2590,"",NA,"NA",NA,NA,"0.10(-0.05,0.25)","0.2047","1.0026",1330,2069,"",NA,"NA",NA,NA,"0.00(-0.00,0.01)","0.7142","0.9995",3866,3914,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+OB+DB","popw_mean_rad+Matched_Pair+SM+OB+DB",3,9414,51,3,"0.00","4.42(3.02,5.81)","6.23(4.85,7.58)","6.42(5.08,7.79)","5.83(4.41,7.29)","0.0002","0.0002","0.0002","0.0002","1.0011","1.0015","1.0020","1.0022",2641,2504,2434,2109,3235,3213,3520,3015,"5.37(5.20,5.54)","0.0002","1.0013",2412,3092,"",NA,"NA",NA,NA,"0.23(0.02,0.44)","0.0323","1.0026",1617,2467,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.46(-0.99,0.06)","0.0810","1.0022",2253,2889
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+UN+PD","popw_mean_rad+Matched_Pair+SM+UN+PD",3,9414,51,3,"0.00","3.92(2.58,5.29)","5.40(4.04,6.71)","5.28(3.90,6.67)","4.59(3.07,6.09)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0007","1.0027","1.0016",2106,2060,1927,1992,2797,3356,2467,2771,"5.71(5.56,5.85)","0.0002","1.0009",2517,2522,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.13(-1.29,-0.98)","0.0002","1.0016",1835,2789,"-0.00(-0.00,0.00)","0.6238","1.0005",4884,4120,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+UN+DB","popw_mean_rad+Matched_Pair+SM+UN+DB",3,9414,51,3,"0.00","3.86(2.44,5.21)","5.27(3.88,6.63)","5.02(3.62,6.37)","4.11(2.69,5.50)","0.0002","0.0002","0.0002","0.0002","1.0005","1.0006","1.0019","1.0014",1862,1800,1589,1536,2450,2918,2336,2689,"5.62(5.46,5.77)","0.0002","1.0004",2139,2839,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.18(-1.35,-1.01)","0.0002","1.0019",1445,2368,"",NA,"NA",NA,NA,"0.51(0.14,0.89)","0.0031","1.0034",1612,2622
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+PD+DB","popw_mean_rad+Matched_Pair+SM+PD+DB",3,9414,51,3,"0.00","4.45(3.03,5.80)","6.22(4.85,7.61)","6.34(4.91,7.77)","5.44(3.89,7.02)","0.0002","0.0002","0.0002","0.0002","1.0010","1.0007","1.0002","1.0012",2192,2118,1968,1834,3083,2845,2786,2823,"5.44(5.28,5.60)","0.0002","1.0042",1393,2635,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.00(-0.00,0.00)","0.9792","1.0003",4323,3806,"-0.05(-0.41,0.32)","0.8113","1.0018",1747,2573
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+OB+UN","popw_mean_rad+Matched_Pair+PA+OB+UN",3,9414,51,3,"0.00","5.39(3.87,6.86)","6.27(4.71,7.79)","4.07(2.42,5.53)","0.70(-0.92,2.23)","0.0002","0.0002","0.0002","0.3893","1.0738","1.0689","1.0300","1.0419",1660,1501,179,119,1375,1448,2487,2156,"",NA,"NA",NA,NA,"-2.09(-2.49,-1.18)","0.0002","1.3937",13,14,"1.34(0.96,2.18)","0.0002","1.3962",13,10,"-1.17(-1.45,-0.57)","0.0002","1.3911",13,11,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+OB+PD","popw_mean_rad+Matched_Pair+PA+OB+PD",3,9414,51,3,"0.00","5.61(4.03,7.19)","6.41(4.68,8.06)","4.24(2.54,5.97)","0.82(-0.98,2.63)","0.0002","0.0002","0.0002","0.3743","1.0029","1.0465","1.0798","1.0355",2511,108,51,139,3025,1446,241,2635,"",NA,"NA",NA,NA,"-1.19(-1.71,-0.52)","0.0002","1.6212",10,79,"2.03(1.45,2.78)","0.0002","1.6202",10,71,"",NA,"NA",NA,NA,"0.00(-0.00,0.01)","0.1623","1.1007",38,425,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+OB+DB","popw_mean_rad+Matched_Pair+PA+OB+DB",3,9414,51,3,"0.00","6.04(4.53,7.64)","7.55(5.97,9.19)","6.39(4.79,8.05)","4.75(3.00,6.46)","0.0002","0.0002","0.0002","0.0002","1.0004","1.0027","1.0028","1.0019",2163,2184,2142,2028,2612,2485,2382,2435,"",NA,"NA",NA,NA,"-2.07(-2.31,-1.84)","0.0002","1.0042",1331,2107,"2.21(1.93,2.47)","0.0002","1.0005",2003,2562,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-3.37(-4.04,-2.67)","0.0002","1.0019",2378,2572
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+UN+PD","popw_mean_rad+Matched_Pair+PA+UN+PD",3,9414,51,3,"0.00","5.59(4.02,7.19)","6.67(5.05,8.26)","4.40(2.76,6.00)","0.41(-1.36,2.16)","0.0002","0.0002","0.0002","0.6576","1.0015","1.0026","1.0016","1.0018",2649,2634,2683,2669,3033,2910,3159,2858,"",NA,"NA",NA,NA,"-3.11(-3.26,-2.95)","0.0002","1.0008",2831,3025,"",NA,"NA",NA,NA,"-1.50(-1.70,-1.29)","0.0002","1.0020",2503,3107,"-0.00(-0.01,0.00)","0.0919","1.0002",4706,3854,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+UN+DB","popw_mean_rad+Matched_Pair+PA+UN+DB",3,9414,51,3,"0.00","5.60(4.07,7.17)","6.78(5.11,8.40)","4.63(3.00,6.21)","0.70(-0.93,2.38)","0.0002","0.0002","0.0002","0.4164","1.0013","1.0024","1.0013","1.0000",2802,2842,2747,2534,3272,3280,3233,3456,"",NA,"NA",NA,NA,"-3.45(-3.67,-3.23)","0.0002","1.0039",2195,2830,"",NA,"NA",NA,NA,"-1.55(-1.76,-1.34)","0.0002","1.0041",3304,3013,"",NA,"NA",NA,NA,"-1.09(-1.68,-0.52)","0.0006","1.0023",2406,2976
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+PD+DB","popw_mean_rad+Matched_Pair+PA+PD+DB",3,9414,51,3,"0.00","6.22(4.65,7.74)","7.72(6.12,9.35)","5.86(4.22,7.56)","1.98(0.14,3.85)","0.0002","0.0002","0.0002","0.0323","1.0007","1.0022","1.0019","1.0023",2581,2356,2227,1996,3164,3138,2872,2583,"",NA,"NA",NA,NA,"-2.78(-2.98,-2.57)","0.0002","1.0015",1575,1879,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.01(-0.01,-0.00)","0.0219","1.0010",4274,3408,"-0.62(-1.21,-0.03)","0.0431","1.0029",1510,2309
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_OB+UN+PD","popw_mean_rad+Matched_Pair+OB+UN+PD",3,9414,51,3,"0.00","4.61(2.99,6.27)","4.83(3.13,6.54)","2.28(0.60,3.99)","-1.15(-2.95,0.68)","0.0002","0.0002","0.0085","0.2131","1.0007","1.0018","1.0013","0.9999",2139,2036,1859,1893,2934,2854,2825,2903,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"2.87(2.72,3.01)","0.0002","1.0033",1186,1959,"-0.29(-0.49,-0.10)","0.0048","1.0032",1251,2116,"0.00(-0.00,0.01)","0.8917","1.0011",3462,3679,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_OB+UN+DB","popw_mean_rad+Matched_Pair+OB+UN+DB",3,9414,51,3,"0.00","4.62(3.01,6.28)","4.87(3.22,6.50)","2.40(0.79,4.03)","-0.88(-2.61,0.84)","0.0002","0.0002","0.0035","0.3172","1.0009","1.0024","1.0029","1.0039",2285,2028,1875,1850,3166,2941,2652,2804,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"2.94(2.71,3.16)","0.0002","1.0021",1559,2404,"-0.28(-0.47,-0.08)","0.0048","1.0006",1799,2766,"",NA,"NA",NA,NA,"-0.28(-0.90,0.39)","0.3876","1.0027",1786,2245
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_OB+PD+DB","popw_mean_rad+Matched_Pair+OB+PD+DB",3,9414,51,3,"0.00","4.72(3.14,6.33)","5.06(3.39,6.72)","2.66(1.00,4.28)","-0.58(-2.38,1.28)","0.0002","0.0002","0.0015","0.5576","0.9998","1.0014","1.0008","1.0019",2229,2018,1952,1814,2919,2901,2618,2760,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"2.92(2.69,3.16)","0.0002","1.0086",1625,2377,"",NA,"NA",NA,NA,"0.00(-0.00,0.01)","0.9000","1.0025",4486,3898,"-0.41(-1.02,0.22)","0.1889","1.0042",2098,2934
"J40_J47_J60_J70_J84_D86_C34","CRD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_UN+PD+DB","popw_mean_rad+Matched_Pair+UN+PD+DB",3,9414,51,3,"0.00","5.23(3.55,6.89)","4.99(3.35,6.68)","1.03(-0.73,2.81)","-6.08(-7.92,-4.17)","0.0002","0.0002","0.2418","0.0002","1.0021","1.0011","1.0017","1.0019",2067,1885,1792,1676,2691,2838,2584,2722,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.14(-0.33,0.06)","0.1864","1.0058",1402,2471,"-0.01(-0.02,-0.01)","0.0002","1.0012",3719,3788,"5.74(5.32,6.16)","0.0002","1.0024",1420,2842
