ICD_Code,Disease,Exposure,Exposure_Quintile_Column,ANAL_Period,AAMR_Period,ANAL_Periods,AAMR_Periods,Matched_Pairs,Lag,Model,Formula_Model,Covariate_Count,N,States,Pairs,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
I00_I99,CVD,popw_mean_rad,popw_mean_rad_Quintile,Pooled,Pooled,2001-2005;2006-2010;2011-2014,2011-2015;2016-2020;2021-2024,2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024,10,Baseline,popw_mean_rad+Matched_Pair,0,9420,51,3,0.00,"14.38(11.23,17.59)","17.94(14.65,21.15)","11.81(8.57,15.02)","3.50(0.27,6.65)",0.0002,0.0002,0.0002,0.0365,1.0017,1.0017,1.0023,1.0013,2169,2475,2456,1926,3085,2984,3353,2906,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+OB+DB","popw_mean_rad+Matched_Pair+SM+OB+DB",3,9414,51,3,"0.00","13.49(10.68,16.28)","19.43(16.70,22.30)","18.12(15.43,20.97)","20.14(17.33,23.05)","0.0002","0.0002","0.0002","0.0002","1.0011","1.0001","1.0016","1.0019",2982,2875,2427,1934,3428,3609,3325,2995,"6.92(6.56,7.29)","0.0002","1.0019",1917,3101,"",NA,"NA",NA,NA,"0.51(0.08,0.95)","0.0235","1.0057",1299,2190,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"8.74(7.62,9.87)","0.0002","1.0032",1822,2965
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+UN+PD","popw_mean_rad+Matched_Pair+SM+UN+PD",3,9414,51,3,"0.00","12.99(10.20,15.84)","19.43(16.57,22.33)","19.39(16.54,22.27)","23.66(20.54,26.79)","0.0002","0.0002","0.0002","0.0002","1.0007","1.0006","1.0005","1.0016",2559,2898,2468,2305,3261,3347,3326,3019,"9.64(9.34,9.95)","0.0002","1.0016",1419,2367,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.21(-1.56,-0.85)","0.0002","1.0014",1991,3009,"0.00(-0.01,0.01)","0.9904","1.0006",3838,3883,"",NA,"NA",NA,NA
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+UN+DB","popw_mean_rad+Matched_Pair+SM+UN+DB",3,9414,51,3,"0.00","13.12(10.33,15.90)","18.43(15.63,21.14)","16.41(13.53,19.17)","17.95(15.13,20.75)","0.0002","0.0002","0.0002","0.0002","1.0031","1.0017","1.0012","1.0021",2555,2354,1961,1889,3547,3529,3316,2903,"7.56(7.23,7.88)","0.0002","1.0018",1357,3178,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-2.01(-2.35,-1.66)","0.0002","1.0001",1836,3061,"",NA,"NA",NA,NA,"10.51(9.70,11.32)","0.0002","1.0027",1687,2433
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_SM+PD+DB","popw_mean_rad+Matched_Pair+SM+PD+DB",3,9414,51,3,"0.00","13.22(10.44,15.95)","18.57(15.68,21.48)","16.41(13.53,19.27)","15.96(12.80,19.10)","0.0002","0.0002","0.0002","0.0002","1.0012","1.0011","1.0010","1.0011",2758,2484,2232,2116,3392,3144,2821,2676,"7.15(6.83,7.48)","0.0002","1.0086",1181,2194,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.02(0.01,0.03)","0.0002","1.0009",4039,3733,"10.03(9.25,10.80)","0.0002","1.0039",1728,2605
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+OB+UN","popw_mean_rad+Matched_Pair+PA+OB+UN",3,9414,51,3,"0.00","15.75(12.87,18.63)","21.56(18.58,24.57)","20.19(17.28,23.08)","25.05(22.04,28.07)","0.0002","0.0002","0.0002","0.0002","1.0026","1.0003","1.0012","1.0015",2085,1948,1839,1878,3114,2825,2624,2600,"",NA,"NA",NA,NA,"-0.88(-1.05,-0.72)","0.0002","1.0130",404,1113,"7.08(6.81,7.33)","0.0002","1.0046",978,1992,"-0.01(-0.38,0.37)","0.9629","1.0009",1271,1821,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+OB+PD","popw_mean_rad+Matched_Pair+PA+OB+PD",3,9414,51,3,"0.00","15.27(12.36,18.06)","20.17(17.16,23.15)","17.78(14.77,20.70)","19.54(16.18,22.77)","0.0002","0.0002","0.0002","0.0002","1.0022","1.0024","1.0021","1.0026",1953,1831,1677,1521,3185,2773,2900,2726,"",NA,"NA",NA,NA,"-1.07(-1.23,-0.91)","0.0002","1.0121",521,1526,"7.43(7.17,7.69)","0.0002","1.0072",1025,1778,"",NA,"NA",NA,NA,"0.04(0.03,0.05)","0.0002","1.0008",2973,3635,"",NA,"NA",NA,NA
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+OB+DB","popw_mean_rad+Matched_Pair+PA+OB+DB",3,9414,51,3,"0.00","15.77(12.88,18.66)","20.81(17.87,23.70)","17.81(14.81,20.81)","19.04(15.75,22.30)","0.0002","0.0002","0.0002","0.0002","1.0014","1.0031","1.0015","1.0024",2731,2447,2305,2103,3104,3261,2891,2989,"",NA,"NA",NA,NA,"-0.57(-0.74,-0.41)","0.0002","1.0073",904,1798,"5.05(4.60,5.52)","0.0002","1.0029",1686,2303,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"7.08(5.75,8.37)","0.0002","1.0041",1693,2554
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+UN+PD","popw_mean_rad+Matched_Pair+PA+UN+PD",3,9414,51,3,"0.00","15.96(13.04,18.83)","22.44(19.40,25.46)","19.96(16.81,22.95)","19.27(15.94,22.49)","0.0002","0.0002","0.0002","0.0002","1.0009","1.0014","1.0007","1.0007",3314,2946,2899,2763,2919,2969,3268,3449,"",NA,"NA",NA,NA,"-6.98(-7.28,-6.67)","0.0002","1.0017",2682,3304,"",NA,"NA",NA,NA,"-2.50(-2.90,-2.09)","0.0002","1.0012",2413,2910,"0.01(0.00,0.02)","0.0177","1.0004",4319,3806,"",NA,"NA",NA,NA
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+UN+DB","popw_mean_rad+Matched_Pair+PA+UN+DB",3,9414,51,3,"0.00","15.90(12.96,18.74)","20.95(18.03,23.89)","16.50(13.57,19.58)","13.10(10.08,16.27)","0.0002","0.0002","0.0002","0.0002","1.0009","1.0007","1.0003","1.0003",2752,2614,2566,2176,3104,3173,3058,2663,"",NA,"NA",NA,NA,"-3.75(-4.22,-3.26)","0.0002","1.0051",960,1539,"",NA,"NA",NA,NA,"-1.76(-2.17,-1.35)","0.0002","1.0026",1738,2676,"",NA,"NA",NA,NA,"10.79(9.57,12.02)","0.0002","1.0027",1127,2160
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_PA+PD+DB","popw_mean_rad+Matched_Pair+PA+PD+DB",3,9414,51,3,"0.00","16.02(13.08,18.91)","20.71(17.66,23.69)","15.66(12.57,18.72)","9.85(6.27,13.35)","0.0002","0.0002","0.0002","0.0002","1.0017","1.0035","1.0026","1.0031",2519,2150,2277,1822,3065,3097,3206,2621,"",NA,"NA",NA,NA,"-2.83(-3.31,-2.36)","0.0002","1.0177",401,1125,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.02(0.01,0.03)","0.0002","1.0011",3595,3110,"12.43(11.16,13.71)","0.0002","1.0141",534,1656
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_OB+UN+PD","popw_mean_rad+Matched_Pair+OB+UN+PD",3,9414,51,3,"0.00","13.47(10.49,16.43)","18.04(14.99,21.15)","15.11(12.02,18.18)","16.37(13.03,19.78)","0.0002","0.0002","0.0002","0.0002","1.0012","1.0012","1.0004","1.0008",3018,2982,2872,2785,2951,3598,3388,3207,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"7.01(6.75,7.27)","0.0002","1.0026",1525,1805,"-0.11(-0.47,0.24)","0.5401","1.0035",1702,3113,"0.02(0.02,0.03)","0.0002","0.9999",3789,4095,"",NA,"NA",NA,NA
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_OB+UN+DB","popw_mean_rad+Matched_Pair+OB+UN+DB",3,9414,51,3,"0.00","14.63(11.73,17.55)","19.02(15.97,21.97)","15.07(12.02,17.95)","14.45(11.36,17.57)","0.0002","0.0002","0.0002","0.0002","1.0010","1.0014","1.0022","1.0015",2574,2445,2169,2075,2899,3048,2952,2970,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"4.47(4.05,4.89)","0.0002","1.0048",1284,1984,"-0.37(-0.73,-0.01)","0.0439","1.0026",1579,2166,"",NA,"NA",NA,NA,"8.82(7.63,10.07)","0.0002","1.0018",1764,2702
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_OB+PD+DB","popw_mean_rad+Matched_Pair+OB+PD+DB",3,9414,51,3,"0.00","14.16(11.17,17.15)","18.02(15.02,20.96)","13.40(10.39,16.39)","10.46(7.07,13.79)","0.0002","0.0002","0.0002","0.0002","1.0031","1.0014","1.0019","1.0025",2251,2022,1757,1640,3050,2731,2880,2802,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"4.54(4.13,4.96)","0.0002","1.0057",881,1579,"",NA,"NA",NA,NA,"0.03(0.02,0.04)","0.0002","1.0035",2510,3916,"8.82(7.58,10.04)","0.0002","1.0021",1744,2662
"I00_I99","CVD","popw_mean_rad","popw_mean_rad_Quintile","Pooled","Pooled","2001-2005;2006-2010;2011-2014","2011-2015;2016-2020;2021-2024","2001-2005->2011-2015;2006-2010->2016-2020;2011-2014->2021-2024",10,"+3_UN+PD+DB","popw_mean_rad+Matched_Pair+UN+PD+DB",3,9414,51,3,"0.00","16.08(13.07,19.19)","19.20(16.10,22.40)","12.08(8.84,15.34)","3.13(-0.40,6.76)","0.0002","0.0002","0.0002","0.0835","1.0021","1.0007","1.0010","1.0019",2195,2276,2048,2098,2822,2904,2760,2633,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.08(-0.29,0.47)","0.6717","1.0040",1098,2101,"0.01(0.00,0.02)","0.0052","1.0009",3232,3991,"19.28(18.45,20.10)","0.0002","1.0068",1159,2390
