ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
I00_I99,2011_2015,10,SVI,0.00,"14.97(12.03,17.85)","38.12(34.83,41.41)","62.21(58.26,66.21)",0.0002,0.0002,0.0002,1.0029,1.0040,1.0031,2121,1937,2067,2923,2780,2561,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"I00_I99","2011_2015",10,"SVI+SM","0.00","6.21(3.35,9.00)","17.20(13.94,20.49)","35.89(32.01,39.70)","0.0002","0.0002","0.0002","1.0017","1.0044","1.0049",2398,1838,1822,3126,2871,2967,"7.10(6.77,7.41)","0.0002","1.0095",978,1861,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"I00_I99","2011_2015",10,"SVI+PA","0.00","12.06(9.07,14.96)","27.20(23.76,30.52)","41.47(37.07,45.83)","0.0002","0.0002","0.0002","1.0012","1.0022","1.0013",2195,1452,1405,2677,2574,2319,"",NA,"NA",NA,NA,"-3.20(-3.57,-2.85)","0.0002","1.0052",1207,2074,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"I00_I99","2011_2015",10,"SVI+OB","0.00","12.49(9.66,15.45)","28.81(25.62,32.15)","37.76(33.66,41.85)","0.0002","0.0002","0.0002","1.0017","1.0026","1.0041",3402,3004,2355,3350,3217,3096,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"4.88(4.62,5.13)","0.0002","1.0061",786,1754,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"I00_I99","2011_2015",10,"SVI+UN","0.00","16.50(13.52,19.61)","41.76(38.32,45.06)","67.52(63.46,71.45)","0.0002","0.0002","0.0002","1.0017","1.0016","1.0010",2374,2295,2221,2847,3155,2940,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.41(-1.84,-0.98)","0.0002","1.0015",2181,2862,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"I00_I99","2011_2015",10,"SVI+PD","0.00","15.57(12.57,18.59)","38.64(35.33,41.85)","61.97(58.10,65.66)","0.0002","0.0002","0.0002","1.0003","1.0018","1.0009",2660,2343,2423,2979,2632,3030,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.04(-0.05,-0.03)","0.0002","1.0007",4133,3675,"",NA,"NA",NA,NA
"I00_I99","2011_2015",10,"SVI+DB","0.00","12.14(9.13,15.22)","26.12(22.72,29.61)","30.07(24.87,35.09)","0.0002","0.0002","0.0002","1.0039","1.0053","1.0090",2074,1569,839,2905,2495,1872,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"11.97(10.77,13.31)","0.0002","1.0130",501,893
"I00_I99","2011_2015",10,"SVI+SM+PA","0.00","6.24(3.32,9.14)","18.13(14.80,21.45)","37.74(33.80,41.83)","0.0002","0.0002","0.0002","1.0012","1.0027","1.0029",1913,1454,1442,2993,2113,2292,"6.97(6.64,7.29)","0.0002","1.0016",1437,2583,"0.27(0.11,0.42)","0.0006","1.0113",533,1907,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"I00_I99","2011_2015",10,"SVI+SM+OB","0.00","6.47(3.55,9.38)","17.47(14.22,20.75)","31.83(27.94,35.74)","0.0002","0.0002","0.0002","1.0013","1.0013","1.0009",1989,1727,1804,2688,2817,2175,"5.64(5.21,6.07)","0.0002","1.0036",1776,2478,"",NA,"NA",NA,NA,"1.72(1.39,2.06)","0.0002","1.0016",1179,2369,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"I00_I99","2011_2015",10,"SVI+SM+UN","0.00","8.84(6.03,11.78)","22.98(19.71,26.38)","44.10(40.16,48.03)","0.0002","0.0002","0.0002","1.0010","1.0028","1.0014",2791,1797,1757,3154,2457,2905,"7.59(7.25,7.93)","0.0002","1.0074",729,1902,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-2.59(-2.99,-2.21)","0.0002","1.0039",1601,2790,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
