ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
"X60_X84_Y87.0","2011_2015",10,"SVI+PA+DB","0.00","2.76(2.13,3.39)","4.74(4.00,5.48)","5.31(4.27,6.39)","0.0002","0.0002","0.0002","1.0018","1.0041","1.0020",3184,2527,2167,3568,3192,2777,"",NA,"NA",NA,NA,"0.08(0.02,0.15)","0.0119","1.0018",2370,2963,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.57(-0.81,-0.32)","0.0002","1.0026",2029,2781
"X60_X84_Y87.0","2011_2015",10,"SVI+OB+UN","0.00","2.95(2.34,3.58)","4.96(4.27,5.67)","5.11(4.20,6.02)","0.0002","0.0002","0.0002","1.0040","1.0043","1.0042",2739,2036,1806,3234,2798,2627,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.08(-0.15,-0.02)","0.0119","1.0010",1795,2403,"-0.36(-0.44,-0.29)","0.0002","1.0036",2025,2671,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+OB+PD","0.00","2.51(1.88,3.14)","4.04(3.35,4.73)","3.83(2.94,4.76)","0.0002","0.0002","0.0002","1.0015","1.0027","1.0029",2345,1949,1739,2860,2569,2510,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.16(-0.24,-0.09)","0.0002","1.0037",1574,2076,"",NA,"NA",NA,NA,"-0.00(-0.00,0.00)","0.0902","1.0013",3007,3398,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+OB+DB","0.00","2.71(2.08,3.33)","4.59(3.86,5.32)","5.11(4.00,6.19)","0.0002","0.0002","0.0002","1.0016","1.0023","1.0010",2865,2311,2211,3321,3283,2983,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.01(-0.08,0.09)","0.8984","1.0020",2801,3163,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.72(-0.99,-0.44)","0.0002","1.0020",2296,3010
"X60_X84_Y87.0","2011_2015",10,"SVI+UN+PD","0.00","2.94(2.33,3.53)","4.86(4.15,5.58)","4.72(3.87,5.58)","0.0002","0.0002","0.0002","1.0016","1.0004","1.0007",3498,3229,3051,3806,3611,3423,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.40(-0.48,-0.32)","0.0002","1.0025",2366,3173,"-0.00(-0.00,0.00)","0.0794","1.0003",5521,3892,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+UN+DB","0.00","3.19(2.59,3.79)","5.56(4.82,6.30)","6.45(5.38,7.50)","0.0002","0.0002","0.0002","1.0006","1.0025","1.0034",2856,2128,1552,3463,3205,2635,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.35(-0.43,-0.27)","0.0002","1.0025",1575,2922,"",NA,"NA",NA,NA,"-0.60(-0.80,-0.39)","0.0002","1.0032",1463,2372
"X60_X84_Y87.0","2011_2015",10,"SVI+PD+DB","0.00","2.77(2.13,3.40)","4.70(3.95,5.44)","5.28(4.21,6.37)","0.0002","0.0002","0.0002","1.0017","1.0020","1.0016",2265,1890,1673,3112,2750,2300,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.00(-0.00,0.00)","0.0977","1.0008",3702,3513,"-0.76(-0.98,-0.55)","0.0002","1.0024",1594,2334
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+PA+OB","0.00","1.35(0.77,1.95)","2.32(1.62,2.99)","3.20(2.33,4.08)","0.0002","0.0002","0.0002","1.0027","1.0038","1.0018",3565,2752,2768,3274,3516,3361,"0.89(0.80,0.97)","0.0002","1.0020",3572,3839,"0.26(0.20,0.33)","0.0002","1.0008",2225,3000,"-0.43(-0.51,-0.35)","0.0002","1.0009",3027,3100,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+PA+UN","0.00","1.96(1.37,2.54)","3.42(2.71,4.13)","3.79(2.86,4.73)","0.0002","0.0002","0.0002","1.0017","1.0040","1.0029",2408,2071,2032,3209,2505,2567,"0.71(0.63,0.78)","0.0002","1.0010",1995,2948,"0.33(0.27,0.40)","0.0002","1.0018",1692,2688,"",NA,"NA",NA,NA,"-0.39(-0.47,-0.32)","0.0002","1.0015",2212,2558,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+PA+PD","0.00","1.29(0.65,1.92)","2.14(1.39,2.89)","2.03(1.07,2.99)","0.0002","0.0002","0.0002","1.0018","1.0033","1.0036",1681,1323,1155,2856,2719,2372,"0.72(0.64,0.80)","0.0002","1.0027",1986,2924,"0.36(0.29,0.43)","0.0002","1.0031",1491,2276,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.00(0.00,0.00)","0.0044","1.0016",3864,3352,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+PA+DB","0.00","1.76(1.16,2.39)","3.18(2.44,3.93)","4.33(3.29,5.39)","0.0002","0.0002","0.0002","1.0016","1.0012","1.0020",3165,2677,2582,3344,3134,3016,"0.72(0.64,0.80)","0.0002","1.0012",3126,3066,"0.31(0.24,0.38)","0.0002","1.0036",2665,2949,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.75(-0.97,-0.54)","0.0002","1.0017",2942,3258
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+OB+UN","0.00","1.76(1.17,2.34)","2.93(2.23,3.61)","3.87(3.00,4.72)","0.0002","0.0002","0.0002","1.0002","1.0011","1.0037",3023,2333,2212,3801,3317,3503,"0.86(0.78,0.94)","0.0002","1.0005",2876,3211,"",NA,"NA",NA,NA,"-0.51(-0.58,-0.43)","0.0002","1.0024",2698,2986,"-0.43(-0.50,-0.36)","0.0002","1.0018",2669,2989,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+OB+PD","0.00","1.13(0.52,1.75)","1.63(0.93,2.35)","1.96(1.05,2.85)","0.0002","0.0002","0.0002","1.0000","1.0004","1.0009",3232,2508,2536,3431,3217,3498,"0.84(0.75,0.92)","0.0002","1.0005",4181,3933,"",NA,"NA",NA,NA,"-0.52(-0.60,-0.44)","0.0002","1.0012",3222,3160,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.1673","0.9995",4295,3918,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+OB+DB","0.00","1.35(0.71,1.98)","2.11(1.36,2.88)","2.90(1.86,3.99)","0.0002","0.0002","0.0002","1.0002","1.0006","1.0019",2921,2251,2030,3724,3304,3224,"0.82(0.73,0.90)","0.0002","1.0006",3326,3383,"",NA,"NA",NA,NA,"-0.48(-0.57,-0.38)","0.0002","1.0005",2669,2971,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.32(-0.57,-0.06)","0.0156","1.0007",2293,3150
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+UN+PD","0.00","1.63(0.99,2.22)","2.45(1.69,3.20)","1.80(0.90,2.70)","0.0002","0.0002","0.0002","1.0040","1.0043","1.0036",1746,1427,1419,2886,2686,2584,"0.61(0.53,0.69)","0.0002","1.0046",1393,2271,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.44(-0.52,-0.36)","0.0002","1.0005",1758,2515,"0.00(0.00,0.01)","0.0002","1.0015",3069,3425,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+UN+DB","0.00","2.33(1.74,2.94)","4.06(3.30,4.79)","5.31(4.26,6.34)","0.0002","0.0002","0.0002","1.0012","1.0012","1.0021",2390,1805,1717,3238,2434,2657,"0.62(0.55,0.70)","0.0002","1.0016",2124,2648,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.43(-0.51,-0.36)","0.0002","1.0015",2393,2808,"",NA,"NA",NA,NA,"-1.06(-1.27,-0.85)","0.0002","1.0019",1916,2400
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+PD+DB","0.00","1.51(0.87,2.15)","2.46(1.68,3.22)","3.14(2.02,4.23)","0.0002","0.0002","0.0002","1.0037","1.0056","1.0022",2533,1621,1588,3053,2641,2296,"0.66(0.58,0.74)","0.0002","1.0033",2593,3007,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.00(0.00,0.01)","0.0002","1.0020",3228,3399,"-1.05(-1.29,-0.80)","0.0002","1.0032",1844,2950
"X60_X84_Y87.0","2011_2015",10,"SVI+PA+OB+UN","0.00","3.00(2.39,3.64)","5.12(4.41,5.86)","5.37(4.39,6.29)","0.0002","0.0002","0.0002","1.0000","1.0013","1.0013",2455,2102,2149,3182,3028,2904,"",NA,"NA",NA,NA,"0.07(0.00,0.14)","0.0410","1.0043",1365,2593,"-0.05(-0.12,0.03)","0.2214","1.0030",2274,2852,"-0.35(-0.43,-0.27)","0.0002","1.0019",1737,2003,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+PA+OB+PD","0.00","2.69(2.06,3.33)","4.52(3.77,5.27)","4.62(3.60,5.66)","0.0002","0.0002","0.0002","1.0027","1.0028","1.0030",2559,2019,1810,2958,2564,2748,"",NA,"NA",NA,NA,"0.15(0.08,0.21)","0.0002","1.0027",1909,2559,"-0.11(-0.18,-0.03)","0.0077","1.0009",2354,2894,"",NA,"NA",NA,NA,"-0.00(-0.00,-0.00)","0.0065","1.0018",4338,3615,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+PA+OB+DB","0.00","2.77(2.15,3.40)","4.78(4.03,5.52)","5.37(4.27,6.44)","0.0002","0.0002","0.0002","1.0001","1.0004","1.0016",3882,3045,2705,3957,3287,2972,"",NA,"NA",NA,NA,"0.09(0.02,0.16)","0.0098","1.0015",2706,2873,"0.04(-0.05,0.13)","0.3660","1.0005",3523,3460,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.65(-0.94,-0.34)","0.0002","1.0026",2671,2825
"X60_X84_Y87.0","2011_2015",10,"SVI+PA+UN+PD","0.00","3.13(2.51,3.74)","5.39(4.66,6.11)","5.66(4.66,6.61)","0.0002","0.0002","0.0002","1.0020","1.0041","1.0047",2230,1640,1657,3111,2559,2765,"",NA,"NA",NA,NA,"0.14(0.07,0.20)","0.0002","1.0067",1402,2202,"",NA,"NA",NA,NA,"-0.37(-0.45,-0.29)","0.0002","1.0023",1742,2523,"-0.00(-0.00,-0.00)","0.0010","1.0002",4118,3717,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+PA+UN+DB","0.00","3.20(2.59,3.84)","5.59(4.84,6.35)","6.50(5.41,7.62)","0.0002","0.0002","0.0002","1.0006","1.0006","1.0008",2599,2192,2107,2948,2679,2336,"",NA,"NA",NA,NA,"0.03(-0.04,0.09)","0.4255","1.0014",1912,2959,"",NA,"NA",NA,NA,"-0.35(-0.43,-0.27)","0.0002","1.0006",1921,2998,"",NA,"NA",NA,NA,"-0.56(-0.79,-0.32)","0.0002","1.0006",1936,2471
"X60_X84_Y87.0","2011_2015",10,"SVI+PA+PD+DB","0.00","2.90(2.28,3.52)","5.03(4.27,5.79)","5.76(4.64,6.88)","0.0002","0.0002","0.0002","1.0038","1.0064","1.0082",2575,2167,2072,3478,2886,2741,"",NA,"NA",NA,NA,"0.12(0.05,0.19)","0.0010","1.0016",2206,2952,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.00(-0.00,-0.00)","0.0065","1.0019",4277,3699,"-0.63(-0.87,-0.38)","0.0002","1.0082",2075,2698
"X60_X84_Y87.0","2011_2015",10,"SVI+OB+UN+PD","0.00","3.13(2.53,3.76)","5.30(4.57,6.03)","5.66(4.70,6.62)","0.0002","0.0002","0.0002","1.0004","1.0008","1.0002",2938,2122,1986,3463,3024,2826,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.15(-0.23,-0.08)","0.0006","1.0005",2162,2590,"-0.39(-0.47,-0.31)","0.0002","1.0030",2254,2788,"-0.00(-0.01,-0.00)","0.0006","0.9998",3448,4030,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+OB+UN+DB","0.00","3.21(2.60,3.81)","5.58(4.83,6.31)","6.47(5.41,7.53)","0.0002","0.0002","0.0002","1.0015","1.0005","1.0008",3146,2443,2243,3562,3463,3065,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.04(-0.04,0.12)","0.3201","1.0021",2864,3233,"-0.36(-0.43,-0.28)","0.0002","1.0024",3039,3462,"",NA,"NA",NA,NA,"-0.68(-0.94,-0.41)","0.0002","1.0010",2370,2863
"X60_X84_Y87.0","2011_2015",10,"SVI+OB+PD+DB","0.00","2.78(2.17,3.41)","4.71(3.99,5.45)","5.31(4.21,6.40)","0.0002","0.0002","0.0002","1.0005","1.0020","1.0010",3404,2564,2354,3476,3223,3163,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.03(-0.12,0.06)","0.5322","1.0011",2590,3099,"",NA,"NA",NA,NA,"-0.00(-0.00,0.00)","0.0898","1.0008",4111,4089,"-0.72(-0.98,-0.44)","0.0002","1.0005",2422,3501
"X60_X84_Y87.0","2011_2015",10,"SVI+UN+PD+DB","0.00","3.36(2.75,3.98)","5.89(5.10,6.63)","6.98(5.86,8.05)","0.0002","0.0002","0.0002","1.0010","1.0017","1.0025",2327,1652,1346,3084,2203,1957,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.38(-0.46,-0.30)","0.0002","1.0018",1878,2679,"-0.00(-0.00,-0.00)","0.0002","1.0013",3728,3932,"-0.72(-0.94,-0.51)","0.0002","1.0027",1490,2376
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+PA+OB+UN","0.00","1.82(1.24,2.41)","3.24(2.55,3.94)","4.51(3.60,5.42)","0.0002","0.0002","0.0002","1.0023","1.0025","1.0025",2516,2003,1947,3053,3000,2512,"0.90(0.83,0.98)","0.0002","1.0040",3267,3267,"0.21(0.14,0.27)","0.0002","1.0009",2065,2624,"-0.42(-0.50,-0.35)","0.0002","1.0005",3020,3536,"-0.39(-0.46,-0.31)","0.0002","1.0017",2733,3170,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+PA+OB+PD","0.00","1.37(0.77,1.98)","2.35(1.62,3.08)","3.27(2.31,4.25)","0.0006","0.0002","0.0002","1.0001","1.0007","1.0005",3625,2796,2771,4092,3239,3380,"0.89(0.80,0.97)","0.0002","1.0007",4642,4183,"0.27(0.20,0.33)","0.0002","1.0003",3048,3691,"-0.44(-0.52,-0.35)","0.0002","1.0008",3671,3132,"",NA,"NA",NA,NA,"-0.00(-0.00,0.00)","0.7596","1.0020",4257,4122,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+PA+OB+DB","0.00","1.41(0.79,2.02)","2.44(1.68,3.20)","3.47(2.40,4.54)","0.0002","0.0002","0.0002","1.0015","1.0017","1.0016",3194,2604,2508,3761,3155,2832,"0.88(0.80,0.97)","0.0002","1.0003",3527,3399,"0.26(0.19,0.33)","0.0002","1.0005",2908,3190,"-0.41(-0.50,-0.32)","0.0002","1.0010",3055,3308,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.12(-0.38,0.14)","0.3805","1.0007",2953,3509
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+PA+UN+PD","0.00","1.85(1.23,2.46)","3.21(2.47,3.97)","3.52(2.54,4.50)","0.0002","0.0002","0.0002","1.0006","1.0024","1.0022",2292,1909,1991,2985,3076,2645,"0.73(0.64,0.81)","0.0002","1.0016",2661,3195,"0.31(0.25,0.38)","0.0002","1.0028",1802,2387,"",NA,"NA",NA,NA,"-0.39(-0.46,-0.31)","0.0002","1.0030",2396,3220,"0.00(-0.00,0.00)","0.0689","1.0023",4121,3243,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+PA+UN+DB","0.00","2.22(1.60,2.82)","4.07(3.31,4.81)","5.55(4.48,6.59)","0.0002","0.0002","0.0002","1.0028","1.0026","1.0024",2312,1980,1986,2923,2932,2877,"0.74(0.66,0.82)","0.0002","0.9997",2697,2909,"0.26(0.19,0.33)","0.0002","1.0018",1955,2591,"",NA,"NA",NA,NA,"-0.39(-0.46,-0.31)","0.0002","1.0013",2439,2939,"",NA,"NA",NA,NA,"-0.72(-0.94,-0.50)","0.0002","1.0036",2149,3100
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+PA+PD+DB","0.00","1.62(1.01,2.23)","2.89(2.13,3.66)","3.92(2.84,5.03)","0.0002","0.0002","0.0002","1.0006","1.0002","1.0005",3325,2589,2268,3180,3039,2837,"0.75(0.67,0.82)","0.0002","1.0010",3941,3728,"0.29(0.22,0.36)","0.0002","1.0002",2831,3349,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.00(0.00,0.00)","0.0227","1.0001",4345,3793,"-0.72(-0.95,-0.50)","0.0002","0.9999",2943,3364
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+OB+UN+PD","0.00","1.79(1.20,2.39)","2.99(2.28,3.72)","3.96(3.03,4.89)","0.0002","0.0002","0.0002","1.0008","1.0016","1.0013",2745,1905,1945,3498,2997,3141,"0.86(0.78,0.93)","0.0002","1.0003",3358,3333,"",NA,"NA",NA,NA,"-0.52(-0.59,-0.44)","0.0002","1.0014",2689,3484,"-0.44(-0.51,-0.36)","0.0002","1.0016",2579,3178,"-0.00(-0.00,0.00)","0.6080","1.0002",3722,4080,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+OB+UN+DB","0.00","1.87(1.29,2.46)","3.18(2.46,3.93)","4.40(3.38,5.45)","0.0002","0.0002","0.0002","1.0011","1.0013","1.0012",2849,2045,2040,3275,2903,3118,"0.85(0.77,0.93)","0.0002","0.9999",3295,3960,"",NA,"NA",NA,NA,"-0.46(-0.55,-0.37)","0.0002","1.0035",2468,3079,"-0.43(-0.50,-0.36)","0.0002","1.0017",2777,3128,"",NA,"NA",NA,NA,"-0.23(-0.48,0.01)","0.0652","1.0005",2474,3131
"X60_X84_Y87.0","2011_2015",10,"SVI+SM+OB+PD+DB","0.00","1.28(0.67,1.91)","1.99(1.21,2.75)","2.71(1.61,3.76)","0.0002","0.0002","0.0002","1.0010","1.0025","1.0018",2445,1932,1724,3224,3129,2754,"0.83(0.74,0.91)","0.0002","1.0007",2780,3563,"",NA,"NA",NA,NA,"-0.46(-0.55,-0.36)","0.0002","1.0035",2063,2890,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.1714","1.0005",3954,3594,"-0.32(-0.57,-0.06)","0.0131","1.0022",2041,2893
