ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
"K70_K76_C22","2011_2015",10,"SVI+PA+PD","0.00","3.45(2.71,4.22)","7.03(6.18,7.87)","10.27(9.16,11.37)","0.0002","0.0002","0.0002","1.0008","1.0028","1.0033",2612,1948,1735,3609,2543,2656,"",NA,"NA",NA,NA,"-0.06(-0.13,0.01)","0.1131","1.0055",1674,2147,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.1452","1.0014",3829,3052,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+PA+DB","0.00","2.94(2.20,3.67)","5.84(4.98,6.69)","7.34(6.11,8.63)","0.0002","0.0002","0.0002","1.0013","1.0020","1.0015",2682,2044,1801,3659,3030,2856,"",NA,"NA",NA,NA,"0.08(0.01,0.16)","0.0240","1.0025",1857,2707,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"1.15(0.89,1.42)","0.0002","1.0014",1740,2759
"K70_K76_C22","2011_2015",10,"SVI+OB+UN","0.00","3.66(2.91,4.38)","7.42(6.55,8.25)","10.44(9.29,11.54)","0.0002","0.0002","0.0002","1.0017","1.0014","1.0016",2762,2267,2176,3427,3172,3175,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.20(0.12,0.27)","0.0002","1.0020",2028,2813,"-0.20(-0.30,-0.11)","0.0002","1.0018",2114,2901,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+OB+PD","0.00","3.19(2.45,3.92)","6.50(5.67,7.34)","9.09(7.99,10.19)","0.0002","0.0002","0.0002","1.0010","1.0013","1.0006",2883,2225,2093,3584,3279,2880,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.25(0.16,0.34)","0.0002","1.0019",1712,2747,"",NA,"NA",NA,NA,"0.00(0.00,0.01)","0.0002","1.0002",3505,3694,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+OB+DB","0.00","2.88(2.13,3.64)","5.65(4.81,6.50)","7.05(5.78,8.29)","0.0002","0.0002","0.0002","1.0002","1.0022","1.0011",3820,2746,2671,3829,3511,3619,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.06(-0.15,0.04)","0.2393","1.0017",3683,3499,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"1.16(0.82,1.48)","0.0002","1.0012",2895,3474
"K70_K76_C22","2011_2015",10,"SVI+UN+PD","0.00","3.85(3.12,4.59)","7.88(7.02,8.75)","11.56(10.52,12.63)","0.0002","0.0002","0.0002","1.0014","1.0020","1.0028",3049,2455,2268,2794,2848,2858,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.16(-0.26,-0.07)","0.0002","1.0032",1723,2528,"0.00(-0.00,0.00)","0.9700","0.9998",4928,3152,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+UN+DB","0.00","3.20(2.46,3.95)","6.31(5.41,7.20)","7.94(6.64,9.26)","0.0002","0.0002","0.0002","1.0003","1.0017","1.0021",2233,1740,1640,3761,3097,2732,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.22(-0.31,-0.12)","0.0002","1.0013",1827,2836,"",NA,"NA",NA,NA,"1.11(0.86,1.36)","0.0002","1.0021",1719,2626
"K70_K76_C22","2011_2015",10,"SVI+PD+DB","0.00","2.72(1.99,3.48)","5.37(4.52,6.23)","6.60(5.33,7.90)","0.0002","0.0002","0.0002","1.0017","1.0036","1.0032",2878,2126,1727,3586,3125,2930,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.00(0.00,0.01)","0.0002","1.0009",4211,3677,"1.19(0.93,1.45)","0.0002","1.0044",1472,2795
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+OB","0.00","2.53(1.79,3.27)","5.48(4.62,6.34)","9.03(7.94,10.13)","0.0002","0.0002","0.0002","1.0004","1.0000","1.0007",4053,2964,3187,3380,3427,3452,"0.66(0.55,0.76)","0.0002","1.0006",4726,3418,"0.12(0.05,0.19)","0.0006","1.0013",3097,3410,"-0.10(-0.19,-0.00)","0.0435","1.0000",3689,3557,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+UN","0.00","2.90(2.18,3.62)","6.20(5.32,7.03)","9.79(8.67,10.88)","0.0002","0.0002","0.0002","1.0017","1.0021","1.0031",2265,1661,1603,2902,2586,2588,"0.64(0.55,0.73)","0.0002","1.0013",2416,2925,"0.12(0.05,0.19)","0.0015","1.0018",1575,2631,"",NA,"NA",NA,NA,"-0.28(-0.37,-0.18)","0.0002","0.9998",1685,2810,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+PD","0.00","2.18(1.43,2.91)","4.79(3.91,5.66)","7.96(6.80,9.10)","0.0002","0.0002","0.0002","1.0030","1.0056","1.0072",2121,1565,1528,2337,2562,2570,"0.69(0.59,0.78)","0.0002","1.0019",2230,3112,"0.08(0.00,0.15)","0.0385","1.0061",1843,2139,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0002","1.0019",4226,3877,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+DB","0.00","2.17(1.44,2.90)","4.59(3.71,5.45)","6.51(5.26,7.72)","0.0002","0.0002","0.0002","1.0018","1.0013","1.0004",3095,2534,2533,3949,3464,3294,"0.56(0.48,0.65)","0.0002","1.0015",3669,3431,"0.23(0.16,0.31)","0.0002","1.0009",2507,2936,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.93(0.66,1.19)","0.0002","1.0005",2791,3220
"K70_K76_C22","2011_2015",10,"SVI+SM+OB+UN","0.00","2.84(2.11,3.57)","6.02(5.18,6.90)","9.66(8.54,10.77)","0.0002","0.0002","0.0002","1.0022","1.0034","1.0016",3681,2971,2716,3615,3266,3071,"0.67(0.57,0.77)","0.0002","1.0018",3684,3635,"",NA,"NA",NA,NA,"-0.14(-0.22,-0.05)","0.0023","1.0011",3150,3120,"-0.29(-0.38,-0.20)","0.0002","1.0014",2949,3426,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+SM+OB+PD","0.00","2.12(1.39,2.86)","4.59(3.74,5.44)","7.61(6.52,8.72)","0.0002","0.0002","0.0002","1.0005","1.0015","1.0009",3656,2504,2350,3495,3482,3205,"0.68(0.58,0.78)","0.0002","1.0006",3950,3522,"",NA,"NA",NA,NA,"-0.03(-0.13,0.06)","0.5072","1.0020",2824,2966,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0002","1.0006",3472,3634,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+SM+OB+DB","0.00","1.75(1.02,2.51)","3.56(2.66,4.48)","5.12(3.79,6.39)","0.0002","0.0002","0.0002","1.0017","1.0012","1.0026",2935,2075,1928,3431,2975,2796,"0.69(0.59,0.79)","0.0002","1.0000",2729,3442,"",NA,"NA",NA,NA,"-0.45(-0.57,-0.35)","0.0002","1.0010",2158,3031,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"1.48(1.16,1.82)","0.0002","1.0006",1962,2553
"K70_K76_C22","2011_2015",10,"SVI+SM+UN+PD","0.00","2.49(1.75,3.24)","5.35(4.44,6.25)","8.56(7.42,9.63)","0.0002","0.0002","0.0002","1.0027","1.0027","1.0016",2145,1620,1566,2759,2606,2429,"0.68(0.60,0.77)","0.0002","1.0011",1906,3019,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.25(-0.35,-0.15)","0.0002","1.0020",1419,2211,"0.01(0.00,0.01)","0.0002","1.0008",3324,3974,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+SM+UN+DB","0.00","2.53(1.80,3.28)","5.12(4.22,6.04)","7.08(5.76,8.38)","0.0002","0.0002","0.0002","1.0007","0.9998","1.0009",2492,1893,1737,2730,2418,2595,"0.52(0.44,0.61)","0.0002","1.0003",2813,3229,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.31(-0.40,-0.21)","0.0002","1.0012",2101,2466,"",NA,"NA",NA,NA,"0.73(0.47,0.99)","0.0002","1.0019",2330,3174
"K70_K76_C22","2011_2015",10,"SVI+SM+PD+DB","0.00","1.57(0.83,2.30)","3.29(2.38,4.20)","4.54(3.21,5.84)","0.0002","0.0002","0.0002","1.0012","1.0004","1.0002",2989,2311,2123,3212,3121,3183,"0.61(0.52,0.70)","0.0002","1.0012",2568,3182,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.01(0.01,0.01)","0.0002","1.0000",4015,3417,"0.92(0.66,1.17)","0.0002","1.0013",2368,2942
"K70_K76_C22","2011_2015",10,"SVI+PA+OB+UN","0.00","3.67(2.93,4.40)","7.46(6.60,8.33)","10.49(9.37,11.66)","0.0002","0.0002","0.0002","1.0009","1.0006","1.0007",3583,2790,2929,3586,3363,3557,"",NA,"NA",NA,NA,"0.02(-0.06,0.09)","0.6659","1.0026",3027,2809,"0.20(0.12,0.29)","0.0002","1.0009",3597,3429,"-0.20(-0.30,-0.11)","0.0002","1.0009",2765,3156,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+PA+OB+PD","0.00","3.19(2.48,3.93)","6.50(5.61,7.37)","9.09(7.91,10.26)","0.0002","0.0002","0.0002","1.0009","1.0015","1.0021",2800,2105,1928,3628,2694,2408,"",NA,"NA",NA,NA,"0.00(-0.07,0.07)","0.9929","1.0005",2209,2671,"0.25(0.16,0.34)","0.0002","1.0018",2652,3423,"",NA,"NA",NA,NA,"0.00(0.00,0.01)","0.0015","1.0003",3798,3732,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+PA+OB+DB","0.00","2.93(2.18,3.66)","5.80(4.93,6.70)","7.28(6.00,8.58)","0.0002","0.0002","0.0002","1.0013","1.0000","1.0001",4058,3152,3048,3722,3894,3731,"",NA,"NA",NA,NA,"0.08(0.00,0.15)","0.0381","1.0000",3433,3163,"-0.03(-0.13,0.07)","0.5355","1.0011",4052,3195,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"1.22(0.89,1.54)","0.0002","1.0012",3774,3886
"K70_K76_C22","2011_2015",10,"SVI+PA+UN+PD","0.00","3.74(2.99,4.48)","7.59(6.66,8.50)","11.05(9.86,12.24)","0.0002","0.0002","0.0002","1.0025","1.0013","1.0009",2264,1753,1711,3274,2625,2235,"",NA,"NA",NA,NA,"-0.07(-0.14,0.00)","0.0527","1.0021",1781,2423,"",NA,"NA",NA,NA,"-0.17(-0.27,-0.08)","0.0015","1.0031",1457,2316,"0.00(-0.00,0.00)","0.4389","1.0011",4166,3957,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+PA+UN+DB","0.00","3.20(2.47,3.93)","6.37(5.45,7.28)","8.04(6.73,9.40)","0.0002","0.0002","0.0002","1.0009","1.0017","1.0009",2455,1798,1827,2747,2962,2962,"",NA,"NA",NA,NA,"0.06(-0.01,0.13)","0.1135","1.0081",1844,2331,"",NA,"NA",NA,NA,"-0.20(-0.29,-0.10)","0.0002","1.0032",1855,2483,"",NA,"NA",NA,NA,"1.19(0.93,1.45)","0.0002","1.0009",2264,3005
"K70_K76_C22","2011_2015",10,"SVI+PA+PD+DB","0.00","2.77(2.03,3.51)","5.50(4.61,6.40)","6.80(5.48,8.16)","0.0002","0.0002","0.0002","1.0003","1.0008","1.0011",3320,2543,2285,3567,3298,3092,"",NA,"NA",NA,NA,"0.04(-0.03,0.12)","0.2510","1.0019",2527,3079,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.00(0.00,0.01)","0.0027","1.0017",4198,3493,"1.23(0.96,1.50)","0.0002","1.0009",2573,3132
"K70_K76_C22","2011_2015",10,"SVI+OB+UN+PD","0.00","3.48(2.75,4.24)","7.09(6.21,7.97)","9.90(8.77,11.10)","0.0002","0.0002","0.0002","1.0014","0.9999","1.0009",3545,2452,2273,3434,3528,3113,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.26(0.18,0.35)","0.0002","1.0005",2598,2834,"-0.18(-0.27,-0.09)","0.0006","1.0058",2616,2490,"0.00(0.00,0.01)","0.0044","0.9999",4249,3848,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+OB+UN+DB","0.00","3.18(2.43,3.93)","6.28(5.33,7.19)","7.90(6.57,9.23)","0.0002","0.0002","0.0002","1.0003","1.0026","1.0035",3676,2889,2603,3582,3220,2931,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.03(-0.13,0.06)","0.4805","1.0011",3194,2818,"-0.21(-0.31,-0.12)","0.0002","1.0009",2909,3429,"",NA,"NA",NA,NA,"1.18(0.86,1.49)","0.0002","1.0034",2598,2974
"K70_K76_C22","2011_2015",10,"SVI+OB+PD+DB","0.00","2.71(1.97,3.43)","5.35(4.49,6.19)","6.58(5.29,7.82)","0.0002","0.0002","0.0002","1.0010","1.0015","1.0010",3672,2563,2379,3778,3357,3038,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.02(-0.09,0.13)","0.6842","1.0033",2530,2874,"",NA,"NA",NA,NA,"0.00(0.00,0.01)","0.0015","1.0001",3916,3652,"1.15(0.82,1.48)","0.0002","1.0027",2228,3057
"K70_K76_C22","2011_2015",10,"SVI+UN+PD+DB","0.00","3.05(2.31,3.80)","6.02(5.10,6.94)","7.47(6.13,8.83)","0.0002","0.0002","0.0002","1.0008","1.0015","1.0018",3162,2293,1984,3501,3040,2990,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.19(-0.28,-0.09)","0.0002","1.0005",2422,3349,"0.00(0.00,0.00)","0.0048","1.0018",4073,3420,"1.22(0.96,1.48)","0.0002","1.0013",2000,2745
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+OB+UN","0.00","2.89(2.18,3.60)","6.21(5.32,7.05)","10.03(8.90,11.12)","0.0002","0.0002","0.0002","1.0009","1.0005","1.0003",3251,2719,2716,3881,3281,3517,"0.69(0.59,0.79)","0.0002","1.0012",3526,3667,"0.09(0.02,0.16)","0.0169","1.0005",2384,2948,"-0.10(-0.19,-0.01)","0.0256","1.0007",3241,3259,"-0.28(-0.37,-0.18)","0.0002","1.0014",2751,3042,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+OB+PD","0.00","2.18(1.40,2.91)","4.81(3.90,5.70)","7.99(6.76,9.14)","0.0002","0.0002","0.0002","1.0003","1.0012","1.0016",2922,2394,2428,3056,2863,2767,"0.69(0.59,0.79)","0.0002","1.0018",2846,2713,"0.08(0.00,0.15)","0.0439","1.0010",2356,2727,"-0.01(-0.11,0.08)","0.7984","1.0013",2925,3977,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0002","1.0002",4167,3483,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+OB+DB","0.00","1.76(1.02,2.48)","3.76(2.82,4.66)","5.53(4.19,6.83)","0.0002","0.0002","0.0002","1.0003","1.0006","1.0005",2796,2098,1946,3063,2764,2921,"0.76(0.65,0.86)","0.0002","1.0004",2500,3695,"0.20(0.12,0.28)","0.0002","1.0010",2835,3152,"-0.43(-0.54,-0.32)","0.0002","1.0007",2143,3294,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"1.71(1.34,2.08)","0.0002","1.0011",1553,3150
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+UN+PD","0.00","2.53(1.77,3.27)","5.51(4.60,6.40)","8.92(7.75,10.05)","0.0002","0.0002","0.0002","1.0019","1.0026","1.0021",2362,1749,1823,3082,2856,2591,"0.70(0.61,0.80)","0.0002","1.0016",2275,3097,"0.06(-0.01,0.14)","0.0919","1.0029",1980,2366,"",NA,"NA",NA,NA,"-0.24(-0.33,-0.15)","0.0002","1.0022",2147,2612,"0.01(0.00,0.01)","0.0002","1.0003",4249,4141,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+UN+DB","0.00","2.50(1.78,3.22)","5.26(4.32,6.16)","7.42(6.08,8.73)","0.0002","0.0002","0.0002","1.0011","1.0021","1.0004",3241,2584,2592,3526,3041,3231,"0.59(0.50,0.68)","0.0002","0.9998",4441,3691,"0.21(0.13,0.28)","0.0002","1.0010",3291,3174,"",NA,"NA",NA,NA,"-0.27(-0.37,-0.18)","0.0002","1.0024",2897,3101,"",NA,"NA",NA,NA,"0.96(0.70,1.24)","0.0002","1.0013",3441,2920
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+PD+DB","0.00","1.66(0.93,2.38)","3.61(2.71,4.54)","5.10(3.76,6.38)","0.0002","0.0002","0.0002","1.0012","1.0011","1.0003",2851,1987,1845,3474,2916,2235,"0.65(0.56,0.74)","0.0002","1.0010",3217,2904,"0.16(0.08,0.24)","0.0002","1.0015",2584,3062,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.01(0.01,0.01)","0.0002","1.0008",4080,3450,"1.07(0.81,1.34)","0.0002","1.0026",2236,2834
"K70_K76_C22","2011_2015",10,"SVI+SM+OB+UN+PD","0.00","2.51(1.76,3.23)","5.41(4.51,6.32)","8.78(7.64,9.94)","0.0002","0.0002","0.0002","1.0009","1.0015","1.0023",2720,2017,1876,2847,2636,2359,"0.71(0.61,0.81)","0.0002","1.0020",3428,3165,"",NA,"NA",NA,NA,"-0.05(-0.14,0.04)","0.3185","1.0016",2389,3061,"-0.25(-0.35,-0.15)","0.0002","1.0009",2566,3275,"0.01(0.00,0.01)","0.0002","1.0009",3703,4244,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+SM+OB+UN+DB","0.00","2.13(1.37,2.88)","4.35(3.39,5.27)","6.21(4.83,7.62)","0.0002","0.0002","0.0002","1.0010","1.0020","1.0016",2537,1835,1658,3221,2792,2638,"0.73(0.63,0.83)","0.0002","1.0005",2804,3154,"",NA,"NA",NA,NA,"-0.45(-0.57,-0.33)","0.0002","1.0018",1883,2359,"-0.30(-0.40,-0.20)","0.0002","1.0008",2438,3136,"",NA,"NA",NA,NA,"1.54(1.19,1.92)","0.0002","1.0027",1468,2474
"K70_K76_C22","2011_2015",10,"SVI+SM+OB+PD+DB","0.00","1.38(0.64,2.10)","2.89(1.96,3.82)","4.13(2.81,5.43)","0.0002","0.0002","0.0002","1.0012","1.0022","1.0034",2149,1569,1436,3074,2649,2422,"0.75(0.65,0.85)","0.0002","1.0022",2256,3208,"",NA,"NA",NA,NA,"-0.35(-0.47,-0.23)","0.0002","1.0033",1854,2843,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0002","1.0014",3721,3660,"1.51(1.18,1.86)","0.0002","1.0060",1426,2203
"K70_K76_C22","2011_2015",10,"SVI+SM+UN+PD+DB","0.00","1.93(1.17,2.66)","4.02(3.06,4.99)","5.54(4.12,6.93)","0.0002","0.0002","0.0002","1.0001","1.0008","1.0018",2992,2248,1904,3400,2739,2600,"0.63(0.54,0.72)","0.0002","1.0009",3371,3041,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.25(-0.34,-0.15)","0.0002","1.0015",2741,2925,"0.01(0.01,0.01)","0.0002","1.0015",3474,3816,"0.96(0.70,1.22)","0.0002","0.9999",2587,3153
