ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+UN","0.00","2.46(1.89,3.05)","4.59(3.91,5.29)","7.84(6.90,8.76)","0.0002","0.0002","0.0002","1.0011","1.0011","1.0008",2077,1832,1863,3126,3061,2772,"",NA,"NA",NA,NA,"-0.27(-0.33,-0.21)","0.0002","1.0017",1672,2467,"",NA,"NA",NA,NA,"-0.41(-0.49,-0.33)","0.0002","1.0022",1742,2832,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+PD","0.00","1.98(1.38,2.61)","3.69(2.98,4.42)","6.54(5.58,7.49)","0.0002","0.0002","0.0002","1.0016","1.0027","1.0041",2328,1593,1340,3245,2614,2665,"",NA,"NA",NA,NA,"-0.17(-0.24,-0.11)","0.0002","1.0040",1393,2223,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.00(-0.00,0.00)","0.0710","1.0006",4209,3553,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+DB","0.00","1.48(0.85,2.10)","2.56(1.77,3.31)","3.91(2.77,5.04)","0.0002","0.0002","0.0002","1.0010","1.0009","1.0033",2494,2018,1807,3503,2916,2267,"",NA,"NA",NA,NA,"-0.09(-0.16,-0.03)","0.0040","1.0018",1876,2639,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.95(0.71,1.20)","0.0002","1.0021",1998,3000
"N00_N29_C64_C65","2011_2015",10,"SVI+OB+UN","0.00","2.39(1.79,3.01)","4.55(3.84,5.26)","7.30(6.34,8.22)","0.0002","0.0002","0.0002","1.0024","1.0033","1.0044",1701,1429,1315,2237,2594,2597,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.39(0.33,0.45)","0.0002","1.0029",1396,2216,"-0.40(-0.48,-0.32)","0.0002","1.0003",1542,2372,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+OB+PD","0.00","1.76(1.13,2.38)","3.27(2.59,3.98)","5.44(4.48,6.36)","0.0002","0.0002","0.0002","1.0008","1.0003","1.0010",1882,1620,1522,2785,2282,2231,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.37(0.30,0.45)","0.0002","1.0014",1415,2298,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.2006","1.0000",2968,3544,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+OB+DB","0.00","1.57(0.94,2.19)","2.82(2.10,3.55)","4.35(3.30,5.45)","0.0002","0.0002","0.0002","1.0001","1.0011","1.0014",2613,2175,1851,2866,2928,2964,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.24(0.16,0.33)","0.0002","1.0008",2200,2947,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.57(0.27,0.85)","0.0002","1.0016",2064,2326
"N00_N29_C64_C65","2011_2015",10,"SVI+UN+PD","0.00","2.95(2.33,3.54)","5.75(5.03,6.44)","9.85(8.96,10.70)","0.0002","0.0002","0.0002","1.0015","1.0022","1.0005",2343,2029,2006,2953,2587,2239,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.39(-0.47,-0.31)","0.0002","1.0013",1547,2398,"-0.01(-0.01,-0.00)","0.0002","1.0006",5079,3738,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+UN+DB","0.00","2.11(1.49,2.72)","3.84(3.07,4.57)","5.71(4.59,6.84)","0.0002","0.0002","0.0002","1.0013","1.0027","1.0019",2230,1591,1420,2944,2813,2428,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.39(-0.46,-0.31)","0.0002","1.0012",1931,2730,"",NA,"NA",NA,NA,"1.22(1.01,1.44)","0.0002","1.0023",1609,2887
"N00_N29_C64_C65","2011_2015",10,"SVI+PD+DB","0.00","1.60(0.97,2.22)","2.85(2.08,3.60)","4.37(3.25,5.52)","0.0002","0.0002","0.0002","1.0011","1.0021","1.0039",2211,1413,1118,3063,1900,1883,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.00(-0.00,0.00)","0.1627","1.0008",4040,3508,"1.04(0.80,1.28)","0.0002","1.0038",1165,2031
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+OB","0.00","1.42(0.79,2.04)","2.68(1.94,3.41)","5.08(4.11,6.02)","0.0002","0.0002","0.0002","1.0016","1.0027","1.0023",2646,2013,1947,3364,3047,2859,"0.25(0.17,0.34)","0.0002","1.0012",3238,3408,"-0.01(-0.08,0.06)","0.7071","1.0017",2174,2753,"0.21(0.13,0.29)","0.0002","1.0011",2854,3284,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+UN","0.00","1.93(1.32,2.55)","3.71(2.99,4.44)","7.02(6.10,8.00)","0.0002","0.0002","0.0002","1.0000","1.0014","1.0015",2240,1869,1799,2962,2885,2563,"0.37(0.30,0.45)","0.0002","1.0012",1906,2667,"-0.14(-0.20,-0.07)","0.0002","1.0003",1522,2756,"",NA,"NA",NA,NA,"-0.43(-0.51,-0.36)","0.0002","1.0013",1547,2484,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+PD","0.00","1.33(0.69,1.98)","2.55(1.77,3.33)","5.37(4.38,6.40)","0.0002","0.0002","0.0002","1.0028","1.0039","1.0040",1781,1362,1333,2739,2224,2226,"0.36(0.29,0.45)","0.0002","1.0022",2075,2767,"-0.09(-0.15,-0.02)","0.0169","1.0031",1654,2409,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.4051","1.0007",3610,3635,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+DB","0.00","1.06(0.44,1.69)","1.89(1.13,2.65)","3.48(2.37,4.62)","0.0010","0.0002","0.0002","1.0009","1.0012","1.0014",2416,2007,1900,2970,2771,2689,"0.32(0.24,0.40)","0.0002","1.0036",2475,2720,"0.01(-0.06,0.07)","0.8879","1.0019",2120,3097,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.82(0.58,1.06)","0.0002","1.0041",2065,2798
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+OB+UN","0.00","2.01(1.40,2.63)","3.88(3.15,4.59)","6.89(5.95,7.83)","0.0002","0.0002","0.0002","1.0011","1.0017","1.0009",2206,1827,1897,3045,2765,2768,"0.29(0.21,0.38)","0.0002","1.0009",2826,3111,"",NA,"NA",NA,NA,"0.24(0.17,0.31)","0.0002","1.0026",2562,3000,"-0.42(-0.50,-0.34)","0.0002","1.0037",1987,2443,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+OB+PD","0.00","1.30(0.66,1.93)","2.49(1.71,3.22)","4.79(3.82,5.74)","0.0006","0.0002","0.0002","1.0011","1.0020","1.0023",3204,2572,2410,3335,3360,3182,"0.27(0.19,0.37)","0.0002","1.0014",3121,2630,"",NA,"NA",NA,NA,"0.26(0.17,0.34)","0.0002","1.0038",2350,2915,"",NA,"NA",NA,NA,"0.00(0.00,0.00)","0.0206","1.0020",3306,2970,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+OB+DB","0.00","1.13(0.49,1.76)","2.00(1.25,2.76)","3.61(2.50,4.72)","0.0002","0.0002","0.0002","1.0013","1.0022","1.0039",2892,2199,1836,3249,3290,2804,"0.28(0.20,0.37)","0.0002","1.0012",2886,3124,"",NA,"NA",NA,NA,"0.08(-0.02,0.17)","0.1210","1.0028",2691,2966,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.68(0.39,0.96)","0.0002","1.0028",1910,3555
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+UN+PD","0.00","2.08(1.46,2.70)","4.13(3.37,4.86)","7.85(6.92,8.79)","0.0002","0.0002","0.0002","1.0007","1.0015","1.0010",1965,1561,1477,2194,2457,2415,"0.41(0.33,0.49)","0.0002","1.0014",1853,2727,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.42(-0.49,-0.34)","0.0002","1.0028",1823,3098,"-0.00(-0.00,0.00)","0.0519","1.0007",3481,3567,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+UN+DB","0.00","1.59(0.97,2.20)","2.95(2.18,3.72)","5.03(3.93,6.11)","0.0002","0.0002","0.0002","1.0017","1.0017","1.0012",1829,1497,1400,2946,2650,2596,"0.36(0.29,0.44)","0.0002","1.0009",2283,2902,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.43(-0.51,-0.36)","0.0002","1.0017",1761,2634,"",NA,"NA",NA,NA,"0.92(0.70,1.14)","0.0002","1.0029",1705,2614
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PD+DB","0.00","0.95(0.31,1.59)","1.69(0.90,2.48)","3.20(2.08,4.28)","0.0056","0.0002","0.0002","1.0019","1.0013","1.0029",2119,1602,1496,2986,2498,2456,"0.34(0.27,0.42)","0.0002","1.0009",2664,3294,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.0681","1.0009",3513,3734,"0.86(0.63,1.09)","0.0002","1.0028",1964,2561
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+OB+UN","0.00","2.32(1.72,2.92)","4.31(3.58,5.05)","6.89(5.89,7.89)","0.0002","0.0002","0.0002","1.0028","1.0027","1.0041",2038,1720,1680,2758,2670,2461,"",NA,"NA",NA,NA,"-0.12(-0.18,-0.05)","0.0015","1.0024",1597,2614,"0.33(0.26,0.40)","0.0002","1.0013",1876,2705,"-0.42(-0.50,-0.34)","0.0002","1.0019",1742,2669,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+OB+PD","0.00","1.67(1.05,2.30)","3.04(2.30,3.79)","5.06(4.07,6.07)","0.0002","0.0002","0.0002","1.0012","1.0019","1.0018",2011,1501,1374,2902,2652,2723,"",NA,"NA",NA,NA,"-0.07(-0.14,0.00)","0.0598","1.0017",1720,2516,"0.35(0.27,0.43)","0.0002","1.0003",2008,2527,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.0835","1.0006",3946,3809,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+OB+DB","0.00","1.54(0.93,2.16)","2.74(2.00,3.49)","4.23(3.14,5.34)","0.0002","0.0002","0.0002","0.9999","1.0008","1.0001",2865,2440,2266,3123,3119,2905,"",NA,"NA",NA,NA,"-0.03(-0.10,0.04)","0.3406","1.0003",2407,2729,"0.23(0.14,0.32)","0.0002","1.0022",2620,3193,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.55(0.26,0.84)","0.0002","1.0007",2450,2672
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+UN+PD","0.00","2.62(2.00,3.23)","4.91(4.18,5.66)","8.29(7.33,9.28)","0.0002","0.0002","0.0002","1.0013","1.0016","1.0018",2354,1807,1777,3038,2508,2575,"",NA,"NA",NA,NA,"-0.22(-0.29,-0.16)","0.0002","1.0027",1576,2227,"",NA,"NA",NA,NA,"-0.43(-0.52,-0.35)","0.0002","1.0012",1704,2653,"-0.00(-0.00,-0.00)","0.0006","1.0005",3513,3368,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+UN+DB","0.00","2.03(1.39,2.66)","3.60(2.83,4.36)","5.36(4.19,6.50)","0.0002","0.0002","0.0002","1.0015","1.0028","1.0023",2036,1589,1498,2789,2236,2683,"",NA,"NA",NA,NA,"-0.16(-0.22,-0.09)","0.0002","1.0004",1706,2031,"",NA,"NA",NA,NA,"-0.42(-0.50,-0.34)","0.0002","1.0010",1574,2628,"",NA,"NA",NA,NA,"0.99(0.76,1.23)","0.0002","1.0011",1739,2742
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+PD+DB","0.00","1.49(0.85,2.11)","2.58(1.78,3.35)","3.96(2.83,5.11)","0.0002","0.0002","0.0002","1.0027","1.0029","1.0032",2072,1601,1276,3265,2492,2176,"",NA,"NA",NA,NA,"-0.09(-0.16,-0.02)","0.0102","1.0025",1653,2171,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.00(-0.00,0.00)","0.7196","1.0010",3509,3762,"0.95(0.71,1.19)","0.0002","1.0027",1630,2704
"N00_N29_C64_C65","2011_2015",10,"SVI+OB+UN+PD","0.00","2.42(1.80,3.03)","4.60(3.86,5.33)","7.39(6.40,8.36)","0.0002","0.0002","0.0002","1.0022","1.0036","1.0044",2287,1631,1551,3176,2576,2138,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.38(0.31,0.45)","0.0002","1.0040",1680,2545,"-0.40(-0.49,-0.32)","0.0002","1.0033",1822,2369,"-0.00(-0.00,0.00)","0.5838","1.0016",2964,3235,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+OB+UN+DB","0.00","2.14(1.55,2.76)","3.95(3.24,4.68)","5.92(4.83,6.99)","0.0002","0.0002","0.0002","1.0009","1.0014","1.0029",3054,2528,2259,3874,3005,2829,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.27(0.19,0.35)","0.0002","1.0025",2732,2909,"-0.41(-0.49,-0.33)","0.0002","1.0018",2446,3203,"",NA,"NA",NA,NA,"0.65(0.37,0.92)","0.0002","1.0022",2835,3356
"N00_N29_C64_C65","2011_2015",10,"SVI+OB+PD+DB","0.00","1.53(0.91,2.19)","2.74(2.00,3.50)","4.21(3.12,5.35)","0.0002","0.0002","0.0002","1.0018","1.0004","1.0017",3531,2603,2358,3561,2921,2764,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.27(0.17,0.36)","0.0002","1.0005",2408,3361,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.2077","1.0005",3963,3626,"0.57(0.28,0.85)","0.0002","1.0008",2527,2916
"N00_N29_C64_C65","2011_2015",10,"SVI+UN+PD+DB","0.00","2.26(1.64,2.89)","4.15(3.38,4.91)","6.22(5.10,7.36)","0.0002","0.0002","0.0002","1.0035","1.0031","1.0037",1976,1308,1195,2662,2573,2058,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.42(-0.50,-0.34)","0.0002","1.0020",1427,2169,"-0.00(-0.00,-0.00)","0.0006","1.0009",3332,3778,"1.10(0.88,1.32)","0.0002","1.0035",1457,2339
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+OB+UN","0.00","1.98(1.36,2.59)","3.76(3.02,4.50)","6.63(5.65,7.60)","0.0002","0.0002","0.0002","1.0025","1.0025","1.0017",2466,2251,2365,2913,2983,3314,"0.27(0.19,0.36)","0.0002","1.0034",3585,3344,"-0.08(-0.14,-0.01)","0.0323","1.0029",2133,2890,"0.21(0.13,0.29)","0.0002","1.0014",2698,3487,"-0.44(-0.51,-0.36)","0.0002","1.0009",2134,3010,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+OB+PD","0.00","1.27(0.62,1.93)","2.39(1.63,3.17)","4.62(3.64,5.65)","0.0002","0.0002","0.0002","1.0022","1.0024","1.0025",2448,2026,1899,3300,2906,2769,"0.27(0.18,0.35)","0.0002","1.0018",2773,3302,"-0.03(-0.10,0.04)","0.3805","1.0012",1842,2580,"0.25(0.16,0.33)","0.0002","1.0020",2396,2834,"",NA,"NA",NA,NA,"0.00(0.00,0.00)","0.0140","1.0011",4295,3851,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+OB+DB","0.00","1.12(0.50,1.74)","2.02(1.28,2.78)","3.63(2.51,4.77)","0.0010","0.0002","0.0002","1.0009","1.0029","1.0027",3291,2340,2419,3414,3433,3213,"0.29(0.20,0.37)","0.0002","1.0006",3230,3247,"0.02(-0.06,0.08)","0.6501","1.0014",2684,3341,"0.08(-0.02,0.17)","0.1094","1.0036",2138,3406,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.69(0.40,0.97)","0.0002","1.0021",2260,2744
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+UN+PD","0.00","1.97(1.36,2.58)","3.78(3.01,4.54)","7.13(6.13,8.12)","0.0002","0.0002","0.0002","1.0020","1.0030","1.0036",1569,1329,1023,2535,2223,2155,"0.37(0.29,0.45)","0.0002","1.0044",1904,2776,"-0.13(-0.20,-0.06)","0.0006","1.0040",1353,1900,"",NA,"NA",NA,NA,"-0.44(-0.52,-0.36)","0.0002","1.0017",1616,2654,"-0.00(-0.00,0.00)","0.4664","1.0003",3618,3773,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+UN+DB","0.00","1.61(0.99,2.25)","2.95(2.16,3.70)","4.98(3.86,6.13)","0.0002","0.0002","0.0002","1.0010","1.0019","1.0016",2359,1994,1856,3030,2728,2541,"0.34(0.27,0.42)","0.0002","1.0016",2959,3518,"-0.05(-0.12,0.01)","0.1318","1.0030",2315,2914,"",NA,"NA",NA,NA,"-0.45(-0.52,-0.37)","0.0002","1.0032",2191,2409,"",NA,"NA",NA,NA,"0.86(0.62,1.09)","0.0002","1.0023",2228,2900
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+PD+DB","0.00","0.95(0.32,1.57)","1.67(0.89,2.45)","3.17(2.02,4.35)","0.0010","0.0002","0.0002","1.0012","1.0015","1.0016",2357,1825,1730,3454,2674,2544,"0.34(0.26,0.42)","0.0002","1.0016",2453,3408,"-0.01(-0.09,0.06)","0.6892","1.0038",2132,2555,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.0702","1.0000",3524,3772,"0.84(0.60,1.09)","0.0002","1.0022",2130,2744
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+OB+UN+PD","0.00","1.97(1.36,2.59)","3.81(3.08,4.59)","6.78(5.79,7.80)","0.0002","0.0002","0.0002","1.0017","1.0017","1.0023",2519,2005,1876,3172,2669,2767,"0.30(0.21,0.38)","0.0002","1.0012",3214,3446,"",NA,"NA",NA,NA,"0.25(0.17,0.33)","0.0002","1.0019",2517,2999,"-0.42(-0.50,-0.34)","0.0002","1.0028",2476,3099,"0.00(-0.00,0.00)","0.5863","1.0013",3871,3873,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+OB+UN+DB","0.00","1.68(1.05,2.28)","3.10(2.34,3.85)","5.18(4.08,6.25)","0.0002","0.0002","0.0002","0.9995","1.0008","1.0006",2989,2247,2229,3539,3011,2891,"0.32(0.24,0.41)","0.0002","1.0015",3472,3300,"",NA,"NA",NA,NA,"0.08(-0.01,0.18)","0.0777","1.0010",2756,3135,"-0.44(-0.51,-0.36)","0.0002","1.0008",2694,3321,"",NA,"NA",NA,NA,"0.78(0.51,1.06)","0.0002","1.0012",2941,3301
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+OB+PD+DB","0.00","0.99(0.37,1.62)","1.76(0.94,2.55)","3.24(2.07,4.38)","0.0035","0.0002","0.0002","1.0012","1.0019","1.0024",2678,2154,2014,3501,2641,2965,"0.30(0.22,0.39)","0.0002","1.0010",3303,3700,"",NA,"NA",NA,NA,"0.11(0.01,0.22)","0.0260","1.0012",2704,3032,"",NA,"NA",NA,NA,"0.00(0.00,0.00)","0.0177","1.0015",4280,3992,"0.68(0.40,0.97)","0.0002","1.0020",2504,3198
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+UN+PD+DB","0.00","1.63(1.00,2.27)","3.00(2.20,3.82)","5.09(3.91,6.24)","0.0002","0.0002","0.0002","1.0008","1.0013","1.0016",2138,1677,1417,2863,2920,2519,"0.36(0.28,0.44)","0.0002","1.0020",2738,3296,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.44(-0.51,-0.36)","0.0002","1.0012",2024,2847,"-0.00(-0.00,0.00)","0.8646","1.0006",3157,3585,"0.91(0.69,1.14)","0.0002","1.0008",1969,2959
