COUNTY_FIPS,Cluster_EQI
49019,C
49021,C
49023,A
49025,A
49027,C
49029,C
49031,A
49033,A
49035,C
49037,A
49039,A
49041,C
49043,C
49045,C
49047,C
49049,C
49051,C
49053,C
49055,A
49057,C
50001,C
50003,C
50005,C
50007,C
50009,A
50011,C
50013,C
50015,C
50017,C
50019,C
50021,C
50023,C
50025,C
50027,C
51001,A
51003,C
51005,B
51007,B
51009,B
51011,B
51013,B
51015,B
51017,A
51019,C
51021,A
51023,C
51025,A
51027,A
51029,A
51031,B
51033,C
51035,A
51036,B
51037,A
51041,B
51043,C
51045,B
51047,C
51049,A
51051,A
51053,B
51057,B
51059,C
51061,C
51063,A
51065,B
51067,C
51069,C
51071,C
51073,B
51075,C
51077,A
51079,B
51081,B
51083,C
51085,C
51087,C
51089,B
51091,A
51093,B
51095,C
51097,A
51099,C
51101,B
51103,C
51105,B
51107,C
51109,A
51111,A
51113,B
51115,B
51117,B
51119,B
51121,B
51125,B
51127,B
51131,A
51133,A
51135,A
51137,C
51139,B
51141,B
51143,A
51145,B
51147,B
51149,B
51153,C
51155,C
51157,B
51159,A
51161,C
51163,C
51165,B
51167,A
51169,B
51171,C
51173,B
51175,A
51177,B
51179,C
51181,B
51183,B
51185,B
51187,C
51191,B
51193,B
51195,B
51197,B
51199,B
51510,B
51515,B
51520,B
51530,B
51540,B
51550,B
51560,A
51570,B
51580,B
51590,B
51595,B
51600,B
51610,B
51620,B
51630,B
51640,B
51650,B
51660,B
51670,B
51678,B
51680,B
51683,B
51685,B
51690,B
51700,B
51710,B
51720,B
51730,B
51735,B
51740,B
51750,B
51760,B
51770,B
51775,B
51790,B
51800,B
51810,B
51820,B
51830,B
51840,B
53001,B
53003,B
53005,B
53007,B
53009,B
53011,B
53013,B
53015,B
53017,B
53019,A
53021,B
53023,B
53025,B
53027,B
53029,B
53031,B
53033,B
53035,B
53037,B
53039,B
53041,B
53043,B
53045,B
53047,B
53049,B
53051,B
53053,B
53055,B
53057,B
53059,B
53061,B
53063,B
53065,B
53067,B
53069,B
53071,B
53073,B
53075,B
53077,B
54001,A
54003,C
54005,A
54007,A
54009,C
54011,C
54013,A
54015,A
54017,A
54019,A
54021,A
54023,A
54025,C
54027,A
54029,C
54031,A
54033,C
54035,C
54037,C
54039,C
54041,C
54043,A
54045,A
54047,A
54049,C
54051,C
54053,C
54055,C
54057,C
54059,A
54061,C
54063,A
54065,A
54067,A
54069,C
54071,A
54073,C
54075,A
54077,C
54079,C
54081,C
54083,C
54085,A
54087,A
54089,A
54091,A
54093,A
54095,A
54097,C
54099,C
54101,A
54103,C
54105,A
54107,C
54109,A
55001,A
55003,C
55005,C
55007,A
55009,C
55011,C
55013,C
55015,C
55017,C
55019,C
55021,C
55023,C
55025,C
55027,C
55029,C
55031,C
55033,C
55035,C
55037,A
55039,C
55041,A
55043,C
55045,C
55047,C
55049,C
55051,B
55053,C
55055,C
55057,B
55059,C
55061,C
55063,C
55065,C
55067,C
55069,C
55071,C
55073,C
55075,C
55077,C
55078,A
55079,C
55081,C
55083,C
55085,C
55087,C
55089,C
55091,C
55093,C
55095,C
55097,C
55099,C
55101,C
55103,C
55105,C
55107,C
55109,B
55111,C
55113,C
55115,C
55117,C
55119,C
55121,C
55123,C
55125,C
55127,C
55129,C
55131,C
55133,C
55135,C
55137,C
55139,C
55141,C
56001,C
56003,C
56005,C
56007,C
56009,C
56011,A
56013,C
56015,C
56017,C
56019,C
56021,C
56023,C
56025,C
56027,A
56029,C
56031,C
56033,C
56035,A
56037,C
56039,C
56041,C
56043,C
56045,C
