Time_Period,ICD-10 Code,Outcome_Fullname,Outcome_Shortname,Stratification,Strata,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2011-2015,C00_C97,All-site Cancer,Cancer,EQI Quintile,Q1 (best),113057,55692570,165.6567,0.4981,164.6925,166.6252,165.66 ± 0.50
2011-2015,C00_C97,All-site Cancer,Cancer,EQI Quintile,Q2,223627,99511336,171.6347,0.3682,170.9241,172.3475,171.63 ± 0.37
2011-2015,C00_C97,All-site Cancer,Cancer,EQI Quintile,Q3,388915,186955556,170.9988,0.2775,170.4618,171.5371,171.00 ± 0.28
2011-2015,C00_C97,All-site Cancer,Cancer,EQI Quintile,Q4,542328,270786281,171.1192,0.2352,170.6641,171.5752,171.12 ± 0.24
2011-2015,C00_C97,All-site Cancer,Cancer,EQI Quintile,Q5 (worst),1658459,968632477,158.3538,0.1247,158.1129,158.595,158.35 ± 0.12
2011-2015,C18_C21,Colorectal Cancer,Colorectal,EQI Quintile,National,261620,1581578220,14.6146,0.0289,14.5586,14.6707,14.61 ± 0.03
2011-2015,C18_C21,Colorectal Cancer,Colorectal,EQI Quintile,Q1 (best),10970,55692570,16.2291,0.1568,15.9268,16.5357,16.23 ± 0.16
2011-2015,C18_C21,Colorectal Cancer,Colorectal,EQI Quintile,Q2,20606,99511336,15.9746,0.1131,15.7573,16.1943,15.97 ± 0.11
2011-2015,C18_C21,Colorectal Cancer,Colorectal,EQI Quintile,Q3,34934,186955556,15.4823,0.0839,15.3204,15.6455,15.48 ± 0.08
2011-2015,C18_C21,Colorectal Cancer,Colorectal,EQI Quintile,Q4,48722,270786281,15.4454,0.0709,15.3085,15.5831,15.45 ± 0.07
2011-2015,C18_C21,Colorectal Cancer,Colorectal,EQI Quintile,Q5 (worst),146388,968632477,13.9385,0.0369,13.8672,14.0101,13.94 ± 0.04
2011-2015,C22,Liver Cancer,Liver,EQI Quintile,National,118912,1581578220,6.4327,0.0189,6.3962,6.4693,6.43 ± 0.02
2011-2015,C22,Liver Cancer,Liver,EQI Quintile,Q1 (best),4475,55692570,6.4275,0.0971,6.2406,6.6186,6.43 ± 0.10
2011-2015,C22,Liver Cancer,Liver,EQI Quintile,Q2,8873,99511336,6.7175,0.0723,6.5785,6.8588,6.72 ± 0.07
2011-2015,C22,Liver Cancer,Liver,EQI Quintile,Q3,15371,186955556,6.5917,0.0538,6.4879,6.6968,6.59 ± 0.05
2011-2015,C22,Liver Cancer,Liver,EQI Quintile,Q4,21594,270786281,6.6315,0.0457,6.5434,6.7206,6.63 ± 0.05
2011-2015,C22,Liver Cancer,Liver,EQI Quintile,Q5 (worst),68599,968632477,6.3292,0.0246,6.2819,6.3767,6.33 ± 0.02
2011-2015,C25,Pancreatic Cancer,Pancreatic,EQI Quintile,National,196960,1581578220,10.9177,0.0249,10.8695,10.966,10.92 ± 0.02
2011-2015,C25,Pancreatic Cancer,Pancreatic,EQI Quintile,Q1 (best),7220,55692570,10.5178,0.125,10.2765,10.7632,10.52 ± 0.12
2011-2015,C25,Pancreatic Cancer,Pancreatic,EQI Quintile,Q2,14103,99511336,10.6863,0.091,10.5107,10.8641,10.69 ± 0.09
2011-2015,C25,Pancreatic Cancer,Pancreatic,EQI Quintile,Q3,25072,186955556,10.9186,0.0697,10.7839,11.0546,10.92 ± 0.07
2011-2015,C25,Pancreatic Cancer,Pancreatic,EQI Quintile,Q4,35748,270786281,11.1995,0.0599,11.0837,11.3162,11.20 ± 0.06
2011-2015,C25,Pancreatic Cancer,Pancreatic,EQI Quintile,Q5 (worst),114817,968632477,10.9177,0.0327,10.8546,10.981,10.92 ± 0.03
2011-2015,C34,Lung Cancer,Lung,EQI Quintile,National,779194,1581578220,43.2536,0.0496,43.1576,43.3498,43.25 ± 0.05
2011-2015,C34,Lung Cancer,Lung,EQI Quintile,Q1 (best),31982,55692570,45.9155,0.2591,45.4137,46.4215,45.92 ± 0.26
2011-2015,C34,Lung Cancer,Lung,EQI Quintile,Q2,67196,99511336,50.5529,0.1971,50.1714,50.9366,50.55 ± 0.20
2011-2015,C34,Lung Cancer,Lung,EQI Quintile,Q3,110903,186955556,48.1117,0.1459,47.829,48.3957,48.11 ± 0.15
2011-2015,C34,Lung Cancer,Lung,EQI Quintile,Q4,149769,270786281,46.85,0.1224,46.613,47.0879,46.85 ± 0.12
2011-2015,C34,Lung Cancer,Lung,EQI Quintile,Q5 (worst),419344,968632477,40.1295,0.0628,40.0082,40.2512,40.13 ± 0.06
2011-2015,C50,Breast Cancer,Breast,EQI Quintile,National,207588,1581578220,11.5997,0.0258,11.5498,11.6497,11.60 ± 0.03
2011-2015,C50,Breast Cancer,Breast,EQI Quintile,Q1 (best),7315,55692570,10.9737,0.1303,10.7237,11.2282,10.97 ± 0.13
2011-2015,C50,Breast Cancer,Breast,EQI Quintile,Q2,14035,99511336,11.1105,0.0958,10.9275,11.2959,11.11 ± 0.10
2011-2015,C50,Breast Cancer,Breast,EQI Quintile,Q3,25791,186955556,11.5352,0.0731,11.3949,11.6769,11.54 ± 0.07
2011-2015,C50,Breast Cancer,Breast,EQI Quintile,Q4,36941,270786281,11.7851,0.0623,11.6653,11.9059,11.79 ± 0.06
2011-2015,C50,Breast Cancer,Breast,EQI Quintile,Q5 (worst),123506,968632477,11.6816,0.0337,11.6166,11.747,11.68 ± 0.03
2011-2015,C56,Ovary Cancer,Ovarian,EQI Quintile,National,71047,1581578220,3.956,0.015,3.927,3.9852,3.96 ± 0.02
2011-2015,C56,Ovary Cancer,Ovarian,EQI Quintile,Q1 (best),2383,55692570,3.5118,0.0728,3.3722,3.6557,3.51 ± 0.07
2011-2015,C56,Ovary Cancer,Ovarian,EQI Quintile,Q2,4651,99511336,3.6049,0.0537,3.502,3.71,3.60 ± 0.05
2011-2015,C56,Ovary Cancer,Ovarian,EQI Quintile,Q3,8753,186955556,3.8551,0.0417,3.7748,3.9368,3.86 ± 0.04
2011-2015,C56,Ovary Cancer,Ovarian,EQI Quintile,Q4,12810,270786281,4.0554,0.0363,3.9854,4.1262,4.06 ± 0.04
2011-2015,C56,Ovary Cancer,Ovarian,EQI Quintile,Q5 (worst),42450,968632477,4.0274,0.0198,3.9892,4.0659,4.03 ± 0.02
2011-2015,C61,Prostate Cancer,Prostate,EQI Quintile,National,140014,1581578220,7.8858,0.0213,7.8445,7.9272,7.89 ± 0.02
2011-2015,C61,Prostate Cancer,Prostate,EQI Quintile,Q1 (best),5710,55692570,8.43,0.1121,8.2127,8.6515,8.43 ± 0.11
2011-2015,C61,Prostate Cancer,Prostate,EQI Quintile,Q2,10343,99511336,7.8365,0.0774,7.6862,7.989,7.84 ± 0.08
2011-2015,C61,Prostate Cancer,Prostate,EQI Quintile,Q3,18435,186955556,8.1019,0.06,7.9853,8.2197,8.10 ± 0.06
2011-2015,C61,Prostate Cancer,Prostate,EQI Quintile,Q4,25505,270786281,8.0479,0.0508,7.9495,8.1473,8.05 ± 0.05
2011-2015,C61,Prostate Cancer,Prostate,EQI Quintile,Q5 (worst),80021,968632477,7.7615,0.0278,7.7078,7.8155,7.76 ± 0.03
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,EQI Quintile,National,69217,1581578220,3.8332,0.0147,3.8047,3.8619,3.83 ± 0.01
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,EQI Quintile,Q1 (best),2743,55692570,3.9907,0.077,3.8428,4.1429,3.99 ± 0.08
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,EQI Quintile,Q2,5468,99511336,4.1826,0.0574,4.0725,4.295,4.18 ± 0.06
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,EQI Quintile,Q3,9378,186955556,4.1032,0.0429,4.0205,4.1871,4.10 ± 0.04
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,EQI Quintile,Q4,13005,270786281,4.0709,0.0361,4.0012,4.1415,4.07 ± 0.04
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,EQI Quintile,Q5 (worst),38623,968632477,3.6584,0.0189,3.622,3.695,3.66 ± 0.02
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,EQI Quintile,National,101196,1581578220,5.7347,0.0182,5.6994,5.7701,5.73 ± 0.02
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,EQI Quintile,Q1 (best),3651,55692570,5.4413,0.091,5.2662,5.6207,5.44 ± 0.09
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,EQI Quintile,Q2,7074,99511336,5.4567,0.0657,5.3303,5.5854,5.46 ± 0.07
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,EQI Quintile,Q3,13017,186955556,5.8024,0.0514,5.7032,5.903,5.80 ± 0.05
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,EQI Quintile,Q4,18770,270786281,6.0007,0.0443,5.9151,6.0872,6.00 ± 0.04
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,EQI Quintile,Q5 (worst),58684,968632477,5.7044,0.0239,5.6583,5.7507,5.70 ± 0.02
2011-2015,C91_C95,Leukemia,Leukemia,EQI Quintile,National,115161,1581578220,6.5858,0.0196,6.5478,6.6239,6.59 ± 0.02
2011-2015,C91_C95,Leukemia,Leukemia,EQI Quintile,Q1 (best),4105,55692570,6.1885,0.0977,6.0006,6.3808,6.19 ± 0.10
2011-2015,C91_C95,Leukemia,Leukemia,EQI Quintile,Q2,8234,99511336,6.4718,0.0725,6.3327,6.6131,6.47 ± 0.07
2011-2015,C91_C95,Leukemia,Leukemia,EQI Quintile,Q3,14860,186955556,6.6873,0.0555,6.5802,6.7957,6.69 ± 0.06
2011-2015,C91_C95,Leukemia,Leukemia,EQI Quintile,Q4,20930,270786281,6.7445,0.0472,6.6534,6.8365,6.74 ± 0.05
2011-2015,C91_C95,Leukemia,Leukemia,EQI Quintile,Q5 (worst),67032,968632477,6.5644,0.0257,6.5148,6.6143,6.56 ± 0.03
2011-2015,F01,Vascular Dementia (VD),VD,EQI Quintile,National,64954,1581578220,3.5985,0.0142,3.5709,3.6263,3.60 ± 0.01
2011-2015,F01,Vascular Dementia (VD),VD,EQI Quintile,Q1 (best),1763,55692570,2.6724,0.0638,2.5491,2.8001,2.67 ± 0.06
2011-2015,F01,Vascular Dementia (VD),VD,EQI Quintile,Q2,3608,99511336,2.7606,0.0461,2.6713,2.8522,2.76 ± 0.05
2011-2015,F01,Vascular Dementia (VD),VD,EQI Quintile,Q3,7456,186955556,3.2748,0.0381,3.2009,3.35,3.27 ± 0.04
2011-2015,F01,Vascular Dementia (VD),VD,EQI Quintile,Q4,10950,270786281,3.4132,0.0328,3.3496,3.4777,3.41 ± 0.03
2011-2015,F01,Vascular Dementia (VD),VD,EQI Quintile,Q5 (worst),41177,968632477,3.8855,0.0193,3.8481,3.9233,3.89 ± 0.02
2011-2015,F03,Unspecified Dementia (UD),UD,EQI Quintile,National,593128,1581578220,32.7339,0.0428,32.6506,32.8173,32.73 ± 0.04
2011-2015,F03,Unspecified Dementia (UD),UD,EQI Quintile,Q1 (best),18493,55692570,28.0373,0.2065,27.6346,28.4443,28.04 ± 0.21
2011-2015,F03,Unspecified Dementia (UD),UD,EQI Quintile,Q2,40953,99511336,31.3211,0.1551,31.0185,31.6259,31.32 ± 0.16
2011-2015,F03,Unspecified Dementia (UD),UD,EQI Quintile,Q3,72453,186955556,31.7608,0.1184,31.5299,31.9929,31.76 ± 0.12
2011-2015,F03,Unspecified Dementia (UD),UD,EQI Quintile,Q4,106304,270786281,32.946,0.1016,32.7483,33.1447,32.95 ± 0.10
2011-2015,F03,Unspecified Dementia (UD),UD,EQI Quintile,Q5 (worst),354925,968632477,33.325,0.0565,33.2155,33.4348,33.32 ± 0.06
2011-2015,G10,Huntington's Disease (HD),HD,EQI Quintile,National,5067,1581578220,0.2868,0.0041,0.279,0.2948,0.29 ± 0.00
2011-2015,G10,Huntington's Disease (HD),HD,EQI Quintile,Q1 (best),147,55692570,0.228,0.0192,0.1926,0.2679,0.23 ± 0.02
2011-2015,G10,Huntington's Disease (HD),HD,EQI Quintile,Q2,362,99511336,0.3092,0.0168,0.2781,0.3427,0.31 ± 0.02
2011-2015,G10,Huntington's Disease (HD),HD,EQI Quintile,Q3,633,186955556,0.2994,0.0122,0.2765,0.3237,0.30 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,EQI Quintile,Q4,1012,270786281,0.3336,0.0107,0.3133,0.3548,0.33 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,EQI Quintile,Q5 (worst),2913,968632477,0.274,0.0052,0.2642,0.2842,0.27 ± 0.01
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,EQI Quintile,National,35715,1581578220,1.9869,0.0106,1.9663,2.0076,1.99 ± 0.01
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,EQI Quintile,Q1 (best),1016,55692570,1.4672,0.0466,1.3784,1.5603,1.47 ± 0.05
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,EQI Quintile,Q2,2291,99511336,1.7561,0.0374,1.6849,1.8295,1.76 ± 0.04
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,EQI Quintile,Q3,4348,186955556,1.9041,0.0293,1.8479,1.9615,1.90 ± 0.03
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,EQI Quintile,Q4,6291,270786281,1.9843,0.0254,1.9356,2.034,1.98 ± 0.03
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,EQI Quintile,Q5 (worst),21769,968632477,2.0772,0.0143,2.0497,2.105,2.08 ± 0.01
2011-2015,G20,Parkinson's Disease (PD),PD,EQI Quintile,National,125386,1581578220,7.2462,0.0206,7.2061,7.2864,7.25 ± 0.02
2011-2015,G20,Parkinson's Disease (PD),PD,EQI Quintile,Q1 (best),3925,55692570,5.954,0.0953,5.7692,6.1432,5.95 ± 0.10
2011-2015,G20,Parkinson's Disease (PD),PD,EQI Quintile,Q2,8019,99511336,6.1854,0.0693,6.0508,6.3223,6.19 ± 0.07
2011-2015,G20,Parkinson's Disease (PD),PD,EQI Quintile,Q3,15334,186955556,6.89,0.0559,6.7814,7.0,6.89 ± 0.06
2011-2015,G20,Parkinson's Disease (PD),PD,EQI Quintile,Q4,22702,270786281,7.3233,0.0489,7.2283,7.4192,7.32 ± 0.05
2011-2015,G20,Parkinson's Disease (PD),PD,EQI Quintile,Q5 (worst),75406,968632477,7.5266,0.0277,7.473,7.5805,7.53 ± 0.03
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,EQI Quintile,National,1276544,1581578220,70.9965,0.0633,70.8734,71.1197,71.00 ± 0.06
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,EQI Quintile,Q1 (best),41420,55692570,62.8023,0.3092,62.1989,63.4101,62.80 ± 0.31
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,EQI Quintile,Q2,86984,99511336,66.6513,0.2265,66.2091,67.0958,66.65 ± 0.23
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,EQI Quintile,Q3,156918,186955556,69.0908,0.1751,68.7493,69.4335,69.09 ± 0.18
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,EQI Quintile,Q4,231650,270786281,72.3217,0.1512,72.0275,72.6168,72.32 ± 0.15
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,EQI Quintile,Q5 (worst),759572,968632477,72.033,0.0835,71.8711,72.1952,72.03 ± 0.08
2011-2015,G30,Alzheimer's Disease (AD),AD,EQI Quintile,National,457361,1581578220,25.431,0.0379,25.3573,25.5048,25.43 ± 0.04
2011-2015,G30,Alzheimer's Disease (AD),AD,EQI Quintile,Q1 (best),16223,55692570,24.6715,0.194,24.2933,25.0541,24.67 ± 0.19
2011-2015,G30,Alzheimer's Disease (AD),AD,EQI Quintile,Q2,32113,99511336,24.6281,0.1377,24.3595,24.899,24.63 ± 0.14
2011-2015,G30,Alzheimer's Disease (AD),AD,EQI Quintile,Q3,57327,186955556,25.2611,0.1059,25.0548,25.4688,25.26 ± 0.11
2011-2015,G30,Alzheimer's Disease (AD),AD,EQI Quintile,Q4,85403,270786281,26.6549,0.0918,26.4765,26.8343,26.65 ± 0.09
2011-2015,G30,Alzheimer's Disease (AD),AD,EQI Quintile,Q5 (worst),266295,968632477,25.2186,0.0494,25.1229,25.3146,25.22 ± 0.05
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,EQI Quintile,National,1115443,1581578220,61.7634,0.0589,61.6489,61.8782,61.76 ± 0.06
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,EQI Quintile,Q1 (best),36479,55692570,55.3811,0.2905,54.8143,55.9524,55.38 ± 0.29
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,EQI Quintile,Q2,76674,99511336,58.7098,0.2124,58.295,59.1269,58.71 ± 0.21
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,EQI Quintile,Q3,137236,186955556,60.2967,0.1634,59.9781,60.6165,60.30 ± 0.16
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,EQI Quintile,Q4,202657,270786281,63.0141,0.1408,62.7401,63.2891,63.01 ± 0.14
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,EQI Quintile,Q5 (worst),662397,968632477,62.4291,0.0775,62.2789,62.5797,62.43 ± 0.08
2011-2015,I00-I99,I00-I99,I00_I99,EQI Quintile,National,4011906,1581578220,223.3907,0.1127,223.1722,223.6094,223.39 ± 0.11
2011-2015,I00-I99,I00-I99,I00_I99,EQI Quintile,Q1 (best),168524,55692570,252.3399,0.6199,251.1366,253.5476,252.34 ± 0.62
2011-2015,I00-I99,I00-I99,I00_I99,EQI Quintile,Q2,320242,99511336,248.3879,0.4442,247.5284,249.2497,248.39 ± 0.44
2011-2015,I00-I99,I00-I99,I00_I99,EQI Quintile,Q3,540704,186955556,239.3484,0.3288,238.7108,239.9872,239.35 ± 0.33
2011-2015,I00-I99,I00-I99,I00_I99,EQI Quintile,Q4,760509,270786281,239.2869,0.2773,238.7495,239.8254,239.29 ± 0.28
2011-2015,I00-I99,I00-I99,I00_I99,EQI Quintile,Q5 (worst),2221927,968632477,210.6158,0.1431,210.3389,210.8929,210.62 ± 0.14
2011-2015,I00_I99,I00_I99,CVD,EQI Quintile,National,4011906,1581578220,223.3907,0.1127,223.1722,223.6094,223.39 ± 0.11
2011-2015,I00_I99,I00_I99,CVD,EQI Quintile,Q1 (best),168524,55692570,252.3399,0.6199,251.1366,253.5476,252.34 ± 0.62
2011-2015,I00_I99,I00_I99,CVD,EQI Quintile,Q2,320242,99511336,248.3879,0.4442,247.5284,249.2497,248.39 ± 0.44
2011-2015,I00_I99,I00_I99,CVD,EQI Quintile,Q3,540704,186955556,239.3484,0.3288,238.7108,239.9872,239.35 ± 0.33
2011-2015,I00_I99,I00_I99,CVD,EQI Quintile,Q4,760509,270786281,239.2869,0.2773,238.7495,239.8254,239.29 ± 0.28
2011-2015,I00_I99,I00_I99,CVD,EQI Quintile,Q5 (worst),2221927,968632477,210.6158,0.1431,210.3389,210.8929,210.62 ± 0.14
2011-2015,I10_I15,I10_I15,HD,EQI Quintile,National,357233,1581578220,19.7954,0.0335,19.7305,19.8604,19.80 ± 0.03
2011-2015,I10_I15,I10_I15,HD,EQI Quintile,Q1 (best),14110,55692570,21.2966,0.1813,20.9466,21.6509,21.30 ± 0.18
2011-2015,I10_I15,I10_I15,HD,EQI Quintile,Q2,25595,99511336,20.1311,0.1278,19.8852,20.3793,20.13 ± 0.13
2011-2015,I10_I15,I10_I15,HD,EQI Quintile,Q3,48091,186955556,21.3889,0.0988,21.1981,21.5809,21.39 ± 0.10
2011-2015,I10_I15,I10_I15,HD,EQI Quintile,Q4,64089,270786281,20.18,0.0807,20.024,20.3368,20.18 ± 0.08
2011-2015,I10_I15,I10_I15,HD,EQI Quintile,Q5 (worst),205348,968632477,19.251,0.043,19.1678,19.3344,19.25 ± 0.04
2011-2015,I20_I25,I20_I25,IHD,EQI Quintile,National,1847108,1581578220,102.4835,0.0762,102.3358,102.6314,102.48 ± 0.08
2011-2015,I20_I25,I20_I25,IHD,EQI Quintile,Q1 (best),78387,55692570,116.6439,0.4202,115.8288,117.4634,116.64 ± 0.42
2011-2015,I20_I25,I20_I25,IHD,EQI Quintile,Q2,152393,99511336,117.603,0.3048,117.0133,118.195,117.60 ± 0.30
2011-2015,I20_I25,I20_I25,IHD,EQI Quintile,Q3,250652,186955556,110.3958,0.2227,109.964,110.8288,110.40 ± 0.22
2011-2015,I20_I25,I20_I25,IHD,EQI Quintile,Q4,354312,270786281,111.0675,0.1885,110.7021,111.4339,111.07 ± 0.19
2011-2015,I20_I25,I20_I25,IHD,EQI Quintile,Q5 (worst),1011364,968632477,95.6422,0.0963,95.4559,95.8288,95.64 ± 0.10
2011-2015,I50,I50,HF,EQI Quintile,National,327486,1581578220,18.1113,0.0319,18.0493,18.1734,18.11 ± 0.03
2011-2015,I50,I50,HF,EQI Quintile,Q1 (best),15710,55692570,23.5608,0.1889,23.1938,23.9322,23.56 ± 0.19
2011-2015,I50,I50,HF,EQI Quintile,Q2,27034,99511336,20.7379,0.1269,20.4914,20.9866,20.74 ± 0.13
2011-2015,I50,I50,HF,EQI Quintile,Q3,42802,186955556,18.781,0.0914,18.6035,18.9598,18.78 ± 0.09
2011-2015,I50,I50,HF,EQI Quintile,Q4,61252,270786281,19.0573,0.0776,18.9067,19.2089,19.06 ± 0.08
2011-2015,I50,I50,HF,EQI Quintile,Q5 (worst),180688,968632477,17.0054,0.0404,16.9271,17.084,17.01 ± 0.04
2011-2015,I60_I69,I60_I69,Stroke,EQI Quintile,National,659336,1581578220,36.9782,0.046,36.889,37.0675,36.98 ± 0.05
2011-2015,I60_I69,I60_I69,Stroke,EQI Quintile,Q1 (best),26301,55692570,39.5367,0.2456,39.0603,40.0175,39.54 ± 0.25
2011-2015,I60_I69,I60_I69,Stroke,EQI Quintile,Q2,51561,99511336,39.9382,0.1776,39.5942,40.2844,39.94 ± 0.18
2011-2015,I60_I69,I60_I69,Stroke,EQI Quintile,Q3,90171,186955556,40.032,0.1345,39.7711,40.2941,40.03 ± 0.13
2011-2015,I60_I69,I60_I69,Stroke,EQI Quintile,Q4,124260,270786281,39.2551,0.1124,39.0371,39.474,39.26 ± 0.11
2011-2015,I60_I69,I60_I69,Stroke,EQI Quintile,Q5 (worst),367043,968632477,35.1367,0.0587,35.0231,35.2505,35.14 ± 0.06
2011-2015,X60_X69,X60_X69,NVS,EQI Quintile,National,33339,1581578220,2.0204,0.0113,1.9988,2.0422,2.02 ± 0.01
2011-2015,X60_X69,X60_X69,NVS,EQI Quintile,Q1 (best),757,55692570,1.2969,0.0483,1.2061,1.3926,1.30 ± 0.05
2011-2015,X60_X69,X60_X69,NVS,EQI Quintile,Q2,1952,99511336,1.879,0.0439,1.7966,1.9643,1.88 ± 0.04
2011-2015,X60_X69,X60_X69,NVS,EQI Quintile,Q3,3944,186955556,2.046,0.0334,1.9826,2.1108,2.05 ± 0.03
2011-2015,X60_X69,X60_X69,NVS,EQI Quintile,Q4,5533,270786281,1.9911,0.0274,1.939,2.0443,1.99 ± 0.03
2011-2015,X60_X69,X60_X69,NVS,EQI Quintile,Q5 (worst),21153,968632477,2.0839,0.0146,2.0559,2.1122,2.08 ± 0.01
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,EQI Quintile,National,204490,1581578220,12.5185,0.0281,12.4643,12.5728,12.52 ± 0.03
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,EQI Quintile,Q1 (best),7330,55692570,12.6374,0.1509,12.3497,12.9301,12.64 ± 0.15
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,EQI Quintile,Q2,15320,99511336,14.8113,0.1233,14.5777,15.0478,14.81 ± 0.12
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,EQI Quintile,Q3,28069,186955556,14.5424,0.0889,14.3727,14.7135,14.54 ± 0.09
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,EQI Quintile,Q4,37968,270786281,13.6673,0.0716,13.5302,13.8055,13.67 ± 0.07
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,EQI Quintile,Q5 (worst),115803,968632477,11.5702,0.0345,11.5037,11.6371,11.57 ± 0.03
2011-2015,X70_X84,X70_X84,VS,EQI Quintile,National,170805,1581578220,10.477,0.0257,10.4273,10.5268,10.48 ± 0.03
2011-2015,X70_X84,X70_X84,VS,EQI Quintile,Q1 (best),6556,55692570,11.3128,0.1428,11.0406,11.59,11.31 ± 0.14
2011-2015,X70_X84,X70_X84,VS,EQI Quintile,Q2,13339,99511336,12.9046,0.1151,12.6865,13.1255,12.90 ± 0.12
2011-2015,X70_X84,X70_X84,VS,EQI Quintile,Q3,24085,186955556,12.4758,0.0823,12.3187,12.6344,12.48 ± 0.08
2011-2015,X70_X84,X70_X84,VS,EQI Quintile,Q4,32376,270786281,11.655,0.0661,11.5284,11.7826,11.65 ± 0.07
2011-2015,X70_X84,X70_X84,VS,EQI Quintile,Q5 (worst),94449,968632477,9.4663,0.0312,9.406,9.5268,9.47 ± 0.03
2011-2015,Y87.0,Y87.0,SI,EQI Quintile,National,346,1581578220,0.0211,0.0012,0.0189,0.0234,0.02 ± 0.00
2011-2015,Y87.0,Y87.0,SI,EQI Quintile,Q1 (best),17,55692570,0.0277,0.0069,0.0162,0.0444,0.03 ± 0.01
2011-2015,Y87.0,Y87.0,SI,EQI Quintile,Q2,29,99511336,0.0277,0.0053,0.0186,0.0398,0.03 ± 0.01
2011-2015,Y87.0,Y87.0,SI,EQI Quintile,Q3,40,186955556,0.0206,0.0033,0.0147,0.0281,0.02 ± 0.00
2011-2015,Y87.0,Y87.0,SI,EQI Quintile,Q4,59,270786281,0.0213,0.0028,0.0162,0.0274,0.02 ± 0.00
2011-2015,Y87.0,Y87.0,SI,EQI Quintile,Q5 (worst),201,968632477,0.0201,0.0014,0.0174,0.023,0.02 ± 0.00
2016-2020,C00_C97,All-site Cancer,Cancer,EQI Quintile,National,2993823,1633304947,149.1478,0.0875,148.9789,149.3168,149.15 ± 0.09
2016-2020,C00_C97,All-site Cancer,Cancer,EQI Quintile,Q1 (best),116624,56261033,154.9431,0.461,154.0551,155.8349,154.94 ± 0.46
2016-2020,C00_C97,All-site Cancer,Cancer,EQI Quintile,Q2,230706,102207873,159.3979,0.3393,158.7482,160.0497,159.40 ± 0.34
2016-2020,C00_C97,All-site Cancer,Cancer,EQI Quintile,Q3,400430,192718074,157.5373,0.2535,157.0497,158.026,157.54 ± 0.25
2016-2020,C00_C97,All-site Cancer,Cancer,EQI Quintile,Q4,552022,279125800,156.9321,0.2148,156.5184,157.3467,156.93 ± 0.21
2016-2020,C00_C97,All-site Cancer,Cancer,EQI Quintile,Q5 (worst),1694041,1002992167,143.8043,0.1122,143.5878,144.021,143.80 ± 0.11
2016-2020,C18_C21,Colorectal Cancer,Colorectal,EQI Quintile,National,265454,1633304947,13.3684,0.0264,13.3176,13.4193,13.37 ± 0.03
2016-2020,C18_C21,Colorectal Cancer,Colorectal,EQI Quintile,Q1 (best),11479,56261033,15.4941,0.1474,15.212,15.7802,15.49 ± 0.15
2016-2020,C18_C21,Colorectal Cancer,Colorectal,EQI Quintile,Q2,20980,102207873,14.8443,0.1053,14.6441,15.0465,14.84 ± 0.11
