Time_Period,ICD-10 Code,Outcome_Fullname,Outcome_Shortname,Stratification,Strata,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2016-2020,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,Temperate,483155,1044904352,38.6724,0.0562,38.5634,38.7816,38.67 ± 0.06
2016-2020,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,Continental,174705,390721373,34.5488,0.0838,34.387,34.7112,34.55 ± 0.08
2016-2020,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,National,742586,1627096605,37.4871,0.044,37.4019,37.5725,37.49 ± 0.04
2016-2020,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,Dry,4324,191470880,2.1657,0.0336,2.1016,2.2312,2.17 ± 0.03
2016-2020,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,Temperate,18334,1044904352,1.6554,0.0125,1.6315,1.6795,1.66 ± 0.01
2016-2020,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,Continental,8158,390721373,1.996,0.0228,1.953,2.0398,2.00 ± 0.02
2016-2020,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,National,30816,1627096605,1.7943,0.0105,1.7744,1.8145,1.79 ± 0.01
2016-2020,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,Dry,30894,191470880,15.7339,0.0911,15.5589,15.9103,15.73 ± 0.09
2016-2020,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,Temperate,143342,1044904352,13.1823,0.0355,13.1142,13.2508,13.18 ± 0.04
2016-2020,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,Continental,54528,390721373,13.513,0.0595,13.3998,13.6269,13.51 ± 0.06
2016-2020,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,National,228764,1627096605,13.5513,0.029,13.4958,13.6069,13.55 ± 0.03
2016-2020,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,Dry,26532,191470880,13.5485,0.0846,13.386,13.7126,13.55 ± 0.08
2016-2020,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,Temperate,124848,1044904352,11.5127,0.0332,11.4489,11.5767,11.51 ± 0.03
2016-2020,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,Continental,46315,390721373,11.5034,0.0549,11.3988,11.6086,11.50 ± 0.05
2016-2020,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,National,197695,1627096605,11.7422,0.027,11.6905,11.7941,11.74 ± 0.03
2016-2020,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,Dry,38,191470880,0.0197,0.0033,0.0139,0.027,0.02 ± 0.00
2016-2020,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,Temperate,160,1044904352,0.0143,0.0012,0.0122,0.0167,0.01 ± 0.00
2016-2020,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,Continental,55,390721373,0.0136,0.0019,0.0102,0.0177,0.01 ± 0.00
2016-2020,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,National,253,1627096605,0.0147,0.0009,0.013,0.0167,0.01 ± 0.00
2021-2024,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,Dry,401661,157721433,227.9396,0.3713,227.2352,228.6456,227.94 ± 0.37
2021-2024,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,Temperate,2386571,846675127,251.9152,0.1677,251.5957,252.235,251.92 ± 0.17
2021-2024,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,Continental,903471,308877698,243.6364,0.2646,243.1343,244.1393,243.64 ± 0.26
2021-2024,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,National,3691703,1313274258,247.1784,0.1325,246.9264,247.4307,247.18 ± 0.13
2021-2024,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,Dry,202371,157721433,129.5837,0.297,129.0198,130.1496,129.58 ± 0.30
2021-2024,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,Temperate,1086738,846675127,128.0434,0.1261,127.8028,128.2844,128.04 ± 0.13
2021-2024,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,Continental,377031,308877698,117.4456,0.1978,117.071,117.821,117.45 ± 0.20
2021-2024,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,National,1666140,1313274258,125.737,0.1002,125.5461,125.9281,125.74 ± 0.10
2021-2024,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,Dry,305964,157721433,188.3562,0.3522,187.6894,189.0248,188.36 ± 0.35
2021-2024,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,Temperate,1659360,846675127,188.526,0.1508,188.2393,188.8131,188.53 ± 0.15
2021-2024,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,Continental,610842,308877698,181.0035,0.2403,180.5498,181.458,181.00 ± 0.24
2021-2024,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,National,2576166,1313274258,186.7918,0.1201,186.5637,187.02,186.79 ± 0.12
2021-2024,I50,I50,HF,Köppen-Geiger Climate Zone,Dry,27910,157721433,15.3454,0.0939,15.1659,15.5265,15.35 ± 0.09
2021-2024,I50,I50,HF,Köppen-Geiger Climate Zone,Temperate,231468,846675127,23.7717,0.0503,23.675,23.8687,23.77 ± 0.05
2021-2024,I50,I50,HF,Köppen-Geiger Climate Zone,Continental,94150,308877698,24.3252,0.0807,24.1701,24.4811,24.33 ± 0.08
2021-2024,I50,I50,HF,Köppen-Geiger Climate Zone,National,353528,1313274258,22.9313,0.0393,22.8558,23.0071,22.93 ± 0.04
2021-2024,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,Dry,217121,157721433,136.8414,0.3026,136.2664,137.4182,136.84 ± 0.30
2021-2024,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,Temperate,1168741,846675127,135.4563,0.1286,135.2108,135.7021,135.46 ± 0.13
2021-2024,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,Continental,411013,308877698,125.4363,0.2023,125.0531,125.8204,125.44 ± 0.20
2021-2024,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,National,1796875,1313274258,133.2675,0.1022,133.0727,133.4625,133.27 ± 0.10
2021-2024,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,Dry,3237,157721433,2.2381,0.0404,2.1616,2.3165,2.24 ± 0.04
2021-2024,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,Temperate,13620,846675127,1.7255,0.0151,1.6967,1.7547,1.73 ± 0.02
2021-2024,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,Continental,6159,308877698,2.1558,0.0281,2.1023,2.2104,2.16 ± 0.03
2021-2024,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,National,23016,1313274258,1.886,0.0127,1.8617,1.9105,1.89 ± 0.01
2021-2024,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,Dry,26599,157721433,18.1757,0.1141,17.9579,18.3955,18.18 ± 0.11
2021-2024,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,Temperate,120842,846675127,15.1392,0.0444,15.0539,15.2248,15.14 ± 0.04
2021-2024,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,Continental,45277,308877698,15.6833,0.0754,15.5391,15.8284,15.68 ± 0.08
2021-2024,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,National,192718,1313274258,15.619,0.0363,15.5494,15.6889,15.62 ± 0.04
2021-2024,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,Dry,23098,157721433,15.75,0.106,15.5475,15.9544,15.75 ± 0.11
2021-2024,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,Temperate,105965,846675127,13.2516,0.0415,13.1719,13.3316,13.25 ± 0.04
2021-2024,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,Continental,38682,308877698,13.3743,0.0695,13.2414,13.5083,13.37 ± 0.07
2021-2024,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,National,167745,1313274258,13.5701,0.0338,13.5053,13.6352,13.57 ± 0.03
2021-2024,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,Dry,264,157721433,0.1877,0.0118,0.1657,0.2117,0.19 ± 0.01
2021-2024,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,Temperate,1257,846675127,0.1621,0.0047,0.1532,0.1713,0.16 ± 0.00
2021-2024,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,Continental,436,308877698,0.1531,0.0075,0.1391,0.1682,0.15 ± 0.01
2021-2024,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,National,1957,1313274258,0.1629,0.0038,0.1558,0.1703,0.16 ± 0.00
