Time_Period,ICD-10 Code,Outcome_Fullname,Outcome_Shortname,Stratification,Strata,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2011-2015,F03,Unspecified Dementia (UD),UD,Köppen-Geiger Climate Zone,Dry,47411,181302973,23.8522,0.11,23.638,24.0679,23.85 ± 0.11
2011-2015,F03,Unspecified Dementia (UD),UD,Köppen-Geiger Climate Zone,Temperate,363251,1007091410,32.4933,0.0542,32.3878,32.5992,32.49 ± 0.05
2011-2015,F03,Unspecified Dementia (UD),UD,Köppen-Geiger Climate Zone,Continental,179573,386837266,36.7469,0.0877,36.5771,36.9172,36.75 ± 0.09
2011-2015,F03,Unspecified Dementia (UD),UD,Köppen-Geiger Climate Zone,National,590235,1575231649,32.6953,0.0429,32.612,32.7789,32.70 ± 0.04
2011-2015,G10,Huntington's Disease (HD),HD,Köppen-Geiger Climate Zone,Dry,434,181302973,0.2253,0.011,0.2046,0.2475,0.23 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,Köppen-Geiger Climate Zone,Temperate,3040,1007091410,0.2719,0.005,0.2623,0.2817,0.27 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,Köppen-Geiger Climate Zone,Continental,1572,386837266,0.3511,0.0091,0.334,0.3689,0.35 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,Köppen-Geiger Climate Zone,National,5046,1575231649,0.2868,0.0041,0.2789,0.2948,0.29 ± 0.00
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Köppen-Geiger Climate Zone,Dry,3572,181302973,1.7984,0.0304,1.7399,1.8584,1.80 ± 0.03
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Köppen-Geiger Climate Zone,Temperate,21814,1007091410,1.919,0.0132,1.8936,1.9447,1.92 ± 0.01
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Köppen-Geiger Climate Zone,Continental,10205,386837266,2.2382,0.0225,2.195,2.2821,2.24 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Köppen-Geiger Climate Zone,National,35591,1575231649,1.9871,0.0107,1.9665,2.0078,1.99 ± 0.01
2011-2015,G20,Parkinson's Disease (PD),PD,Köppen-Geiger Climate Zone,Dry,14138,181302973,7.3444,0.0621,7.2238,7.4665,7.34 ± 0.06
2011-2015,G20,Parkinson's Disease (PD),PD,Köppen-Geiger Climate Zone,Temperate,76619,1007091410,7.1163,0.0259,7.066,7.1668,7.12 ± 0.03
2011-2015,G20,Parkinson's Disease (PD),PD,Köppen-Geiger Climate Zone,Continental,34298,386837266,7.5382,0.0412,7.4586,7.6184,7.54 ± 0.04
2011-2015,G20,Parkinson's Disease (PD),PD,Köppen-Geiger Climate Zone,National,125055,1575231649,7.2532,0.0207,7.2131,7.2935,7.25 ± 0.02
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Köppen-Geiger Climate Zone,Dry,121554,181302973,61.5258,0.1773,61.1804,61.8726,61.53 ± 0.18
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Köppen-Geiger Climate Zone,Temperate,796604,1007091410,71.6502,0.0808,71.493,71.8078,71.65 ± 0.08
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Köppen-Geiger Climate Zone,Continental,353719,386837266,73.3628,0.1248,73.1212,73.6049,73.36 ± 0.12
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Köppen-Geiger Climate Zone,National,1271877,1575231649,70.9993,0.0634,70.8759,71.1228,71.00 ± 0.06
2011-2015,G30,Alzheimer's Disease (AD),AD,Köppen-Geiger Climate Zone,Dry,50046,181302973,25.3169,0.1137,25.0956,25.5397,25.32 ± 0.11
2011-2015,G30,Alzheimer's Disease (AD),AD,Köppen-Geiger Climate Zone,Temperate,293192,1007091410,26.3826,0.049,26.2872,26.4783,26.38 ± 0.05
2011-2015,G30,Alzheimer's Disease (AD),AD,Köppen-Geiger Climate Zone,Continental,113065,386837266,23.4105,0.0705,23.2742,23.5473,23.41 ± 0.07
2011-2015,G30,Alzheimer's Disease (AD),AD,Köppen-Geiger Climate Zone,National,456303,1575231649,25.4665,0.038,25.3926,25.5405,25.47 ± 0.04
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Köppen-Geiger Climate Zone,Dry,103844,181302973,52.383,0.1633,52.0648,52.7026,52.38 ± 0.16
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Köppen-Geiger Climate Zone,Temperate,698171,1007091410,62.6149,0.0754,62.4681,62.762,62.61 ± 0.08
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Köppen-Geiger Climate Zone,Continental,309216,386837266,63.5863,0.1157,63.3624,63.8108,63.59 ± 0.12
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Köppen-Geiger Climate Zone,National,1111231,1575231649,61.759,0.059,61.6442,61.8739,61.76 ± 0.06
2011-2015,I00-I99,I00-I99,I00_I99,Köppen-Geiger Climate Zone,Dry,400699,181302973,202.6424,0.3225,202.0155,203.2708,202.64 ± 0.32
2011-2015,I00-I99,I00-I99,I00_I99,Köppen-Geiger Climate Zone,Temperate,2554739,1007091410,227.8292,0.1439,227.5499,228.1088,227.83 ± 0.14
2011-2015,I00-I99,I00-I99,I00_I99,Köppen-Geiger Climate Zone,Continental,1036120,386837266,219.8361,0.2191,219.413,220.2598,219.84 ± 0.22
2011-2015,I00-I99,I00-I99,I00_I99,Köppen-Geiger Climate Zone,National,3991558,1575231649,223.0757,0.1128,222.8569,223.2947,223.08 ± 0.11
2011-2015,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,Dry,400699,181302973,202.6424,0.3225,202.0155,203.2708,202.64 ± 0.32
2011-2015,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,Temperate,2554739,1007091410,227.8292,0.1439,227.5499,228.1088,227.83 ± 0.14
2011-2015,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,Continental,1036120,386837266,219.8361,0.2191,219.413,220.2598,219.84 ± 0.22
2011-2015,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,National,3991558,1575231649,223.0757,0.1128,222.8569,223.2947,223.08 ± 0.11
2011-2015,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,Dry,39575,181302973,19.9644,0.1012,19.7682,20.1621,19.96 ± 0.10
2011-2015,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,Temperate,233466,1007091410,20.691,0.0433,20.6071,20.7751,20.69 ± 0.04
2011-2015,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,Continental,81454,386837266,17.2164,0.0613,17.0983,17.335,17.22 ± 0.06
2011-2015,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,National,354495,1575231649,19.7159,0.0335,19.651,19.7809,19.72 ± 0.03
2011-2015,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,Dry,190274,181302973,95.9034,0.2214,95.473,96.3353,95.90 ± 0.22
2011-2015,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,Temperate,1172973,1007091410,104.1199,0.0971,103.9315,104.3085,104.12 ± 0.10
2011-2015,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,Continental,475175,386837266,100.8275,0.1483,100.541,101.1146,100.83 ± 0.15
2011-2015,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,National,1838422,1575231649,102.3765,0.0763,102.2285,102.5246,102.38 ± 0.08
2011-2015,I50,I50,HF,Köppen-Geiger Climate Zone,Dry,25752,181302973,12.947,0.0811,12.7893,13.1061,12.95 ± 0.08
2011-2015,I50,I50,HF,Köppen-Geiger Climate Zone,Temperate,207607,1007091410,18.5146,0.0409,18.4351,18.5944,18.51 ± 0.04
2011-2015,I50,I50,HF,Köppen-Geiger Climate Zone,Continental,92803,386837266,19.1982,0.0638,19.0749,19.3221,19.20 ± 0.06
2011-2015,I50,I50,HF,Köppen-Geiger Climate Zone,National,326162,1575231649,18.1043,0.032,18.0423,18.1666,18.10 ± 0.03
2011-2015,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,Dry,66525,181302973,33.8541,0.1322,33.5974,34.1124,33.85 ± 0.13
2011-2015,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,Temperate,423756,1007091410,38.1136,0.0591,37.9989,38.2285,38.11 ± 0.06
2011-2015,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,Continental,165641,386837266,35.2836,0.0879,35.1139,35.4539,35.28 ± 0.09
2011-2015,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,National,655922,1575231649,36.9226,0.046,36.8333,37.0121,36.92 ± 0.05
2011-2015,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,Dry,4803,181302973,2.598,0.038,2.525,2.6725,2.60 ± 0.04
2011-2015,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,Temperate,19901,1007091410,1.8872,0.0136,1.8611,1.9136,1.89 ± 0.01
2011-2015,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,Continental,8533,386837266,2.1205,0.0235,2.0757,2.166,2.12 ± 0.02
2011-2015,X60_X69,X60_X69,NVS,Köppen-Geiger Climate Zone,National,33237,1575231649,2.0221,0.0113,2.0004,2.044,2.02 ± 0.01
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,Dry,26908,181302973,14.6523,0.0904,14.4777,14.8284,14.65 ± 0.09
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,Temperate,128248,1007091410,12.2925,0.0348,12.2253,12.36,12.29 ± 0.03
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,Continental,48701,386837266,12.2121,0.0565,12.1039,12.3211,12.21 ± 0.06
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Köppen-Geiger Climate Zone,National,203857,1575231649,12.5298,0.0282,12.4755,12.5843,12.53 ± 0.03
2011-2015,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,Dry,22056,181302973,12.0274,0.0819,11.8692,12.1872,12.03 ± 0.08
2011-2015,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,Temperate,108123,1007091410,10.3838,0.032,10.322,10.4459,10.38 ± 0.03
2011-2015,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,Continental,40097,386837266,10.0746,0.0514,9.9762,10.1737,10.07 ± 0.05
2011-2015,X70_X84,X70_X84,VS,Köppen-Geiger Climate Zone,National,170276,1575231649,10.4867,0.0258,10.4369,10.5366,10.49 ± 0.03
2011-2015,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,Dry,49,181302973,0.0269,0.0039,0.0199,0.0356,0.03 ± 0.00
2011-2015,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,Temperate,224,1007091410,0.0215,0.0015,0.0187,0.0245,0.02 ± 0.00
2011-2015,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,Continental,71,386837266,0.017,0.0021,0.0133,0.0215,0.02 ± 0.00
2011-2015,Y87.0,Y87.0,SI,Köppen-Geiger Climate Zone,National,344,1575231649,0.021,0.0012,0.0189,0.0234,0.02 ± 0.00
2016-2020,C00_C97,All-site Cancer,Cancer,Köppen-Geiger Climate Zone,Dry,305384,191470880,134.2333,0.2458,133.7576,134.7103,134.23 ± 0.25
2016-2020,C00_C97,All-site Cancer,Cancer,Köppen-Geiger Climate Zone,Temperate,1909754,1044904352,150.1695,0.1103,149.9566,150.3827,150.17 ± 0.11
2016-2020,C00_C97,All-site Cancer,Cancer,Köppen-Geiger Climate Zone,Continental,766051,390721373,152.7986,0.1779,152.4567,153.1412,152.80 ± 0.18
2016-2020,C00_C97,All-site Cancer,Cancer,Köppen-Geiger Climate Zone,National,2981189,1627096605,149.0313,0.0876,148.8621,149.2005,149.03 ± 0.09
2016-2020,C18_C21,Colorectal Cancer,Colorectal,Köppen-Geiger Climate Zone,Dry,28808,191470880,12.7663,0.0762,12.6193,12.9146,12.77 ± 0.08
2016-2020,C18_C21,Colorectal Cancer,Colorectal,Köppen-Geiger Climate Zone,Temperate,169762,1044904352,13.4919,0.0333,13.4278,13.5562,13.49 ± 0.03
2016-2020,C18_C21,Colorectal Cancer,Colorectal,Köppen-Geiger Climate Zone,Continental,65736,390721373,13.2672,0.0529,13.1659,13.369,13.27 ± 0.05
2016-2020,C18_C21,Colorectal Cancer,Colorectal,Köppen-Geiger Climate Zone,National,264306,1627096605,13.3566,0.0264,13.3057,13.4076,13.36 ± 0.03
2016-2020,C22,Liver Cancer,Liver,Köppen-Geiger Climate Zone,Dry,16222,191470880,6.9594,0.0553,6.8527,7.0673,6.96 ± 0.06
2016-2020,C22,Liver Cancer,Liver,Köppen-Geiger Climate Zone,Temperate,90407,1044904352,6.8751,0.0232,6.8304,6.9201,6.88 ± 0.02
2016-2020,C22,Liver Cancer,Liver,Köppen-Geiger Climate Zone,Continental,30000,390721373,5.8545,0.0344,5.7885,5.9212,5.85 ± 0.03
2016-2020,C22,Liver Cancer,Liver,Köppen-Geiger Climate Zone,National,136629,1627096605,6.6288,0.0182,6.5937,6.6641,6.63 ± 0.02
2016-2020,C25,Pancreatic Cancer,Pancreatic,Köppen-Geiger Climate Zone,Dry,23375,191470880,10.1627,0.0672,10.0328,10.2938,10.16 ± 0.07
2016-2020,C25,Pancreatic Cancer,Pancreatic,Köppen-Geiger Climate Zone,Temperate,141300,1044904352,10.9959,0.0297,10.9387,11.0534,11.00 ± 0.03
2016-2020,C25,Pancreatic Cancer,Pancreatic,Köppen-Geiger Climate Zone,Continental,58511,390721373,11.5532,0.0486,11.4598,11.6472,11.55 ± 0.05
2016-2020,C25,Pancreatic Cancer,Pancreatic,Köppen-Geiger Climate Zone,National,223186,1627096605,11.0398,0.0237,10.9941,11.0857,11.04 ± 0.02
2016-2020,C34,Lung Cancer,Lung,Köppen-Geiger Climate Zone,Dry,62249,191470880,26.9767,0.1091,26.7652,27.1894,26.98 ± 0.11
2016-2020,C34,Lung Cancer,Lung,Köppen-Geiger Climate Zone,Temperate,460270,1044904352,35.5926,0.0532,35.4898,35.6955,35.59 ± 0.05
2016-2020,C34,Lung Cancer,Lung,Köppen-Geiger Climate Zone,Continental,186294,390721373,36.6239,0.0862,36.4578,36.7906,36.62 ± 0.09
2016-2020,C34,Lung Cancer,Lung,Köppen-Geiger Climate Zone,National,708813,1627096605,34.8699,0.042,34.7888,34.9512,34.87 ± 0.04
2016-2020,C50,Breast Cancer,Breast,Köppen-Geiger Climate Zone,Dry,22572,191470880,10.1224,0.0685,9.9907,10.2553,10.12 ± 0.07
2016-2020,C50,Breast Cancer,Breast,Köppen-Geiger Climate Zone,Temperate,137393,1044904352,11.015,0.0303,10.9569,11.0734,11.02 ± 0.03
2016-2020,C50,Breast Cancer,Breast,Köppen-Geiger Climate Zone,Continental,51729,390721373,10.5627,0.0476,10.4719,10.6541,10.56 ± 0.05
2016-2020,C50,Breast Cancer,Breast,Köppen-Geiger Climate Zone,National,211694,1627096605,10.8022,0.0239,10.7562,10.8483,10.80 ± 0.02
2016-2020,C56,Ovary Cancer,Ovarian,Köppen-Geiger Climate Zone,Dry,7488,191470880,3.2998,0.0387,3.2255,3.3754,3.30 ± 0.04
2016-2020,C56,Ovary Cancer,Ovarian,Köppen-Geiger Climate Zone,Temperate,43871,1044904352,3.4537,0.0168,3.4214,3.4861,3.45 ± 0.02
2016-2020,C56,Ovary Cancer,Ovarian,Köppen-Geiger Climate Zone,Continental,17387,390721373,3.4797,0.0269,3.4281,3.5318,3.48 ± 0.03
2016-2020,C56,Ovary Cancer,Ovarian,Köppen-Geiger Climate Zone,National,68746,1627096605,3.4424,0.0134,3.4167,3.4682,3.44 ± 0.01
2016-2020,C61,Prostate Cancer,Prostate,Köppen-Geiger Climate Zone,Dry,18214,191470880,7.9572,0.0593,7.8421,8.0736,7.96 ± 0.06
2016-2020,C61,Prostate Cancer,Prostate,Köppen-Geiger Climate Zone,Temperate,97836,1044904352,7.7315,0.0249,7.6832,7.7801,7.73 ± 0.02
2016-2020,C61,Prostate Cancer,Prostate,Köppen-Geiger Climate Zone,Continental,39824,390721373,7.845,0.0398,7.7681,7.9224,7.84 ± 0.04
2016-2020,C61,Prostate Cancer,Prostate,Köppen-Geiger Climate Zone,National,155874,1627096605,7.7883,0.0199,7.7497,7.8271,7.79 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Köppen-Geiger Climate Zone,Dry,7861,191470880,3.4515,0.0394,3.3757,3.5287,3.45 ± 0.04
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Köppen-Geiger Climate Zone,Temperate,44543,1044904352,3.4951,0.0168,3.4627,3.5277,3.50 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Köppen-Geiger Climate Zone,Continental,17620,390721373,3.5054,0.0269,3.4539,3.5576,3.51 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Köppen-Geiger Climate Zone,National,70024,1627096605,3.493,0.0134,3.4671,3.5189,3.49 ± 0.01
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,Köppen-Geiger Climate Zone,Dry,10532,191470880,4.6658,0.0459,4.5771,4.7558,4.67 ± 0.05
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,Köppen-Geiger Climate Zone,Temperate,63385,1044904352,5.0651,0.0204,5.0257,5.1047,5.07 ± 0.02
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,Köppen-Geiger Climate Zone,Continental,27150,390721373,5.4751,0.0338,5.4101,5.5406,5.48 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,Köppen-Geiger Climate Zone,National,101067,1627096605,5.1229,0.0163,5.0913,5.1545,5.12 ± 0.02
2016-2020,C91_C95,Leukemia,Leukemia,Köppen-Geiger Climate Zone,Dry,12130,191470880,5.4658,0.0502,5.3689,5.5639,5.47 ± 0.05
2016-2020,C91_C95,Leukemia,Leukemia,Köppen-Geiger Climate Zone,Temperate,73213,1044904352,5.9357,0.0223,5.8928,5.9789,5.94 ± 0.02
2016-2020,C91_C95,Leukemia,Leukemia,Köppen-Geiger Climate Zone,Continental,30236,390721373,6.1649,0.0361,6.0956,6.2348,6.16 ± 0.04
2016-2020,C91_C95,Leukemia,Leukemia,Köppen-Geiger Climate Zone,National,115579,1627096605,5.9422,0.0177,5.908,5.9766,5.94 ± 0.02
2016-2020,F01,Vascular Dementia (VD),VD,Köppen-Geiger Climate Zone,Dry,8332,191470880,3.6313,0.0399,3.5538,3.7102,3.63 ± 0.04
2016-2020,F01,Vascular Dementia (VD),VD,Köppen-Geiger Climate Zone,Temperate,52952,1044904352,4.2283,0.0185,4.1924,4.2645,4.23 ± 0.02
2016-2020,F01,Vascular Dementia (VD),VD,Köppen-Geiger Climate Zone,Continental,23780,390721373,4.6081,0.0301,4.5497,4.667,4.61 ± 0.03
2016-2020,F01,Vascular Dementia (VD),VD,Köppen-Geiger Climate Zone,National,85064,1627096605,4.2575,0.0147,4.2289,4.2862,4.26 ± 0.01
2016-2020,F03,Unspecified Dementia (UD),UD,Köppen-Geiger Climate Zone,Dry,33842,191470880,14.7467,0.0804,14.59,14.9047,14.75 ± 0.08
2016-2020,F03,Unspecified Dementia (UD),UD,Köppen-Geiger Climate Zone,Temperate,294629,1044904352,23.5497,0.0436,23.4648,23.6349,23.55 ± 0.04
2016-2020,F03,Unspecified Dementia (UD),UD,Köppen-Geiger Climate Zone,Continental,174677,390721373,33.6498,0.0812,33.4922,33.808,33.65 ± 0.08
2016-2020,F03,Unspecified Dementia (UD),UD,Köppen-Geiger Climate Zone,National,503148,1627096605,25.1592,0.0356,25.0897,25.2288,25.16 ± 0.04
2016-2020,G10,Huntington's Disease (HD),HD,Köppen-Geiger Climate Zone,Dry,498,191470880,0.2275,0.0104,0.2079,0.2484,0.23 ± 0.01
2016-2020,G10,Huntington's Disease (HD),HD,Köppen-Geiger Climate Zone,Temperate,3417,1044904352,0.2796,0.0049,0.2703,0.2891,0.28 ± 0.00
2016-2020,G10,Huntington's Disease (HD),HD,Köppen-Geiger Climate Zone,Continental,1708,390721373,0.3677,0.0092,0.3505,0.3855,0.37 ± 0.01
2016-2020,G10,Huntington's Disease (HD),HD,Köppen-Geiger Climate Zone,National,5623,1627096605,0.2949,0.004,0.2873,0.3027,0.29 ± 0.00
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Köppen-Geiger Climate Zone,Dry,3516,191470880,1.5315,0.0262,1.4812,1.5829,1.53 ± 0.03
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Köppen-Geiger Climate Zone,Temperate,21508,1044904352,1.6681,0.0116,1.6459,1.6905,1.67 ± 0.01
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Köppen-Geiger Climate Zone,Continental,9648,390721373,1.9193,0.02,1.8812,1.958,1.92 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Köppen-Geiger Climate Zone,National,34672,1627096605,1.715,0.0094,1.697,1.7331,1.71 ± 0.01
2016-2020,G20,Parkinson's Disease (PD),PD,Köppen-Geiger Climate Zone,Dry,18739,191470880,8.3643,0.0614,8.2449,8.4849,8.36 ± 0.06
2016-2020,G20,Parkinson's Disease (PD),PD,Köppen-Geiger Climate Zone,Temperate,106288,1044904352,8.6912,0.0268,8.639,8.7436,8.69 ± 0.03
2016-2020,G20,Parkinson's Disease (PD),PD,Köppen-Geiger Climate Zone,Continental,44425,390721373,8.9924,0.0431,8.909,9.0765,8.99 ± 0.04
2016-2020,G20,Parkinson's Disease (PD),PD,Köppen-Geiger Climate Zone,National,169452,1627096605,8.7316,0.0214,8.69,8.7732,8.73 ± 0.02
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Köppen-Geiger Climate Zone,Dry,133276,191470880,58.4186,0.1607,58.1054,58.7331,58.42 ± 0.16
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Köppen-Geiger Climate Zone,Temperate,875012,1044904352,70.2417,0.0755,70.0946,70.389,70.24 ± 0.08
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Köppen-Geiger Climate Zone,Continental,397964,390721373,77.4415,0.1239,77.2011,77.6825,77.44 ± 0.12
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Köppen-Geiger Climate Zone,National,1406252,1627096605,70.7558,0.06,70.6389,70.8729,70.76 ± 0.06
2016-2020,G30,Alzheimer's Disease (AD),AD,Köppen-Geiger Climate Zone,Dry,68847,191470880,30.1448,0.1153,29.92,30.3708,30.14 ± 0.12
2016-2020,G30,Alzheimer's Disease (AD),AD,Köppen-Geiger Climate Zone,Temperate,399635,1044904352,32.1043,0.051,32.0048,32.204,32.10 ± 0.05
2016-2020,G30,Alzheimer's Disease (AD),AD,Köppen-Geiger Climate Zone,Continental,145434,390721373,28.2719,0.0748,28.1268,28.4175,28.27 ± 0.07
2016-2020,G30,Alzheimer's Disease (AD),AD,Köppen-Geiger Climate Zone,National,613916,1627096605,30.8926,0.0396,30.8154,30.97,30.89 ± 0.04
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Köppen-Geiger Climate Zone,Dry,111021,191470880,48.5228,0.1462,48.2378,48.8091,48.52 ± 0.15
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Köppen-Geiger Climate Zone,Temperate,747216,1044904352,59.8824,0.0696,59.7467,60.0183,59.88 ± 0.07
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Köppen-Geiger Climate Zone,Continental,343891,390721373,66.5298,0.1144,66.3076,66.7525,66.53 ± 0.11
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Köppen-Geiger Climate Zone,National,1202128,1627096605,60.3093,0.0553,60.2016,60.4172,60.31 ± 0.06
2016-2020,I00-I99,I00-I99,I00_I99,Köppen-Geiger Climate Zone,Dry,462309,191470880,203.2522,0.3016,202.6667,203.8389,203.25 ± 0.30
2016-2020,I00-I99,I00-I99,I00_I99,Köppen-Geiger Climate Zone,Temperate,2798327,1044904352,222.6817,0.1347,222.4209,222.9428,222.68 ± 0.13
2016-2020,I00-I99,I00-I99,I00_I99,Köppen-Geiger Climate Zone,Continental,1087058,390721373,214.5939,0.2091,214.1906,214.9976,214.59 ± 0.21
2016-2020,I00-I99,I00-I99,I00_I99,Köppen-Geiger Climate Zone,National,4347694,1627096605,218.5273,0.1061,218.3219,218.7328,218.53 ± 0.11
2016-2020,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,Dry,462309,191470880,203.2522,0.3016,202.6667,203.8389,203.25 ± 0.30
2016-2020,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,Temperate,2798327,1044904352,222.6817,0.1347,222.4209,222.9428,222.68 ± 0.13
2016-2020,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,Continental,1087058,390721373,214.5939,0.2091,214.1906,214.9976,214.59 ± 0.21
2016-2020,I00_I99,I00_I99,CVD,Köppen-Geiger Climate Zone,National,4347694,1627096605,218.5273,0.1061,218.3219,218.7328,218.53 ± 0.11
2016-2020,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,Dry,56407,191470880,24.8656,0.1058,24.6609,25.0717,24.87 ± 0.11
2016-2020,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,Temperate,324384,1044904352,25.8336,0.046,25.7447,25.9226,25.83 ± 0.05
2016-2020,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,Continental,106683,390721373,21.0949,0.0658,20.9685,21.2219,21.09 ± 0.07
2016-2020,I10_I15,I10_I15,HD,Köppen-Geiger Climate Zone,National,487474,1627096605,24.542,0.0356,24.4731,24.611,24.54 ± 0.04
2016-2020,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,Dry,205453,191470880,89.8065,0.1999,89.4186,90.1957,89.81 ± 0.20
2016-2020,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,Temperate,1172381,1044904352,92.5997,0.0865,92.4321,92.7674,92.60 ± 0.09
2016-2020,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,Continental,451980,390721373,89.0345,0.1345,88.7752,89.2945,89.03 ± 0.13
2016-2020,I20_I25,I20_I25,IHD,Köppen-Geiger Climate Zone,National,1829814,1627096605,91.4051,0.0684,91.2727,91.5377,91.41 ± 0.07
2016-2020,I50,I50,HF,Köppen-Geiger Climate Zone,Dry,32556,191470880,14.2354,0.0794,14.0812,14.3909,14.24 ± 0.08
2016-2020,I50,I50,HF,Köppen-Geiger Climate Zone,Temperate,266862,1044904352,21.217,0.0414,21.1366,21.2977,21.22 ± 0.04
2016-2020,I50,I50,HF,Köppen-Geiger Climate Zone,Continental,113361,390721373,21.992,0.066,21.8642,22.1204,21.99 ± 0.07
2016-2020,I50,I50,HF,Köppen-Geiger Climate Zone,National,412779,1627096605,20.6363,0.0324,20.5734,20.6994,20.64 ± 0.03
2016-2020,I60_I69,I60_I69,Stroke,Köppen-Geiger Climate Zone,Dry,84726,191470880,37.3287,0.1293,37.0778,37.581,37.33 ± 0.13
