Time_Period,ICD-10 Code,Outcome_Fullname,Outcome_Shortname,Stratification,Strata,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2006-2010,X60_X69,X60_X69,NVS,County Economic Typology,Services,14138,650908678,2.0821,0.0176,2.0479,2.1167,2.08 ± 0.02
2006-2010,X60_X69,X60_X69,NVS,County Economic Typology,Nonspecialized,7074,361939164,1.9284,0.0231,1.8837,1.9739,1.93 ± 0.02
2006-2010,X60_X69,X60_X69,NVS,County Economic Typology,National,31708,1519222141,2.0301,0.0115,2.0079,2.0526,2.03 ± 0.01
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,County Economic Typology,Farming,2075,20793230,9.7831,0.2186,9.3667,10.2133,9.78 ± 0.22
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,County Economic Typology,Mining,2279,14617184,15.4933,0.3293,14.8637,16.1427,15.49 ± 0.33
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,County Economic Typology,Manufacturing,36278,294175065,12.0851,0.0642,11.9611,12.2101,12.09 ± 0.06
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,County Economic Typology,Government,21972,176788820,12.3173,0.0841,12.155,12.4813,12.32 ± 0.08
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,County Economic Typology,Services,71554,650908678,10.6433,0.0401,10.5654,10.7216,10.64 ± 0.04
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,County Economic Typology,Nonspecialized,42303,361939164,11.624,0.057,11.5135,11.7353,11.62 ± 0.06
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,County Economic Typology,National,176461,1519222141,11.3739,0.0273,11.3209,11.4271,11.37 ± 0.03
2006-2010,X70_X84,X70_X84,VS,County Economic Typology,Farming,1813,20793230,8.4914,0.2029,8.105,8.8915,8.49 ± 0.20
2006-2010,X70_X84,X70_X84,VS,County Economic Typology,Mining,2013,14617184,13.6938,0.3096,13.102,14.3054,13.69 ± 0.31
2006-2010,X70_X84,X70_X84,VS,County Economic Typology,Manufacturing,29979,294175065,10.0032,0.0584,9.8903,10.1171,10.00 ± 0.06
2006-2010,X70_X84,X70_X84,VS,County Economic Typology,Government,18187,176788820,10.1685,0.0763,10.0213,10.3174,10.17 ± 0.08
2006-2010,X70_X84,X70_X84,VS,County Economic Typology,Services,57252,650908678,8.5368,0.0359,8.467,8.607,8.54 ± 0.04
2006-2010,X70_X84,X70_X84,VS,County Economic Typology,Nonspecialized,35148,361939164,9.6737,0.052,9.5729,9.7754,9.67 ± 0.05
2006-2010,X70_X84,X70_X84,VS,County Economic Typology,National,144392,1519222141,9.3206,0.0247,9.2726,9.3688,9.32 ± 0.02
2006-2010,Y87.0,Y87.0,SI,County Economic Typology,Farming,2,20793230,0.0095,0.0067,0.0012,0.0344,0.01 ± 0.01
2006-2010,Y87.0,Y87.0,SI,County Economic Typology,Mining,5,14617184,0.0309,0.0141,0.01,0.0722,0.03 ± 0.01
2006-2010,Y87.0,Y87.0,SI,County Economic Typology,Manufacturing,73,294175065,0.0246,0.0029,0.0193,0.0309,0.02 ± 0.00
2006-2010,Y87.0,Y87.0,SI,County Economic Typology,Government,36,176788820,0.0198,0.0033,0.0139,0.0274,0.02 ± 0.00
2006-2010,Y87.0,Y87.0,SI,County Economic Typology,Services,164,650908678,0.0244,0.0019,0.0208,0.0284,0.02 ± 0.00
2006-2010,Y87.0,Y87.0,SI,County Economic Typology,Nonspecialized,81,361939164,0.0219,0.0024,0.0174,0.0272,0.02 ± 0.00
2006-2010,Y87.0,Y87.0,SI,County Economic Typology,National,361,1519222141,0.0232,0.0012,0.0209,0.0257,0.02 ± 0.00
2011-2015,C00_C97,All-site Cancer,Cancer,County Economic Typology,Farming,41093,21176023,155.2925,0.7748,153.7946,156.8013,155.29 ± 0.77
2011-2015,C00_C97,All-site Cancer,Cancer,County Economic Typology,Mining,31878,14915360,183.4968,1.0424,181.4879,185.5223,183.50 ± 1.04
2011-2015,C00_C97,All-site Cancer,Cancer,County Economic Typology,Manufacturing,635668,299389398,174.5336,0.2218,174.1048,174.9632,174.53 ± 0.22
2011-2015,C00_C97,All-site Cancer,Cancer,County Economic Typology,Government,320915,185616434,164.9207,0.2951,164.3506,165.4923,164.92 ± 0.30
2011-2015,C00_C97,All-site Cancer,Cancer,County Economic Typology,Services,1210731,681029590,155.7577,0.1432,155.4804,156.0354,155.76 ± 0.14
2011-2015,C00_C97,All-site Cancer,Cancer,County Economic Typology,Nonspecialized,686534,379753739,166.08,0.2031,165.6874,166.4733,166.08 ± 0.20
2011-2015,C00_C97,All-site Cancer,Cancer,County Economic Typology,National,2926819,1581880544,163.2327,0.0966,163.0457,163.4198,163.23 ± 0.10
2011-2015,C18_C21,Colorectal Cancer,Colorectal,County Economic Typology,Farming,4043,21176023,15.3077,0.2438,14.8395,15.787,15.31 ± 0.24
2011-2015,C18_C21,Colorectal Cancer,Colorectal,County Economic Typology,Mining,3013,14915360,17.5226,0.3239,16.9024,18.1596,17.52 ± 0.32
2011-2015,C18_C21,Colorectal Cancer,Colorectal,County Economic Typology,Manufacturing,56509,299389398,15.6034,0.0665,15.475,15.7326,15.60 ± 0.07
2011-2015,C18_C21,Colorectal Cancer,Colorectal,County Economic Typology,Government,28254,185616434,14.5864,0.088,14.4168,14.7575,14.59 ± 0.09
2011-2015,C18_C21,Colorectal Cancer,Colorectal,County Economic Typology,Services,108288,681029590,13.8981,0.0428,13.8154,13.9811,13.90 ± 0.04
2011-2015,C18_C21,Colorectal Cancer,Colorectal,County Economic Typology,Nonspecialized,61548,379753739,14.9284,0.061,14.8107,15.0468,14.93 ± 0.06
2011-2015,C18_C21,Colorectal Cancer,Colorectal,County Economic Typology,National,261655,1581880544,14.6141,0.0289,14.5582,14.6702,14.61 ± 0.03
2011-2015,C22,Liver Cancer,Liver,County Economic Typology,Farming,1488,21176023,5.5911,0.1466,5.3106,5.8826,5.59 ± 0.15
2011-2015,C22,Liver Cancer,Liver,County Economic Typology,Mining,1240,14915360,6.8815,0.1987,6.5038,7.2755,6.88 ± 0.20
2011-2015,C22,Liver Cancer,Liver,County Economic Typology,Manufacturing,22306,299389398,5.9648,0.0405,5.8868,6.0436,5.96 ± 0.04
2011-2015,C22,Liver Cancer,Liver,County Economic Typology,Government,13871,185616434,6.8325,0.0589,6.7192,6.9471,6.83 ± 0.06
2011-2015,C22,Liver Cancer,Liver,County Economic Typology,Services,51904,681029590,6.5079,0.0289,6.4521,6.5642,6.51 ± 0.03
2011-2015,C22,Liver Cancer,Liver,County Economic Typology,Nonspecialized,28114,379753739,6.5423,0.0396,6.4661,6.6192,6.54 ± 0.04
2011-2015,C22,Liver Cancer,Liver,County Economic Typology,National,118923,1581880544,6.4322,0.0189,6.3957,6.4689,6.43 ± 0.02
2011-2015,C25,Pancreatic Cancer,Pancreatic,County Economic Typology,Farming,2610,21176023,9.8737,0.1954,9.4985,10.2599,9.87 ± 0.20
2011-2015,C25,Pancreatic Cancer,Pancreatic,County Economic Typology,Mining,1872,14915360,10.6624,0.25,10.1848,11.1566,10.66 ± 0.25
2011-2015,C25,Pancreatic Cancer,Pancreatic,County Economic Typology,Manufacturing,41233,299389398,11.2198,0.0559,11.1117,11.3286,11.22 ± 0.06
2011-2015,C25,Pancreatic Cancer,Pancreatic,County Economic Typology,Government,21660,185616434,11.0797,0.0763,10.9326,11.2282,11.08 ± 0.08
2011-2015,C25,Pancreatic Cancer,Pancreatic,County Economic Typology,Services,84858,681029590,10.8566,0.0377,10.7837,10.9299,10.86 ± 0.04
2011-2015,C25,Pancreatic Cancer,Pancreatic,County Economic Typology,Nonspecialized,44760,379753739,10.7573,0.0515,10.6579,10.8575,10.76 ± 0.05
2011-2015,C25,Pancreatic Cancer,Pancreatic,County Economic Typology,National,196993,1581880544,10.9177,0.0249,10.8695,10.966,10.92 ± 0.02
2011-2015,C34,Lung Cancer,Lung,County Economic Typology,Farming,11221,21176023,42.1642,0.4012,41.3876,42.9517,42.16 ± 0.40
2011-2015,C34,Lung Cancer,Lung,County Economic Typology,Mining,9532,14915360,54.0546,0.561,52.9749,55.1509,54.05 ± 0.56
2011-2015,C34,Lung Cancer,Lung,County Economic Typology,Manufacturing,184061,299389398,49.997,0.1179,49.7689,50.226,50.00 ± 0.12
2011-2015,C34,Lung Cancer,Lung,County Economic Typology,Government,85553,185616434,43.6963,0.1514,43.404,43.9901,43.70 ± 0.15
2011-2015,C34,Lung Cancer,Lung,County Economic Typology,Services,303548,681029590,39.0409,0.0716,38.9022,39.1801,39.04 ± 0.07
2011-2015,C34,Lung Cancer,Lung,County Economic Typology,Nonspecialized,185364,379753739,44.549,0.1048,44.3464,44.7522,44.55 ± 0.10
2011-2015,C34,Lung Cancer,Lung,County Economic Typology,National,779279,1581880544,43.2514,0.0496,43.1555,43.3476,43.25 ± 0.05
2011-2015,C50,Breast Cancer,Breast,County Economic Typology,Farming,2561,21176023,9.8983,0.1991,9.5186,10.2893,9.90 ± 0.20
2011-2015,C50,Breast Cancer,Breast,County Economic Typology,Mining,2074,14915360,12.0836,0.2701,11.5691,12.6151,12.08 ± 0.27
2011-2015,C50,Breast Cancer,Breast,County Economic Typology,Manufacturing,42276,299389398,11.7104,0.0579,11.599,11.8226,11.71 ± 0.06
2011-2015,C50,Breast Cancer,Breast,County Economic Typology,Government,22608,185616434,11.6036,0.0783,11.4528,11.7559,11.60 ± 0.08
2011-2015,C50,Breast Cancer,Breast,County Economic Typology,Services,90342,681029590,11.6255,0.0392,11.5498,11.7015,11.63 ± 0.04
2011-2015,C50,Breast Cancer,Breast,County Economic Typology,Nonspecialized,47758,379753739,11.5276,0.0535,11.4244,11.6314,11.53 ± 0.05
2011-2015,C50,Breast Cancer,Breast,County Economic Typology,National,207619,1581880544,11.5995,0.0258,11.5497,11.6495,11.60 ± 0.03
2011-2015,C56,Ovary Cancer,Ovarian,County Economic Typology,Farming,955,21176023,3.6471,0.1196,3.4195,3.886,3.65 ± 0.12
2011-2015,C56,Ovary Cancer,Ovarian,County Economic Typology,Mining,638,14915360,3.6966,0.1484,3.4153,3.9949,3.70 ± 0.15
2011-2015,C56,Ovary Cancer,Ovarian,County Economic Typology,Manufacturing,14713,299389398,4.0513,0.0339,3.9861,4.1173,4.05 ± 0.03
2011-2015,C56,Ovary Cancer,Ovarian,County Economic Typology,Government,7557,185616434,3.8714,0.0452,3.7846,3.9597,3.87 ± 0.05
2011-2015,C56,Ovary Cancer,Ovarian,County Economic Typology,Services,30900,681029590,3.9637,0.0228,3.9197,4.0082,3.96 ± 0.02
2011-2015,C56,Ovary Cancer,Ovarian,County Economic Typology,Nonspecialized,16304,379753739,3.9345,0.0312,3.8744,3.9954,3.93 ± 0.03
2011-2015,C56,Ovary Cancer,Ovarian,County Economic Typology,National,71067,1581880544,3.9564,0.015,3.9274,3.9856,3.96 ± 0.02
2011-2015,C61,Prostate Cancer,Prostate,County Economic Typology,Farming,2296,21176023,8.4298,0.177,8.0885,8.7818,8.43 ± 0.18
2011-2015,C61,Prostate Cancer,Prostate,County Economic Typology,Mining,1410,14915360,8.4108,0.2257,7.9775,8.8616,8.41 ± 0.23
2011-2015,C61,Prostate Cancer,Prostate,County Economic Typology,Manufacturing,28292,299389398,7.8148,0.0468,7.724,7.9064,7.81 ± 0.05
2011-2015,C61,Prostate Cancer,Prostate,County Economic Typology,Government,15471,185616434,8.1779,0.0664,8.0495,8.3078,8.18 ± 0.07
2011-2015,C61,Prostate Cancer,Prostate,County Economic Typology,Services,60345,681029590,7.7514,0.0319,7.6897,7.8135,7.75 ± 0.03
2011-2015,C61,Prostate Cancer,Prostate,County Economic Typology,Nonspecialized,32223,379753739,8.0149,0.0451,7.9277,8.1029,8.01 ± 0.05
2011-2015,C61,Prostate Cancer,Prostate,County Economic Typology,National,140037,1581880544,7.8859,0.0213,7.8447,7.9273,7.89 ± 0.02
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,County Economic Typology,Farming,1041,21176023,3.9268,0.1231,3.6918,4.1727,3.93 ± 0.12
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,County Economic Typology,Mining,836,14915360,4.7448,0.1664,4.4286,5.0777,4.74 ± 0.17
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,County Economic Typology,Manufacturing,15196,299389398,4.1392,0.034,4.0737,4.2056,4.14 ± 0.03
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,County Economic Typology,Government,7842,185616434,3.9914,0.0457,3.9035,4.0807,3.99 ± 0.05
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,County Economic Typology,Services,27029,681029590,3.4578,0.0213,3.4167,3.4992,3.46 ± 0.02
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,County Economic Typology,Nonspecialized,17286,379753739,4.1503,0.032,4.0887,4.2127,4.15 ± 0.03
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,County Economic Typology,National,69230,1581880544,3.8334,0.0147,3.8049,3.862,3.83 ± 0.01
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,County Economic Typology,Farming,1483,21176023,5.6212,0.1477,5.3387,5.9147,5.62 ± 0.15
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,County Economic Typology,Mining,995,14915360,5.8527,0.1877,5.4946,6.2279,5.85 ± 0.19
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,County Economic Typology,Manufacturing,22164,299389398,6.1761,0.042,6.0951,6.258,6.18 ± 0.04
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,County Economic Typology,Government,10709,185616434,5.6274,0.0551,5.5213,5.735,5.63 ± 0.06
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,County Economic Typology,Services,42389,681029590,5.5171,0.0271,5.4647,5.5699,5.52 ± 0.03
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,County Economic Typology,Nonspecialized,23467,379753739,5.8005,0.0383,5.7266,5.8752,5.80 ± 0.04
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,County Economic Typology,National,101207,1581880544,5.7344,0.0182,5.6991,5.7698,5.73 ± 0.02
2011-2015,C91_C95,Leukemia,Leukemia,County Economic Typology,Farming,1610,21176023,6.1277,0.1546,5.832,6.4345,6.13 ± 0.15
2011-2015,C91_C95,Leukemia,Leukemia,County Economic Typology,Mining,1161,14915360,6.8856,0.2046,6.4952,7.2934,6.89 ± 0.20
2011-2015,C91_C95,Leukemia,Leukemia,County Economic Typology,Manufacturing,24691,299389398,6.9606,0.0449,6.874,7.0479,6.96 ± 0.04
2011-2015,C91_C95,Leukemia,Leukemia,County Economic Typology,Government,12153,185616434,6.4167,0.0589,6.3031,6.5318,6.42 ± 0.06
2011-2015,C91_C95,Leukemia,Leukemia,County Economic Typology,Services,48438,681029590,6.3708,0.0293,6.3142,6.4278,6.37 ± 0.03
2011-2015,C91_C95,Leukemia,Leukemia,County Economic Typology,Nonspecialized,27126,379753739,6.757,0.0415,6.6768,6.8379,6.76 ± 0.04
2011-2015,C91_C95,Leukemia,Leukemia,County Economic Typology,National,115179,1581880544,6.5857,0.0196,6.5478,6.6239,6.59 ± 0.02
2011-2015,F01,Vascular Dementia (VD),VD,County Economic Typology,Farming,674,21176023,2.3925,0.0927,2.2153,2.5801,2.39 ± 0.09
2011-2015,F01,Vascular Dementia (VD),VD,County Economic Typology,Mining,490,14915360,3.0412,0.1377,2.7778,3.3228,3.04 ± 0.14
2011-2015,F01,Vascular Dementia (VD),VD,County Economic Typology,Manufacturing,13541,299389398,3.7054,0.032,3.6433,3.7684,3.71 ± 0.03
2011-2015,F01,Vascular Dementia (VD),VD,County Economic Typology,Government,7852,185616434,4.1993,0.0476,4.1069,4.2932,4.20 ± 0.05
2011-2015,F01,Vascular Dementia (VD),VD,County Economic Typology,Services,28600,681029590,3.5317,0.0211,3.4909,3.5729,3.53 ± 0.02
2011-2015,F01,Vascular Dementia (VD),VD,County Economic Typology,Nonspecialized,13809,379753739,3.4561,0.0296,3.3987,3.5142,3.46 ± 0.03
2011-2015,F01,Vascular Dementia (VD),VD,County Economic Typology,National,64966,1581880544,3.5987,0.0142,3.5711,3.6265,3.60 ± 0.01
2011-2015,F03,Unspecified Dementia (UD),UD,County Economic Typology,Farming,7618,21176023,26.8794,0.3097,26.2792,27.4899,26.88 ± 0.31
2011-2015,F03,Unspecified Dementia (UD),UD,County Economic Typology,Mining,5446,14915360,33.7678,0.4585,32.8768,34.6768,33.77 ± 0.46
2011-2015,F03,Unspecified Dementia (UD),UD,County Economic Typology,Manufacturing,134607,299389398,36.6445,0.1005,36.449,36.8408,36.64 ± 0.10
2011-2015,F03,Unspecified Dementia (UD),UD,County Economic Typology,Government,65340,185616434,34.9167,0.1373,34.6495,35.1855,34.92 ± 0.14
2011-2015,F03,Unspecified Dementia (UD),UD,County Economic Typology,Services,243260,681029590,29.8927,0.0612,29.7741,30.0118,29.89 ± 0.06
2011-2015,F03,Unspecified Dementia (UD),UD,County Economic Typology,Nonspecialized,136947,379753739,34.1861,0.0929,34.0053,34.3677,34.19 ± 0.09
2011-2015,F03,Unspecified Dementia (UD),UD,County Economic Typology,National,593218,1581880544,32.734,0.0428,32.6507,32.8174,32.73 ± 0.04
2011-2015,G10,Huntington's Disease (HD),HD,County Economic Typology,Farming,80,21176023,0.3259,0.0373,0.2584,0.4056,0.33 ± 0.04
2011-2015,G10,Huntington's Disease (HD),HD,County Economic Typology,Mining,41,14915360,0.243,0.0388,0.1744,0.3297,0.24 ± 0.04
2011-2015,G10,Huntington's Disease (HD),HD,County Economic Typology,Manufacturing,1276,299389398,0.3652,0.0105,0.3455,0.3858,0.37 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,County Economic Typology,Government,563,185616434,0.2902,0.0125,0.2667,0.3152,0.29 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,County Economic Typology,Services,1844,681029590,0.2405,0.0057,0.2296,0.2517,0.24 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,County Economic Typology,Nonspecialized,1263,379753739,0.3052,0.0087,0.2886,0.3225,0.31 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,County Economic Typology,National,5067,1581880544,0.2868,0.0041,0.2789,0.2948,0.29 ± 0.00
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,County Economic Typology,Farming,436,21176023,1.6696,0.081,1.5166,1.8339,1.67 ± 0.08
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,County Economic Typology,Mining,339,14915360,1.9308,0.1066,1.7308,2.1477,1.93 ± 0.11
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,County Economic Typology,Manufacturing,7831,299389398,2.1439,0.0246,2.0967,2.1919,2.14 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,County Economic Typology,Government,3831,185616434,1.9563,0.0321,1.8948,2.0192,1.96 ± 0.03
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,County Economic Typology,Services,14808,681029590,1.9102,0.0159,1.8796,1.9412,1.91 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,County Economic Typology,Nonspecialized,8478,379753739,2.0293,0.0224,1.9863,2.0729,2.03 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,County Economic Typology,National,35723,1581880544,1.987,0.0106,1.9665,2.0077,1.99 ± 0.01
2011-2015,G20,Parkinson's Disease (PD),PD,County Economic Typology,Farming,1689,21176023,6.272,0.1535,5.9764,6.5784,6.27 ± 0.15
2011-2015,G20,Parkinson's Disease (PD),PD,County Economic Typology,Mining,1089,14915360,6.7524,0.2054,6.3573,7.1657,6.75 ± 0.21
2011-2015,G20,Parkinson's Disease (PD),PD,County Economic Typology,Manufacturing,26541,299389398,7.5224,0.0465,7.4322,7.6135,7.52 ± 0.05
2011-2015,G20,Parkinson's Disease (PD),PD,County Economic Typology,Government,13392,185616434,7.3666,0.0641,7.2423,7.4924,7.37 ± 0.06
2011-2015,G20,Parkinson's Disease (PD),PD,County Economic Typology,Services,53721,681029590,7.0193,0.0306,6.9601,7.0789,7.02 ± 0.03
2011-2015,G20,Parkinson's Disease (PD),PD,County Economic Typology,Nonspecialized,28969,379753739,7.4649,0.0442,7.3792,7.5513,7.46 ± 0.04
2011-2015,G20,Parkinson's Disease (PD),PD,County Economic Typology,National,125401,1581880544,7.2459,0.0206,7.2058,7.2861,7.25 ± 0.02
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,County Economic Typology,Farming,17894,21176023,63.8004,0.4799,62.869,64.7422,63.80 ± 0.48
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,County Economic Typology,Mining,12328,14915360,76.4118,0.69,75.0688,77.7728,76.41 ± 0.69
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,County Economic Typology,Manufacturing,286036,299389398,78.429,0.1476,78.1419,78.717,78.43 ± 0.15
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,County Economic Typology,Government,139437,185616434,74.7688,0.2014,74.3768,75.1623,74.77 ± 0.20
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,County Economic Typology,Services,521963,681029590,64.8465,0.0907,64.6707,65.0226,64.85 ± 0.09
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,County Economic Typology,Nonspecialized,299084,379753739,74.9837,0.1379,74.7152,75.2529,74.98 ± 0.14
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,County Economic Typology,National,1276742,1581880544,70.9968,0.0633,70.8737,71.1201,71.00 ± 0.06
2011-2015,G30,Alzheimer's Disease (AD),AD,County Economic Typology,Farming,7477,21176023,26.5869,0.3093,25.9877,27.1965,26.59 ± 0.31
2011-2015,G30,Alzheimer's Disease (AD),AD,County Economic Typology,Mining,4964,14915360,30.9196,0.4397,30.0653,31.7919,30.92 ± 0.44
2011-2015,G30,Alzheimer's Disease (AD),AD,County Economic Typology,Manufacturing,103516,299389398,28.4128,0.0888,28.24,28.5864,28.41 ± 0.09
2011-2015,G30,Alzheimer's Disease (AD),AD,County Economic Typology,Government,49022,185616434,26.3299,0.1195,26.0974,26.5641,26.33 ± 0.12
2011-2015,G30,Alzheimer's Disease (AD),AD,County Economic Typology,Services,181574,681029590,22.4925,0.0533,22.3892,22.5962,22.49 ± 0.05
2011-2015,G30,Alzheimer's Disease (AD),AD,County Economic Typology,Nonspecialized,110881,379753739,27.8473,0.0841,27.6836,28.0117,27.85 ± 0.08
2011-2015,G30,Alzheimer's Disease (AD),AD,County Economic Typology,National,457434,1581880544,25.4313,0.0379,25.3576,25.5051,25.43 ± 0.04
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,County Economic Typology,Farming,15769,21176023,55.8588,0.4474,54.9904,56.7376,55.86 ± 0.45
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,County Economic Typology,Mining,10900,14915360,67.7285,0.65,66.463,69.0122,67.73 ± 0.65
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,County Economic Typology,Manufacturing,251664,299389398,68.7628,0.1379,68.4944,69.0319,68.76 ± 0.14
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,County Economic Typology,Government,122214,185616434,65.4459,0.1882,65.0795,65.8139,65.45 ± 0.19
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,County Economic Typology,Services,453434,681029590,55.917,0.0838,55.7543,56.08,55.92 ± 0.08
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,County Economic Typology,Nonspecialized,261637,379753739,65.4895,0.1287,65.2388,65.7409,65.49 ± 0.13
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,County Economic Typology,National,1115618,1581880544,61.7639,0.0589,61.6494,61.8787,61.76 ± 0.06
2011-2015,I00-I99,I00-I99,I00_I99,County Economic Typology,Farming,64225,21176023,236.8251,0.9451,234.997,238.6639,236.83 ± 0.95
2011-2015,I00-I99,I00-I99,I00_I99,County Economic Typology,Mining,44709,14915360,267.1396,1.2771,264.669,269.6274,267.14 ± 1.28
2011-2015,I00-I99,I00-I99,I00_I99,County Economic Typology,Manufacturing,883676,299389398,243.099,0.2614,242.5924,243.6064,243.10 ± 0.26
2011-2015,I00-I99,I00-I99,I00_I99,County Economic Typology,Government,430899,185616434,225.7062,0.3475,225.0328,226.3811,225.71 ± 0.35
2011-2015,I00-I99,I00-I99,I00_I99,County Economic Typology,Services,1656079,681029590,209.0234,0.1643,208.7052,209.342,209.02 ± 0.16
2011-2015,I00-I99,I00-I99,I00_I99,County Economic Typology,Nonspecialized,932775,379753739,229.3956,0.2399,228.9303,229.8616,229.40 ± 0.24
2011-2015,I00-I99,I00-I99,I00_I99,County Economic Typology,National,4012363,1581880544,223.3809,0.1127,223.1624,223.5996,223.38 ± 0.11
2011-2015,I00_I99,I00_I99,CVD,County Economic Typology,Farming,64225,21176023,236.8251,0.9451,234.997,238.6639,236.83 ± 0.95
2011-2015,I00_I99,I00_I99,CVD,County Economic Typology,Mining,44709,14915360,267.1396,1.2771,264.669,269.6274,267.14 ± 1.28
2011-2015,I00_I99,I00_I99,CVD,County Economic Typology,Manufacturing,883676,299389398,243.099,0.2614,242.5924,243.6064,243.10 ± 0.26
2011-2015,I00_I99,I00_I99,CVD,County Economic Typology,Government,430899,185616434,225.7062,0.3475,225.0328,226.3811,225.71 ± 0.35
2011-2015,I00_I99,I00_I99,CVD,County Economic Typology,Services,1656079,681029590,209.0234,0.1643,208.7052,209.342,209.02 ± 0.16
2011-2015,I00_I99,I00_I99,CVD,County Economic Typology,Nonspecialized,932775,379753739,229.3956,0.2399,228.9303,229.8616,229.40 ± 0.24
2011-2015,I00_I99,I00_I99,CVD,County Economic Typology,National,4012363,1581880544,223.3809,0.1127,223.1624,223.5996,223.38 ± 0.11
2011-2015,I10_I15,I10_I15,HD,County Economic Typology,Farming,5378,21176023,19.8673,0.275,19.3398,20.4055,19.87 ± 0.28
2011-2015,I10_I15,I10_I15,HD,County Economic Typology,Mining,3039,14915360,18.2006,0.3349,17.5592,18.8594,18.20 ± 0.33
2011-2015,I10_I15,I10_I15,HD,County Economic Typology,Manufacturing,67473,299389398,18.5562,0.0723,18.4164,18.6967,18.56 ± 0.07
2011-2015,I10_I15,I10_I15,HD,County Economic Typology,Government,39820,185616434,20.6844,0.1048,20.4817,20.8885,20.68 ± 0.10
2011-2015,I10_I15,I10_I15,HD,County Economic Typology,Services,156968,681029590,19.7681,0.0505,19.6704,19.8661,19.77 ± 0.05
2011-2015,I10_I15,I10_I15,HD,County Economic Typology,Nonspecialized,84575,379753739,20.6356,0.0717,20.4968,20.7752,20.64 ± 0.07
2011-2015,I10_I15,I10_I15,HD,County Economic Typology,National,357253,1581880544,19.7933,0.0335,19.7284,19.8583,19.79 ± 0.03
2011-2015,I20_I25,I20_I25,IHD,County Economic Typology,Farming,29525,21176023,109.03,0.6414,107.7898,110.2808,109.03 ± 0.64
2011-2015,I20_I25,I20_I25,IHD,County Economic Typology,Mining,22076,14915360,130.6558,0.8897,128.9379,132.3908,130.66 ± 0.89
2011-2015,I20_I25,I20_I25,IHD,County Economic Typology,Manufacturing,402849,299389398,110.3334,0.1757,109.9929,110.6746,110.33 ± 0.18
