Time_Period,ICD-10 Code,Outcome_Fullname,Outcome_Shortname,Stratification,Strata,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2011-2015,C56,Ovary Cancer,Ovarian,RUCC,National,71067,1581865482,3.9565,0.015,3.9274,3.9857,3.96 ± 0.02
2011-2015,C61,Prostate Cancer,Prostate,RUCC,Metropolitan urbanized,114151,1350766445,7.7893,0.0233,7.7442,7.8347,7.79 ± 0.02
2011-2015,C61,Prostate Cancer,Prostate,RUCC,Non-metropolitan urbanized,9600,92864210,8.1937,0.0843,8.0306,8.3592,8.19 ± 0.08
2011-2015,C61,Prostate Cancer,Prostate,RUCC,Less urbanized,13234,114653464,8.4308,0.0737,8.2878,8.5757,8.43 ± 0.07
2011-2015,C61,Prostate Cancer,Prostate,RUCC,Thinly populated,3049,23581363,8.4121,0.1532,8.1162,8.7161,8.41 ± 0.15
2011-2015,C61,Prostate Cancer,Prostate,RUCC,National,140034,1581865482,7.8858,0.0213,7.8446,7.9272,7.89 ± 0.02
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,RUCC,Metropolitan urbanized,55805,1350766445,3.7313,0.016,3.7004,3.7624,3.73 ± 0.02
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,RUCC,Non-metropolitan urbanized,4875,92864210,4.145,0.0603,4.0294,4.263,4.14 ± 0.06
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,RUCC,Less urbanized,7034,114653464,4.5214,0.0548,4.4164,4.6283,4.52 ± 0.05
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,RUCC,Thinly populated,1513,23581363,4.2046,0.1099,3.9954,4.4219,4.20 ± 0.11
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,RUCC,National,69227,1581865482,3.8332,0.0147,3.8047,3.8619,3.83 ± 0.01
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,RUCC,Metropolitan urbanized,82818,1350766445,5.6695,0.0199,5.631,5.7083,5.67 ± 0.02
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,RUCC,Non-metropolitan urbanized,7157,92864210,6.221,0.0745,6.0777,6.3668,6.22 ± 0.07
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,RUCC,Less urbanized,9288,114653464,6.0326,0.0635,5.9105,6.1565,6.03 ± 0.06
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,RUCC,Thinly populated,1943,23581363,5.4699,0.1262,5.2294,5.7187,5.47 ± 0.13
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,RUCC,National,101206,1581865482,5.7344,0.0182,5.6991,5.7698,5.73 ± 0.02
2011-2015,C91_C95,Leukemia,Leukemia,RUCC,Metropolitan urbanized,94627,1350766445,6.5308,0.0215,6.4892,6.5725,6.53 ± 0.02
2011-2015,C91_C95,Leukemia,Leukemia,RUCC,Non-metropolitan urbanized,7766,92864210,6.8064,0.0784,6.6559,6.9595,6.81 ± 0.08
2011-2015,C91_C95,Leukemia,Leukemia,RUCC,Less urbanized,10464,114653464,6.8882,0.0685,6.7568,7.0215,6.89 ± 0.07
2011-2015,C91_C95,Leukemia,Leukemia,RUCC,Thinly populated,2322,23581363,6.5727,0.1392,6.308,6.8456,6.57 ± 0.14
2011-2015,C91_C95,Leukemia,Leukemia,RUCC,National,115179,1581865482,6.5858,0.0196,6.5478,6.6239,6.59 ± 0.02
2011-2015,F01,Vascular Dementia (VD),VD,RUCC,Metropolitan urbanized,55547,1350766445,3.7204,0.0159,3.6896,3.7515,3.72 ± 0.02
2011-2015,F01,Vascular Dementia (VD),VD,RUCC,Non-metropolitan urbanized,3988,92864210,3.3706,0.0537,3.2668,3.4769,3.37 ± 0.05
2011-2015,F01,Vascular Dementia (VD),VD,RUCC,Less urbanized,4462,114653464,2.8357,0.0426,2.7531,2.9201,2.84 ± 0.04
2011-2015,F01,Vascular Dementia (VD),VD,RUCC,Thinly populated,969,23581363,2.6554,0.0855,2.4908,2.828,2.66 ± 0.09
2011-2015,F01,Vascular Dementia (VD),VD,RUCC,National,64966,1581865482,3.5987,0.0142,3.5711,3.6265,3.60 ± 0.01
2011-2015,F03,Unspecified Dementia (UD),UD,RUCC,Metropolitan urbanized,491706,1350766445,32.8074,0.0471,32.7158,32.8992,32.81 ± 0.05
2011-2015,F03,Unspecified Dementia (UD),UD,RUCC,Non-metropolitan urbanized,40499,92864210,34.1121,0.1703,33.7806,34.4459,34.11 ± 0.17
2011-2015,F03,Unspecified Dementia (UD),UD,RUCC,Less urbanized,50824,114653464,32.1385,0.143,31.8597,32.4192,32.14 ± 0.14
2011-2015,F03,Unspecified Dementia (UD),UD,RUCC,Thinly populated,10186,23581363,27.8162,0.2763,27.2786,28.3618,27.82 ± 0.28
2011-2015,F03,Unspecified Dementia (UD),UD,RUCC,National,593215,1581865482,32.734,0.0428,32.6507,32.8174,32.73 ± 0.04
2011-2015,G10,Huntington's Disease (HD),HD,RUCC,Metropolitan urbanized,4009,1350766445,0.2696,0.0043,0.2613,0.2781,0.27 ± 0.00
2011-2015,G10,Huntington's Disease (HD),HD,RUCC,Non-metropolitan urbanized,406,92864210,0.384,0.0197,0.3476,0.4233,0.38 ± 0.02
2011-2015,G10,Huntington's Disease (HD),HD,RUCC,Less urbanized,537,114653464,0.3923,0.0176,0.3598,0.4269,0.39 ± 0.02
2011-2015,G10,Huntington's Disease (HD),HD,RUCC,Thinly populated,115,23581363,0.346,0.0336,0.2856,0.4153,0.35 ± 0.03
2011-2015,G10,Huntington's Disease (HD),HD,RUCC,National,5067,1581865482,0.2868,0.0041,0.2789,0.2948,0.29 ± 0.00
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,RUCC,Metropolitan urbanized,29385,1350766445,1.9728,0.0117,1.9503,1.9955,1.97 ± 0.01
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,RUCC,Non-metropolitan urbanized,2479,92864210,2.1357,0.0437,2.0524,2.2214,2.14 ± 0.04
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,RUCC,Less urbanized,3167,114653464,2.0491,0.0371,1.9783,2.1217,2.05 ± 0.04
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,RUCC,Thinly populated,692,23581363,1.9521,0.076,1.8093,2.1031,1.95 ± 0.08
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,RUCC,National,35723,1581865482,1.987,0.0106,1.9665,2.0077,1.99 ± 0.01
2011-2015,G20,Parkinson's Disease (PD),PD,RUCC,Metropolitan urbanized,104473,1350766445,7.3259,0.0229,7.2816,7.3705,7.33 ± 0.02
2011-2015,G20,Parkinson's Disease (PD),PD,RUCC,Non-metropolitan urbanized,8363,92864210,7.2947,0.0803,7.1392,7.4527,7.29 ± 0.08
2011-2015,G20,Parkinson's Disease (PD),PD,RUCC,Less urbanized,10387,114653464,6.7467,0.0665,6.6176,6.8777,6.75 ± 0.07
2011-2015,G20,Parkinson's Disease (PD),PD,RUCC,Thinly populated,2179,23581363,6.0752,0.1306,5.8228,6.3358,6.08 ± 0.13
2011-2015,G20,Parkinson's Disease (PD),PD,RUCC,National,125402,1581865482,7.2459,0.0206,7.2059,7.2862,7.25 ± 0.02
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,RUCC,Metropolitan urbanized,1051219,1350766445,70.7061,0.0695,70.571,70.8414,70.71 ± 0.07
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,RUCC,Non-metropolitan urbanized,88678,92864210,75.1814,0.2539,74.6873,75.6778,75.18 ± 0.25
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,RUCC,Less urbanized,113345,114653464,72.0914,0.215,71.6723,72.5123,72.09 ± 0.22
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,RUCC,Thinly populated,23496,23581363,64.4735,0.4221,63.6517,65.3032,64.47 ± 0.42
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,RUCC,National,1276738,1581865482,70.997,0.0633,70.8739,71.1202,71.00 ± 0.06
2011-2015,G30,Alzheimer's Disease (AD),AD,RUCC,Metropolitan urbanized,370108,1350766445,24.8795,0.0412,24.7995,24.9598,24.88 ± 0.04
2011-2015,G30,Alzheimer's Disease (AD),AD,RUCC,Non-metropolitan urbanized,33349,92864210,28.2683,0.1556,27.9657,28.5734,28.27 ± 0.16
2011-2015,G30,Alzheimer's Disease (AD),AD,RUCC,Less urbanized,44505,114653464,28.3214,0.1347,28.0589,28.5858,28.32 ± 0.13
2011-2015,G30,Alzheimer's Disease (AD),AD,RUCC,Thinly populated,9470,23581363,25.9745,0.2677,25.4539,26.503,25.97 ± 0.27
2011-2015,G30,Alzheimer's Disease (AD),AD,RUCC,National,457432,1581865482,25.4313,0.0379,25.3577,25.5051,25.43 ± 0.04
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,RUCC,Metropolitan urbanized,917361,1350766445,61.4074,0.0646,61.2818,61.5332,61.41 ± 0.06
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,RUCC,Non-metropolitan urbanized,77836,92864210,65.751,0.2369,65.2899,66.2146,65.75 ± 0.24
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,RUCC,Less urbanized,99791,114653464,63.2956,0.2011,62.9035,63.6896,63.30 ± 0.20
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,RUCC,Thinly populated,20625,23581363,56.4461,0.3941,55.6784,57.2218,56.45 ± 0.39
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,RUCC,National,1115613,1581865482,61.764,0.0589,61.6494,61.8787,61.76 ± 0.06
2011-2015,I00-I99,I00-I99,I00_I99,RUCC,Metropolitan urbanized,3234373,1350766445,217.2421,0.1221,217.0054,217.479,217.24 ± 0.12
2011-2015,I00-I99,I00-I99,I00_I99,RUCC,Non-metropolitan urbanized,288587,92864210,247.7497,0.4672,246.8466,248.6553,247.75 ± 0.47
2011-2015,I00-I99,I00-I99,I00_I99,RUCC,Less urbanized,401742,114653464,260.2784,0.4166,259.4742,261.0845,260.28 ± 0.42
2011-2015,I00-I99,I00-I99,I00_I99,RUCC,Thinly populated,87610,23581363,246.1447,0.8459,244.5175,247.7801,246.14 ± 0.85
2011-2015,I00-I99,I00-I99,I00_I99,RUCC,National,4012312,1581865482,223.3796,0.1127,223.1611,223.5983,223.38 ± 0.11
2011-2015,I00_I99,I00_I99,CVD,RUCC,Metropolitan urbanized,3234373,1350766445,217.2421,0.1221,217.0054,217.479,217.24 ± 0.12
2011-2015,I00_I99,I00_I99,CVD,RUCC,Non-metropolitan urbanized,288587,92864210,247.7497,0.4672,246.8466,248.6553,247.75 ± 0.47
2011-2015,I00_I99,I00_I99,CVD,RUCC,Less urbanized,401742,114653464,260.2784,0.4166,259.4742,261.0845,260.28 ± 0.42
2011-2015,I00_I99,I00_I99,CVD,RUCC,Thinly populated,87610,23581363,246.1447,0.8459,244.5175,247.7801,246.14 ± 0.85
2011-2015,I00_I99,I00_I99,CVD,RUCC,National,4012312,1581865482,223.3796,0.1127,223.1611,223.5983,223.38 ± 0.11
2011-2015,I10_I15,I10_I15,HD,RUCC,Metropolitan urbanized,302099,1350766445,20.1362,0.0371,20.0645,20.2081,20.14 ± 0.04
2011-2015,I10_I15,I10_I15,HD,RUCC,Non-metropolitan urbanized,21291,92864210,18.3214,0.1275,18.0761,18.5691,18.32 ± 0.13
2011-2015,I10_I15,I10_I15,HD,RUCC,Less urbanized,28036,114653464,18.3451,0.1116,18.131,18.5611,18.35 ± 0.11
2011-2015,I10_I15,I10_I15,HD,RUCC,Thinly populated,5826,23581363,16.5796,0.2223,16.1566,17.0109,16.58 ± 0.22
2011-2015,I10_I15,I10_I15,HD,RUCC,National,357252,1581865482,19.7934,0.0335,19.7285,19.8584,19.79 ± 0.03
2011-2015,I20_I25,I20_I25,IHD,RUCC,Metropolitan urbanized,1486536,1350766445,99.5325,0.0825,99.3725,99.6926,99.53 ± 0.08
2011-2015,I20_I25,I20_I25,IHD,RUCC,Non-metropolitan urbanized,133701,92864210,114.435,0.3171,113.8224,115.05,114.43 ± 0.32
2011-2015,I20_I25,I20_I25,IHD,RUCC,Less urbanized,186566,114653464,120.5872,0.2833,120.0407,121.1357,120.59 ± 0.28
2011-2015,I20_I25,I20_I25,IHD,RUCC,Thinly populated,40472,23581363,113.7073,0.5754,112.6022,114.8206,113.71 ± 0.58
2011-2015,I20_I25,I20_I25,IHD,RUCC,National,1847275,1581865482,102.4774,0.0762,102.3296,102.6253,102.48 ± 0.08
2011-2015,I50,I50,HF,RUCC,Metropolitan urbanized,256536,1350766445,17.1408,0.0341,17.0745,17.2073,17.14 ± 0.03
2011-2015,I50,I50,HF,RUCC,Non-metropolitan urbanized,23925,92864210,20.2246,0.1318,19.9692,20.4826,20.22 ± 0.13
2011-2015,I50,I50,HF,RUCC,Less urbanized,37690,114653464,23.9871,0.1245,23.7455,24.2305,23.99 ± 0.12
2011-2015,I50,I50,HF,RUCC,Thinly populated,9379,23581363,25.8424,0.269,25.3221,26.3708,25.84 ± 0.27
2011-2015,I50,I50,HF,RUCC,National,327530,1581865482,18.111,0.0319,18.0491,18.1732,18.11 ± 0.03
2011-2015,I60_I69,I60_I69,Stroke,RUCC,Metropolitan urbanized,530477,1350766445,35.9242,0.0498,35.8276,36.021,35.92 ± 0.05
2011-2015,I60_I69,I60_I69,Stroke,RUCC,Non-metropolitan urbanized,48426,92864210,41.6107,0.1911,41.2409,41.983,41.61 ± 0.19
2011-2015,I60_I69,I60_I69,Stroke,RUCC,Less urbanized,66110,114653464,42.778,0.1683,42.4526,43.1054,42.78 ± 0.17
2011-2015,I60_I69,I60_I69,Stroke,RUCC,Thinly populated,14412,23581363,40.3107,0.3401,39.6552,40.9743,40.31 ± 0.34
2011-2015,I60_I69,I60_I69,Stroke,RUCC,National,659425,1581865482,36.9777,0.046,36.8885,37.067,36.98 ± 0.05
2011-2015,X60_X69,X60_X69,NVS,RUCC,Metropolitan urbanized,28761,1350766445,2.0414,0.0122,2.0179,2.0652,2.04 ± 0.01
2011-2015,X60_X69,X60_X69,NVS,RUCC,Non-metropolitan urbanized,2019,92864210,2.124,0.049,2.0324,2.2187,2.12 ± 0.05
2011-2015,X60_X69,X60_X69,NVS,RUCC,Less urbanized,2219,114653464,1.8785,0.0415,1.8012,1.9583,1.88 ± 0.04
2011-2015,X60_X69,X60_X69,NVS,RUCC,Thinly populated,348,23581363,1.3828,0.0786,1.2413,1.536,1.38 ± 0.08
2011-2015,X60_X69,X60_X69,NVS,RUCC,National,33347,1581865482,2.0205,0.0113,1.9989,2.0423,2.02 ± 0.01
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,RUCC,Metropolitan urbanized,168177,1350766445,12.0746,0.0299,12.017,12.1325,12.07 ± 0.03
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,RUCC,Non-metropolitan urbanized,14914,92864210,15.7271,0.1327,15.4757,15.9815,15.73 ± 0.13
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,RUCC,Less urbanized,18227,114653464,15.2852,0.1176,15.0641,15.5088,15.29 ± 0.12
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,RUCC,Thinly populated,3217,23581363,12.0056,0.2254,11.5942,12.4277,12.01 ± 0.23
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,RUCC,National,204535,1581865482,12.519,0.0281,12.4648,12.5733,12.52 ± 0.03
2011-2015,X70_X84,X70_X84,VS,RUCC,Metropolitan urbanized,139125,1350766445,10.0124,0.0272,9.9599,10.0652,10.01 ± 0.03
2011-2015,X70_X84,X70_X84,VS,RUCC,Non-metropolitan urbanized,12870,92864210,13.5771,0.1232,13.3436,13.8138,13.58 ± 0.12
2011-2015,X70_X84,X70_X84,VS,RUCC,Less urbanized,15983,114653464,13.3846,0.11,13.1779,13.5938,13.38 ± 0.11
2011-2015,X70_X84,X70_X84,VS,RUCC,Thinly populated,2864,23581363,10.603,0.211,10.2182,10.9985,10.60 ± 0.21
2011-2015,X70_X84,X70_X84,VS,RUCC,National,170842,1581865482,10.4774,0.0257,10.4278,10.5272,10.48 ± 0.03
2011-2015,Y87.0,Y87.0,SI,RUCC,Metropolitan urbanized,291,1350766445,0.0208,0.0012,0.0184,0.0233,0.02 ± 0.00
2011-2015,Y87.0,Y87.0,SI,RUCC,Non-metropolitan urbanized,25,92864210,0.0259,0.0054,0.0168,0.0383,0.03 ± 0.01
2011-2015,Y87.0,Y87.0,SI,RUCC,Less urbanized,25,114653464,0.0221,0.0045,0.0143,0.0326,0.02 ± 0.00
2011-2015,Y87.0,Y87.0,SI,RUCC,Thinly populated,5,23581363,0.0198,0.0098,0.0064,0.0462,0.02 ± 0.01
2011-2015,Y87.0,Y87.0,SI,RUCC,National,346,1581865482,0.0211,0.0012,0.0189,0.0234,0.02 ± 0.00
2016-2020,C00_C97,All-site Cancer,Cancer,RUCC,Metropolitan urbanized,2446144,1403347391,145.9283,0.0947,145.7455,146.1113,145.93 ± 0.09
2016-2020,C00_C97,All-site Cancer,Cancer,RUCC,Non-metropolitan urbanized,207960,93238846,164.1089,0.3679,163.4043,164.8158,164.11 ± 0.37
2016-2020,C00_C97,All-site Cancer,Cancer,RUCC,Less urbanized,279522,113762539,168.951,0.3277,168.3253,169.5785,168.95 ± 0.33
2016-2020,C00_C97,All-site Cancer,Cancer,RUCC,Thinly populated,60748,23379649,158.9272,0.6646,157.6659,160.1961,158.93 ± 0.66
2016-2020,C00_C97,All-site Cancer,Cancer,RUCC,National,2994374,1633728425,149.1401,0.0875,148.9712,149.3091,149.14 ± 0.09
2016-2020,C18_C21,Colorectal Cancer,Colorectal,RUCC,Metropolitan urbanized,215097,1403347391,12.9352,0.0283,12.8806,12.99,12.94 ± 0.03
2016-2020,C18_C21,Colorectal Cancer,Colorectal,RUCC,Non-metropolitan urbanized,18710,93238846,15.1033,0.1134,14.8876,15.3212,15.10 ± 0.11
2016-2020,C18_C21,Colorectal Cancer,Colorectal,RUCC,Less urbanized,25955,113762539,16.0598,0.1028,15.865,16.2564,16.06 ± 0.10
2016-2020,C18_C21,Colorectal Cancer,Colorectal,RUCC,Thinly populated,5740,23379649,15.3896,0.2112,14.994,15.7929,15.39 ± 0.21
2016-2020,C18_C21,Colorectal Cancer,Colorectal,RUCC,National,265502,1633728425,13.3677,0.0264,13.3169,13.4186,13.37 ± 0.03
2016-2020,C22,Liver Cancer,Liver,RUCC,Metropolitan urbanized,115393,1403347391,6.674,0.0199,6.6355,6.7126,6.67 ± 0.02
2016-2020,C22,Liver Cancer,Liver,RUCC,Non-metropolitan urbanized,8560,93238846,6.5455,0.0722,6.4076,6.6856,6.55 ± 0.07
2016-2020,C22,Liver Cancer,Liver,RUCC,Less urbanized,11161,113762539,6.5972,0.0639,6.4754,6.7208,6.60 ± 0.06
2016-2020,C22,Liver Cancer,Liver,RUCC,Thinly populated,2304,23379649,5.935,0.1271,5.6951,6.1824,5.94 ± 0.13
2016-2020,C22,Liver Cancer,Liver,RUCC,National,137418,1633728425,6.6414,0.0182,6.6064,6.6766,6.64 ± 0.02
2016-2020,C25,Pancreatic Cancer,Pancreatic,RUCC,Metropolitan urbanized,185786,1403347391,10.9798,0.0258,10.93,11.0299,10.98 ± 0.03
2016-2020,C25,Pancreatic Cancer,Pancreatic,RUCC,Non-metropolitan urbanized,14773,93238846,11.4856,0.0963,11.3011,11.6723,11.49 ± 0.10
2016-2020,C25,Pancreatic Cancer,Pancreatic,RUCC,Less urbanized,19446,113762539,11.5941,0.0849,11.4317,11.7582,11.59 ± 0.08
2016-2020,C25,Pancreatic Cancer,Pancreatic,RUCC,Thinly populated,4193,23379649,10.8646,0.1723,10.5382,11.1986,10.86 ± 0.17
2016-2020,C25,Pancreatic Cancer,Pancreatic,RUCC,National,224198,1633728425,11.0493,0.0237,11.0036,11.0951,11.05 ± 0.02
2016-2020,C34,Lung Cancer,Lung,RUCC,Metropolitan urbanized,565246,1403347391,33.2812,0.0449,33.1945,33.3681,33.28 ± 0.04
2016-2020,C34,Lung Cancer,Lung,RUCC,Non-metropolitan urbanized,54134,93238846,41.6667,0.1822,41.3164,42.0192,41.67 ± 0.18
2016-2020,C34,Lung Cancer,Lung,RUCC,Less urbanized,76032,113762539,44.7534,0.1653,44.4359,45.0727,44.75 ± 0.17
2016-2020,C34,Lung Cancer,Lung,RUCC,Thinly populated,16759,23379649,42.9506,0.3394,42.3027,43.6059,42.95 ± 0.34
2016-2020,C34,Lung Cancer,Lung,RUCC,National,712171,1633728425,34.9061,0.0419,34.825,34.9872,34.91 ± 0.04
2016-2020,C50,Breast Cancer,Breast,RUCC,Metropolitan urbanized,178758,1403347391,10.8337,0.0261,10.7835,10.884,10.83 ± 0.03
2016-2020,C50,Breast Cancer,Breast,RUCC,Non-metropolitan urbanized,13319,93238846,10.9026,0.0975,10.7182,11.0893,10.90 ± 0.10
2016-2020,C50,Breast Cancer,Breast,RUCC,Less urbanized,17098,113762539,10.8016,0.0858,10.6403,10.9648,10.80 ± 0.09
2016-2020,C50,Breast Cancer,Breast,RUCC,Thinly populated,3490,23379649,9.4988,0.1681,9.1863,9.8193,9.50 ± 0.17
2016-2020,C50,Breast Cancer,Breast,RUCC,National,212665,1633728425,10.8126,0.0239,10.7667,10.8586,10.81 ± 0.02
2016-2020,C56,Ovary Cancer,Ovarian,RUCC,Metropolitan urbanized,58110,1403347391,3.4648,0.0146,3.4367,3.4931,3.46 ± 0.01
2016-2020,C56,Ovary Cancer,Ovarian,RUCC,Non-metropolitan urbanized,4327,93238846,3.4511,0.0538,3.349,3.5555,3.45 ± 0.05
2016-2020,C56,Ovary Cancer,Ovarian,RUCC,Less urbanized,5446,113762539,3.3279,0.0464,3.2401,3.4175,3.33 ± 0.05
2016-2020,C56,Ovary Cancer,Ovarian,RUCC,Thinly populated,1102,23379649,2.9279,0.0913,2.7575,3.106,2.93 ± 0.09
2016-2020,C56,Ovary Cancer,Ovarian,RUCC,National,68985,1633728425,3.4417,0.0133,3.4161,3.4675,3.44 ± 0.01
2016-2020,C61,Prostate Cancer,Prostate,RUCC,Metropolitan urbanized,128832,1403347391,7.7119,0.0217,7.6698,7.7541,7.71 ± 0.02
2016-2020,C61,Prostate Cancer,Prostate,RUCC,Non-metropolitan urbanized,10415,93238846,8.1014,0.0801,7.9465,8.2585,8.10 ± 0.08
2016-2020,C61,Prostate Cancer,Prostate,RUCC,Less urbanized,14131,113762539,8.3075,0.0704,8.1711,8.4457,8.31 ± 0.07
2016-2020,C61,Prostate Cancer,Prostate,RUCC,Thinly populated,3251,23379649,8.2347,0.1455,7.954,8.5227,8.23 ± 0.15
2016-2020,C61,Prostate Cancer,Prostate,RUCC,National,156629,1633728425,7.7977,0.0199,7.7591,7.8364,7.80 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,RUCC,Metropolitan urbanized,56232,1403347391,3.3476,0.0143,3.32,3.3754,3.35 ± 0.01
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,RUCC,Non-metropolitan urbanized,5309,93238846,4.1718,0.0585,4.0603,4.2856,4.17 ± 0.06
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,RUCC,Less urbanized,7203,113762539,4.3526,0.0526,4.2527,4.4543,4.35 ± 0.05
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,RUCC,Thinly populated,1540,23379649,4.024,0.1057,3.8255,4.2301,4.02 ± 0.11
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,RUCC,National,70284,1633728425,3.4932,0.0134,3.4674,3.5191,3.49 ± 0.01
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,RUCC,Metropolitan urbanized,83468,1403347391,5.058,0.0177,5.0237,5.0924,5.06 ± 0.02
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,RUCC,Non-metropolitan urbanized,6821,93238846,5.4293,0.0669,5.3012,5.5597,5.43 ± 0.07
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,RUCC,Less urbanized,9155,113762539,5.5208,0.0588,5.4083,5.6351,5.52 ± 0.06
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,RUCC,Thinly populated,1914,23379649,4.988,0.1168,4.767,5.2166,4.99 ± 0.12
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,RUCC,National,101358,1633728425,5.1192,0.0163,5.0878,5.1509,5.12 ± 0.02
2016-2020,C91_C95,Leukemia,Leukemia,RUCC,Metropolitan urbanized,95548,1403347391,5.8651,0.0192,5.828,5.9024,5.87 ± 0.02
2016-2020,C91_C95,Leukemia,Leukemia,RUCC,Non-metropolitan urbanized,7707,93238846,6.2231,0.0724,6.0849,6.3636,6.22 ± 0.07
2016-2020,C91_C95,Leukemia,Leukemia,RUCC,Less urbanized,10384,113762539,6.414,0.0646,6.2912,6.5386,6.41 ± 0.06
2016-2020,C91_C95,Leukemia,Leukemia,RUCC,Thinly populated,2310,23379649,6.0612,0.1294,5.8165,6.3135,6.06 ± 0.13
2016-2020,C91_C95,Leukemia,Leukemia,RUCC,National,115949,1633728425,5.9396,0.0177,5.9054,5.9739,5.94 ± 0.02
2016-2020,F01,Vascular Dementia (VD),VD,RUCC,Metropolitan urbanized,73047,1403347391,4.3762,0.0163,4.3446,4.4081,4.38 ± 0.02
2016-2020,F01,Vascular Dementia (VD),VD,RUCC,Non-metropolitan urbanized,5043,93238846,3.9475,0.0558,3.8393,4.058,3.95 ± 0.06
2016-2020,F01,Vascular Dementia (VD),VD,RUCC,Less urbanized,5997,113762539,3.5513,0.046,3.4619,3.6423,3.55 ± 0.05
2016-2020,F01,Vascular Dementia (VD),VD,RUCC,Thinly populated,1362,23379649,3.4515,0.0939,3.2706,3.6398,3.45 ± 0.09
2016-2020,F01,Vascular Dementia (VD),VD,RUCC,National,85449,1633728425,4.2617,0.0147,4.2332,4.2904,4.26 ± 0.01
2016-2020,F03,Unspecified Dementia (UD),UD,RUCC,Metropolitan urbanized,411915,1403347391,24.6478,0.0386,24.5726,24.7232,24.65 ± 0.04
2016-2020,F03,Unspecified Dementia (UD),UD,RUCC,Non-metropolitan urbanized,37309,93238846,29.2092,0.1517,28.9136,29.5071,29.21 ± 0.15
2016-2020,F03,Unspecified Dementia (UD),UD,RUCC,Less urbanized,46857,113762539,27.7368,0.1285,27.4862,27.9891,27.74 ± 0.13
2016-2020,F03,Unspecified Dementia (UD),UD,RUCC,Thinly populated,9608,23379649,24.3256,0.2488,23.8416,24.8169,24.33 ± 0.25
2016-2020,F03,Unspecified Dementia (UD),UD,RUCC,National,505689,1633728425,25.1961,0.0356,25.1267,25.2657,25.20 ± 0.04
2016-2020,G10,Huntington's Disease (HD),HD,RUCC,Metropolitan urbanized,4541,1403347391,0.2796,0.0042,0.2715,0.2878,0.28 ± 0.00
2016-2020,G10,Huntington's Disease (HD),HD,RUCC,Non-metropolitan urbanized,448,93238846,0.4036,0.02,0.367,0.4427,0.40 ± 0.02
2016-2020,G10,Huntington's Disease (HD),HD,RUCC,Less urbanized,552,113762539,0.3942,0.0178,0.362,0.4285,0.39 ± 0.02
2016-2020,G10,Huntington's Disease (HD),HD,RUCC,Thinly populated,100,23379649,0.3055,0.0329,0.2486,0.3716,0.31 ± 0.03
