Time_Period,ICD-10 Code,Outcome_Fullname,Outcome_Shortname,Stratification,Strata,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,Census Region,South,36267,587581057,5.6259,0.0298,5.5681,5.6841,5.63 ± 0.03
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,Census Region,West,21182,371900834,5.4891,0.0382,5.4154,5.5635,5.49 ± 0.04
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,Census Region,National,100850,1575231649,5.7356,0.0183,5.7003,5.7711,5.74 ± 0.02
2011-2015,C91_C95,Leukemia,Leukemia,Census Region,Northeast,21821,279661986,6.5185,0.0448,6.4323,6.6056,6.52 ± 0.04
2011-2015,C91_C95,Leukemia,Leukemia,Census Region,Midwest,27185,336087772,7.0283,0.0432,6.945,7.1124,7.03 ± 0.04
2011-2015,C91_C95,Leukemia,Leukemia,Census Region,South,41893,587581057,6.5621,0.0324,6.4994,6.6252,6.56 ± 0.03
2011-2015,C91_C95,Leukemia,Leukemia,Census Region,West,23854,371900834,6.2228,0.0408,6.1441,6.3023,6.22 ± 0.04
2011-2015,C91_C95,Leukemia,Leukemia,Census Region,National,114753,1575231649,6.5863,0.0197,6.5482,6.6245,6.59 ± 0.02
2011-2015,F01,Vascular Dementia (VD),VD,Census Region,Northeast,8949,279661986,2.4182,0.0259,2.3684,2.4689,2.42 ± 0.03
2011-2015,F01,Vascular Dementia (VD),VD,Census Region,Midwest,14389,336087772,3.4914,0.0294,3.4345,3.5489,3.49 ± 0.03
2011-2015,F01,Vascular Dementia (VD),VD,Census Region,South,21526,587581057,3.4243,0.0234,3.3787,3.4703,3.42 ± 0.02
2011-2015,F01,Vascular Dementia (VD),VD,Census Region,West,19829,371900834,5.1088,0.0365,5.038,5.1804,5.11 ± 0.04
2011-2015,F01,Vascular Dementia (VD),VD,Census Region,National,64693,1575231649,3.5972,0.0142,3.5695,3.625,3.60 ± 0.01
2011-2015,F03,Unspecified Dementia (UD),UD,Census Region,Northeast,126670,279661986,33.835,0.0964,33.6489,34.0218,33.83 ± 0.10
2011-2015,F03,Unspecified Dementia (UD),UD,Census Region,Midwest,148857,336087772,35.8032,0.0937,35.6216,35.9856,35.80 ± 0.09
2011-2015,F03,Unspecified Dementia (UD),UD,Census Region,South,232798,587581057,37.0446,0.077,36.8943,37.1954,37.04 ± 0.08
2011-2015,F03,Unspecified Dementia (UD),UD,Census Region,West,81910,371900834,21.0546,0.0741,20.9107,21.1993,21.05 ± 0.07
2011-2015,F03,Unspecified Dementia (UD),UD,Census Region,National,590235,1575231649,32.6953,0.0429,32.612,32.7789,32.70 ± 0.04
2011-2015,G10,Huntington's Disease (HD),HD,Census Region,Northeast,883,279661986,0.2669,0.0092,0.2496,0.2851,0.27 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,Census Region,Midwest,1404,336087772,0.3685,0.01,0.3495,0.3883,0.37 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,Census Region,South,1743,587581057,0.2679,0.0065,0.2554,0.2808,0.27 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,Census Region,West,1016,371900834,0.2564,0.0082,0.2409,0.2727,0.26 ± 0.01
2011-2015,G10,Huntington's Disease (HD),HD,Census Region,National,5046,1575231649,0.2868,0.0041,0.2789,0.2948,0.29 ± 0.00
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,Northeast,6432,279661986,1.9129,0.0242,1.8665,1.9602,1.91 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,Midwest,8818,336087772,2.2523,0.0243,2.2056,2.2998,2.25 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,South,12371,587581057,1.8578,0.0169,1.8252,1.8909,1.86 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,West,7970,371900834,2.0065,0.0228,1.9627,2.0511,2.01 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,National,35591,1575231649,1.9871,0.0107,1.9665,2.0078,1.99 ± 0.01
2011-2015,G20,Parkinson's Disease (PD),PD,Census Region,Northeast,22102,279661986,6.4054,0.0437,6.3212,6.4904,6.41 ± 0.04
2011-2015,G20,Parkinson's Disease (PD),PD,Census Region,Midwest,30711,336087772,7.8872,0.0455,7.7992,7.9759,7.89 ± 0.05
2011-2015,G20,Parkinson's Disease (PD),PD,Census Region,South,44721,587581057,7.2271,0.0344,7.1603,7.2944,7.23 ± 0.03
2011-2015,G20,Parkinson's Disease (PD),PD,Census Region,West,27521,371900834,7.398,0.045,7.3108,7.4859,7.40 ± 0.04
2011-2015,G20,Parkinson's Disease (PD),PD,Census Region,National,125055,1575231649,7.2532,0.0207,7.2131,7.2935,7.25 ± 0.02
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,Northeast,225925,279661986,61.2697,0.1307,61.0173,61.5228,61.27 ± 0.13
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,Midwest,310158,336087772,75.5198,0.1371,75.2542,75.786,75.52 ± 0.14
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,South,479726,587581057,76.4644,0.1108,76.2482,76.6811,76.46 ± 0.11
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,West,256068,371900834,66.2978,0.132,66.0413,66.5551,66.30 ± 0.13
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,National,1271877,1575231649,70.9993,0.0634,70.8759,71.1228,71.00 ± 0.06
2011-2015,G30,Alzheimer's Disease (AD),AD,Census Region,Northeast,61772,279661986,16.6982,0.0681,16.5667,16.8304,16.70 ± 0.07
2011-2015,G30,Alzheimer's Disease (AD),AD,Census Region,Midwest,107383,336087772,26.0857,0.0804,25.9299,26.2422,26.09 ± 0.08
2011-2015,G30,Alzheimer's Disease (AD),AD,Census Region,South,168310,587581057,26.9106,0.0658,26.7822,27.0395,26.91 ± 0.07
2011-2015,G30,Alzheimer's Disease (AD),AD,Census Region,West,118838,371900834,30.7299,0.0898,30.5554,30.9051,30.73 ± 0.09
2011-2015,G30,Alzheimer's Disease (AD),AD,Census Region,National,456303,1575231649,25.4665,0.038,25.3926,25.5405,25.47 ± 0.04
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,Northeast,197391,279661986,52.9514,0.1208,52.718,53.1855,52.95 ± 0.12
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,Midwest,270629,336087772,65.3803,0.127,65.1342,65.6271,65.38 ± 0.13
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,South,422634,587581057,67.3795,0.104,67.1765,67.583,67.38 ± 0.10
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,West,220577,371900834,56.8933,0.122,56.6562,57.1313,56.89 ± 0.12
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,National,1111231,1575231649,61.759,0.059,61.6442,61.8739,61.76 ± 0.06
2011-2015,I00-I99,I00-I99,I00_I99,Census Region,Northeast,772234,279661986,217.0542,0.2509,216.5704,217.5389,217.05 ± 0.25
2011-2015,I00-I99,I00-I99,I00_I99,Census Region,Midwest,925782,336087772,229.9934,0.2422,229.5251,230.4624,229.99 ± 0.24
2011-2015,I00-I99,I00-I99,I00_I99,Census Region,South,1514648,587581057,235.4415,0.193,235.0667,235.8168,235.44 ± 0.19
2011-2015,I00-I99,I00-I99,I00_I99,Census Region,West,778894,371900834,199.3606,0.2282,198.9181,199.8039,199.36 ± 0.23
2011-2015,I00-I99,I00-I99,I00_I99,Census Region,National,3991558,1575231649,223.0757,0.1128,222.8569,223.2947,223.08 ± 0.11
2011-2015,I00_I99,I00_I99,CVD,Census Region,Northeast,772234,279661986,217.0542,0.2509,216.5704,217.5389,217.05 ± 0.25
2011-2015,I00_I99,I00_I99,CVD,Census Region,Midwest,925782,336087772,229.9934,0.2422,229.5251,230.4624,229.99 ± 0.24
2011-2015,I00_I99,I00_I99,CVD,Census Region,South,1514648,587581057,235.4415,0.193,235.0667,235.8168,235.44 ± 0.19
2011-2015,I00_I99,I00_I99,CVD,Census Region,West,778894,371900834,199.3606,0.2282,198.9181,199.8039,199.36 ± 0.23
2011-2015,I00_I99,I00_I99,CVD,Census Region,National,3991558,1575231649,223.0757,0.1128,222.8569,223.2947,223.08 ± 0.11
2011-2015,I10_I15,I10_I15,HD,Census Region,Northeast,60532,279661986,17.0553,0.0705,16.9197,17.1917,17.06 ± 0.07
2011-2015,I10_I15,I10_I15,HD,Census Region,Midwest,74570,336087772,18.4614,0.0686,18.3291,18.5943,18.46 ± 0.07
2011-2015,I10_I15,I10_I15,HD,Census Region,South,138339,587581057,21.3993,0.0581,21.2867,21.5123,21.40 ± 0.06
2011-2015,I10_I15,I10_I15,HD,Census Region,West,81054,371900834,20.5722,0.073,20.4308,20.7143,20.57 ± 0.07
2011-2015,I10_I15,I10_I15,HD,Census Region,National,354495,1575231649,19.7159,0.0335,19.651,19.7809,19.72 ± 0.03
2011-2015,I20_I25,I20_I25,IHD,Census Region,Northeast,386108,279661986,108.4348,0.1771,108.093,108.7773,108.43 ± 0.18
2011-2015,I20_I25,I20_I25,IHD,Census Region,Midwest,421848,336087772,104.7936,0.1635,104.4776,105.1103,104.79 ± 0.16
2011-2015,I20_I25,I20_I25,IHD,Census Region,South,672830,587581057,103.8364,0.1277,103.5884,104.0848,103.84 ± 0.13
2011-2015,I20_I25,I20_I25,IHD,Census Region,West,357636,371900834,91.1874,0.1541,90.8888,91.4867,91.19 ± 0.15
2011-2015,I20_I25,I20_I25,IHD,Census Region,National,1838422,1575231649,102.3765,0.0763,102.2285,102.5246,102.38 ± 0.08
2011-2015,I50,I50,HF,Census Region,Northeast,60037,279661986,16.3344,0.0676,16.204,16.4656,16.33 ± 0.07
2011-2015,I50,I50,HF,Census Region,Midwest,84338,336087772,20.4907,0.0713,20.3526,20.6294,20.49 ± 0.07
2011-2015,I50,I50,HF,Census Region,South,128892,587581057,20.2199,0.0567,20.1096,20.3306,20.22 ± 0.06
2011-2015,I50,I50,HF,Census Region,West,52895,371900834,13.542,0.0594,13.4268,13.6579,13.54 ± 0.06
2011-2015,I50,I50,HF,Census Region,National,326162,1575231649,18.1043,0.032,18.0423,18.1666,18.10 ± 0.03
2011-2015,I60_I69,I60_I69,Stroke,Census Region,Northeast,109205,279661986,30.8785,0.0949,30.6956,31.0622,30.88 ± 0.09
2011-2015,I60_I69,I60_I69,Stroke,Census Region,Midwest,152991,336087772,38.1306,0.0987,37.9398,38.3222,38.13 ± 0.10
2011-2015,I60_I69,I60_I69,Stroke,Census Region,South,259305,587581057,40.6789,0.0805,40.5225,40.8358,40.68 ± 0.08
2011-2015,I60_I69,I60_I69,Stroke,Census Region,West,134421,371900834,34.7703,0.0958,34.5847,34.9567,34.77 ± 0.10
2011-2015,I60_I69,I60_I69,Stroke,Census Region,National,655922,1575231649,36.9226,0.046,36.8333,37.0121,36.92 ± 0.05
2011-2015,X60_X69,X60_X69,NVS,Census Region,Northeast,5354,279661986,1.7734,0.0248,1.7262,1.8215,1.77 ± 0.02
2011-2015,X60_X69,X60_X69,NVS,Census Region,Midwest,7102,336087772,2.052,0.0249,2.0045,2.1003,2.05 ± 0.02
2011-2015,X60_X69,X60_X69,NVS,Census Region,South,11119,587581057,1.8284,0.0176,1.7946,1.8627,1.83 ± 0.02
2011-2015,X60_X69,X60_X69,NVS,Census Region,West,9662,371900834,2.5107,0.0259,2.4608,2.5612,2.51 ± 0.03
2011-2015,X60_X69,X60_X69,NVS,Census Region,National,33237,1575231649,2.0221,0.0113,2.0004,2.044,2.02 ± 0.01
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,Northeast,29053,279661986,9.827,0.0589,9.7143,9.9406,9.83 ± 0.06
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,Midwest,42717,336087772,12.4229,0.0613,12.3054,12.5413,12.42 ± 0.06
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,South,79388,587581057,13.1332,0.0473,13.042,13.2249,13.13 ± 0.05
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,West,52699,371900834,13.8289,0.061,13.7111,13.9475,13.83 ± 0.06
2011-2015,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,National,203857,1575231649,12.5298,0.0282,12.4755,12.5843,12.53 ± 0.03
2011-2015,X70_X84,X70_X84,VS,Census Region,Northeast,23639,279661986,8.0322,0.0533,7.9302,8.1353,8.03 ± 0.05
2011-2015,X70_X84,X70_X84,VS,Census Region,Midwest,35556,336087772,10.3552,0.056,10.2478,10.4634,10.36 ± 0.06
2011-2015,X70_X84,X70_X84,VS,Census Region,South,68135,587581057,11.2829,0.0438,11.1984,11.368,11.28 ± 0.04
2011-2015,X70_X84,X70_X84,VS,Census Region,West,42946,371900834,11.2941,0.0552,11.1875,11.4014,11.29 ± 0.06
2011-2015,X70_X84,X70_X84,VS,Census Region,National,170276,1575231649,10.4867,0.0258,10.4369,10.5366,10.49 ± 0.03
2011-2015,Y87.0,Y87.0,SI,Census Region,Northeast,60,279661986,0.0213,0.0028,0.0163,0.0275,0.02 ± 0.00
2011-2015,Y87.0,Y87.0,SI,Census Region,Midwest,59,336087772,0.0157,0.0021,0.012,0.0203,0.02 ± 0.00
2011-2015,Y87.0,Y87.0,SI,Census Region,South,134,587581057,0.0219,0.0019,0.0183,0.0259,0.02 ± 0.00
2011-2015,Y87.0,Y87.0,SI,Census Region,West,91,371900834,0.0242,0.0026,0.0195,0.0297,0.02 ± 0.00
2011-2015,Y87.0,Y87.0,SI,Census Region,National,344,1575231649,0.021,0.0012,0.0189,0.0234,0.02 ± 0.00
2016-2020,C00_C97,All-site Cancer,Cancer,Census Region,Northeast,536373,280623842,144.9902,0.2018,144.6025,145.3788,144.99 ± 0.20
2016-2020,C00_C97,All-site Cancer,Cancer,Census Region,Midwest,677918,339554183,157.6789,0.195,157.3038,158.0547,157.68 ± 0.19
2016-2020,C00_C97,All-site Cancer,Cancer,Census Region,South,1155538,617941257,153.7373,0.1451,153.4571,154.0178,153.74 ± 0.15
2016-2020,C00_C97,All-site Cancer,Cancer,Census Region,West,611360,388977323,136.1668,0.1766,135.8257,136.5086,136.17 ± 0.18
2016-2020,C00_C97,All-site Cancer,Cancer,Census Region,National,2981189,1627096605,149.0313,0.0876,148.8621,149.2005,149.03 ± 0.09
2016-2020,C18_C21,Colorectal Cancer,Colorectal,Census Region,Northeast,46196,280623842,12.5891,0.0599,12.4746,12.7045,12.59 ± 0.06
2016-2020,C18_C21,Colorectal Cancer,Colorectal,Census Region,Midwest,58977,339554183,13.877,0.0583,13.7652,13.9894,13.88 ± 0.06
2016-2020,C18_C21,Colorectal Cancer,Colorectal,Census Region,South,104235,617941257,14.0419,0.0442,13.9568,14.1274,14.04 ± 0.04
2016-2020,C18_C21,Colorectal Cancer,Colorectal,Census Region,West,54898,388977323,12.3126,0.0533,12.2098,12.416,12.31 ± 0.05
2016-2020,C18_C21,Colorectal Cancer,Colorectal,Census Region,National,264306,1627096605,13.3566,0.0264,13.3057,13.4076,13.36 ± 0.03
2016-2020,C22,Liver Cancer,Liver,Census Region,Northeast,22569,280623842,6.0003,0.0407,5.9223,6.0791,6.00 ± 0.04
2016-2020,C22,Liver Cancer,Liver,Census Region,Midwest,26764,339554183,6.0795,0.0378,6.0069,6.1528,6.08 ± 0.04
2016-2020,C22,Liver Cancer,Liver,Census Region,South,54393,617941257,6.9861,0.0304,6.9275,7.045,6.99 ± 0.03
2016-2020,C22,Liver Cancer,Liver,Census Region,West,32903,388977323,7.0784,0.0396,7.0021,7.1553,7.08 ± 0.04
2016-2020,C22,Liver Cancer,Liver,Census Region,National,136629,1627096605,6.6288,0.0182,6.5937,6.6641,6.63 ± 0.02
2016-2020,C25,Pancreatic Cancer,Pancreatic,Census Region,Northeast,42458,280623842,11.3784,0.0561,11.2704,11.4871,11.38 ± 0.06
2016-2020,C25,Pancreatic Cancer,Pancreatic,Census Region,Midwest,50838,339554183,11.7016,0.0528,11.6001,11.8037,11.70 ± 0.05
2016-2020,C25,Pancreatic Cancer,Pancreatic,Census Region,South,83098,617941257,10.9374,0.0384,10.8632,11.012,10.94 ± 0.04
2016-2020,C25,Pancreatic Cancer,Pancreatic,Census Region,West,46792,388977323,10.3063,0.0483,10.2131,10.4001,10.31 ± 0.05
2016-2020,C25,Pancreatic Cancer,Pancreatic,Census Region,National,223186,1627096605,11.0398,0.0237,10.9941,11.0857,11.04 ± 0.02
2016-2020,C34,Lung Cancer,Lung,Census Region,Northeast,123606,280623842,33.0521,0.0955,32.8681,33.2368,33.05 ± 0.10
2016-2020,C34,Lung Cancer,Lung,Census Region,Midwest,171893,339554183,39.3804,0.0965,39.1944,39.567,39.38 ± 0.10
2016-2020,C34,Lung Cancer,Lung,Census Region,South,292206,617941257,38.0776,0.0713,37.9397,38.2159,38.08 ± 0.07
2016-2020,C34,Lung Cancer,Lung,Census Region,West,121108,388977323,26.7301,0.0778,26.5797,26.881,26.73 ± 0.08
2016-2020,C34,Lung Cancer,Lung,Census Region,National,708813,1627096605,34.8699,0.042,34.7888,34.9512,34.87 ± 0.04
2016-2020,C50,Breast Cancer,Breast,Census Region,Northeast,38329,280623842,10.5779,0.0554,10.4722,10.6843,10.58 ± 0.06
2016-2020,C50,Breast Cancer,Breast,Census Region,Midwest,45930,339554183,10.942,0.0523,10.8421,11.0425,10.94 ± 0.05
2016-2020,C50,Breast Cancer,Breast,Census Region,South,81957,617941257,11.1664,0.0397,11.09,11.2431,11.17 ± 0.04
2016-2020,C50,Breast Cancer,Breast,Census Region,West,45478,388977323,10.2271,0.0488,10.1333,10.3215,10.23 ± 0.05
2016-2020,C50,Breast Cancer,Breast,Census Region,National,211694,1627096605,10.8022,0.0239,10.7562,10.8483,10.80 ± 0.02
2016-2020,C56,Ovary Cancer,Ovarian,Census Region,Northeast,12997,280623842,3.5281,0.0316,3.4677,3.5893,3.53 ± 0.03
2016-2020,C56,Ovary Cancer,Ovarian,Census Region,Midwest,14859,339554183,3.466,0.029,3.4104,3.5221,3.47 ± 0.03
2016-2020,C56,Ovary Cancer,Ovarian,Census Region,South,25155,617941257,3.3567,0.0215,3.3153,3.3984,3.36 ± 0.02
2016-2020,C56,Ovary Cancer,Ovarian,Census Region,West,15735,388977323,3.4887,0.0283,3.4344,3.5436,3.49 ± 0.03
2016-2020,C56,Ovary Cancer,Ovarian,Census Region,National,68746,1627096605,3.4424,0.0134,3.4167,3.4682,3.44 ± 0.01
2016-2020,C61,Prostate Cancer,Prostate,Census Region,Northeast,26933,280623842,7.1118,0.0439,7.0271,7.1972,7.11 ± 0.04
2016-2020,C61,Prostate Cancer,Prostate,Census Region,Midwest,34133,339554183,7.8537,0.043,7.7706,7.9375,7.85 ± 0.04
2016-2020,C61,Prostate Cancer,Prostate,Census Region,South,57720,617941257,7.7552,0.0325,7.6921,7.8188,7.76 ± 0.03
2016-2020,C61,Prostate Cancer,Prostate,Census Region,West,37088,388977323,8.3508,0.0438,8.2661,8.4363,8.35 ± 0.04
2016-2020,C61,Prostate Cancer,Prostate,Census Region,National,155874,1627096605,7.7883,0.0199,7.7497,7.8271,7.79 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Census Region,Northeast,10905,280623842,2.9463,0.0288,2.8913,3.0021,2.95 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Census Region,Midwest,16308,339554183,3.7854,0.0302,3.7275,3.8439,3.79 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Census Region,South,27872,617941257,3.7038,0.0225,3.6605,3.7476,3.70 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Census Region,West,14939,388977323,3.3111,0.0275,3.2582,3.3646,3.31 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Census Region,National,70024,1627096605,3.493,0.0134,3.4671,3.5189,3.49 ± 0.01
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,Census Region,Northeast,18719,280623842,5.097,0.0379,5.0242,5.1705,5.10 ± 0.04
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,Census Region,Midwest,23643,339554183,5.5531,0.0367,5.4825,5.6243,5.55 ± 0.04
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,Census Region,South,36974,617941257,5.0172,0.0264,4.9662,5.0686,5.02 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,Census Region,West,21731,388977323,4.9044,0.0337,4.8394,4.9701,4.90 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,NHL,Census Region,National,101067,1627096605,5.1229,0.0163,5.0913,5.1545,5.12 ± 0.02
2016-2020,C91_C95,Leukemia,Leukemia,Census Region,Northeast,21123,280623842,5.8283,0.0409,5.7499,5.9074,5.83 ± 0.04
2016-2020,C91_C95,Leukemia,Leukemia,Census Region,Midwest,26744,339554183,6.3617,0.0396,6.2857,6.4384,6.36 ± 0.04
2016-2020,C91_C95,Leukemia,Leukemia,Census Region,South,43471,617941257,5.9823,0.0291,5.9261,6.0388,5.98 ± 0.03
2016-2020,C91_C95,Leukemia,Leukemia,Census Region,West,24241,388977323,5.5536,0.0361,5.484,5.624,5.55 ± 0.04
2016-2020,C91_C95,Leukemia,Leukemia,Census Region,National,115579,1627096605,5.9422,0.0177,5.908,5.9766,5.94 ± 0.02
2016-2020,F01,Vascular Dementia (VD),VD,Census Region,Northeast,12991,280623842,3.2868,0.0292,3.2305,3.3438,3.29 ± 0.03
2016-2020,F01,Vascular Dementia (VD),VD,Census Region,Midwest,20283,339554183,4.5987,0.0325,4.5357,4.6625,4.60 ± 0.03
2016-2020,F01,Vascular Dementia (VD),VD,Census Region,South,27958,617941257,3.8726,0.0232,3.8274,3.9183,3.87 ± 0.02
2016-2020,F01,Vascular Dementia (VD),VD,Census Region,West,23832,388977323,5.4145,0.0352,5.346,5.4837,5.41 ± 0.04
2016-2020,F01,Vascular Dementia (VD),VD,Census Region,National,85064,1627096605,4.2575,0.0147,4.2289,4.2862,4.26 ± 0.01
2016-2020,F03,Unspecified Dementia (UD),UD,Census Region,Northeast,134429,280623842,33.6778,0.0929,33.498,33.8583,33.68 ± 0.09
2016-2020,F03,Unspecified Dementia (UD),UD,Census Region,Midwest,133198,339554183,30.1094,0.0831,29.9479,30.2716,30.11 ± 0.08
2016-2020,F03,Unspecified Dementia (UD),UD,Census Region,South,173841,617941257,24.1669,0.0581,24.0534,24.2807,24.17 ± 0.06
2016-2020,F03,Unspecified Dementia (UD),UD,Census Region,West,61680,388977323,14.0173,0.0567,13.9069,14.1284,14.02 ± 0.06
2016-2020,F03,Unspecified Dementia (UD),UD,Census Region,National,503148,1627096605,25.1592,0.0356,25.0897,25.2288,25.16 ± 0.04
2016-2020,G10,Huntington's Disease (HD),HD,Census Region,Northeast,978,280623842,0.2823,0.0093,0.2649,0.3006,0.28 ± 0.01
2016-2020,G10,Huntington's Disease (HD),HD,Census Region,Midwest,1549,339554183,0.3891,0.0102,0.3699,0.4089,0.39 ± 0.01
2016-2020,G10,Huntington's Disease (HD),HD,Census Region,South,1934,617941257,0.269,0.0063,0.2571,0.2812,0.27 ± 0.01
2016-2020,G10,Huntington's Disease (HD),HD,Census Region,West,1162,388977323,0.263,0.0079,0.2481,0.2785,0.26 ± 0.01
2016-2020,G10,Huntington's Disease (HD),HD,Census Region,National,5623,1627096605,0.2949,0.004,0.2873,0.3027,0.29 ± 0.00
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,Northeast,6382,280623842,1.7228,0.022,1.6808,1.7656,1.72 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,Midwest,8246,339554183,1.9166,0.0215,1.8755,1.9584,1.92 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,South,12243,617941257,1.602,0.0147,1.5738,1.6307,1.60 ± 0.01
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,West,7801,388977323,1.7074,0.0197,1.6698,1.7458,1.71 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,National,34672,1627096605,1.715,0.0094,1.697,1.7331,1.71 ± 0.01
2016-2020,G20,Parkinson's Disease (PD),PD,Census Region,Northeast,28335,280623842,7.5995,0.0457,7.5112,7.6885,7.60 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),PD,Census Region,Midwest,39738,339554183,9.3993,0.0476,9.3071,9.4922,9.40 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),PD,Census Region,South,64079,617941257,8.9312,0.0355,8.8621,9.0006,8.93 ± 0.04
2016-2020,G20,Parkinson's Disease (PD),PD,Census Region,West,37300,388977323,8.6944,0.0454,8.6064,8.7831,8.69 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),PD,Census Region,National,169452,1627096605,8.7316,0.0214,8.69,8.7732,8.73 ± 0.02
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,Northeast,257884,280623842,65.4329,0.1304,65.1806,65.686,65.43 ± 0.13
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,Midwest,341311,339554183,77.8649,0.1344,77.6039,78.1266,77.86 ± 0.13
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,South,519147,617941257,72.1955,0.1006,71.9993,72.3922,72.20 ± 0.10
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,West,287910,388977323,65.6968,0.1231,65.457,65.9372,65.70 ± 0.12
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,National,1406252,1627096605,70.7558,0.06,70.6389,70.8729,70.76 ± 0.06
2016-2020,G30,Alzheimer's Disease (AD),AD,Census Region,Northeast,75747,280623842,19.1462,0.0704,19.01,19.283,19.15 ± 0.07
2016-2020,G30,Alzheimer's Disease (AD),AD,Census Region,Midwest,139846,339554183,31.8409,0.0858,31.6742,32.0082,31.84 ± 0.09
2016-2020,G30,Alzheimer's Disease (AD),AD,Census Region,South,241026,617941257,33.6229,0.0687,33.4888,33.7574,33.62 ± 0.07
2016-2020,G30,Alzheimer's Disease (AD),AD,Census Region,West,157297,388977323,35.863,0.0909,35.686,36.0407,35.86 ± 0.09
2016-2020,G30,Alzheimer's Disease (AD),AD,Census Region,National,613916,1627096605,30.8926,0.0396,30.8154,30.97,30.89 ± 0.04
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,Northeast,223167,280623842,56.1107,0.1201,55.8782,56.344,56.11 ± 0.12
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,Midwest,293327,339554183,66.549,0.1238,66.3084,66.7903,66.55 ± 0.12
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,South,442825,617941257,61.6624,0.0929,61.4809,61.8443,61.66 ± 0.09
