ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail
C91_C95,2000_2005,2006_2010,5,EQI+SM+PA+OB,0.00,"2.25(1.92,2.57)","2.88(2.54,3.22)","3.41(3.03,3.77)","4.00(3.61,4.40)",0.0002,0.0002,0.0002,0.0002,1.0003,1.0004,1.0008,1.0004,4541,3739,2998,2859,3748,3717,3461,3048,"0.16(0.12,0.20)",0.0002,1.0021,4411,3650,"-0.05(-0.09,-0.02)",0.0019,1.0012,2209,2934,"-0.00(-0.04,0.04)",0.9808,1.0005,3424,3737
"C91_C95","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB","0.00","2.59(2.20,2.97)","2.62(2.24,3.00)","2.60(2.23,2.97)","2.52(2.13,2.92)","0.0002","0.0002","0.0002","0.0002","1.0019","1.0021","1.0018","1.0019",3247,2536,2226,2065,3598,3708,3041,3038,"0.16(0.12,0.19)","0.0002","1.0004",4528,4029,"-0.03(-0.07,0.00)","0.0602","1.0007",2364,3236,"-0.03(-0.06,0.01)","0.1781","1.0008",4004,3303
"C91_C95","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB","0.00","-0.14(-0.53,0.25)","0.20(-0.19,0.61)","0.23(-0.15,0.63)","0.53(0.11,0.95)","0.4839","0.3301","0.2427","0.0102","1.0017","1.0006","1.0000","1.0015",2617,2305,2202,2209,3789,3370,3334,3044,"0.16(0.12,0.19)","0.0002","1.0004",4528,4029,"-0.03(-0.07,0.00)","0.0602","1.0007",2364,3236,"-0.03(-0.06,0.01)","0.1781","1.0008",4004,3303
"C91_C95","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB","0.00","-0.03(-0.37,0.29)","0.23(-0.11,0.58)","0.17(-0.21,0.55)","0.20(-0.21,0.59)","0.8546","0.1839","0.3964","0.3339","1.0004","1.0007","1.0009","1.0008",2837,2569,2296,2230,3698,3626,3665,3092,"0.16(0.12,0.19)","0.0002","1.0004",4528,4029,"-0.03(-0.07,0.00)","0.0602","1.0007",2364,3236,"-0.03(-0.06,0.01)","0.1781","1.0008",4004,3303
"C91_C95","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB","0.00","1.33(1.00,1.67)","1.37(1.03,1.70)","1.50(1.16,1.84)","1.41(1.06,1.76)","0.0002","0.0002","0.0002","0.0002","0.9998","1.0005","1.0007","1.0004",3603,2923,2610,2564,3714,3538,3687,3212,"0.16(0.12,0.19)","0.0002","1.0004",4528,4029,"-0.03(-0.07,0.00)","0.0602","1.0007",2364,3236,"-0.03(-0.06,0.01)","0.1781","1.0008",4004,3303
"C91_C95","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB","0.00","0.35(0.00,0.69)","0.40(0.02,0.77)","0.65(0.24,1.05)","0.96(0.48,1.42)","0.0489","0.0390","0.0035","0.0002","1.0006","1.0009","1.0021","1.0022",3313,2547,2260,2035,3805,3384,3195,3292,"0.16(0.12,0.19)","0.0002","1.0004",4528,4029,"-0.03(-0.07,0.00)","0.0602","1.0007",2364,3236,"-0.03(-0.06,0.01)","0.1781","1.0008",4004,3303
"C91_C95","2000_2005","2011_2015",10,"EQI+SM+PA+OB","0.00","2.13(1.80,2.46)","2.76(2.44,3.08)","3.30(2.96,3.65)","3.67(3.29,4.05)","0.0002","0.0002","0.0002","0.0002","1.0002","1.0005","1.0009","1.0006",4176,3202,2744,2593,3541,3412,3099,2774,"0.14(0.10,0.18)","0.0002","1.0008",3553,3406,"-0.05(-0.08,-0.02)","0.0040","1.0016",2220,3037,"-0.00(-0.04,0.03)","0.8238","1.0011",3413,3546
"C91_C95","2000_2005","2011_2015",10,"EQI_Air+SM+PA+OB","0.00","2.56(2.20,2.91)","3.01(2.66,3.36)","2.65(2.31,2.98)","2.53(2.17,2.88)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0005","1.0014","1.0008",3019,2542,1997,1835,3436,3682,3269,3330,"0.13(0.10,0.17)","0.0002","1.0019",4950,3719,"-0.03(-0.07,-0.00)","0.0360","1.0014",2468,3237,"-0.01(-0.05,0.02)","0.5172","1.0004",3928,3538
"C91_C95","2000_2005","2011_2015",10,"EQI_Water+SM+PA+OB","0.00","-0.14(-0.49,0.22)","0.41(0.04,0.79)","0.46(0.09,0.84)","0.61(0.24,1.00)","0.4276","0.0306","0.0148","0.0019","1.0012","1.0012","1.0010","1.0012",2532,2304,2386,2117,3081,3103,3160,3075,"0.13(0.10,0.17)","0.0002","1.0019",4950,3719,"-0.03(-0.07,-0.00)","0.0360","1.0014",2468,3237,"-0.01(-0.05,0.02)","0.5172","1.0004",3928,3538
"C91_C95","2000_2005","2011_2015",10,"EQI_Land+SM+PA+OB","0.00","0.02(-0.29,0.33)","0.08(-0.24,0.40)","0.05(-0.30,0.39)","0.36(-0.00,0.73)","0.9159","0.6342","0.7871","0.0514","1.0004","1.0004","1.0011","1.0006",3549,2670,2459,2368,3664,3371,3629,3070,"0.13(0.10,0.17)","0.0002","1.0019",4950,3719,"-0.03(-0.07,-0.00)","0.0360","1.0014",2468,3237,"-0.01(-0.05,0.02)","0.5172","1.0004",3928,3538
