ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail
N00_N29,2000_2005,2006_2010,5,EQI+SM+PA+OB,0.00,"2.84(2.08,3.60)","3.13(2.36,3.90)","3.94(3.09,4.79)","4.87(3.89,5.81)",0.0002,0.0002,0.0002,0.0002,1.0007,1.0011,1.0024,1.0030,2394,1932,1690,1634,3039,3006,2776,2554,"0.19(0.10,0.28)",0.0002,1.0009,2647,3175,"-0.26(-0.33,-0.19)",0.0002,1.0016,1828,2319,"0.47(0.39,0.55)",0.0002,1.0006,2557,3152
"N00_N29","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB","0.00","2.00(1.20,2.81)","2.07(1.23,2.92)","2.43(1.54,3.29)","3.19(2.23,4.13)","0.0002","0.0002","0.0002","0.0002","1.0011","1.0021","1.0025","1.0029",2418,1992,1903,1830,3008,2968,2688,2850,"0.21(0.12,0.30)","0.0002","1.0007",4337,3488,"-0.20(-0.27,-0.13)","0.0002","1.0038",2027,2969,"0.44(0.36,0.52)","0.0002","1.0012",3441,3136
"N00_N29","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB","0.00","-0.90(-1.87,0.06)","0.61(-0.44,1.62)","0.84(-0.18,1.84)","0.61(-0.46,1.69)","0.0685","0.2285","0.1139","0.2652","1.0045","1.0069","1.0070","1.0077",1737,1783,1767,1600,2601,2805,2649,2382,"0.21(0.12,0.30)","0.0002","1.0007",4337,3488,"-0.20(-0.27,-0.13)","0.0002","1.0038",2027,2969,"0.44(0.36,0.52)","0.0002","1.0012",3441,3136
"N00_N29","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB","0.00","-0.50(-1.18,0.21)","0.10(-0.64,0.85)","-0.08(-0.93,0.77)","-0.67(-1.57,0.23)","0.1585","0.8042","0.8409","0.1431","1.0015","1.0021","1.0027","1.0028",2991,2345,2104,2132,3401,3361,3027,2701,"0.21(0.12,0.30)","0.0002","1.0007",4337,3488,"-0.20(-0.27,-0.13)","0.0002","1.0038",2027,2969,"0.44(0.36,0.52)","0.0002","1.0012",3441,3136
"N00_N29","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB","0.00","2.67(1.95,3.41)","2.47(1.75,3.18)","2.79(2.05,3.53)","3.43(2.64,4.21)","0.0002","0.0002","0.0002","0.0002","1.0008","1.0027","1.0020","1.0011",2495,2113,2232,2249,2847,2868,2777,3113,"0.21(0.12,0.30)","0.0002","1.0007",4337,3488,"-0.20(-0.27,-0.13)","0.0002","1.0038",2027,2969,"0.44(0.36,0.52)","0.0002","1.0012",3441,3136
"N00_N29","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB","0.00","-0.35(-1.08,0.41)","-1.35(-2.15,-0.53)","-1.05(-1.94,-0.13)","-0.65(-1.65,0.41)","0.3639","0.0002","0.0227","0.2114","1.0016","1.0033","1.0028","1.0022",2788,2199,1945,2076,3131,3160,2513,2873,"0.21(0.12,0.30)","0.0002","1.0007",4337,3488,"-0.20(-0.27,-0.13)","0.0002","1.0038",2027,2969,"0.44(0.36,0.52)","0.0002","1.0012",3441,3136
"N00_N29","2000_2005","2011_2015",10,"EQI+SM+PA+OB","0.00","2.90(2.19,3.62)","3.32(2.57,4.06)","3.43(2.62,4.23)","4.53(3.63,5.44)","0.0002","0.0002","0.0002","0.0002","1.0019","1.0026","1.0030","1.0033",2320,1848,1630,1650,2769,2895,2754,2800,"0.30(0.21,0.38)","0.0002","1.0004",3283,3299,"-0.21(-0.27,-0.15)","0.0002","1.0046",1920,2594,"0.36(0.29,0.44)","0.0002","1.0030",2509,2803
"N00_N29","2000_2005","2011_2015",10,"EQI_Air+SM+PA+OB","0.00","2.47(1.72,3.21)","2.47(1.71,3.24)","3.08(2.28,3.86)","3.78(2.90,4.64)","0.0002","0.0002","0.0002","0.0002","1.0023","1.0031","1.0030","1.0036",2473,1838,1754,1568,3290,3145,2738,2211,"0.30(0.21,0.38)","0.0002","1.0020",4138,3855,"-0.19(-0.26,-0.12)","0.0002","1.0001",1907,3136,"0.34(0.27,0.42)","0.0002","1.0003",3519,3662
"N00_N29","2000_2005","2011_2015",10,"EQI_Water+SM+PA+OB","0.00","-0.57(-1.46,0.33)","0.75(-0.19,1.69)","0.58(-0.38,1.51)","0.15(-0.86,1.15)","0.2152","0.1206","0.2389","0.7817","1.0027","1.0023","1.0029","1.0017",1686,1608,1563,1572,2843,2740,2513,2679,"0.30(0.21,0.38)","0.0002","1.0020",4138,3855,"-0.19(-0.26,-0.12)","0.0002","1.0001",1907,3136,"0.34(0.27,0.42)","0.0002","1.0003",3519,3662
"N00_N29","2000_2005","2011_2015",10,"EQI_Land+SM+PA+OB","0.00","-0.59(-1.22,0.06)","-0.36(-1.05,0.31)","-0.91(-1.67,-0.14)","-0.85(-1.68,-0.04)","0.0748","0.3022","0.0185","0.0373","1.0012","1.0015","1.0013","1.0011",3134,2621,2437,2285,3572,3028,3120,3477,"0.30(0.21,0.38)","0.0002","1.0020",4138,3855,"-0.19(-0.26,-0.12)","0.0002","1.0001",1907,3136,"0.34(0.27,0.42)","0.0002","1.0003",3519,3662
