ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail
J60_J66,2000_2005,2006_2010,5,EQI+SM+PA+OB,0.00,"0.01(-0.00,0.03)","0.05(0.03,0.06)","0.06(0.04,0.08)","0.11(0.08,0.13)",0.1227,0.0002,0.0002,0.0002,1.0002,1.0021,1.0026,1.0012,2381,1873,1804,1829,2883,2588,2393,2541,"0.01(0.01,0.01)",0.0002,1.0004,3505,3176,"0.00(0.00,0.00)",0.0332,1.0052,1834,2629,"-0.00(-0.00,0.00)",0.5726,1.0003,3562,3497
"J60_J66","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB","0.00","0.01(-0.01,0.03)","0.04(0.02,0.06)","0.09(0.07,0.11)","0.16(0.13,0.18)","0.1432","0.0002","0.0002","0.0002","1.0008","1.0015","1.0011","1.0016",1720,1498,1347,1278,2400,2342,2382,2375,"0.01(0.00,0.01)","0.0002","1.0004",3788,3385,"0.00(0.00,0.01)","0.0142","1.0020",1805,2601,"-0.00(-0.00,0.00)","0.6961","1.0009",3197,3301
"J60_J66","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB","0.00","-0.01(-0.03,0.01)","-0.00(-0.03,0.02)","-0.01(-0.03,0.02)","-0.00(-0.03,0.02)","0.3027","0.8095","0.5481","0.8270","1.0063","1.0061","1.0048","1.0051",1467,1244,1329,1400,2220,1955,1857,2137,"0.01(0.00,0.01)","0.0002","1.0004",3788,3385,"0.00(0.00,0.01)","0.0142","1.0020",1805,2601,"-0.00(-0.00,0.00)","0.6961","1.0009",3197,3301
"J60_J66","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB","0.00","-0.03(-0.05,-0.01)","-0.02(-0.04,0.00)","-0.06(-0.08,-0.03)","-0.05(-0.08,-0.03)","0.0037","0.1167","0.0002","0.0002","1.0016","1.0008","1.0013","1.0004",2179,1782,1731,1687,2695,2707,2701,2478,"0.01(0.00,0.01)","0.0002","1.0004",3788,3385,"0.00(0.00,0.01)","0.0142","1.0020",1805,2601,"-0.00(-0.00,0.00)","0.6961","1.0009",3197,3301
"J60_J66","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB","0.00","0.00(-0.01,0.02)","0.01(-0.01,0.03)","0.02(0.00,0.04)","0.02(0.00,0.04)","0.7631","0.3727","0.0447","0.0202","1.0006","1.0009","1.0015","1.0015",2755,2194,2107,2105,2995,2551,2694,2126,"0.01(0.00,0.01)","0.0002","1.0004",3788,3385,"0.00(0.00,0.01)","0.0142","1.0020",1805,2601,"-0.00(-0.00,0.00)","0.6961","1.0009",3197,3301
"J60_J66","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB","0.00","-0.00(-0.02,0.02)","-0.01(-0.03,0.01)","-0.01(-0.04,0.01)","-0.02(-0.05,0.01)","0.8540","0.3952","0.3777","0.2472","1.0010","1.0020","1.0037","1.0029",2033,1527,1225,1165,2832,2365,2199,1992,"0.01(0.00,0.01)","0.0002","1.0004",3788,3385,"0.00(0.00,0.01)","0.0142","1.0020",1805,2601,"-0.00(-0.00,0.00)","0.6961","1.0009",3197,3301
"J60_J66","2000_2005","2011_2015",10,"EQI+SM+PA+OB","0.00","0.01(-0.00,0.02)","0.03(0.02,0.05)","0.04(0.03,0.06)","0.08(0.06,0.09)","0.1682","0.0002","0.0002","0.0002","1.0004","0.9999","1.0008","1.0006",3154,2390,2347,2274,2939,2616,2952,3027,"0.00(0.00,0.01)","0.0002","1.0001",4174,3520,"0.00(0.00,0.00)","0.0027","1.0003",2857,2776,"0.00(-0.00,0.00)","0.5136","1.0007",3872,3530
"J60_J66","2000_2005","2011_2015",10,"EQI_Air+SM+PA+OB","0.00","0.02(0.01,0.03)","0.02(0.01,0.04)","0.05(0.04,0.07)","0.10(0.09,0.12)","0.0052","0.0002","0.0002","0.0002","1.0002","0.9998","1.0008","1.0011",2397,2103,1820,1682,2882,2604,2737,2453,"0.00(0.00,0.01)","0.0002","1.0010",5194,3116,"0.00(0.00,0.00)","0.0047","1.0007",2563,3116,"0.00(-0.00,0.00)","0.4646","1.0004",3842,3238
"J60_J66","2000_2005","2011_2015",10,"EQI_Water+SM+PA+OB","0.00","-0.00(-0.02,0.01)","-0.00(-0.02,0.01)","0.00(-0.01,0.02)","0.01(-0.00,0.03)","0.8325","0.9265","0.9675","0.1302","1.0005","1.0010","1.0008","1.0009",1927,1810,1808,1947,2397,2512,2642,2702,"0.00(0.00,0.01)","0.0002","1.0010",5194,3116,"0.00(0.00,0.00)","0.0047","1.0007",2563,3116,"0.00(-0.00,0.00)","0.4646","1.0004",3842,3238
"J60_J66","2000_2005","2011_2015",10,"EQI_Land+SM+PA+OB","0.00","-0.00(-0.01,0.01)","0.00(-0.01,0.01)","-0.01(-0.03,-0.00)","-0.01(-0.03,0.00)","0.5761","0.9550","0.0422","0.0707","1.0008","1.0021","1.0006","1.0007",3122,2411,2426,2169,2882,2960,2987,2837,"0.00(0.00,0.01)","0.0002","1.0010",5194,3116,"0.00(0.00,0.00)","0.0047","1.0007",2563,3116,"0.00(-0.00,0.00)","0.4646","1.0004",3842,3238
