ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail
C61,2000_2005,2006_2010,5,EQI+SM+PA+OB,0.00,"2.33(1.85,2.79)","2.74(2.26,3.22)","2.77(2.25,3.27)","2.88(2.31,3.45)",0.0002,0.0002,0.0002,0.0002,1.0007,1.0002,1.0004,1.0002,3632,2849,2300,2362,3332,3543,3434,3098,"-0.02(-0.07,0.04)",0.5259,1.0009,4245,3588,"-0.07(-0.11,-0.02)",0.0031,1.0021,2393,3202,"0.11(0.06,0.16)",0.0002,1.0024,3822,3724
"C61","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB","0.00","2.52(1.99,3.05)","2.38(1.86,2.90)","2.00(1.46,2.53)","1.66(1.10,2.22)","0.0002","0.0002","0.0002","0.0002","1.0012","1.0011","1.0028","1.0030",2692,2169,1861,1707,3330,3143,2822,2774,"-0.01(-0.07,0.04)","0.6163","1.0003",3740,3838,"-0.04(-0.08,0.01)","0.1248","1.0019",2250,2707,"0.08(0.03,0.13)","0.0019","1.0008",3768,3824
"C61","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB","0.00","-0.73(-1.28,-0.19)","0.01(-0.56,0.58)","0.54(-0.02,1.10)","0.43(-0.19,1.01)","0.0110","0.9658","0.0594","0.1598","1.0014","1.0019","1.0025","1.0015",2013,1619,1584,1663,3063,2894,2883,2818,"-0.01(-0.07,0.04)","0.6163","1.0003",3740,3838,"-0.04(-0.08,0.01)","0.1248","1.0019",2250,2707,"0.08(0.03,0.13)","0.0019","1.0008",3768,3824
"C61","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB","0.00","-0.23(-0.64,0.19)","0.01(-0.44,0.45)","-0.04(-0.55,0.46)","0.01(-0.54,0.53)","0.2964","0.9338","0.8671","0.9679","1.0002","1.0014","1.0019","1.0018",3463,2491,2267,2184,3917,3141,3148,2686,"-0.01(-0.07,0.04)","0.6163","1.0003",3740,3838,"-0.04(-0.08,0.01)","0.1248","1.0019",2250,2707,"0.08(0.03,0.13)","0.0019","1.0008",3768,3824
"C61","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB","0.00","1.81(1.35,2.27)","1.62(1.14,2.07)","1.64(1.18,2.11)","1.79(1.29,2.27)","0.0002","0.0002","0.0002","0.0002","1.0011","1.0014","1.0021","1.0021",2964,2242,2194,1985,3258,3626,3484,3179,"-0.01(-0.07,0.04)","0.6163","1.0003",3740,3838,"-0.04(-0.08,0.01)","0.1248","1.0019",2250,2707,"0.08(0.03,0.13)","0.0019","1.0008",3768,3824
"C61","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB","0.00","-0.26(-0.72,0.19)","-0.29(-0.80,0.21)","-0.04(-0.57,0.51)","-0.20(-0.84,0.42)","0.2589","0.2506","0.9000","0.5413","1.0022","1.0015","1.0003","1.0024",3037,2438,2201,2137,3431,3162,2859,2977,"-0.01(-0.07,0.04)","0.6163","1.0003",3740,3838,"-0.04(-0.08,0.01)","0.1248","1.0019",2250,2707,"0.08(0.03,0.13)","0.0019","1.0008",3768,3824
"C61","2000_2005","2011_2015",10,"EQI+SM+PA+OB","0.00","2.53(2.13,2.95)","2.87(2.46,3.27)","2.89(2.46,3.32)","3.20(2.72,3.68)","0.0002","0.0002","0.0002","0.0002","1.0009","1.0008","1.0016","1.0014",4350,3247,2683,2551,3952,3613,3616,3544,"0.06(0.01,0.10)","0.0194","1.0020",4502,4290,"-0.06(-0.09,-0.02)","0.0052","1.0028",2593,3311,"0.08(0.04,0.13)","0.0010","1.0003",3607,3634
"C61","2000_2005","2011_2015",10,"EQI_Air+SM+PA+OB","0.00","2.45(1.98,2.89)","2.06(1.60,2.52)","1.93(1.45,2.36)","1.50(1.00,1.97)","0.0002","0.0002","0.0002","0.0002","1.0012","1.0013","1.0013","1.0015",3117,2449,2070,1969,3210,2920,2603,2304,"0.06(0.01,0.11)","0.0073","1.0008",4059,3678,"-0.02(-0.06,0.02)","0.3564","1.0019",2358,3058,"0.06(0.01,0.10)","0.0144","1.0000",3514,3474
"C61","2000_2005","2011_2015",10,"EQI_Water+SM+PA+OB","0.00","-0.66(-1.13,-0.19)","0.03(-0.46,0.52)","0.46(-0.02,0.94)","0.27(-0.24,0.76)","0.0040","0.9038","0.0635","0.2851","1.0017","1.0021","1.0020","1.0022",2469,2293,2311,2352,3643,2943,2924,2972,"0.06(0.01,0.11)","0.0073","1.0008",4059,3678,"-0.02(-0.06,0.02)","0.3564","1.0019",2358,3058,"0.06(0.01,0.10)","0.0144","1.0000",3514,3474
"C61","2000_2005","2011_2015",10,"EQI_Land+SM+PA+OB","0.00","-0.15(-0.52,0.23)","-0.33(-0.74,0.07)","-0.04(-0.47,0.40)","0.13(-0.33,0.58)","0.4576","0.1056","0.8850","0.5888","1.0021","1.0023","1.0030","1.0032",3226,2710,2321,2251,3980,3493,3394,3459,"0.06(0.01,0.11)","0.0073","1.0008",4059,3678,"-0.02(-0.06,0.02)","0.3564","1.0019",2358,3058,"0.06(0.01,0.10)","0.0144","1.0000",3514,3474
"C61","2000_2005","2011_2015",10,"EQI_Built+SM+PA+OB","0.00","1.43(1.03,1.83)","1.74(1.35,2.14)","1.62(1.21,2.02)","1.95(1.52,2.39)","0.0002","0.0002","0.0002","0.0002","1.0005","1.0009","1.0016","0.9998",3437,2938,2661,2590,3448,3707,3058,3381,"0.06(0.01,0.11)","0.0073","1.0008",4059,3678,"-0.02(-0.06,0.02)","0.3564","1.0019",2358,3058,"0.06(0.01,0.10)","0.0144","1.0000",3514,3474
"C61","2000_2005","2011_2015",10,"EQI_Social+SM+PA+OB","0.00","0.06(-0.34,0.47)","-0.33(-0.77,0.13)","0.06(-0.44,0.56)","0.03(-0.55,0.61)","0.7650","0.1523","0.8075","0.9254","1.0013","1.0015","1.0014","1.0021",3061,2480,2184,1992,3703,3656,3044,3038,"0.06(0.01,0.11)","0.0073","1.0008",4059,3678,"-0.02(-0.06,0.02)","0.3564","1.0019",2358,3058,"0.06(0.01,0.10)","0.0144","1.0000",3514,3474
"C61","2000_2005","2016_2020",15,"EQI+SM+PA+OB","0.00","1.62(1.23,2.01)","2.33(1.93,2.73)","2.70(2.28,3.13)","2.91(2.44,3.37)","0.0002","0.0002","0.0002","0.0002","1.0000","1.0008","1.0003","0.9999",3701,2887,2507,2355,3697,3432,3171,3006,"0.02(-0.02,0.06)","0.3830","1.0011",4134,4029,"-0.09(-0.13,-0.05)","0.0002","1.0009",2231,3566,"0.08(0.04,0.13)","0.0006","1.0007",3668,3538
"C61","2000_2005","2016_2020",15,"EQI_Air+SM+PA+OB","0.00","1.92(1.48,2.37)","1.76(1.30,2.21)","1.64(1.19,2.09)","1.30(0.80,1.77)","0.0002","0.0002","0.0002","0.0002","1.0014","1.0014","1.0025","1.0024",2102,1632,1472,1360,3059,2868,2746,2288,"0.04(-0.01,0.08)","0.1102","1.0012",3651,3450,"-0.05(-0.09,-0.01)","0.0235","1.0012",1781,2824,"0.07(0.02,0.11)","0.0040","1.0001",3276,3643
