ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail
J40_J47_J60_J70_J84_D86_C34,2000_2005,2006_2010,5,EQI+SM+PA+OB,0.00,"7.73(5.17,10.21)","9.05(6.50,11.62)","10.22(7.39,12.98)","13.63(10.53,16.85)",0.0002,0.0002,0.0002,0.0002,1.0006,1.0017,1.0016,0.9997,3205,2660,2347,2360,3115,2893,2871,2829,"4.98(4.67,5.28)",0.0002,1.0016,3101,2877,"-0.38(-0.51,-0.25)",0.0002,1.0017,2690,2830,"-0.08(-0.34,0.18)",0.5516,1.0004,3126,2742
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB","0.00","6.00(3.34,8.64)","9.18(6.31,11.75)","10.85(8.00,13.65)","11.87(8.72,14.86)","0.0002","0.0002","0.0002","0.0002","1.0019","1.0002","1.0004","1.0003",2464,2143,1883,1861,2662,2889,2615,2940,"4.98(4.66,5.30)","0.0002","1.0010",3441,2968,"-0.42(-0.56,-0.27)","0.0002","1.0005",2464,2603,"-0.13(-0.39,0.14)","0.3497","1.0004",3234,3280
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB","0.00","-1.31(-4.37,1.84)","2.23(-0.84,5.41)","3.75(0.51,7.04)","4.54(1.14,7.92)","0.3947","0.1812","0.0232","0.0062","1.0010","1.0017","1.0015","1.0020",1839,1612,1676,1626,2820,2511,2517,2462,"4.98(4.66,5.30)","0.0002","1.0010",3441,2968,"-0.42(-0.56,-0.27)","0.0002","1.0005",2464,2603,"-0.13(-0.39,0.14)","0.3497","1.0004",3234,3280
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB","0.00","-2.30(-4.71,0.10)","-1.56(-4.03,1.01)","-2.50(-5.27,0.28)","-1.59(-4.64,1.44)","0.0622","0.2302","0.0772","0.3102","1.0024","1.0036","1.0040","1.0044",3301,2429,2047,2178,2886,3154,2658,2983,"4.98(4.66,5.30)","0.0002","1.0010",3441,2968,"-0.42(-0.56,-0.27)","0.0002","1.0005",2464,2603,"-0.13(-0.39,0.14)","0.3497","1.0004",3234,3280
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB","0.00","3.07(0.64,5.49)","3.89(1.44,6.39)","4.88(2.37,7.38)","4.60(1.83,7.41)","0.0137","0.0017","0.0002","0.0007","1.0024","1.0026","1.0014","1.0026",2967,2716,2359,2326,2991,2989,2872,3086,"4.98(4.66,5.30)","0.0002","1.0010",3441,2968,"-0.42(-0.56,-0.27)","0.0002","1.0005",2464,2603,"-0.13(-0.39,0.14)","0.3497","1.0004",3234,3280
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB","0.00","2.13(-0.37,4.62)","-0.35(-3.09,2.34)","1.09(-1.86,3.91)","3.15(-0.20,6.53)","0.0977","0.7951","0.4621","0.0672","1.0006","1.0006","1.0006","1.0024",3007,2351,2140,1931,3136,2992,2712,2674,"4.98(4.66,5.30)","0.0002","1.0010",3441,2968,"-0.42(-0.56,-0.27)","0.0002","1.0005",2464,2603,"-0.13(-0.39,0.14)","0.3497","1.0004",3234,3280
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2011_2015",10,"EQI+SM+PA+OB","0.00","7.84(5.48,10.16)","8.69(6.22,11.17)","9.80(7.07,12.47)","11.01(8.00,14.05)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0012","1.0007","1.0009",2939,2365,2192,2096,3251,2816,2898,2404,"5.22(4.94,5.51)","0.0002","1.0009",3132,2732,"-0.49(-0.62,-0.37)","0.0002","1.0007",2589,2738,"-0.19(-0.43,0.05)","0.1302","0.9999",3007,2944
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2011_2015",10,"EQI_Air+SM+PA+OB","0.00","6.68(4.13,9.26)","8.91(6.31,11.46)","9.82(7.09,12.52)","8.50(5.60,11.48)","0.0002","0.0002","0.0002","0.0002","1.0022","1.0008","1.0013","1.0031",2841,2360,2128,1903,2708,2984,2893,2953,"5.19(4.88,5.49)","0.0002","0.9998",2943,3016,"-0.52(-0.66,-0.39)","0.0002","1.0020",2203,2937,"-0.24(-0.50,-0.00)","0.0487","0.9999",2761,2869
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2011_2015",10,"EQI_Water+SM+PA+OB","0.00","-0.59(-3.63,2.49)","0.39(-2.63,3.46)","3.17(0.03,6.40)","3.52(0.24,6.76)","0.6846","0.7956","0.0477","0.0357","1.0042","1.0010","1.0018","1.0011",2041,1765,1923,1897,2542,2643,2590,2443,"5.19(4.88,5.49)","0.0002","0.9998",2943,3016,"-0.52(-0.66,-0.39)","0.0002","1.0020",2203,2937,"-0.24(-0.50,-0.00)","0.0487","0.9999",2761,2869
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2011_2015",10,"EQI_Land+SM+PA+OB","0.00","-1.41(-3.76,0.83)","-1.70(-4.18,0.70)","-1.16(-3.92,1.64)","0.18(-2.79,3.20)","0.2262","0.1702","0.4091","0.9125","1.0007","1.0010","1.0000","1.0009",3044,2430,2060,1938,3268,2915,2862,2832,"5.19(4.88,5.49)","0.0002","0.9998",2943,3016,"-0.52(-0.66,-0.39)","0.0002","1.0020",2203,2937,"-0.24(-0.50,-0.00)","0.0487","0.9999",2761,2869
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2011_2015",10,"EQI_Built+SM+PA+OB","0.00","4.28(2.03,6.52)","5.57(3.28,7.95)","5.95(3.60,8.35)","6.11(3.52,8.75)","0.0007","0.0002","0.0002","0.0002","1.0017","1.0016","1.0017","1.0018",2765,2553,2484,2278,3145,2739,2927,2964,"5.19(4.88,5.49)","0.0002","0.9998",2943,3016,"-0.52(-0.66,-0.39)","0.0002","1.0020",2203,2937,"-0.24(-0.50,-0.00)","0.0487","0.9999",2761,2869
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2011_2015",10,"EQI_Social+SM+PA+OB","0.00","2.40(0.12,4.80)","0.51(-2.03,3.15)","0.80(-2.01,3.53)","1.89(-1.35,5.06)","0.0437","0.7056","0.5701","0.2467","1.0003","1.0008","1.0001","1.0010",2644,2348,1972,1823,3108,2887,2562,2433,"5.19(4.88,5.49)","0.0002","0.9998",2943,3016,"-0.52(-0.66,-0.39)","0.0002","1.0020",2203,2937,"-0.24(-0.50,-0.00)","0.0487","0.9999",2761,2869
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2016_2020",15,"EQI+SM+PA+OB","0.00","6.97(4.74,9.27)","7.97(5.68,10.30)","9.10(6.57,11.67)","10.00(7.12,12.90)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0011","1.0018","1.0022",2454,1983,1812,1788,2759,2653,2415,2467,"5.15(4.89,5.43)","0.0002","1.0007",2494,2621,"-0.65(-0.77,-0.53)","0.0002","1.0016",1978,2486,"0.05(-0.19,0.29)","0.6521","1.0028",2447,2332
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2016_2020",15,"EQI_Air+SM+PA+OB","0.00","6.07(3.72,8.44)","8.17(5.70,10.61)","9.71(7.17,12.30)","7.29(4.45,10.10)","0.0002","0.0002","0.0002","0.0002","1.0014","1.0024","1.0036","1.0016",1524,1127,1007,1015,2242,2457,2163,2132,"5.06(4.77,5.34)","0.0002","1.0006",2533,2704,"-0.66(-0.79,-0.53)","0.0002","1.0012",1745,2710,"-0.02(-0.25,0.22)","0.8700","1.0008",2147,2854
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2016_2020",15,"EQI_Water+SM+PA+OB","0.00","-0.02(-2.84,2.83)","0.61(-2.30,3.43)","2.68(-0.24,5.59)","3.23(0.01,6.24)","0.9865","0.6581","0.0757","0.0502","1.0009","1.0002","1.0005","1.0011",1401,1310,1200,1369,2510,1996,2306,2166,"5.06(4.77,5.34)","0.0002","1.0006",2533,2704,"-0.66(-0.79,-0.53)","0.0002","1.0012",1745,2710,"-0.02(-0.25,0.22)","0.8700","1.0008",2147,2854
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2016_2020",15,"EQI_Land+SM+PA+OB","0.00","-1.95(-4.10,0.25)","-2.79(-5.25,-0.47)","-2.51(-5.15,0.10)","-0.72(-3.52,2.06)","0.0817","0.0177","0.0562","0.6101","1.0006","1.0007","1.0022","1.0003",2665,2059,1823,1736,2750,2852,2298,2183,"5.06(4.77,5.34)","0.0002","1.0006",2533,2704,"-0.66(-0.79,-0.53)","0.0002","1.0012",1745,2710,"-0.02(-0.25,0.22)","0.8700","1.0008",2147,2854
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2016_2020",15,"EQI_Built+SM+PA+OB","0.00","4.92(2.79,7.08)","7.31(5.13,9.48)","6.87(4.67,9.11)","6.79(4.30,9.20)","0.0002","0.0002","0.0002","0.0002","1.0013","1.0024","1.0029","1.0030",2722,2233,1999,1783,2779,2920,2841,2619,"5.06(4.77,5.34)","0.0002","1.0006",2533,2704,"-0.66(-0.79,-0.53)","0.0002","1.0012",1745,2710,"-0.02(-0.25,0.22)","0.8700","1.0008",2147,2854
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2016_2020",15,"EQI_Social+SM+PA+OB","0.00","3.00(0.84,5.16)","0.87(-1.45,3.19)","0.52(-2.12,3.02)","0.75(-2.28,3.64)","0.0082","0.4636","0.6636","0.6211","1.0007","1.0019","1.0021","1.0019",2172,1741,1518,1363,2719,2558,2511,2306,"5.06(4.77,5.34)","0.0002","1.0006",2533,2704,"-0.66(-0.79,-0.53)","0.0002","1.0012",1745,2710,"-0.02(-0.25,0.22)","0.8700","1.0008",2147,2854
"J40_J47_J60_J70_J84_D86_C34","2000_2005","2021_2024",20,"EQI+SM+PA+OB","0.00","7.78(5.09,10.42)","5.38(2.60,8.12)","5.04(2.19,8.05)","3.22(-0.22,6.72)","0.0002","0.0002","0.0007","0.0622","1.0013","1.0007","1.0020","1.0016",3149,2463,2147,1885,3251,3114,2804,2646,"6.01(5.67,6.36)","0.0002","1.0003",3037,2696,"-0.91(-1.05,-0.77)","0.0002","1.0016",2117,3000,"0.11(-0.19,0.39)","0.4716","1.0006",2931,2551
