ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail
X60_X84_Y87.0,2000_2005,2006_2010,5,EQI+SM+PA+OB,0.00,"2.71(2.10,3.30)","4.38(3.75,4.99)","5.17(4.49,5.85)","5.44(4.69,6.20)",0.0002,0.0002,0.0002,0.0002,1.0006,1.0012,1.0012,1.0011,2518,2066,1777,1848,2633,2833,2227,2601,"0.86(0.78,0.93)",0.0002,1.0013,2563,2665,"0.01(-0.04,0.07)",0.6171,1.0017,1419,2326,"-0.28(-0.35,-0.21)",0.0002,1.0015,2453,2598
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB","0.00","4.09(3.46,4.73)","5.12(4.45,5.75)","4.78(4.08,5.43)","3.69(2.93,4.42)","0.0002","0.0002","0.0002","0.0002","1.0015","1.0028","1.0022","1.0021",1738,1283,1191,1159,2618,2273,2161,1888,"0.83(0.77,0.91)","0.0002","1.0006",2859,2971,"0.08(0.03,0.14)","0.0087","1.0010",1838,2326,"-0.31(-0.38,-0.24)","0.0002","1.0038",2629,2585
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB","0.00","0.31(-0.43,1.06)","1.40(0.59,2.20)","1.30(0.49,2.09)","1.74(0.90,2.61)","0.4181","0.0002","0.0032","0.0002","1.0010","1.0013","1.0009","1.0015",1225,1109,1123,1109,1665,1701,2009,2266,"0.83(0.77,0.91)","0.0002","1.0006",2859,2971,"0.08(0.03,0.14)","0.0087","1.0010",1838,2326,"-0.31(-0.38,-0.24)","0.0002","1.0038",2629,2585
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB","0.00","-0.17(-0.73,0.39)","-0.02(-0.60,0.55)","0.04(-0.60,0.71)","-0.15(-0.85,0.60)","0.5221","0.9490","0.8940","0.6506","1.0009","1.0019","1.0022","1.0026",2385,1779,1605,1538,2560,2886,2374,2083,"0.83(0.77,0.91)","0.0002","1.0006",2859,2971,"0.08(0.03,0.14)","0.0087","1.0010",1838,2326,"-0.31(-0.38,-0.24)","0.0002","1.0038",2629,2585
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB","0.00","0.99(0.41,1.56)","1.60(1.03,2.18)","2.31(1.72,2.89)","2.44(1.81,3.07)","0.0007","0.0002","0.0002","0.0002","1.0008","1.0013","1.0014","1.0005",1998,1632,1520,1547,2551,2411,2224,2609,"0.83(0.77,0.91)","0.0002","1.0006",2859,2971,"0.08(0.03,0.14)","0.0087","1.0010",1838,2326,"-0.31(-0.38,-0.24)","0.0002","1.0038",2629,2585
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB","0.00","-0.37(-0.96,0.23)","-0.54(-1.16,0.13)","-0.08(-0.79,0.63)","0.12(-0.69,0.96)","0.2122","0.1162","0.8155","0.7991","1.0001","1.0006","1.0004","1.0010",2530,2016,1749,1737,2858,2324,2436,2318,"0.83(0.77,0.91)","0.0002","1.0006",2859,2971,"0.08(0.03,0.14)","0.0087","1.0010",1838,2326,"-0.31(-0.38,-0.24)","0.0002","1.0038",2629,2585
"X60_X84_Y87.0","2000_2005","2011_2015",10,"EQI+SM+PA+OB","0.00","2.88(2.23,3.54)","4.38(3.67,5.09)","5.19(4.42,5.97)","5.66(4.79,6.56)","0.0002","0.0002","0.0002","0.0002","1.0008","1.0023","1.0014","1.0029",1632,1259,1191,1116,2470,2030,1782,2031,"0.98(0.90,1.06)","0.0002","1.0026",2704,2787,"0.08(0.01,0.14)","0.0172","1.0026",1539,2214,"-0.27(-0.34,-0.19)","0.0002","1.0003",2254,2708
"X60_X84_Y87.0","2000_2005","2011_2015",10,"EQI_Air+SM+PA+OB","0.00","4.65(3.90,5.37)","6.06(5.32,6.81)","5.31(4.53,6.07)","4.11(3.30,4.92)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0006","0.9996","0.9998",1873,1635,1505,1510,2790,2457,2342,2294,"0.88(0.80,0.98)","0.0002","1.0010",2104,2214,"0.12(0.05,0.19)","0.0002","1.0012",1660,2231,"-0.29(-0.37,-0.22)","0.0002","1.0036",2652,2643
"X60_X84_Y87.0","2000_2005","2011_2015",10,"EQI_Water+SM+PA+OB","0.00","0.66(-0.16,1.48)","2.36(1.48,3.24)","2.44(1.55,3.30)","2.77(1.80,3.73)","0.1162","0.0002","0.0002","0.0002","1.0018","1.0021","1.0021","1.0023",1436,1306,1239,1190,2422,1946,2401,2094,"0.88(0.80,0.98)","0.0002","1.0010",2104,2214,"0.12(0.05,0.19)","0.0002","1.0012",1660,2231,"-0.29(-0.37,-0.22)","0.0002","1.0036",2652,2643
"X60_X84_Y87.0","2000_2005","2011_2015",10,"EQI_Land+SM+PA+OB","0.00","0.03(-0.57,0.66)","-0.08(-0.75,0.63)","-0.53(-1.29,0.25)","-0.34(-1.16,0.49)","0.9250","0.8205","0.1902","0.4346","1.0003","1.0004","1.0001","1.0003",2379,1872,1669,1666,2543,2499,2432,2143,"0.88(0.80,0.98)","0.0002","1.0010",2104,2214,"0.12(0.05,0.19)","0.0002","1.0012",1660,2231,"-0.29(-0.37,-0.22)","0.0002","1.0036",2652,2643
"X60_X84_Y87.0","2000_2005","2011_2015",10,"EQI_Built+SM+PA+OB","0.00","1.18(0.56,1.79)","1.50(0.88,2.11)","2.22(1.58,2.86)","2.25(1.55,2.95)","0.0002","0.0002","0.0002","0.0002","1.0009","1.0013","1.0013","1.0008",2454,2187,1917,1940,2860,2995,2735,2626,"0.88(0.80,0.98)","0.0002","1.0010",2104,2214,"0.12(0.05,0.19)","0.0002","1.0012",1660,2231,"-0.29(-0.37,-0.22)","0.0002","1.0036",2652,2643
