ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail
X60_X69,2000_2005,2006_2010,5,EQI+SM+PA+OB,0.00,"0.37(0.26,0.48)","0.77(0.65,0.90)","1.38(1.23,1.52)","1.81(1.64,1.98)",0.0002,0.0002,0.0002,0.0002,1.0012,1.0009,1.0025,1.0010,2756,2503,1909,2052,2938,2968,2530,2831,"0.09(0.08,0.11)",0.0002,1.0011,3066,3276,"0.01(-0.00,0.03)",0.0652,1.0029,1558,2393,"-0.04(-0.06,-0.03)",0.0002,1.0004,2139,2565
"X60_X69","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB","0.00","0.60(0.48,0.73)","1.07(0.93,1.20)","1.35(1.20,1.50)","1.40(1.24,1.57)","0.0002","0.0002","0.0002","0.0002","1.0015","1.0016","1.0009","1.0014",1900,1658,1481,1390,2710,2573,2467,2226,"0.08(0.06,0.10)","0.0002","1.0002",3648,3245,"0.02(0.01,0.04)","0.0022","1.0019",1164,1818,"-0.05(-0.07,-0.04)","0.0002","1.0007",2540,3071
"X60_X69","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB","0.00","-0.00(-0.16,0.15)","0.11(-0.06,0.28)","0.16(-0.01,0.34)","0.32(0.14,0.50)","0.9920","0.1857","0.0672","0.0012","1.0038","1.0037","1.0039","1.0028",1409,1325,1296,1348,2392,2309,2427,2046,"0.08(0.06,0.10)","0.0002","1.0002",3648,3245,"0.02(0.01,0.04)","0.0022","1.0019",1164,1818,"-0.05(-0.07,-0.04)","0.0002","1.0007",2540,3071
"X60_X69","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB","0.00","0.04(-0.08,0.16)","-0.02(-0.15,0.12)","0.01(-0.14,0.17)","-0.04(-0.21,0.13)","0.4986","0.7656","0.8580","0.6261","1.0003","0.9998","1.0003","1.0003",2386,1812,1529,1506,2764,2440,2264,2468,"0.08(0.06,0.10)","0.0002","1.0002",3648,3245,"0.02(0.01,0.04)","0.0022","1.0019",1164,1818,"-0.05(-0.07,-0.04)","0.0002","1.0007",2540,3071
"X60_X69","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB","0.00","0.12(0.01,0.23)","0.23(0.12,0.35)","0.43(0.30,0.55)","0.40(0.25,0.54)","0.0257","0.0007","0.0002","0.0002","1.0009","1.0003","1.0005","1.0006",2532,1929,2004,1671,2573,2903,2890,2113,"0.08(0.06,0.10)","0.0002","1.0002",3648,3245,"0.02(0.01,0.04)","0.0022","1.0019",1164,1818,"-0.05(-0.07,-0.04)","0.0002","1.0007",2540,3071
"X60_X69","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB","0.00","0.02(-0.10,0.15)","0.00(-0.14,0.14)","0.22(0.06,0.39)","0.23(0.03,0.44)","0.6951","0.9990","0.0072","0.0262","1.0002","1.0004","1.0005","1.0005",1785,1426,1296,1228,2138,2005,2068,1876,"0.08(0.06,0.10)","0.0002","1.0002",3648,3245,"0.02(0.01,0.04)","0.0022","1.0019",1164,1818,"-0.05(-0.07,-0.04)","0.0002","1.0007",2540,3071
"X60_X69","2000_2005","2011_2015",10,"EQI+SM+PA+OB","0.00","0.39(0.27,0.50)","0.81(0.69,0.94)","1.33(1.19,1.47)","1.81(1.64,1.98)","0.0002","0.0002","0.0002","0.0002","1.0008","1.0005","1.0001","0.9999",3115,2562,2410,2195,2905,3067,2823,2900,"0.09(0.07,0.10)","0.0002","0.9999",3265,2825,"0.02(0.01,0.04)","0.0007","1.0015",1615,2218,"-0.03(-0.05,-0.02)","0.0002","1.0005",2484,3062
"X60_X69","2000_2005","2011_2015",10,"EQI_Air+SM+PA+OB","0.00","0.63(0.50,0.75)","1.06(0.91,1.20)","1.29(1.14,1.43)","1.30(1.13,1.46)","0.0002","0.0002","0.0002","0.0002","1.0017","1.0011","1.0010","1.0016",1586,1356,1336,1173,2313,2448,2480,2118,"0.08(0.06,0.09)","0.0002","1.0007",2602,2883,"0.04(0.02,0.05)","0.0002","1.0039",1368,2427,"-0.04(-0.06,-0.03)","0.0002","1.0018",2186,2286
"X60_X69","2000_2005","2011_2015",10,"EQI_Water+SM+PA+OB","0.00","0.09(-0.06,0.25)","0.24(0.07,0.41)","0.29(0.12,0.46)","0.43(0.24,0.62)","0.2477","0.0037","0.0012","0.0002","1.0033","1.0033","1.0026","1.0033",1300,1134,1135,1170,2137,1875,1492,2130,"0.08(0.06,0.09)","0.0002","1.0007",2602,2883,"0.04(0.02,0.05)","0.0002","1.0039",1368,2427,"-0.04(-0.06,-0.03)","0.0002","1.0018",2186,2286
"X60_X69","2000_2005","2011_2015",10,"EQI_Land+SM+PA+OB","0.00","0.09(-0.04,0.21)","0.06(-0.08,0.20)","0.14(-0.02,0.29)","0.07(-0.10,0.23)","0.1847","0.3932","0.0827","0.3977","1.0006","1.0010","1.0031","1.0030",2071,1700,1591,1561,2774,2236,2274,2165,"0.08(0.06,0.09)","0.0002","1.0007",2602,2883,"0.04(0.02,0.05)","0.0002","1.0039",1368,2427,"-0.04(-0.06,-0.03)","0.0002","1.0018",2186,2286
"X60_X69","2000_2005","2011_2015",10,"EQI_Built+SM+PA+OB","0.00","0.14(0.03,0.25)","0.22(0.10,0.33)","0.38(0.25,0.51)","0.38(0.24,0.52)","0.0157","0.0007","0.0002","0.0002","1.0003","1.0011","1.0009","1.0006",2490,1943,1771,1767,3219,2514,2418,2241,"0.08(0.06,0.09)","0.0002","1.0007",2602,2883,"0.04(0.02,0.05)","0.0002","1.0039",1368,2427,"-0.04(-0.06,-0.03)","0.0002","1.0018",2186,2286
"X60_X69","2000_2005","2011_2015",10,"EQI_Social+SM+PA+OB","0.00","-0.04(-0.16,0.09)","-0.01(-0.16,0.13)","0.09(-0.07,0.26)","0.19(-0.01,0.40)","0.5761","0.9175","0.2962","0.0597","1.0001","1.0008","1.0018","1.0008",2045,1554,1460,1413,2605,2555,2507,2257,"0.08(0.06,0.09)","0.0002","1.0007",2602,2883,"0.04(0.02,0.05)","0.0002","1.0039",1368,2427,"-0.04(-0.06,-0.03)","0.0002","1.0018",2186,2286
