ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail
I10_I15,2000_2005,2006_2010,5,EQI+SM+PA+OB,0.00,"2.55(1.51,3.56)","3.28(2.17,4.37)","4.21(3.05,5.40)","6.25(4.91,7.60)",0.0002,0.0002,0.0002,0.0002,1.0014,1.0027,1.0031,1.0037,1998,1632,1299,1246,2614,2187,2319,2195,"-0.15(-0.28,-0.02)",0.0232,1.0007,2230,2677,"-0.20(-0.28,-0.12)",0.0002,1.0041,1499,2127,"0.66(0.55,0.78)",0.0002,1.0010,2254,2509
"I10_I15","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB","0.00","1.70(0.58,2.79)","3.42(2.26,4.64)","3.48(2.24,4.78)","5.47(4.09,6.85)","0.0042","0.0002","0.0002","0.0002","1.0019","1.0008","1.0012","1.0018",1452,1281,1101,1136,2370,2329,2067,1771,"-0.14(-0.26,-0.01)","0.0377","1.0017",2719,2459,"-0.09(-0.18,-0.01)","0.0327","1.0034",1643,2319,"0.61(0.49,0.73)","0.0002","1.0015",2217,2069
"I10_I15","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB","0.00","-2.49(-3.93,-1.06)","-2.07(-3.48,-0.63)","-1.50(-2.97,-0.01)","-2.26(-3.86,-0.74)","0.0002","0.0047","0.0482","0.0037","1.0024","1.0039","1.0028","1.0035",1527,1445,1490,1474,2241,2341,2340,2148,"-0.14(-0.26,-0.01)","0.0377","1.0017",2719,2459,"-0.09(-0.18,-0.01)","0.0327","1.0034",1643,2319,"0.61(0.49,0.73)","0.0002","1.0015",2217,2069
"I10_I15","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB","0.00","-1.26(-2.26,-0.24)","-1.50(-2.60,-0.37)","0.16(-1.08,1.46)","-0.15(-1.47,1.25)","0.0172","0.0102","0.7911","0.8125","1.0014","1.0033","1.0023","1.0016",2212,1852,1690,1747,2409,1973,2314,2305,"-0.14(-0.26,-0.01)","0.0377","1.0017",2719,2459,"-0.09(-0.18,-0.01)","0.0327","1.0034",1643,2319,"0.61(0.49,0.73)","0.0002","1.0015",2217,2069
"I10_I15","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB","0.00","1.24(0.26,2.21)","1.26(0.28,2.26)","1.56(0.49,2.65)","2.70(1.54,3.83)","0.0137","0.0152","0.0027","0.0002","1.0009","1.0009","1.0013","1.0012",2225,2061,1820,1599,2722,2581,2558,2657,"-0.14(-0.26,-0.01)","0.0377","1.0017",2719,2459,"-0.09(-0.18,-0.01)","0.0327","1.0034",1643,2319,"0.61(0.49,0.73)","0.0002","1.0015",2217,2069
"I10_I15","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB","0.00","-1.11(-2.18,-0.07)","-2.30(-3.51,-1.15)","-1.70(-3.04,-0.39)","-2.18(-3.78,-0.60)","0.0382","0.0002","0.0122","0.0047","1.0014","1.0011","1.0013","1.0018",2450,1971,1702,1552,2628,2447,1850,1865,"-0.14(-0.26,-0.01)","0.0377","1.0017",2719,2459,"-0.09(-0.18,-0.01)","0.0327","1.0034",1643,2319,"0.61(0.49,0.73)","0.0002","1.0015",2217,2069
"I10_I15","2000_2005","2011_2015",10,"EQI+SM+PA+OB","0.00","2.23(1.11,3.35)","3.75(2.54,4.94)","4.55(3.22,5.85)","6.89(5.39,8.34)","0.0002","0.0002","0.0002","0.0002","1.0034","1.0032","1.0035","1.0044",1306,1231,1076,1019,2321,2196,1911,1957,"-0.11(-0.25,0.02)","0.1087","1.0007",2133,2772,"-0.21(-0.29,-0.12)","0.0002","1.0073",1290,2182,"0.78(0.66,0.91)","0.0002","1.0020",1992,2471
"I10_I15","2000_2005","2011_2015",10,"EQI_Air+SM+PA+OB","0.00","2.91(1.67,4.15)","4.17(2.87,5.46)","3.95(2.56,5.28)","5.77(4.26,7.28)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0001","1.0016","1.0020",1739,1724,1537,1514,2401,2510,2322,2082,"-0.12(-0.26,0.03)","0.1282","1.0018",2336,2454,"-0.12(-0.21,-0.03)","0.0162","1.0016",1792,2436,"0.72(0.59,0.85)","0.0002","1.0006",2232,2442
"I10_I15","2000_2005","2011_2015",10,"EQI_Water+SM+PA+OB","0.00","-2.09(-3.63,-0.49)","-2.25(-3.96,-0.61)","-1.46(-3.20,0.21)","-2.16(-3.98,-0.43)","0.0142","0.0077","0.0932","0.0137","1.0010","1.0021","1.0023","1.0013",1272,1165,1190,1249,1937,1950,1494,1563,"-0.12(-0.26,0.03)","0.1282","1.0018",2336,2454,"-0.12(-0.21,-0.03)","0.0162","1.0016",1792,2436,"0.72(0.59,0.85)","0.0002","1.0006",2232,2442
"I10_I15","2000_2005","2011_2015",10,"EQI_Land+SM+PA+OB","0.00","-1.51(-2.63,-0.41)","-0.71(-1.91,0.50)","0.45(-0.83,1.79)","0.92(-0.54,2.34)","0.0097","0.2472","0.5171","0.2032","1.0010","1.0017","1.0017","1.0005",2230,1786,1629,1668,2740,2204,2312,2571,"-0.12(-0.26,0.03)","0.1282","1.0018",2336,2454,"-0.12(-0.21,-0.03)","0.0162","1.0016",1792,2436,"0.72(0.59,0.85)","0.0002","1.0006",2232,2442
"I10_I15","2000_2005","2011_2015",10,"EQI_Built+SM+PA+OB","0.00","1.48(0.37,2.55)","1.02(-0.07,2.15)","2.23(1.06,3.40)","3.14(1.86,4.42)","0.0042","0.0652","0.0002","0.0002","1.0014","1.0016","1.0010","1.0018",2143,1863,1632,1740,2649,2693,2251,2302,"-0.12(-0.26,0.03)","0.1282","1.0018",2336,2454,"-0.12(-0.21,-0.03)","0.0162","1.0016",1792,2436,"0.72(0.59,0.85)","0.0002","1.0006",2232,2442
"I10_I15","2000_2005","2011_2015",10,"EQI_Social+SM+PA+OB","0.00","-0.65(-1.83,0.51)","-1.43(-2.69,-0.18)","-1.03(-2.42,0.41)","-1.52(-3.20,0.13)","0.2517","0.0262","0.1512","0.0717","1.0004","1.0008","1.0002","1.0010",2086,1767,1760,1562,2290,2286,2198,2194,"-0.12(-0.26,0.03)","0.1282","1.0018",2336,2454,"-0.12(-0.21,-0.03)","0.0162","1.0016",1792,2436,"0.72(0.59,0.85)","0.0002","1.0006",2232,2442
"I10_I15","2000_2005","2016_2020",15,"EQI+SM+PA+OB","0.00","2.73(1.36,4.13)","4.37(2.90,5.82)","5.10(3.48,6.73)","7.97(6.12,9.78)","0.0002","0.0002","0.0002","0.0002","0.9994","1.0009","1.0008","1.0008",1624,1236,1063,1037,2708,2357,1925,1779,"0.19(0.01,0.36)","0.0377","1.0020",1836,2544,"-0.25(-0.35,-0.16)","0.0002","1.0037",1257,1804,"0.78(0.63,0.93)","0.0002","1.0016",1817,2724
"I10_I15","2000_2005","2016_2020",15,"EQI_Air+SM+PA+OB","0.00","2.40(0.89,3.89)","4.60(2.99,6.19)","4.73(3.02,6.36)","7.16(5.21,9.05)","0.0022","0.0002","0.0002","0.0002","1.0003","1.0009","1.0022","1.0025",1416,1240,1098,1055,2067,1666,1681,1694,"0.16(-0.01,0.35)","0.0737","1.0017",2145,2527,"-0.18(-0.28,-0.08)","0.0007","1.0028",1347,1909,"0.72(0.56,0.88)","0.0002","1.0007",2233,2666
"I10_I15","2000_2005","2016_2020",15,"EQI_Water+SM+PA+OB","0.00","-1.88(-3.80,0.03)","-1.71(-3.69,0.26)","-1.23(-3.23,0.78)","-1.33(-3.52,0.81)","0.0532","0.0927","0.2297","0.2182","1.0015","1.0026","1.0019","1.0016",1446,1263,1287,1282,2406,2183,2218,2104,"0.16(-0.01,0.35)","0.0737","1.0017",2145,2527,"-0.18(-0.28,-0.08)","0.0007","1.0028",1347,1909,"0.72(0.56,0.88)","0.0002","1.0007",2233,2666
"I10_I15","2000_2005","2016_2020",15,"EQI_Land+SM+PA+OB","0.00","-0.55(-1.89,0.83)","-1.14(-2.52,0.37)","-0.35(-2.02,1.31)","-0.28(-2.00,1.52)","0.4081","0.1377","0.6586","0.7571","1.0006","1.0013","1.0018","1.0017",2132,1672,1561,1539,3038,2306,2149,2581,"0.16(-0.01,0.35)","0.0737","1.0017",2145,2527,"-0.18(-0.28,-0.08)","0.0007","1.0028",1347,1909,"0.72(0.56,0.88)","0.0002","1.0007",2233,2666
