ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail
K76,2000_2005,2006_2010,5,EQI+SM+PA+OB,0.00,"0.43(0.31,0.55)","0.72(0.60,0.84)","1.03(0.89,1.18)","1.38(1.22,1.54)",0.0002,0.0002,0.0002,0.0002,1.0013,1.0015,1.0014,1.0019,2062,1773,1604,1618,2133,2469,2367,1931,"0.07(0.06,0.09)",0.0002,1.0017,2492,2630,"0.02(0.00,0.03)",0.0082,1.0009,1674,2144,"0.03(0.01,0.04)",0.0002,1.0009,2229,2714
"K76","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB","0.00","0.34(0.23,0.46)","0.69(0.56,0.82)","1.07(0.92,1.21)","1.33(1.18,1.49)","0.0002","0.0002","0.0002","0.0002","1.0016","1.0023","1.0028","1.0037",1800,1569,1376,1234,2269,2482,2142,2248,"0.06(0.05,0.08)","0.0002","1.0004",2602,2837,"0.03(0.01,0.04)","0.0007","1.0038",1163,1952,"0.03(0.01,0.04)","0.0002","1.0012",1897,2873
"K76","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB","0.00","0.08(-0.07,0.23)","0.14(-0.02,0.29)","0.21(0.05,0.37)","0.15(-0.02,0.33)","0.2707","0.0897","0.0122","0.0847","1.0056","1.0070","1.0061","1.0073",1154,994,1023,1045,1699,1595,1703,1821,"0.06(0.05,0.08)","0.0002","1.0004",2602,2837,"0.03(0.01,0.04)","0.0007","1.0038",1163,1952,"0.03(0.01,0.04)","0.0002","1.0012",1897,2873
"K76","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB","0.00","0.01(-0.10,0.13)","0.00(-0.12,0.13)","-0.05(-0.19,0.10)","-0.11(-0.26,0.05)","0.8285","0.9715","0.4926","0.1597","1.0014","1.0019","1.0023","1.0036",1909,1494,1230,1287,2652,2406,1955,1632,"0.06(0.05,0.08)","0.0002","1.0004",2602,2837,"0.03(0.01,0.04)","0.0007","1.0038",1163,1952,"0.03(0.01,0.04)","0.0002","1.0012",1897,2873
"K76","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB","0.00","0.25(0.15,0.36)","0.24(0.13,0.36)","0.34(0.23,0.46)","0.41(0.28,0.53)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0006","1.0019","1.0008",2063,1968,1883,1780,2737,2522,2266,2751,"0.06(0.05,0.08)","0.0002","1.0004",2602,2837,"0.03(0.01,0.04)","0.0007","1.0038",1163,1952,"0.03(0.01,0.04)","0.0002","1.0012",1897,2873
"K76","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB","0.00","0.01(-0.11,0.13)","0.05(-0.09,0.19)","0.01(-0.14,0.17)","-0.02(-0.20,0.17)","0.8795","0.4861","0.9080","0.8530","1.0008","1.0014","1.0018","1.0015",1607,1268,1196,1135,2294,1708,2088,1638,"0.06(0.05,0.08)","0.0002","1.0004",2602,2837,"0.03(0.01,0.04)","0.0007","1.0038",1163,1952,"0.03(0.01,0.04)","0.0002","1.0012",1897,2873
"K76","2000_2005","2011_2015",10,"EQI+SM+PA+OB","0.00","0.69(0.53,0.85)","0.98(0.81,1.15)","1.35(1.16,1.54)","1.70(1.49,1.91)","0.0002","0.0002","0.0002","0.0002","1.0013","1.0011","1.0025","1.0025",2515,2191,1854,1783,2341,2748,2509,2253,"0.13(0.11,0.15)","0.0002","1.0002",2841,3380,"0.01(-0.01,0.03)","0.4411","1.0018",1686,2233,"0.02(0.00,0.04)","0.0337","1.0020",2583,2798
"K76","2000_2005","2011_2015",10,"EQI_Air+SM+PA+OB","0.00","0.65(0.47,0.81)","1.15(0.97,1.33)","1.31(1.11,1.50)","1.58(1.36,1.78)","0.0002","0.0002","0.0002","0.0002","1.0015","1.0022","1.0022","1.0025",1939,1636,1545,1327,2314,2619,2641,2313,"0.12(0.10,0.14)","0.0002","1.0015",2169,2397,"0.02(0.00,0.04)","0.0302","1.0042",1371,2073,"0.02(0.00,0.04)","0.0367","1.0030",2080,2581
"K76","2000_2005","2011_2015",10,"EQI_Water+SM+PA+OB","0.00","0.35(0.16,0.54)","0.36(0.15,0.57)","0.42(0.21,0.64)","0.45(0.22,0.68)","0.0002","0.0007","0.0002","0.0002","1.0012","1.0004","1.0005","1.0012",1375,1324,1287,1266,2524,2442,2013,1939,"0.12(0.10,0.14)","0.0002","1.0015",2169,2397,"0.02(0.00,0.04)","0.0302","1.0042",1371,2073,"0.02(0.00,0.04)","0.0367","1.0030",2080,2581
"K76","2000_2005","2011_2015",10,"EQI_Land+SM+PA+OB","0.00","0.01(-0.16,0.17)","0.07(-0.11,0.24)","-0.05(-0.25,0.15)","-0.10(-0.30,0.11)","0.9145","0.4356","0.6041","0.3722","1.0022","1.0041","1.0031","1.0053",2122,1671,1497,1409,2623,2108,2247,2076,"0.12(0.10,0.14)","0.0002","1.0015",2169,2397,"0.02(0.00,0.04)","0.0302","1.0042",1371,2073,"0.02(0.00,0.04)","0.0367","1.0030",2080,2581
"K76","2000_2005","2011_2015",10,"EQI_Built+SM+PA+OB","0.00","0.33(0.19,0.49)","0.40(0.24,0.56)","0.37(0.21,0.53)","0.48(0.31,0.65)","0.0002","0.0002","0.0002","0.0002","1.0001","1.0005","1.0008","1.0013",2336,1976,1610,1733,2491,2585,2220,2365,"0.12(0.10,0.14)","0.0002","1.0015",2169,2397,"0.02(0.00,0.04)","0.0302","1.0042",1371,2073,"0.02(0.00,0.04)","0.0367","1.0030",2080,2581
