ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail
I50,2000_2005,2006_2010,5,EQI+SM+PA+OB,0.00,"0.27(-1.02,1.55)","-0.82(-2.12,0.54)","-1.62(-3.03,-0.14)","-1.85(-3.49,-0.24)",0.6926,0.2407,0.0302,0.0302,1.0006,1.0027,1.0029,1.0039,1750,1409,1158,1098,2458,2430,2016,2371,"0.46(0.30,0.61)",0.0002,1.0006,1827,2465,"-0.07(-0.16,0.02)",0.1262,1.0003,1345,1808,"0.11(-0.03,0.25)",0.1202,1.0046,1545,2112
"I50","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB","0.00","2.51(1.09,3.90)","0.95(-0.55,2.43)","-0.01(-1.53,1.49)","-0.13(-1.83,1.56)","0.0007","0.1957","0.9885","0.8910","1.0029","1.0022","1.0034","1.0025",1531,1424,1299,1251,2234,2117,2088,1547,"0.43(0.27,0.59)","0.0002","1.0005",2333,2572,"-0.04(-0.14,0.06)","0.4986","1.0030",1456,2090,"0.08(-0.07,0.23)","0.3082","1.0019",2028,2432
"I50","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB","0.00","-0.81(-2.58,0.88)","-0.20(-1.97,1.58)","0.51(-1.33,2.31)","-0.12(-2.11,1.78)","0.3447","0.8195","0.5701","0.9220","1.0010","1.0003","1.0015","1.0005",1576,1527,1639,1505,2212,2024,2173,1945,"0.43(0.27,0.59)","0.0002","1.0005",2333,2572,"-0.04(-0.14,0.06)","0.4986","1.0030",1456,2090,"0.08(-0.07,0.23)","0.3082","1.0019",2028,2432
"I50","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB","0.00","0.01(-1.23,1.27)","0.73(-0.61,2.12)","0.04(-1.46,1.56)","-1.30(-2.95,0.27)","0.9975","0.2967","0.9610","0.1067","1.0036","1.0012","1.0012","1.0015",2220,1745,1656,1675,2334,2643,2309,2446,"0.43(0.27,0.59)","0.0002","1.0005",2333,2572,"-0.04(-0.14,0.06)","0.4986","1.0030",1456,2090,"0.08(-0.07,0.23)","0.3082","1.0019",2028,2432
"I50","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB","0.00","0.36(-0.89,1.62)","-0.04(-1.32,1.23)","-0.69(-2.08,0.65)","-1.02(-2.49,0.38)","0.5646","0.9440","0.3092","0.1612","1.0008","1.0006","1.0006","1.0006",1816,1665,1652,1495,2506,2282,2241,2262,"0.43(0.27,0.59)","0.0002","1.0005",2333,2572,"-0.04(-0.14,0.06)","0.4986","1.0030",1456,2090,"0.08(-0.07,0.23)","0.3082","1.0019",2028,2432
"I50","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB","0.00","-0.11(-1.40,1.18)","-1.57(-3.03,-0.07)","-1.31(-2.90,0.34)","-0.86(-2.72,0.99)","0.8495","0.0402","0.1107","0.3552","1.0000","1.0018","1.0004","1.0005",1753,1563,1373,1284,2756,2011,1909,1913,"0.43(0.27,0.59)","0.0002","1.0005",2333,2572,"-0.04(-0.14,0.06)","0.4986","1.0030",1456,2090,"0.08(-0.07,0.23)","0.3082","1.0019",2028,2432
"I50","2000_2005","2011_2015",10,"EQI+SM+PA+OB","0.00","-0.33(-1.54,0.88)","-1.26(-2.52,-0.02)","-1.44(-2.81,-0.02)","-1.22(-2.75,0.38)","0.5766","0.0467","0.0467","0.1362","1.0029","1.0032","1.0037","1.0038",1397,1104,1061,919,2201,1952,2176,2070,"0.45(0.30,0.59)","0.0002","1.0000",2017,2563,"-0.04(-0.13,0.05)","0.4071","1.0031",989,1628,"0.10(-0.04,0.23)","0.1362","1.0015",1631,2186
"I50","2000_2005","2011_2015",10,"EQI_Air+SM+PA+OB","0.00","0.54(-0.78,1.87)","-0.11(-1.48,1.31)","-1.19(-2.66,0.27)","-1.03(-2.67,0.62)","0.4236","0.8595","0.1122","0.2152","1.0068","1.0060","1.0053","1.0074",1363,1282,1231,1243,2223,2022,1927,1854,"0.44(0.28,0.59)","0.0002","1.0016",2333,2482,"-0.03(-0.13,0.06)","0.5211","1.0071",1131,1884,"0.08(-0.05,0.22)","0.2457","1.0006",2134,2472
"I50","2000_2005","2011_2015",10,"EQI_Water+SM+PA+OB","0.00","-0.77(-2.35,0.90)","-0.07(-1.77,1.57)","1.14(-0.58,2.85)","0.65(-1.16,2.52)","0.3667","0.9365","0.2077","0.4991","1.0031","1.0027","1.0026","1.0015",1243,1070,1096,1046,2214,2197,2160,1977,"0.44(0.28,0.59)","0.0002","1.0016",2333,2482,"-0.03(-0.13,0.06)","0.5211","1.0071",1131,1884,"0.08(-0.05,0.22)","0.2457","1.0006",2134,2472
"I50","2000_2005","2011_2015",10,"EQI_Land+SM+PA+OB","0.00","0.30(-0.86,1.48)","0.73(-0.54,2.06)","-0.07(-1.49,1.37)","-0.66(-2.22,0.85)","0.6191","0.2537","0.9170","0.3977","1.0024","1.0021","1.0031","1.0031",1443,1267,1192,1183,2530,1917,2006,1925,"0.44(0.28,0.59)","0.0002","1.0016",2333,2482,"-0.03(-0.13,0.06)","0.5211","1.0071",1131,1884,"0.08(-0.05,0.22)","0.2457","1.0006",2134,2472
