COUNTY_FIPS,RUCC,EQI_Air,EQI_Water,EQI_Land,EQI_Built,EQI_Social,Cluster
13037,4,-0.5695,-0.2962,-1.0162,-0.472,-1.2647,1
13039,2,0.2712,0.9222,-1.4945,0.2277,0.3966,0
13043,3,-0.4528,0.1085,-1.2856,0.2443,-1.4657,0
13045,1,0.8283,1.2222,-0.3638,0.4048,0.0976,2
13047,1,1.0947,0.1191,0.2644,-0.1707,0.8698,2
13049,3,-0.5659,0.1103,-2.447,-0.6102,-0.7642,0
13051,1,1.4568,1.2066,-0.6858,1.3905,0.102,2
13053,1,0.1898,-0.2966,-1.7978,-3.1391,0.0965,0
13055,3,0.5416,-0.2854,-0.672,-1.2196,-0.6664,0
13057,1,1.1824,-0.2406,-0.2937,-0.0968,2.1077,2
13059,1,1.0652,-0.2762,0.2546,1.4196,-0.9269,1
13061,4,-0.5228,-1.5456,-1.1768,-3.563,-1.776,0
13063,1,1.2761,-1.088,-0.7922,0.4451,0.6288,1
13065,3,-0.8162,-1.0887,-2.7886,-0.4174,-1.0705,0
13067,1,1.5565,0.1177,-0.2267,0.8077,1.9649,2
13069,3,0.0105,1.2539,-1.2944,0.2694,-0.9102,0
13071,3,0.3226,1.2053,-1.2572,0.1257,-0.8976,2
13073,1,1.1458,0.1436,-0.491,-0.4382,2.0807,2
13075,3,-0.0691,1.2427,-1.9064,-0.6818,-0.8128,0
13077,1,0.7794,0.1199,-0.1895,0.0963,1.3762,2
13079,1,-0.0476,-1.4813,-0.146,-1.6264,0.0038,0
13081,3,0.2324,1.2169,-0.9108,0.8196,-1.2245,2
13083,1,0.5072,0.0815,-0.2752,0.0552,-0.027,0
13085,1,-0.011,-0.3142,-0.5086,0.0348,1.1811,0
13087,3,0.2709,-1.547,-1.3385,0.3988,-0.8559,1
13089,1,1.5567,0.1142,-0.576,1.0551,1.1144,2
13091,3,-0.4566,-0.3847,-0.6717,-0.3891,-0.7713,0
13093,3,-0.4059,0.8452,-0.8935,-1.704,-0.7771,0
13095,1,0.819,-0.3432,-0.9222,1.3468,-1.0123,0
13097,1,1.1772,-0.2781,-0.6601,0.6328,1.2355,1
13099,3,-0.3908,-1.5466,-0.8608,0.0591,-1.1949,1
13101,1,-0.7149,-0.3448,-2.7309,-4.1092,-1.2926,0
13103,1,0.2978,-0.3399,-1.4897,-1.4414,1.1521,0
13105,3,0.3851,-0.2748,0.2229,-0.3045,-0.5781,1
13107,3,-0.334,0.7678,-1.4845,0.3957,-1.3105,0
13109,3,-0.2606,-0.3326,-1.8649,-0.2702,-1.3707,0
13111,4,-0.116,-0.2571,-0.6966,0.8309,-0.3775,2
13113,1,0.996,0.8114,-0.258,0.4339,3.1085,2
13115,1,1.0434,-0.2813,0.3876,0.5729,-0.2206,1
13117,1,0.9569,-0.2774,-0.3752,0.1702,2.7342,2
13119,4,0.2944,-0.2734,-0.0159,0.7902,-0.3117,2
13121,1,1.726,-0.2805,-0.6092,1.6737,0.5618,1
13123,3,0.0622,-0.26,-0.6613,-0.2667,-0.143,1
13125,4,-0.562,-0.343,-1.4352,-1.9018,-1.0095,0
13127,1,0.9124,-0.3615,-0.4684,1.4768,0.4695,1
13129,3,1.0777,-0.2771,0.0039,0.6259,0.3823,2
13131,3,0.0153,-0.3905,-1.4862,-0.1136,-0.7958,0
13133,3,-0.1565,1.2138,-0.1801,0.0022,-0.5022,2
13135,1,1.4946,0.8109,-0.3748,0.5065,2.0533,2
13137,3,0.1901,0.9073,0.0697,-0.0073,0.2235,2
13139,1,0.7265,1.2531,0.1607,0.5889,0.4437,2
13141,3,-0.3399,0.8146,-0.6253,-0.8697,-1.8719,0
13143,1,0.3865,-0.3186,-0.4269,-0.0742,-0.3894,0
13145,1,0.2384,-0.3079,-0.1814,-0.8729,1.3459,0
13147,3,0.5105,-0.312,-0.0227,0.2948,-0.3598,1
13149,1,-0.0941,-0.3289,-0.6188,-2.2689,-0.2898,0
13151,1,1.0017,0.1195,-0.315,-0.1453,2.0729,2
13153,1,0.7602,0.758,-0.5464,0.1916,0.7398,2
13155,3,-0.4434,-1.5412,-1.0475,-1.5213,-0.5515,0
13157,3,0.3941,0.7871,0.167,-0.3883,0.3321,2
13159,1,0.0493,-0.3178,-0.2573,-1.2547,0.0416,0
13161,3,-0.5416,-0.3875,-1.6046,-0.4273,-0.8947,0
13163,3,-0.2304,-1.5438,-0.9363,-0.3263,-1.4444,1
13165,3,-0.5488,0.878,-1.1268,-1.3035,-1.7744,0
13167,4,-0.55,-1.5413,-1.4969,-1.6424,-1.1033,1
13169,1,0.2998,-1.5346,-0.3458,-1.9741,0.7469,0
13171,1,0.4348,-0.3133,0.0315,-0.1377,0.1306,0
13173,1,-0.2906,-0.3864,-2.4027,-1.2115,-0.6919,0
13175,3,0.2562,-0.2855,-1.2386,0.6898,-0.5584,1
13177,1,0.068,-0.3272,-0.9939,-1.1677,1.3776,0
13179,1,0.6015,0.736,-1.2945,-0.292,-0.2525,0
13181,4,-0.09,-0.2451,-0.7297,-1.2494,-0.6013,2
13183,1,-0.4331,0.7421,-1.8317,-3.0489,-0.7992,0
13185,1,0.757,0.9755,-1.7716,0.9254,-0.2623,0
13187,3,-0.1741,-0.23,-0.1035,-0.3738,0.437,2
13189,1,0.2944,-0.2571,-0.4053,0.5034,-0.5943,0
13191,1,-0.303,0.8238,-0.7424,-0.5518,-0.7025,0
13193,3,-0.4416,-0.3465,-1.091,-0.1635,-1.2878,0
13195,1,0.2308,-0.3337,-0.0589,-1.9498,0.2908,0
13197,1,-0.2313,-0.3442,-1.007,-1.0213,-0.6628,0
13199,1,0.1382,-0.2632,-0.405,-0.4875,-0.541,0
13201,4,-0.5636,-0.3502,-0.7282,-0.4731,-0.6671,2
13205,3,-0.12,-0.3825,-1.1696,-0.8844,-1.1397,0
13207,1,0.3101,-0.2743,-0.1279,0.2599,0.8227,1
13209,4,-0.5947,-1.5458,-1.5069,-0.8636,-0.4733,1
13211,3,0.1394,0.836,-0.2028,0.0861,0.3646,2
13213,1,0.6445,-0.278,-0.0992,-1.0478,-0.0565,0
13215,1,1.4443,-0.2814,-0.9197,0.5361,-0.0915,1
13217,1,1.0298,0.8132,-0.1461,-0.1343,0.667,2
13219,1,0.3684,-0.3437,0.1193,-0.6439,1.9009,2
13221,1,-0.1354,-0.2759,0.1489,-1.7277,0.2978,0
13223,1,1.0659,-1.5337,-0.5709,-0.6263,1.7051,1
13225,3,0.1821,-0.3785,-0.5661,0.674,-0.6437,1
13227,1,0.2755,-0.2791,-0.4609,0.0215,0.679,0
13229,3,-0.4975,-0.2927,-1.8834,-0.8454,-0.459,0
13231,1,0.1277,-0.3747,-0.6307,-2.7921,0.8158,0
13233,3,0.6717,-0.3222,0.165,0.1174,-0.2645,1
13235,3,-0.4378,-1.5426,-0.5268,-0.5697,-0.198,1
13237,3,-0.043,0.8109,-0.2328,0.4437,-0.1118,2
13239,4,-0.4067,-0.3881,-1.2922,-2.9506,-1.7551,0
13241,4,-0.1663,-0.2442,0.0006,0.8359,-0.1752,2
13243,3,-0.4518,-1.5468,-0.7624,-0.5961,-1.4999,0
13245,1,1.5474,0.1176,-0.5895,1.1158,-0.2429,2
13247,1,1.1724,0.8113,0.0002,0.5141,1.3981,2
13249,4,-0.2295,-1.5453,-1.258,-1.6942,-0.5408,1
13251,3,-0.3402,0.7559,-1.3308,-0.0532,-0.968,0
13253,3,-0.1849,-0.352,-0.8135,0.4495,-1.2574,0
13255,1,0.9769,-0.2548,-0.6485,0.4318,-0.2081,0
13257,3,0.5953,-0.277,-0.0609,0.4068,-0.3688,1
13259,4,-0.3421,-0.3416,-1.0193,-0.5925,-1.4314,1
13261,3,0.3542,-0.3388,-1.1115,0.2078,-0.8076,1
13263,4,-0.4119,-0.2315,-0.4547,-2.4868,-0.9548,0
13265,4,-0.5219,-0.3818,-0.5606,-3.1272,-1.7079,0
13267,3,-0.3324,0.7706,-1.3116,-0.6164,-1.1371,0
13269,4,-0.3397,-0.384,-0.8421,-2.2399,-1.3849,0
13271,3,-0.6835,-0.3066,-1.1509,-0.3535,-1.1211,0
13273,1,-0.0743,-1.5477,-0.6257,-0.2571,-1.3214,0
13275,2,0.3742,-0.2312,-1.6083,0.5449,-0.3336,0
13277,2,0.4055,-0.3336,-1.1001,1.0534,-0.6361,0
13279,3,0.0491,0.7448,-1.0595,0.9418,-1.1042,2
13281,4,-0.4077,-0.2894,-0.3433,0.7563,-0.3149,2
13283,3,-0.5619,-1.5442,-1.9322,-1.6137,-1.3731,0
13285,2,0.7858,-0.3199,-0.331,0.9776,-0.0297,1
13287,3,-0.2593,-0.3433,-0.8318,-0.9819,-1.0668,0
13289,1,0.0761,-0.3412,-0.6964,-1.733,-0.6643,0
13291,4,-0.3024,-0.2353,-0.2189,-0.0588,-0.1301,2
13293,3,0.4126,-0.2883,-0.1619,0.2264,-0.5995,1
13295,1,1.078,-0.3274,-0.1801,-0.3763,0.0726,0
13297,1,0.7737,-0.238,0.0805,-0.2496,0.7796,1
13299,2,0.3378,-0.3462,-2.5813,1.1431,-0.7667,0
13301,4,-0.3299,-0.2778,-0.7681,-0.0628,-1.4192,1
13303,3,-0.0674,-0.342,-0.7689,0.1295,-0.9524,0
13305,3,0.0601,-0.3513,-1.8699,0.4088,-0.3819,1
13307,4,-0.466,-1.5454,-1.5531,-5.0217,-0.9927,0
13309,4,-0.6774,-0.3461,-1.6874,-2.7212,-1.039,0
13311,4,-0.134,0.8186,0.4146,0.3173,0.2015,2
13313,1,1.24,-0.2787,0.3375,0.3891,-0.0884,1
13315,4,-0.5499,-1.5431,-0.9553,-2.2445,-0.7972,1
13317,3,-0.3007,-0.2737,-0.4822,0.8969,-0.6256,1
13319,4,0.0138,0.7368,-1.0341,-2.619,-0.5352,0
13321,1,-0.1683,-0.3465,-0.9359,-0.2923,-0.5238,0
15001,2,-0.3007,0.3183,-4.7231,0.1826,0.1167,0
15003,1,0.5121,0.3127,-4.7082,0.8474,0.9672,0
15005,4,-1.8538,-1.36,-5.2096,-5.1312,-4.3323,0
15007,2,-1.0509,0.2775,-4.6894,1.087,0.6949,0
15009,2,-0.2889,0.3037,-4.7326,1.0357,0.6936,0
16001,1,1.312,1.0551,0.6548,1.1095,1.235,2
16003,4,-2.0781,-1.123,0.7208,-0.9146,-0.6709,1
16005,1,1.0091,1.0225,0.5916,1.2229,0.439,2
16007,3,-0.8836,-0.3497,0.091,0.0698,0.1996,1
16009,3,-0.439,-0.172,0.2569,-0.5441,-0.6188,0
16011,3,0.1961,0.6244,0.625,0.0686,0.3635,2
16013,3,-1.4278,0.9733,1.2889,2.5525,1.2227,2
16015,1,-1.4262,0.9706,0.5843,-0.5049,-0.2256,0
16017,3,0.2217,0.9481,0.6951,0.4817,-0.1157,2
16019,1,1.2763,1.0425,0.7536,1.2633,0.9896,2
16021,3,-0.882,1.0081,0.5663,0.1942,-0.3075,2
16023,4,-2.2887,0.8743,0.9182,0.7572,-0.2716,2
16025,4,-2.1649,-0.0196,0.7173,-0.1096,0.0564,2
16027,1,1.2986,1.0,0.8598,0.4915,0.0781,2
16029,3,-0.452,0.5601,0.6198,-0.1804,0.5716,2
16031,3,-0.3469,0.411,0.601,-0.0382,0.0306,2
16033,4,-2.443,0.3814,0.6623,-2.4447,-1.4522,0
16035,3,-1.1912,-1.4224,0.4019,0.6324,-0.4664,1
16037,4,-2.2223,0.5713,1.2303,-0.1806,-0.4315,2
16039,2,-0.6343,0.4271,1.4793,-0.3251,0.0815,0
16041,1,-0.6332,-1.0637,0.1787,-1.0243,0.8413,0
16043,3,-0.6666,0.6084,0.6783,-1.1858,-0.356,0
16045,1,0.4715,-0.902,1.2566,-0.1647,0.1573,1
16047,3,-0.9528,0.0767,0.8573,-0.0706,-0.1687,2
16049,3,-1.5658,0.9754,0.6713,0.1881,-0.6048,2
16051,1,-0.0027,0.5865,0.8516,-0.0954,0.792,2
16053,3,-0.1615,0.4187,0.5462,-0.5825,-0.0359,2
16055,1,1.2297,1.0083,0.7239,0.7597,0.5357,2
16057,2,0.3418,-0.0506,0.4902,0.8974,0.2668,2
16059,3,-1.7725,-1.4082,1.1661,1.0134,-0.4837,1
16061,4,-0.8731,-1.4281,0.5833,-0.0372,-0.1973,1
16063,4,-1.2165,0.9426,0.5103,-1.3383,-0.0962,2
16065,3,1.2044,0.0788,0.6019,-0.1641,-0.1531,2
16067,3,-0.3945,1.018,0.7002,-0.4323,-0.3082,2
16069,1,1.0364,0.4985,0.6917,1.1391,0.5856,2
16071,4,-1.1222,-1.4045,0.193,-0.4279,0.5027,1
16073,1,-0.4644,1.0545,0.688,-0.6966,-0.9078,0
16075,3,0.3433,0.9809,1.1112,-0.0333,-0.0333,2
16077,1,-0.7576,1.0448,0.4297,-0.8277,-0.129,0
16079,3,-0.7435,0.9354,0.7321,0.1946,-0.7735,2
16081,4,-0.8953,-1.4196,1.1871,1.2375,0.4773,1
16083,2,0.3449,1.0129,0.7511,1.1101,0.1119,2
16085,4,-1.7478,-0.138,0.9067,1.8391,0.0143,2
16087,3,-0.7046,1.0007,1.3391,-0.1523,-0.1839,2
17001,2,1.1788,0.8016,0.2238,0.892,0.3636,2
17003,3,0.2165,0.7543,0.0633,0.4439,-1.4297,2
17005,1,0.1529,-0.3371,-0.0081,-0.4062,0.1392,0
17007,1,0.936,1.1769,0.6199,-0.1716,1.4494,2
17009,3,-0.1414,-1.5236,-0.2914,-0.8496,-0.1235,1
17011,3,0.4435,1.2141,0.7316,0.2831,0.9202,2
17013,1,0.1299,-0.3436,0.5683,-1.3059,0.0189,0
17015,3,0.205,1.207,1.0607,0.5755,0.4805,2
17017,3,0.0862,1.1898,0.2706,-0.2933,0.1063,2
17019,1,0.9622,1.1779,0.8004,0.9927,0.3976,2
17021,3,0.4945,1.1768,0.4393,0.2887,0.4059,2
17023,3,0.0634,0.7885,-0.0776,0.0202,0.3461,2
17025,3,-0.0612,0.0769,-0.2801,-0.2587,-0.2924,2
17027,1,0.1833,0.3487,0.5501,0.3754,0.8154,2
17029,2,0.5952,0.0548,0.5109,1.0497,-0.0549,2
17031,1,2.0575,1.1365,1.7299,0.7365,0.5552,2
17033,3,0.5406,0.6378,0.1336,0.2029,0.0104,2
17035,4,-0.3196,0.0458,-0.0446,-0.521,0.2996,2
17037,1,0.8162,1.2802,1.0582,0.4894,0.9772,2
17039,3,0.3513,1.2265,0.683,0.409,0.7355,2
17041,3,0.1722,-0.3531,0.6224,0.6343,0.7826,2
17043,1,1.6029,0.9195,1.4326,0.8945,2.7286,2
17045,3,0.3724,0.7643,0.2695,0.691,0.4503,2
17047,4,0.0062,-0.2873,0.0385,-1.2798,0.2123,2
17049,3,0.2882,0.8813,-0.1928,1.2115,0.7525,2
17051,3,-0.1067,0.732,0.1023,-0.339,-0.2586,2
17053,1,0.0167,1.1832,0.951,0.1284,1.0179,2
17055,2,0.6576,-1.5222,-0.0117,0.5436,-0.5609,1
17057,3,0.3696,0.8561,0.5481,-0.1672,0.2152,2
17059,4,-0.2536,-0.2923,0.2971,-0.1377,-0.8619,2
17061,3,-0.0996,0.7936,0.4987,-0.5518,-0.069,2
17063,1,0.741,1.019,1.557,0.3912,1.4896,2
17065,3,-0.0688,-1.5258,0.06,-1.4353,-0.2513,1
17067,3,-0.0349,1.1597,0.145,0.4097,0.6083,2
17069,4,0.0415,1.0727,-0.1961,-1.081,-1.1503,2
17071,4,-0.2467,1.1133,0.7981,-1.0428,-0.0245,2
17073,1,0.6284,1.1111,0.587,0.6205,0.9563,2
17075,3,0.0161,1.2183,1.1735,0.0825,0.6424,2
17077,2,0.6972,0.775,0.1607,0.844,-0.8984,2
17079,3,0.1532,-0.3426,0.1603,-0.9781,0.5066,1
17081,3,0.7264,-1.5275,0.3793,0.8566,-0.0145,1
17083,1,0.5813,0.0419,0.6975,0.3547,0.6034,2
17085,3,0.0655,1.1708,1.0028,1.2212,0.8223,2
17087,3,0.1435,0.0261,-0.1293,-0.2772,-0.3974,2
17089,1,1.4328,1.2188,1.4078,0.2549,1.8459,2
17091,1,1.1087,1.1871,1.3029,0.6801,0.4364,2
17093,1,1.1605,0.9536,1.3645,-0.1259,2.5478,2
17095,2,0.7815,1.1883,0.7504,0.934,0.2895,2
17097,1,1.3798,1.1877,1.0226,0.7489,2.2748,2
17099,2,1.0125,1.2071,1.3533,0.8326,0.5845,2
17101,3,0.2573,0.9627,0.4679,0.231,-0.0827,2
17103,2,0.5017,1.0228,0.8224,0.8135,0.7805,2
17105,2,0.2588,1.2194,1.0235,0.5654,0.6142,2
17107,3,0.4536,1.1693,0.5941,0.7462,0.527,2
17109,2,0.2646,1.15,0.6327,1.0169,-0.352,2
17111,1,1.1419,1.3169,0.896,0.4181,2.4508,2
17113,1,0.9048,1.2496,0.9636,0.7697,1.1144,2
17115,1,1.2708,0.8789,0.5458,0.6742,0.275,2
17117,1,0.3054,1.1619,0.2319,0.1069,0.2826,2
17119,1,1.5265,0.792,0.3195,0.6977,0.5749,2
17121,2,0.4436,0.7789,0.1568,0.7599,0.0578,2
17123,1,0.2378,1.1262,0.9423,-0.4302,1.0216,2
17125,3,0.0986,0.7835,0.3914,0.2395,0.2019,2
17127,3,0.9236,1.0796,0.1449,0.73,-0.219,2
17129,1,-0.288,1.1599,0.4915,-0.7158,1.2201,2
17131,1,0.1266,1.2142,0.4346,-0.6743,0.8769,2
17133,1,0.7621,-1.3739,0.3132,-0.1169,1.7519,1
17135,3,0.1887,0.7742,0.1186,0.6286,-0.0955,2
17137,2,0.3771,-0.1331,0.5329,0.8692,0.2995,2
17139,3,0.1603,1.1681,0.4147,0.3458,0.6648,2
17141,2,0.3403,1.1778,0.6603,0.1698,1.2203,2
17143,1,1.3408,1.1617,0.7151,0.9776,0.6397,2
17145,3,0.3579,-0.3134,-0.0137,-0.2732,-0.3693,1
17147,1,0.0534,1.2062,0.8163,0.5308,1.4171,2
17149,3,-0.0891,1.19,0.3926,0.2295,-0.1221,2
17151,4,0.2371,-1.5305,-0.2435,-2.7761,-1.0448,1
17153,4,0.0551,1.0027,0.3309,-0.1522,-1.2382,2
17155,4,0.1383,1.2191,0.8521,-0.5701,0.7051,2
17157,3,0.0425,1.1733,0.0621,0.526,0.0545,2
17159,3,0.3903,0.0812,-0.1378,0.1642,-0.0812,2
17161,1,1.6656,1.1911,0.3912,0.8113,0.3948,2
17163,1,1.4958,-1.5215,0.6922,0.7606,0.1475,1
17165,3,0.401,-0.3751,0.1359,0.6777,-0.5097,1
17167,1,0.8173,1.1735,0.6386,1.2669,1.035,2
17169,3,-0.3151,1.1082,-0.0913,0.2159,0.1979,2
17171,4,-0.5472,0.7982,0.3479,-0.4404,0.3891,2
17173,3,-0.0996,1.1126,0.1055,-0.3536,0.5918,2
17175,1,-0.0424,1.1283,0.8288,-1.3786,0.496,0
17177,2,0.6959,1.2343,0.5787,0.7208,0.7077,2
17179,1,1.0357,1.229,0.7403,0.2341,1.1229,2
17181,3,0.2293,1.1012,0.0605,0.2041,-0.6074,2
17183,1,0.8072,1.189,0.8328,0.1667,-0.0653,2
17185,3,0.3268,1.1648,0.3941,-0.0709,0.0895,2
17187,3,0.2841,0.8289,0.5185,0.2877,0.4691,2
17189,3,-0.0122,-0.4021,0.488,0.1063,0.6591,2
17191,3,0.0548,1.1021,0.0254,0.0778,-0.1896,2
17193,3,0.2491,-1.4521,0.2492,0.1455,-0.3145,1
17195,2,0.9537,0.0551,0.6781,0.6254,0.6496,2
17197,1,1.4531,1.1479,1.5417,0.097,2.3616,2
17199,2,0.7764,0.0524,-0.3976,0.5057,-0.1898,2
17201,1,1.3072,1.2219,0.5861,0.8138,0.8954,2
17203,1,0.3228,1.2216,1.0834,-0.8819,1.6882,2
18001,3,0.967,0.0622,1.2703,-0.5319,0.9269,2
18003,1,1.3645,0.9847,1.0321,0.4231,0.9085,2
18005,1,0.8853,-0.0151,0.9468,0.2009,1.005,2
18007,1,-0.147,0.0186,0.862,-0.8603,1.2657,0
18009,3,0.6861,0.8721,0.7929,-0.2616,0.5185,2
18011,1,0.801,0.0214,1.0717,-0.2148,1.7808,2
18013,1,0.2099,0.8464,0.4025,-0.362,0.682,2
18015,1,0.4334,0.0163,0.7648,-0.6128,0.9508,2
18017,2,0.9399,0.7436,1.0523,0.354,0.8144,2
18019,1,1.5789,0.8656,1.3431,0.0547,0.7025,2
18021,1,0.5547,-0.0729,0.2811,-0.2044,0.5886,2
18023,3,0.8134,0.0024,0.865,-0.5603,0.7297,2
18025,4,0.0816,-0.0323,0.1541,-0.5644,-0.3792,2
18027,3,0.6242,-0.0157,0.6083,-0.0063,-0.0262,2
18029,1,0.9929,-0.0167,0.5654,0.6911,1.6066,2
18031,3,0.5453,0.9143,0.6564,0.4275,0.6678,2
18033,2,0.9639,-1.5181,1.019,-0.3179,1.2448,1
18035,1,0.9332,0.9173,0.8198,0.5697,-0.0198,2
18037,3,0.947,0.0791,0.9037,0.2278,1.1814,2
18039,1,1.418,0.9826,0.8809,0.2713,0.7613,2
18041,3,0.7019,0.0331,0.2022,-0.2821,0.3699,2
18043,1,1.6904,-0.067,0.6459,-0.1172,1.0718,2
18045,3,0.5875,-0.0078,0.8377,-1.0332,0.5191,2
18047,1,0.3683,0.002,0.4692,-0.0378,0.8798,2
18049,3,0.5057,0.1098,0.978,0.0719,0.5679,2
18051,1,0.5567,-0.0008,1.2661,-0.0661,0.4643,2
18053,2,0.969,0.9556,1.0478,0.028,0.1542,2
18055,1,0.3679,0.8759,0.0332,-0.1998,0.1478,0
18057,1,1.0784,0.9196,1.1617,0.1009,3.0798,2
18059,1,0.9549,0.9202,1.2182,-0.3661,2.0482,2
18061,1,0.7274,0.824,0.3646,-0.638,1.1537,2
18063,1,0.8875,0.9179,0.7013,-0.497,2.0941,2
18065,2,0.7034,0.9099,0.7851,-0.0092,0.7951,2
18067,1,1.0027,0.937,0.9565,0.2096,0.7416,2
18069,3,0.9364,0.9197,0.9645,-0.0888,1.1609,2
18071,2,0.7382,0.8622,0.6933,0.492,0.6094,2
18073,1,0.2202,0.9411,1.3544,-0.6343,0.9565,2
18075,3,0.5408,0.914,1.0577,-0.8605,0.4639,2
18077,3,0.765,0.8356,0.6139,-0.0654,0.4443,2
18079,3,0.5202,0.0956,0.2619,-1.1752,0.1588,2
18081,1,1.0621,0.9438,0.7234,-0.5759,1.649,2
18083,2,0.8384,0.1715,0.6943,0.8769,-0.3012,2
18085,2,0.9164,0.9676,1.0134,0.3951,0.8951,2
18087,3,0.4883,0.9941,0.937,-0.6538,0.5663,2
18089,1,1.6033,0.906,1.6824,0.4999,0.321,2
18091,1,1.1056,0.8854,1.3062,0.6899,0.7283,2
18093,2,0.7513,0.8507,0.4343,0.1041,0.2573,2
18095,1,1.1352,0.9364,1.157,0.0038,0.7191,2
18097,1,1.5131,0.9742,0.6383,0.6492,0.4395,2
18099,3,0.8389,0.9639,1.1943,0.6227,0.9027,2
18101,3,0.1178,-0.0482,0.0264,-0.5761,-0.0398,2
18103,3,0.7592,0.9397,0.8259,-0.2235,0.7178,2
18105,1,1.0201,0.0362,0.4169,0.8422,0.2371,2
18107,3,0.8105,0.8863,0.5717,0.1263,0.9189,2
18109,1,0.9832,0.9263,0.3011,-0.691,1.2465,2
18111,1,-0.0175,0.0235,1.1874,-0.8124,0.9019,0
18113,3,0.9317,0.9455,0.7471,0.0062,0.8589,2
18115,1,0.9556,-0.098,1.0058,-1.5996,0.8304,0
18117,3,0.1556,0.8405,0.46,-0.3239,-0.0528,2
18119,1,0.1381,-0.048,0.0681,-1.435,0.1924,0
18121,3,0.3166,0.91,-0.0887,-0.4331,0.3292,2
18123,3,0.9333,0.8184,-0.116,0.1153,0.2229,2
18125,3,0.3366,0.0855,0.9664,-1.3397,0.1441,2
18127,1,1.1637,0.8593,1.2658,0.2999,1.6351,2
18129,1,1.0535,0.0765,0.7006,-0.9976,0.9853,2
18131,3,0.0275,0.9309,1.1838,0.0162,0.4298,2
18133,1,0.4504,0.9155,0.2562,-0.2278,0.828,2
18135,3,0.3299,0.9184,0.9006,-0.2383,0.4144,2
18137,3,0.5248,0.1366,0.4595,0.2071,0.9474,2
18139,3,0.3345,-0.0685,0.567,-0.5,0.7984,2
18141,1,1.3107,-1.5197,1.0435,0.71,0.5827,1
18143,3,0.6707,-0.0981,1.2503,-0.6529,0.0125,2
18145,1,0.9554,0.9327,0.8802,-0.3703,1.1344,2
18147,4,0.6505,-0.0483,0.3686,-0.892,0.8044,2
18149,3,0.3252,0.8973,1.3762,-0.9521,0.0913,2
18151,3,0.552,0.9036,0.8156,0.6227,0.962,2
18153,1,0.1766,0.2015,0.3783,-0.4811,0.2047,0
18155,4,0.691,-0.0416,0.8698,-2.7922,-0.218,2
18157,1,1.427,0.9543,0.7681,0.358,0.3443,2
18159,1,0.1688,0.0055,1.0383,-0.3509,1.4037,2
18161,4,0.0516,-0.0317,0.4332,-1.0596,0.6652,2
18163,1,1.4963,0.8909,1.111,0.6433,0.2628,2
18165,1,0.5621,0.8934,0.2478,-0.9708,0.3312,0
18167,1,1.2928,0.8948,0.386,0.8168,-0.0941,2
18169,3,0.9429,0.9055,0.7449,-0.2134,0.9242,2
18171,4,0.0758,-0.011,0.7005,-2.3208,1.1842,2
18173,1,1.0503,0.9124,0.8164,-0.8182,1.6972,2
18175,1,0.6802,0.8463,0.785,0.0702,0.2745,2
18177,2,0.7412,0.9533,0.7886,0.5732,0.1996,2
18179,1,0.8063,-0.0236,1.0425,-0.9649,1.3133,2
18181,3,0.4576,0.8855,0.741,0.0417,0.6048,2
18183,1,0.6068,0.9352,0.8623,-0.3327,1.4014,2
19001,4,-0.8593,-1.0671,0.8063,0.826,0.84,1
19003,4,-0.9715,-1.1568,0.6594,1.4622,0.4229,1
19005,3,-0.3818,0.2255,0.6285,-0.31,0.1668,2
19007,3,-0.2528,-1.0318,0.3404,-0.1345,-0.2423,1
19009,4,-0.7265,-1.436,0.7775,-1.308,0.4756,1
19011,1,0.097,0.1877,0.8117,-0.5282,1.2738,2
19013,1,1.0449,0.212,0.672,0.7053,0.4134,2
19015,3,0.2158,-1.1314,0.7487,-0.1179,1.1486,1
19017,1,0.1922,0.2327,0.6636,0.485,1.1787,2
19019,3,0.0909,-1.125,0.719,-0.1013,0.6858,1
19021,3,-0.5866,-1.0214,0.8704,-0.097,0.4972,1
19023,4,-0.3915,-1.2788,0.6894,-1.1187,0.7755,1
19025,4,-0.7883,-1.0726,0.7313,-0.4142,0.5959,1
19027,3,-0.1455,0.2194,0.8586,0.9244,1.0478,2
19029,3,-0.4925,0.499,0.7841,0.7778,0.5712,2
19031,3,0.1534,0.1829,0.6451,-1.2577,1.3451,2
19033,2,0.6193,-0.9387,0.8868,1.431,0.6796,1
19035,3,-0.7163,0.1304,1.0491,-0.0605,0.912,2
19037,3,-0.2977,0.5137,0.6484,0.8613,0.6623,2
19039,3,-0.4091,-1.0891,0.5388,0.6378,0.3795,1
19041,3,-0.2277,-1.4704,0.857,1.1651,0.8181,1
19043,4,-0.4978,0.4712,0.6331,0.0257,0.5699,2
19045,2,1.1683,0.4757,0.7141,0.5313,0.6523,2
19047,3,-0.7881,0.4656,0.7291,-0.0007,0.5243,2
19049,1,0.2521,0.2351,0.7244,-0.1234,1.7027,2
19051,4,-0.5828,-1.1642,0.623,0.0505,0.0217,1
19053,4,-0.8773,-1.1341,0.7115,-0.2502,-0.2908,1
19055,3,-0.0682,0.1934,0.6533,-0.1432,0.846,2
19057,2,0.822,-1.069,0.5089,1.2972,0.3871,1
19059,3,-0.3424,0.5377,0.8034,1.2465,0.755,2
19061,1,0.9813,0.4975,0.6139,1.0156,0.8643,2
19063,3,-0.3115,0.1472,0.7279,0.2122,0.4742,2
