Cluster,Count,EQI_Air_residual_mean,EQI_Air_residual_std,EQI_Water_residual_mean,EQI_Water_residual_std,EQI_Land_residual_mean,EQI_Land_residual_std,EQI_Built_residual_mean,EQI_Built_residual_std,EQI_Social_residual_mean,EQI_Social_residual_std
0,800,-0.6977213975470278,0.9908616484579508,0.013595429378502466,0.8542294091848991,-0.7192445899267789,1.344978399085953,-0.8974283770558276,1.080607594608344,-0.8644909000889001,0.8915743349348431
1,794,0.2073857933076417,0.8982488378472124,-1.3425571706215413,0.39442458862675017,0.008489934011381548,0.8797923032361255,0.19834278074642595,0.8081664066979958,0.04832699898381673,0.8826942759408145
2,1547,0.2543715566589235,0.878448265931852,0.6820388170463492,0.42835022867078737,0.3675854326673472,0.544815307519494,0.36228735212152546,0.7244920745214211,0.42225021517645095,0.8092499775896279
