ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Interaction_Q5,Interaction_P_Value,Q1,Q2,Q3,Q4,Q5
C60_C63,2000_2005,2006_2010,5,EQI_Unbalanced,"-0.02(-1.86,1.75)",0.979,0.00,"-0.59(-1.54,0.35)","-0.56(-1.48,0.36)","-0.48(-1.45,0.49)","-0.91(-2.10,0.27)"
"C60_C63","2000_2005","2006_2010",5,"EQI_Disadvantaged","-0.09(-9.92,9.55)","0.989","0.00","0.73(-0.02,1.49)","0.87(0.01,1.71)*","1.12(-0.51,2.78)","-0.97(-10.91,8.74)"
"C60_C63","2000_2005","2006_2010",5,"Air_Unbalanced","-0.21(-1.51,1.07)","0.739","0.00","-0.06(-1.31,1.18)","-0.93(-2.11,0.20)","-0.52(-1.58,0.55)","-0.77(-1.85,0.31)"
"C60_C63","2000_2005","2006_2010",5,"Air_Disadvantaged","2.03(0.39,3.62)*","0.015","0.00","0.54(-0.37,1.45)","0.71(-0.17,1.59)","0.74(-0.26,1.76)","1.46(0.00,2.90)*"
"C60_C63","2000_2005","2006_2010",5,"Built_Unbalanced","1.06(-0.31,2.44)","0.127","0.00","1.21(0.11,2.27)*","1.23(0.17,2.25)*","0.87(-0.11,1.82)","0.88(-0.13,1.89)"
"C60_C63","2000_2005","2006_2010",5,"Built_Disadvantaged","0.94(-1.02,2.85)","0.344","0.00","0.94(0.19,1.69)*","1.37(0.44,2.28)**","1.38(0.25,2.53)*","0.76(-0.93,2.47)"
"C60_C63","2000_2005","2006_2010",5,"Water_Unbalanced","0.01(-10.00,9.95)","0.995","0.00","-0.14(-0.92,0.63)","0.22(-3.61,3.95)","0.98(-9.20,11.20)","1.13(-9.22,11.65)"
"C60_C63","2000_2005","2006_2010",5,"Water_Disadvantaged","0.40(-2.67,3.30)","0.780","0.00","0.66(-0.53,1.82)","0.36(-0.86,1.59)","2.11(0.86,3.39)**","1.52(0.13,2.86)*"
"C60_C63","2000_2005","2006_2010",5,"Land_Unbalanced","-0.77(-2.16,0.61)","0.270","0.00","-0.47(-1.50,0.52)","-0.06(-1.09,0.98)","-0.11(-1.12,0.93)","-0.62(-1.75,0.50)"
"C60_C63","2000_2005","2006_2010",5,"Land_Disadvantaged","0.02(-1.76,1.85)","0.997","0.00","0.61(-0.21,1.44)","0.10(-0.78,1.00)","0.38(-0.84,1.59)","0.17(-1.45,1.86)"
"C60_C63","2000_2005","2006_2010",5,"Social_Unbalanced","-0.92(-2.37,0.50)","0.204","0.00","-1.01(-2.07,0.05)","-1.76(-2.83,-0.70)**","-1.02(-2.10,0.07)","-1.65(-2.80,-0.49)**"
"C60_C63","2000_2005","2006_2010",5,"Social_Disadvantaged","0.36(-1.42,2.13)","0.696","0.00","-0.71(-1.45,0.04)","-0.74(-1.67,0.21)","-0.37(-1.62,0.89)","-0.37(-1.87,1.14)"
"C60_C63","2000_2005","2011_2015",10,"EQI_Unbalanced","-1.79(-3.31,-0.23)*","0.021","0.00","0.20(-0.69,1.10)","-0.45(-1.32,0.38)","-0.85(-1.73,0.04)","-0.95(-2.07,0.16)"
"C60_C63","2000_2005","2011_2015",10,"EQI_Disadvantaged","-0.03(-9.97,9.82)","0.993","0.00","0.67(-0.06,1.38)","0.11(-0.67,0.89)","0.70(-0.83,2.22)","0.80(-9.13,10.58)"
"C60_C63","2000_2005","2011_2015",10,"Air_Unbalanced","-1.44(-2.65,-0.23)*","0.018","0.00","-1.66(-2.85,-0.48)**","-1.60(-2.70,-0.53)**","-1.70(-2.71,-0.73)**","-1.94(-2.99,-0.95)***"
"C60_C63","2000_2005","2011_2015",10,"Air_Disadvantaged","0.98(-0.53,2.48)","0.195","0.00","0.84(-0.03,1.69)","0.46(-0.39,1.28)","0.56(-0.39,1.48)","0.47(-0.89,1.80)"
"C60_C63","2000_2005","2011_2015",10,"Built_Unbalanced","0.04(-1.23,1.30)","0.958","0.00","-0.24(-1.23,0.79)","0.31(-0.67,1.31)","-0.12(-1.05,0.81)","0.22(-0.76,1.18)"
"C60_C63","2000_2005","2011_2015",10,"Built_Disadvantaged","0.39(-1.48,2.22)","0.681","0.00","0.99(0.31,1.67)**","1.02(0.14,1.92)*","1.21(0.13,2.29)*","0.58(-1.08,2.25)"
"C60_C63","2000_2005","2011_2015",10,"Water_Unbalanced","-0.04(-9.87,10.08)","0.979","0.00","-0.58(-1.29,0.11)","-0.19(-3.79,3.43)","0.62(-9.84,11.05)","0.50(-9.69,10.85)"
"C60_C63","2000_2005","2011_2015",10,"Water_Disadvantaged","0.24(-2.62,3.15)","0.877","0.00","-0.13(-1.24,0.99)","-0.62(-1.76,0.54)","0.40(-0.81,1.59)","0.78(-0.49,2.03)"
"C60_C63","2000_2005","2011_2015",10,"Land_Unbalanced","0.28(-0.94,1.52)","0.662","0.00","-0.07(-1.00,0.87)","-0.39(-1.32,0.55)","0.19(-0.72,1.08)","0.46(-0.50,1.44)"
"C60_C63","2000_2005","2011_2015",10,"Land_Disadvantaged","0.74(-1.10,2.60)","0.436","0.00","-0.29(-1.03,0.45)","-0.25(-1.11,0.60)","-0.21(-1.36,0.96)","0.91(-0.79,2.62)"
"C60_C63","2000_2005","2011_2015",10,"Social_Unbalanced","-0.38(-1.69,0.97)","0.575","0.00","-0.15(-1.15,0.84)","-0.92(-1.89,0.05)","-0.65(-1.64,0.33)","-1.34(-2.35,-0.30)*"
"C60_C63","2000_2005","2011_2015",10,"Social_Disadvantaged","-0.81(-2.47,0.85)","0.339","0.00","0.12(-0.59,0.82)","-1.27(-2.12,-0.42)**","-0.04(-1.20,1.10)","-1.77(-3.19,-0.33)*"
"C60_C63","2006_2010","2011_2015",5,"EQI_Unbalanced","-0.92(-2.16,0.33)","0.151","0.00","-0.70(-1.57,0.16)","-0.92(-1.81,-0.06)*","-1.32(-2.32,-0.36)**","-1.43(-2.52,-0.32)*"
"C60_C63","2006_2010","2011_2015",5,"EQI_Disadvantaged","0.59(-0.57,1.76)","0.321","0.00","1.09(0.11,2.05)*","1.01(0.05,1.94)*","0.17(-0.77,1.11)","0.09(-0.90,1.07)"
"C60_C63","2006_2010","2011_2015",5,"Air_Unbalanced","0.39(-0.77,1.52)","0.510","0.00","0.44(-0.51,1.41)","-0.36(-1.29,0.58)","0.03(-0.96,1.02)","0.15(-0.89,1.20)"
"C60_C63","2006_2010","2011_2015",5,"Air_Disadvantaged","0.81(-0.42,2.05)","0.201","0.00","0.92(0.06,1.78)*","0.62(-0.30,1.53)","0.64(-0.28,1.55)","0.57(-0.52,1.65)"
"C60_C63","2006_2010","2011_2015",5,"Built_Unbalanced","-1.29(-2.52,-0.08)*","0.039","0.00","-1.37(-2.31,-0.44)**","-1.84(-2.84,-0.88)***","-1.51(-2.46,-0.57)**","-2.37(-3.42,-1.31)***"
"C60_C63","2006_2010","2011_2015",5,"Built_Disadvantaged","1.42(0.18,2.61)*","0.030","0.00","1.84(0.59,3.08)**","1.64(0.49,2.75)**","0.64(-0.50,1.69)","0.34(-0.74,1.33)"
"C60_C63","2006_2010","2011_2015",5,"Water_Unbalanced","0.02(-9.74,9.79)","0.989","0.00","-0.03(-0.64,0.59)","-0.32(-2.85,2.26)","0.47(-2.04,3.01)","-0.01(-9.82,9.90)"
"C60_C63","2006_2010","2011_2015",5,"Water_Disadvantaged","0.15(-1.71,1.99)","0.882","0.00","-1.26(-2.29,-0.23)*","-1.92(-2.97,-0.87)***","-0.32(-1.41,0.76)","0.12(-1.09,1.28)"
"C60_C63","2006_2010","2011_2015",5,"Land_Unbalanced","-0.27(-1.39,0.86)","0.636","0.00","0.38(-0.54,1.30)","0.09(-0.80,0.98)","0.10(-0.82,1.02)","0.38(-0.59,1.35)"
"C60_C63","2006_2010","2011_2015",5,"Land_Disadvantaged","0.83(-0.42,2.08)","0.190","0.00","0.00(-0.81,0.79)","0.96(0.07,1.80)*","1.32(0.30,2.31)*","1.49(0.42,2.58)**"
"C60_C63","2006_2010","2011_2015",5,"Social_Unbalanced","0.75(-0.56,2.03)","0.265","0.00","0.03(-0.73,0.84)","1.36(0.50,2.21)**","1.17(0.29,2.08)*","0.69(-0.28,1.65)"
"C60_C63","2006_2010","2011_2015",5,"Social_Disadvantaged","0.63(-1.07,2.28)","0.450","0.00","0.83(-0.76,2.38)","1.03(-0.48,2.52)","2.33(0.84,3.80)**","0.58(-0.85,1.98)"
