ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Interaction_Q5,Interaction_P_Value,Q1,Q2,Q3,Q4,Q5
"C60_C63","2006_2010","2016_2020",10,"EQI_Unbalanced","-0.28(-1.54,0.99)","0.664","0.00","-0.41(-1.29,0.45)","-1.06(-1.96,-0.19)*","-1.21(-2.20,-0.24)*","-1.52(-2.62,-0.40)**"
"C60_C63","2006_2010","2016_2020",10,"EQI_Disadvantaged","0.10(-1.08,1.25)","0.862","0.00","0.70(-0.27,1.64)","-0.48(-1.40,0.44)","-0.77(-1.70,0.17)","-1.14(-2.13,-0.16)*"
"C60_C63","2006_2010","2016_2020",10,"Air_Unbalanced","-0.27(-1.43,0.89)","0.663","0.00","-0.35(-1.30,0.58)","-0.35(-1.28,0.57)","0.02(-0.98,0.98)","-0.31(-1.32,0.71)"
"C60_C63","2006_2010","2016_2020",10,"Air_Disadvantaged","0.08(-1.15,1.34)","0.897","0.00","0.82(-0.02,1.67)","0.60(-0.32,1.51)","0.86(-0.05,1.77)","0.04(-1.03,1.14)"
"C60_C63","2006_2010","2016_2020",10,"Built_Unbalanced","-1.31(-2.52,-0.12)*","0.031","0.00","-0.69(-1.59,0.21)","-1.11(-2.06,-0.17)*","-1.47(-2.41,-0.54)**","-2.12(-3.14,-1.10)***"
"C60_C63","2006_2010","2016_2020",10,"Built_Disadvantaged","-1.24(-2.64,0.13)","0.071","0.00","-0.97(-2.42,0.39)","-0.61(-1.97,0.68)","-1.56(-2.89,-0.30)*","-2.05(-3.31,-0.86)***"
"C60_C63","2006_2010","2016_2020",10,"Water_Unbalanced","-0.13(-9.91,9.69)","0.974","0.00","0.43(-0.20,1.05)","-0.50(-2.89,1.91)","-1.15(-3.40,1.18)","-0.59(-10.47,9.40)"
"C60_C63","2006_2010","2016_2020",10,"Water_Disadvantaged","-0.32(-2.11,1.44)","0.731","0.00","-0.27(-1.30,0.77)","0.18(-0.91,1.25)","0.05(-1.06,1.12)","-0.78(-1.95,0.37)"
"C60_C63","2006_2010","2016_2020",10,"Land_Unbalanced","-0.18(-1.28,0.93)","0.749","0.00","-0.86(-1.77,0.06)","-0.55(-1.44,0.32)","-0.38(-1.28,0.51)","-0.23(-1.17,0.72)"
"C60_C63","2006_2010","2016_2020",10,"Land_Disadvantaged","-0.18(-1.40,1.03)","0.772","0.00","0.41(-0.40,1.21)","-0.15(-0.97,0.68)","0.01(-0.97,0.98)","-0.23(-1.25,0.78)"
"C60_C63","2006_2010","2016_2020",10,"Social_Unbalanced","-0.11(-1.46,1.25)","0.862","0.00","0.25(-0.51,1.03)","1.35(0.52,2.18)**","1.31(0.44,2.22)**","1.27(0.31,2.25)**"
"C60_C63","2006_2010","2016_2020",10,"Social_Disadvantaged","0.31(-1.38,2.03)","0.718","0.00","1.48(-0.01,2.98)","1.11(-0.36,2.54)","1.70(0.28,3.16)*","1.69(0.27,3.11)*"
