ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Interaction_Q5,Interaction_P_Value,Q1,Q2,Q3,Q4,Q5
"C25","2000_2005","2011_2015",10,"Social_Disadvantaged","0.05(-1.77,1.89)","0.956","0.00","-0.01(-0.85,0.85)","-0.53(-1.46,0.40)","-0.00(-1.22,1.23)","-0.29(-1.84,1.26)"
"C25","2006_2010","2011_2015",5,"EQI_Unbalanced","-1.78(-3.14,-0.38)*","0.013","0.00","-0.73(-1.74,0.24)","-0.46(-1.45,0.52)","-0.38(-1.45,0.69)","-0.49(-1.70,0.72)"
"C25","2006_2010","2011_2015",5,"EQI_Disadvantaged","-1.13(-2.48,0.21)","0.106","0.00","-1.22(-2.19,-0.22)*","0.27(-0.75,1.27)","-0.81(-1.80,0.19)","0.16(-1.00,1.29)"
"C25","2006_2010","2011_2015",5,"Air_Unbalanced","-0.98(-2.20,0.20)","0.112","0.00","-0.21(-1.27,0.87)","-0.01(-1.02,0.98)","0.26(-0.76,1.30)","0.13(-0.92,1.15)"
"C25","2006_2010","2011_2015",5,"Air_Disadvantaged","-0.10(-1.44,1.31)","0.896","0.00","-0.40(-1.29,0.52)","0.98(0.04,1.91)*","0.56(-0.38,1.51)","1.02(-0.16,2.24)"
"C25","2006_2010","2011_2015",5,"Built_Unbalanced","-1.36(-2.75,-0.00)","0.050","0.00","-1.07(-2.16,-0.05)*","-1.13(-2.22,-0.03)*","-1.40(-2.48,-0.35)**","-1.19(-2.37,0.02)"
"C25","2006_2010","2011_2015",5,"Built_Disadvantaged","-2.10(-3.44,-0.75)**","0.002","0.00","-0.63(-2.01,0.74)","-1.92(-3.20,-0.67)**","-1.48(-2.74,-0.19)*","-1.93(-3.12,-0.75)***"
"C25","2006_2010","2011_2015",5,"Water_Unbalanced","-0.00(-9.84,10.02)","0.998","0.00","0.06(-0.60,0.73)","-0.00(-2.72,2.84)","1.66(-1.04,4.35)","-0.37(-10.30,9.85)"
"C25","2006_2010","2011_2015",5,"Water_Disadvantaged","-0.08(-1.87,1.73)","0.932","0.00","-1.29(-2.38,-0.18)*","-1.11(-2.20,0.02)","-0.31(-1.45,0.86)","-0.45(-1.70,0.79)"
"C25","2006_2010","2011_2015",5,"Land_Unbalanced","-1.20(-2.46,0.05)","0.062","0.00","-0.66(-1.67,0.38)","-0.18(-1.15,0.83)","-0.07(-1.09,0.97)","-0.28(-1.34,0.81)"
"C25","2006_2010","2011_2015",5,"Land_Disadvantaged","0.46(-0.87,1.79)","0.492","0.00","1.13(0.31,1.95)*","1.47(0.58,2.36)**","1.81(0.69,2.93)**","1.38(0.24,2.53)*"
"C25","2006_2010","2011_2015",5,"Social_Unbalanced","-0.50(-2.00,0.94)","0.500","0.00","0.01(-0.85,0.88)","0.09(-0.82,1.02)","0.33(-0.70,1.37)","-0.66(-1.75,0.40)"
"C25","2006_2010","2011_2015",5,"Social_Disadvantaged","-0.13(-1.93,1.69)","0.890","0.00","0.29(-1.36,1.96)","0.48(-1.10,2.05)","1.27(-0.34,2.83)","-0.29(-1.79,1.22)"
"C25","2006_2010","2016_2020",10,"EQI_Unbalanced","-1.27(-2.69,0.13)","0.078","0.00","-0.51(-1.52,0.47)","-0.56(-1.60,0.44)","-0.46(-1.61,0.65)","-0.64(-1.92,0.61)"
"C25","2006_2010","2016_2020",10,"EQI_Disadvantaged","-0.64(-1.92,0.64)","0.312","0.00","0.24(-0.78,1.27)","0.08(-0.92,1.09)","0.29(-0.74,1.32)","-0.01(-1.08,1.05)"
"C25","2006_2010","2016_2020",10,"Air_Unbalanced","-0.86(-2.14,0.45)","0.183","0.00","0.14(-0.94,1.21)","-0.04(-1.08,1.00)","0.28(-0.79,1.38)","0.02(-1.07,1.16)"
"C25","2006_2010","2016_2020",10,"Air_Disadvantaged","-0.32(-1.67,1.02)","0.642","0.00","0.84(-0.09,1.78)","0.76(-0.21,1.75)","1.03(0.04,2.04)*","0.56(-0.62,1.78)"
"C25","2006_2010","2016_2020",10,"Built_Unbalanced","-0.79(-2.13,0.54)","0.249","0.00","-0.25(-1.26,0.76)","-0.82(-1.89,0.25)","-0.75(-1.80,0.28)","-0.84(-2.03,0.31)"
"C25","2006_2010","2016_2020",10,"Built_Disadvantaged","0.10(-1.17,1.39)","0.879","0.00","0.51(-0.75,1.80)","1.15(-0.05,2.34)","0.39(-0.78,1.55)","0.04(-1.01,1.13)"
"C25","2006_2010","2016_2020",10,"Water_Unbalanced","-0.05(-9.89,9.84)","0.976","0.00","0.07(-0.64,0.78)","0.57(-2.15,3.39)","1.43(-1.19,4.05)","0.22(-9.63,10.26)"
"C25","2006_2010","2016_2020",10,"Water_Disadvantaged","-0.12(-2.06,1.87)","0.903","0.00","-0.51(-1.66,0.63)","-0.11(-1.28,1.07)","-0.20(-1.37,0.97)","0.15(-1.12,1.46)"
"C25","2006_2010","2016_2020",10,"Land_Unbalanced","0.08(-1.18,1.30)","0.900","0.00","0.24(-0.74,1.21)","0.18(-0.80,1.13)","0.90(-0.08,1.91)","0.99(-0.05,2.02)"
"C25","2006_2010","2016_2020",10,"Land_Disadvantaged","-0.12(-1.45,1.20)","0.846","0.00","0.98(0.14,1.83)*","0.87(-0.02,1.76)","1.49(0.40,2.60)**","0.79(-0.35,1.91)"
"C25","2006_2010","2016_2020",10,"Social_Unbalanced","0.53(-0.93,2.03)","0.483","0.00","0.67(-0.16,1.53)","0.72(-0.17,1.63)","0.67(-0.31,1.67)","0.56(-0.52,1.65)"
"C25","2006_2010","2016_2020",10,"Social_Disadvantaged","-0.42(-2.20,1.38)","0.650","0.00","-0.28(-1.91,1.31)","0.55(-0.99,2.09)","-0.14(-1.65,1.37)","-0.39(-1.89,1.10)"
